cluster_1_2_t,cluster_1_24_n,cluster_1_36_n,cluster_1_48_n,cluster_1_60_n,cluster_1_72_n,cluster_1_84_n,cluster_1_96_n,cluster_1_108_n,cluster_1_120_n,cluster_1_132_n,cluster_1_144_n,cluster_1_156_n,cluster_1_168_n,cluster_1_180_n,cluster_1_192_n,cluster_1_204_n,cluster_1_216_n,cluster_1_228_n,cluster_1_240_n,cluster_1_252_n,cluster_1_264_n,cluster_1_276_n,cluster_1_288_n,cluster_1_300_n,cluster_1_312_n,cluster_1_324_n,cluster_1_336_n,cluster_1_348_n,cluster_1_360_n,cluster_1_372_n,cluster_1_384_n,cluster_1_396_n,cluster_1_408_n,cluster_1_420_n,cluster_1_432_n,cluster_1_444_n,cluster_1_456_n,cluster_1_468_n,cluster_1_480_n,cluster_1_492_n,cluster_1_504_n,cluster_1_516_n,cluster_1_528_n,cluster_1_540_n,cluster_1_552_n,cluster_1_564_n,cluster_1_576_n,cluster_1_588_n,cluster_1_600_n,cluster_1_612_n,cluster_1_624_n,cluster_1_636_n,cluster_1_14_t,cluster_1_26_t,cluster_1_38_t,cluster_1_50_t,cluster_1_62_t,cluster_1_74_t,cluster_1_86_t,cluster_1_98_t,cluster_1_110_t,cluster_1_122_t,cluster_1_134_t,cluster_1_146_t,cluster_1_158_t,cluster_1_170_t,cluster_1_182_t,cluster_1_194_t,cluster_1_206_t,cluster_1_218_t,cluster_1_230_t,cluster_1_242_t,cluster_1_254_t,cluster_1_266_t,cluster_1_278_t,cluster_1_290_t,cluster_1_302_t,cluster_1_314_t,cluster_1_326_t,cluster_1_338_t,cluster_1_350_t,cluster_1_362_t,cluster_1_374_t,cluster_1_386_t,cluster_1_398_t,cluster_1_410_t,cluster_1_422_t,cluster_1_434_t,cluster_1_446_t,cluster_1_458_t,cluster_1_470_t,cluster_1_482_t,cluster_1_494_t,cluster_1_506_t,cluster_1_518_t,cluster_1_530_t,cluster_1_542_t,cluster_1_554_t,cluster_1_566_t,cluster_1_578_t,cluster_1_590_t,cluster_1_602_t,cluster_1_614_t,cluster_1_626_t,cluster_1_641_t,top_remarks3
F000113351,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,2,2025062
F000113484,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025062
F000113534,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025062
F000113763,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025063
F000114229,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025064
F000113856,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025063
F000113880,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,=====,LM,,,,,　,,,,,=====,MC,,,,,,,　,,,,=====,LM,,=====,MC,,,,,,,,,,,,,,,,,,,,,,2025063
F000118469,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,,2025084
F000113903,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,=====,LM,,,,,　,,,,,=====,MC,,,,,,,　,,,,=====,LM,,=====,MC,,,,,,,,,,,,,,,,,,,,,,2025063
F000113941,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025063
F000128517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026015
F000114074,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025064
F000114105,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025064
F000127495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025125
F000113923,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2025063
F000115367,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025068
F000103048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025013
F000104443,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025023
F000104323,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025023
F000104543,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2025024
F000128547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026015
F000103049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025013
F000103054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025013
F000104525,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000104057,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,B,,,=====,G,,=====,L,,,,,,=====,MC,,,,,=====,MC,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,,,,,,,,2025029
F000103065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025013
F000104813,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025026
F000128577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026015
F000114479,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025065
F000110318,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025044
F000110326,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025045
F000110334,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025045
F000110342,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025045
F000110366,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025045
F000110374,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025046
F000110423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025047
F000110430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025048
F000128607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026015
F000105581,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025029
F000114590,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025066
F000128637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026015
F000103055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025013
F000103066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025013
F000103072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025013
F000114652,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025066
F000114683,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2025066
F000104700,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,,,=====,LM,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025025
F000105099,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025027
F000105125,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025027
F000114709,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2025066
F000128670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026016
F000110613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025051
F000110638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025051
F000110661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025051
F000114733,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2025066
F000128700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026016
F000110778,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,,,=====,LM,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025051
F000110796,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,,,=====,LM,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025051
F000110846,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,,,,,,2025052
F000110998,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,,=====,MC,,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,2,2025052
F000110814,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,,=====,LM,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025051
F000114906,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025067
F000111091,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,,=====,MC,,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,2,2025052
F000111060,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,,=====,MC,,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,2,2025052
F000103067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025013
F000111319,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,,,,,,2025053
F000111195,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,,,,,,2025053
F000111378,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,,=====,MC,,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,2,2025053
F000111347,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,,=====,MC,,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,2,2025053
F000111440,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,,=====,MC,,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,2,2025053
F000111471,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,,=====,MC,,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,2,2025053
F000128730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026016
F000111629,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,,,,,,2025054
F000111691,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,,2025054
F000111753,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,2,2025054
F000111660,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,2,2025054
F000113825,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025063
F000111722,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,,2025054
F000111784,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,2,2025054
F000103073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025013
F000111939,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,,,,,,2025055
F000111877,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,,,,,,2025055
F000112039,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,MC,,,,　,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,2,2025056
F000128760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026016
F000104759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025026
F000104759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025026
F000112068,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,MC,,,,　,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,2,2025056
F000104759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025026
F000104759,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025026
F000104786,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025026
F000103083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025014
F000114986,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025067
F000104768,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025026
F000114995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025067
F000114997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025067
F000114996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025067
