完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6
5527-501BB19,1,1,L1-5527-501BB19,1,1,MA-5527-501BB19,0,0,,0,0,,0,0,,0,0,
560-601AA30,1,1,L1-560-601AA30,1,1,MA-560-601AA30,0,0,,0,0,,0,0,,0,0,
560-60830,1,1,L1-560-60830,1,1,MA-560-60830,0,0,,0,0,,0,0,,0,0,
790-502AA30,1,1,L1-790-502AA30,1,1,MA-790-502AA30,0,0,,0,0,,0,0,,0,0,
3154-405AA190,1,1,L1-81-405FA19,1,1,MA-81-405FA19,0,0,,0,0,,0,0,,0,0,
3154-405AA220,1,1,L1-81-405FA22,1,1,MA-81-405FA22,0,0,,0,0,,0,0,,0,0,
3154-410AA190,1,3,LC-970-41019-S,1,1,MA-970-41019-S,0,0,,0,0,,0,0,,0,0,
3154-410AA220,1,3,LC-970-41022-S,1,1,MA-970-41022-S,0,0,,0,0,,0,0,,0,0,
1531-103BA24,1,1,MA-1531-103BA24,0,0,,0,0,,0,0,,0,0,,0,0,
1531-102DA,1,1,MA-1531-102AA,0,0,,0,0,,0,0,,0,0,,0,0,
1531-102EB,1,1,MA-1531-102BA,0,0,,0,0,,0,0,,0,0,,0,0,
KF30-00901AA,1,1,MA-KF30-00901AA,0,0,,0,0,,0,0,,0,0,,0,0,
1355-404BA,1,1,MA-1355-404BA,0,0,,0,0,,0,0,,0,0,,0,0,
115-103BA38,1,1,MA-115-103BA38,0,0,,0,0,,0,0,,0,0,,0,0,
115-102JA,1,1,MA-115-102JA,0,0,,0,0,,0,0,,0,0,,0,0,
K-13801D,1,1,MC-K-13801D,1,1,MA-K-13801D,0,0,,0,0,,0,0,,0,0,
5154-501AA36,1,1,LA-161-501QA36-DF,1,1,L1-161-501QA36,1,1,MA-161-501QA36,0,0,,0,0,,0,0,
5528-601AA30,1,1,LA-161-601HA30-L2,1,1,L1-161-601HA30,1,1,MA-161-601HA30,0,0,,0,0,,0,0,
474-601AB34,1,1,LA-165-601BA34-L2,1,1,L1-165-601BA34,1,1,MA-165-601BA34,0,0,,0,0,,0,0,
5154-601AA36,1,1,LA-165-601HA36-L2,1,1,L1-165-601BA38,1,1,MA-165-601BA38,0,0,,0,0,,0,0,
882-501BA38,1,1,LA-171-501AA38-DF,1,1,L1-171-501AA38,1,1,MA-171-501AA38,0,0,,0,0,,0,0,
SPL-1479WB,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
6214-501BA34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,
5533-501AA34,1,1,LA-5529-501CA34-DF,1,1,L1-5529-501CA34,1,1,MA-5529-501CA34,0,0,,0,0,,0,0,
5517-501CA34,1,1,LA-5529-501CA34-DF,1,1,L1-5529-501CA34,1,1,MA-5529-501CA34,0,0,,0,0,,0,0,
6104-601AA34,1,1,L2-6104-601AA34,1,1,L1-6104-601AA34,1,1,MA-6104-601AA34,0,0,,0,0,,0,0,
12Q-411MA34,1,1,LA-12Q-411MA34-MC,1,1,LA-12Q-411MA34-L2,1,1,L1-12Q-411MA34,1,1,MA-12Q-411MA34,0,0,,0,0,
161-406RE34,1,1,LA-161-406RE34-MC,1,1,LA-161-406RE34-D,1,1,L1-161-406RE34,1,1,MA-161-406RE34,0,0,,0,0,
SPL-1522GAA,1,1,MC-SPL-1522GAA,1,1,MA-1751-404AA,0,0,,0,0,,0,0,,0,0,
1045-436AA26,1,1,PL-1045-436AA26,1,5,LC-1045-436AA26,1,1,MA-1045-436AA26,0,0,,0,0,,0,0,
1045-435AA26,1,5,LC-1045-435AA26,1,1,MA-1045-435AA26,0,0,,0,0,,0,0,,0,0,
1045-435BA26,1,5,LC-1045-435BA26,1,1,MA-1045-435BA26,0,0,,0,0,,0,0,,0,0,
105-405AA5202003240072,1,1,L1-105-405AA52,1,1,MA-105-40552,0,0,,0,0,,0,0,,0,0,
105-4054202002592074,1,1,L1-105-405AA42,1,1,MA-105-405AA42,0,0,,0,0,,0,0,,0,0,
105-4054202403168050,1,1,L1-105-405AA42,1,1,MA-105-405AA42,0,0,,0,0,,0,0,,0,0,
105-405AA4402002736072,1,1,L1-105-405AA44,1,1,MA-105-405AA44,0,0,,0,0,,0,0,,0,0,
105-405AA4402403312050,1,1,L1-105-405AA44,1,1,MA-105-405AA44,0,0,,0,0,,0,0,,0,0,
105-405AA4602002856074,1,1,L1-105-405AA46,1,1,MA-105-405AA46,0,0,,0,0,,0,0,,0,0,
105-405AA4602403456050,1,1,L1-105-405AA46,1,1,MA-105-405AA46,0,0,,0,0,,0,0,,0,0,
105-405AA6002204176058,1,1,L1-105-405AA60-S,1,1,MA-105-405AA60-S,0,0,,0,0,,0,0,,0,0,
105-405AA6002805280044,1,1,L1-105-405AA60-S,1,1,MA-105-405AA60-S,0,0,,0,0,,0,0,,0,0,
105-409BA5202003240,1,1,LC-105-409AA52-S,1,1,MA-105-40952-S,0,0,,0,0,,0,0,,0,0,
105-409BA4402002736,1,3,LC-105-409AA44-S,1,1,MA-105-409AA44-S,0,0,,0,0,,0,0,,0,0,
105-409BA4402403312,1,3,LC-105-409AA44-S,1,1,MA-105-409AA44-S,0,0,,0,0,,0,0,,0,0,
105-409BA4602002856,1,3,LC-105-409AA46-S,1,1,MA-105-409AA46-S,0,0,,0,0,,0,0,,0,0,
105-409BA4602403456,1,3,LC-105-409AA46-S,1,1,MA-105-409AA46-S,0,0,,0,0,,0,0,,0,0,
105-409BA6001402640,1,3,LC-105-409AA60,1,1,MA-105-409AA60,0,0,,0,0,,0,0,,0,0,
105-409BA6002003720,1,3,LC-105-409AA60,1,1,MA-105-409AA60,0,0,,0,0,,0,0,,0,0,
105-409BA6002204176,1,3,LC-105-409AA60,1,1,MA-105-409AA60,0,0,,0,0,,0,0,,0,0,
105-409BA6002805040,1,3,LC-105-409AA60,1,1,MA-105-409AA60,0,0,,0,0,,0,0,,0,0,
105-409BA6002805280,1,3,LC-105-409AA60,1,1,MA-105-409AA60,0,0,,0,0,,0,0,,0,0,
105-410DA5202003240,1,1,LC-105-410AA52-S,1,1,MA-105-41052-S,0,0,,0,0,,0,0,,0,0,
105-410B4202002592,1,3,LC-105-410AA42-S,1,1,MA-105-410AA42-S,0,0,,0,0,,0,0,,0,0,
105-410B4202403168,1,3,LC-105-410AA42-S,1,1,MA-105-410AA42-S,0,0,,0,0,,0,0,,0,0,
105-410DA4402002736,1,3,LC-105-410AA44-S,1,1,MA-105-410AA44-S,0,0,,0,0,,0,0,,0,0,
105-410DA4402403312,1,3,LC-105-410AA44-S,1,1,MA-105-410AA44-S,0,0,,0,0,,0,0,,0,0,
105-410DA4602002856,1,3,LC-105-410AA46-S,1,1,MA-105-410AA46-S,0,0,,0,0,,0,0,,0,0,
105-410DA4602403456,1,3,LC-105-410AA46-S,1,1,MA-105-410AA46-S,0,0,,0,0,,0,0,,0,0,
105-410DA6002204176,1,3,LC-105-410AA60,1,1,MA-105-410AA60,0,0,,0,0,,0,0,,0,0,
105-410DA6002805280,1,3,LC-105-410AA60,1,1,MA-105-410AA60,0,0,,0,0,,0,0,,0,0,
110-461CA2624240,1,1,L1-110-461C26-S,1,1,MA-110-461C26-S,0,0,,0,0,,0,0,,0,0,
110-461BA3016252,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,
110-461BA3024186,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,
110-461BA3024192,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,
110-461C30,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,
110-461CA3022232,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,
110-461CA3024256,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,
110-461GA3017176,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,
110-461GA3028222,1,1,L1-110-461C30-S,1,1,MA-110-461C30-S,0,0,,0,0,,0,0,,0,0,
110-461BA3420182,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,
110-461BA3424210,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,
110-461BA3424212,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,
110-461BA3428246,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,
110-461BA3429258,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,
110-461BA3430270,1,1,L1-110-461C34,1,1,MA-110-461C34,0,0,,0,0,,0,0,,0,0,
110-461LA3024372,1,1,L1-110-461LA30-S,1,1,MA-110-461LA30-S,0,0,,0,0,,0,0,,0,0,
110-461LA3028432,1,1,L1-110-461LA30-S,1,1,MA-110-461LA30-S,0,0,,0,0,,0,0,,0,0,
201-409DA1301800720078,1,1,L1-201-409DA13-S,1,1,MA-201-40913-S,0,0,,0,0,,0,0,,0,0,
201-409BA1601800900050,1,1,L1-201-409BA16-S,1,1,MA-201-40916-S,0,0,,0,0,,0,0,,0,0,
201-409BA1701000552100,1,1,L1-201-409BA17-S,1,1,MA-201-40917-S,0,0,,0,0,,0,0,,0,0,
201-409BA1701800960050,1,1,L1-201-409BA17-S,1,1,MA-201-40917-S,0,0,,0,0,,0,0,,0,0,
208-409CA1701800930075,1,1,L1-208-409CA17-S,1,1,MA-201-40917-S,0,0,,0,0,,0,0,,0,0,
208-409CA1702001110050,1,1,L1-208-409CA17-S,1,1,MA-201-40917-S,0,0,,0,0,,0,0,,0,0,
201-409BA1801100624100,1,1,L1-201-409BA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,
201-409BB1801400750100,1,1,L1-201-409BA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,
201-409BB1802201260054,1,1,L1-201-409BA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,
208-409CA1801800990075,1,1,L1-208-409CA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,
208-409CA1802001170062,1,1,L1-208-409CA18-S,1,1,MA-201-40918-S,0,0,,0,0,,0,0,,0,0,
201-409BA1901200708100,1,1,L1-201-409BA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,
201-409BA1901801080075,1,1,L1-201-409BA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,
201-409BA1902201308050,1,1,L1-201-409BA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,
201-409BB1901200708100,1,1,L1-201-409BA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,
201-409BB1901801080075,1,1,L1-201-409BA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,
201-409CA1902201308050,1,1,L1-201-409CA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,
208-409CA1901801050075,1,1,L1-208-409CA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,
208-409CA1902001224064,1,1,L1-208-409CA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,
208-409CA1902001230064,1,1,L1-208-409CA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,
208-409CA1902401440048,1,1,L1-208-409CA19-S,1,1,MA-201-40919-S,0,0,,0,0,,0,0,,0,0,
201-409BA2001300792124,1,1,L1-201-409BA20-S,1,1,MA-201-40920-S,0,0,,0,0,,0,0,,0,0,
201-409BA2001601020075,1,1,L1-201-409BA20-S,1,1,MA-201-40920-S,0,0,,0,0,,0,0,,0,0,
201-409BA2001701080075,1,1,L1-201-409BA20-S,1,1,MA-201-40920-S,0,0,,0,0,,0,0,,0,0,
208-409CA2001400870106,1,1,L1-208-409CA20-S,1,1,MA-201-40920-S,0,0,,0,0,,0,0,,0,0,
201-409CA2101801224078,1,1,L1-201-409CA21-S,1,1,MA-201-40921-S,0,0,,0,0,,0,0,,0,0,
201-409CA2102201464062,1,1,L1-201-409CA21-S,1,1,MA-201-40921-S,0,0,,0,0,,0,0,,0,0,
208-409CA2101400930104,1,1,L1-208-409CA21-S,1,1,MA-201-40921-S,0,0,,0,0,,0,0,,0,0,
208-409CA2201400990102,1,1,L1-208-409CA22-S,1,1,MA-208-409CA22-S,0,0,,0,0,,0,0,,0,0,
208-409CA2301401050100,1,1,L1-208-409CA23-S,1,1,MA-208-409CA23-S,0,0,,0,0,,0,0,,0,0,
220-4093001801680078,1,1,L1-220-40930,1,1,MA-220-40930,0,0,,0,0,,0,0,,0,0,
220-4093002202064058,1,1,L1-220-40930,1,1,MA-220-40930,0,0,,0,0,,0,0,,0,0,
220-4093002402256048,1,1,L1-220-40930,1,1,MA-220-40930,0,0,,0,0,,0,0,,0,0,
220-4093002802640040,1,1,L1-220-40930,1,1,MA-220-40930,0,0,,0,0,,0,0,,0,0,
265-409330,1,1,L1-220-40933-S,1,1,MA-220-40933-S,0,0,,0,0,,0,0,,0,0,
271-409AA3302002072064,1,1,L1-220-40933-S,1,1,MA-220-40933-S,0,0,,0,0,,0,0,,0,0,
220-4093401601728098,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,
220-4093401801872082,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,
220-4093401801872086,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,
220-4093402202304060,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,
5208-409AA3401401488106,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,
5208-409AA3401801920078,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,
5208-409AA3401801976074,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,
5208-409AA3402402488052,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,
5208-409AA3402402544050,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,
5208-409AA3402402556050,1,1,L1-220-40934-S,1,1,MA-220-40934-S,0,0,,0,0,,0,0,,0,0,
220-4093601401596104,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
220-4093601601812096,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
220-4093601601920086,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
220-4093601802028080,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
220-4093601802064076,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
220-4093602002256066,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
220-4093602002268064,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
220-4093602202484058,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
220-4093602202544056,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
220-4093602202592054,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
220-4093602402712050,1,1,L1-220-40936-S,1,1,MA-220-40936-S,0,0,,0,0,,0,0,,0,0,
6201-405CA3401801872092,1,1,L1-224-405AA34-S,1,1,MA-224-405AA34-S,0,0,,0,0,,0,0,,0,0,
6201-405CA3402202304066,1,1,L1-224-405AA34-S,1,1,MA-224-405AA34-S,0,0,,0,0,,0,0,,0,0,
6204-405AB3401601728104,1,1,L1-224-405AA34-S,1,1,MA-224-405AA34-S,0,0,,0,0,,0,0,,0,0,
6204-405AB3401801872092,1,1,L1-224-405AA34-S,1,1,MA-224-405AA34-S,0,0,,0,0,,0,0,,0,0,
5202-405BA3302802928044,1,1,L1-225-40533-S,1,1,MA-225-40533-S,0,0,,0,0,,0,0,,0,0,
225-405BA3001801680090,1,1,L1-225-405A30,1,1,MA-225-405A30,0,0,,0,0,,0,0,,0,0,
225-405BA3002202064064,1,1,L1-225-405A30,1,1,MA-225-405A30,0,0,,0,0,,0,0,,0,0,
225-405BA3002402256054,1,1,L1-225-405A30,1,1,MA-225-405A30,0,0,,0,0,,0,0,,0,0,
225-405BA3002802640044,1,1,L1-225-405A30,1,1,MA-225-405A30,0,0,,0,0,,0,0,,0,0,
5201-405BA3601802028090,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,
5201-405BA3602402712054,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,
5202-405BA3601401596106,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,
5202-405BA3601601812106,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,
5202-405BA3601601920098,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,
5202-405BA3601802028090,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,
5202-405BA3602202544060,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,
5202-405BA3602202592058,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,
5202-405BA3602402712054,1,1,L1-225-405AA36-S,1,1,MA-225-405AA36-S,0,0,,0,0,,0,0,,0,0,
259-405A260,1,1,L1-259-405A26-S,1,1,MA-259-405A26-S,0,0,,0,0,,0,0,,0,0,
261-4093300800800040,1,1,L1-261-40933-S,1,1,MA-261-40933-S,0,0,,0,0,,0,0,,0,0,
261-4093300800800208,1,1,L1-261-40933-S,1,1,MA-261-40933-S,0,0,,0,0,,0,0,,0,0,
266-4053302002080066,1,1,L1-266-40533-S,1,1,MA-266-40533-S,0,0,,0,0,,0,0,,0,0,
266-4053302202288062,1,1,L1-266-40533-S,1,1,MA-266-40533-S,0,0,,0,0,,0,0,,0,0,
272-405AA3802002440064,1,1,L1-272-405AA38-S,1,1,MA-272-405AA38-S,0,0,,0,0,,0,0,,0,0,
284-405AA3302402496052,1,1,L1-284-405AA33-S,1,1,MA-284-405AA33-S,0,0,,0,0,,0,0,,0,0,
3154-405BA3002202088066,1,1,L1-3154-405BA30,1,1,MA-3154-405BA30,0,0,,0,0,,0,0,,0,0,
3154-409AB3002202088,1,1,L1-3154-409AA30-S,1,4,MA-3154-409AA30-S,0,0,,0,0,,0,0,,0,0,
3159-405AA0200200012000,1,1,L1-3159-405AA02-S,1,1,MA-3159-405AA02-S,0,0,,0,0,,0,0,,0,0,
3159-405AA0200300020000,1,1,L1-3159-405AA02-S,1,1,MA-3159-405AA02-S,0,0,,0,0,,0,0,,0,0,
3159-405AA0300250024000,1,1,L1-3159-405AA03-S,1,1,MA-3159-405AA03-S,0,0,,0,0,,0,0,,0,0,
3159-405AA0400250032000,1,1,L1-3159-405AA04-S,1,1,MA-3159-405AA04-S,0,0,,0,0,,0,0,,0,0,
3159-408AA02,1,1,L1-3159-408AA02-S,1,1,MA-3159-408AA02-S,0,0,,0,0,,0,0,,0,0,
3159-408AA03,1,1,L1-3159-408AA03-S,1,1,MA-3159-408AA03-S,0,0,,0,0,,0,0,,0,0,
3159-408AA04,1,1,L1-3159-408AA04-S,1,1,MA-3159-408AA04-S,0,0,,0,0,,0,0,,0,0,
3239-432AA38,1,1,L1-3237-432BA38,1,1,MA-3237-432BA38,0,0,,0,0,,0,0,,0,0,
78-405GA420,1,1,L1-328-405AA42-S,1,1,MA-328-405AA42-S,0,0,,0,0,,0,0,,0,0,
78-405JA420,1,1,L1-328-405AA42-S,1,1,MA-328-405AA42-S,0,0,,0,0,,0,0,,0,0,
5121-405BA4801602412106,1,1,L1-328-405AA48-S,1,1,MA-328-405AA48-S,0,0,,0,0,,0,0,,0,0,
328-405AA6001803360084,1,1,L1-328-405AA60-S,1,1,MA-328-405AA60-S,0,0,,0,0,,0,0,,0,0,
328-409AA6001803360082,1,1,L1-328-409AA60,1,1,MA-328-409AA60,0,0,,0,0,,0,0,,0,0,
5121-409FA4402203024062,1,1,L1-329-409AA44-S,1,1,MA-329-409AA44-S,0,0,,0,0,,0,0,,0,0,
5121-409EA4801602412104,1,1,L1-329-409AA48-S,1,1,MA-329-409AA48-S,0,0,,0,0,,0,0,,0,0,
274-405AB1701800930084,1,1,L1-335-405AA17-S,1,1,MA-335-405AA17-S,0,0,,0,0,,0,0,,0,0,
274-405AB1702001110062,1,1,L1-335-405AA17-S,1,1,MA-335-405AA17-S,0,0,,0,0,,0,0,,0,0,
274-405AB1801800990084,1,1,L1-335-405AA18-S,1,1,MA-335-405AA18-S,0,0,,0,0,,0,0,,0,0,
274-405AB1802001170064,1,1,L1-335-405AA18-S,1,1,MA-335-405AA18-S,0,0,,0,0,,0,0,,0,0,
274-405AB1901200720138,1,1,L1-335-405AA19-S,1,1,MA-335-405AA19-S,0,0,,0,0,,0,0,,0,0,
274-405AB1901801050084,1,1,L1-335-405AA19-S,1,1,MA-335-405AA19-S,0,0,,0,0,,0,0,,0,0,
274-405AB1902001224064,1,1,L1-335-405AA19-S,1,1,MA-335-405AA19-S,0,0,,0,0,,0,0,,0,0,
274-405AB1902001230064,1,1,L1-335-405AA19-S,1,1,MA-335-405AA19-S,0,0,,0,0,,0,0,,0,0,
274-405AB1902401440052,1,1,L1-335-405AA19-S,1,1,MA-335-405AA19-S,0,0,,0,0,,0,0,,0,0,
274-405AB2101400930110,1,1,L1-335-405AA21-S,1,1,MA-335-405AA21-S,0,0,,0,0,,0,0,,0,0,
274-405AB2201400990106,1,1,L1-335-405AA22-S,1,1,MA-335-405AA22-S,0,0,,0,0,,0,0,,0,0,
274-405AB2301401050104,1,1,L1-335-405AA23-S,1,1,MA-335-405AA23-S,0,0,,0,0,,0,0,,0,0,
274-405AB2401401110102,1,1,L1-335-405AA24-S,1,1,MA-335-405AA24-S,0,0,,0,0,,0,0,,0,0,
274-405AB300,1,1,L1-335-405AA30-S,1,1,MA-335-405AA30-S,0,0,,0,0,,0,0,,0,0,
335-405AA300,1,1,L1-335-405AA30-S,1,1,MA-335-405AA30-S,0,0,,0,0,,0,0,,0,0,
335-405BA300,1,1,L1-335-405AA30-S,1,1,MA-335-405AA30-S,0,0,,0,0,,0,0,,0,0,
335-405AA330,1,1,L1-335-405AA33-S,1,1,MA-335-405AA33-S,0,0,,0,0,,0,0,,0,0,
335-405BA330,1,1,L1-335-405AA33-S,1,1,MA-335-405AA33-S,0,0,,0,0,,0,0,,0,0,
355-405330,1,1,L1-335-405AA33-S,1,1,MA-335-405AA33-S,0,0,,0,0,,0,0,,0,0,
355-405BA3302802880046,1,1,L1-335-405AA33-S,1,1,MA-335-405AA33-S,0,0,,0,0,,0,0,,0,0,
355-405BA3303203312040,1,1,L1-335-405AA33-S,1,1,MA-335-405AA33-S,0,0,,0,0,,0,0,,0,0,
274-405AB340,1,1,L1-335-405AA34-S,1,1,MA-335-405AA34-S,0,0,,0,0,,0,0,,0,0,
335-405AA3401601728098,1,1,L1-335-405AA34-S,1,1,MA-335-405AA34-S,0,0,,0,0,,0,0,,0,0,
335-405AA3401801872086,1,1,L1-335-405AA34-S,1,1,MA-335-405AA34-S,0,0,,0,0,,0,0,,0,0,
335-405AA3402002088070,1,1,L1-335-405AA34-S,1,1,MA-335-405AA34-S,0,0,,0,0,,0,0,,0,0,
335-405AA3402202304066,1,1,L1-335-405AA34-S,1,1,MA-335-405AA34-S,0,0,,0,0,,0,0,,0,0,
335-405AA3402402520056,1,1,L1-335-405AA34-S,1,1,MA-335-405AA34-S,0,0,,0,0,,0,0,,0,0,
5538-405AA3400650684316,1,1,L1-335-405AA34-S,1,1,MA-335-405AA34-S,0,0,,0,0,,0,0,,0,0,
6207-405AA340,1,1,L1-335-405AA34-S,1,1,MA-335-405AA34-S,0,0,,0,0,,0,0,,0,0,
274-405AB3602002232070,1,1,L1-335-405AA36-S,1,1,MA-335-405AA36-S,0,0,,0,0,,0,0,,0,0,
274-405BA3602803096046,1,1,L1-335-405AA36-S,1,1,MA-335-405AA36-S,0,0,,0,0,,0,0,,0,0,
274-405AB380,1,1,L1-335-405AA38-S,1,1,MA-335-405AA38-S,0,0,,0,0,,0,0,,0,0,
274-405BA380,1,1,L1-335-405AA38-S,1,1,MA-335-405AA38-S,0,0,,0,0,,0,0,,0,0,
335-405AA3801802088086,1,1,L1-335-405AA38-S,1,1,MA-335-405AA38-S,0,0,,0,0,,0,0,,0,0,
335-405AA3802002376068,1,1,L1-335-405AA38-S,1,1,MA-335-405AA38-S,0,0,,0,0,,0,0,,0,0,
274-405CA420,1,1,L1-335-405AA42-S,1,1,MA-335-405AA42-S,0,0,,0,0,,0,0,,0,0,
478-409KA420,1,1,L1-339-409AA42-S,1,1,MA-339-409AA42-S,0,0,,0,0,,0,0,,0,0,
3501-C0002AA2602001628,1,1,L1-3501-C0002AA26,1,1,MA-3501-C0002AA26,0,0,,0,0,,0,0,,0,0,
3501-C0002BA2602401924,1,1,L1-3501-C0002AA26,1,1,MA-3501-C0002AA26,0,0,,0,0,,0,0,,0,0,
3501-C0002BA3002402296,1,1,L1-3501-C0002AA30,1,1,MA-3501-C0002AA30,0,0,,0,0,,0,0,,0,0,
3551-405AA3404404680030,1,1,L1-3551-405AA34-S,1,1,MA-3551-405AA34-S,0,0,,0,0,,0,0,,0,0,
3551-405AA3405005328026,1,1,L1-3551-405AA34-S,1,1,MA-3551-405AA34-S,0,0,,0,0,,0,0,,0,0,
3551-405AA3405005328028,1,1,L1-3551-405AA34-S,1,1,MA-3551-405AA34-S,0,0,,0,0,,0,0,,0,0,
3662-409AA340,1,1,L1-3662-409AA34-S,1,1,MA-3662-409AA34-S,0,0,,0,0,,0,0,,0,0,
4105-409AA3001401320,1,1,L1-4105-409AA30,1,4,MA-4105-409AA30-S,0,0,,0,0,,0,0,,0,0,
4105-409AA3001601500,1,1,L1-4105-409AA30,1,4,MA-4105-409AA30-S,0,0,,0,0,,0,0,,0,0,
4105-409AA3001801740,1,1,L1-4105-409AA30,1,4,MA-4105-409AA30-S,0,0,,0,0,,0,0,,0,0,
4105-409AA3002001860,1,1,L1-4105-409AA30,1,4,MA-4105-409AA30-S,0,0,,0,0,,0,0,,0,0,
4501-409AB26,1,1,L1-4501-409AA26-S,1,1,MA-4501-409AA26-S,0,0,,0,0,,0,0,,0,0,
4502-405AA2001601024088,1,1,L1-4502-405AA20-S,1,1,MA-4502-405AA20-S,0,0,,0,0,,0,0,,0,0,
4502-411AA20,1,1,L1-4502-411AA20-S,1,1,MA-4502-411AA20-S,0,0,,0,0,,0,0,,0,0,
4502-412AA20,1,1,L1-4502-412AA20-S,1,1,MA-4502-412AA20-S,0,0,,0,0,,0,0,,0,0,
4502-413AA20,1,1,L1-4502-413AA20-S,1,1,MA-4502-413AA20-S,0,0,,0,0,,0,0,,0,0,
