No,完成部番,単位数分子,単位数分母,前工程
5,1331-257DB2650-1,1.0,1.0,MA-1331-257DB2650
6,1331-257DB2650-1,1.0,1,L-1331-257DB2650-1
1,1331-259HA2200-1A,0.0,0.0,
2,1331-259HA2200-1A,0.0,0.0,
3,1331-259HA2200-1A,0.0,0.0,
4,1331-259HA2200-1A,0.0,0.0,
5,1331-259HA2200-1A,1.0,1.0,MA-1331-259JA
6,1331-259HA2200-1A,1.0,1,L-1331-259HA2200-1A
1,1331-259HA2500-1A,0.0,0.0,
2,1331-259HA2500-1A,0.0,0.0,
3,1331-259HA2500-1A,0.0,0.0,
4,1331-259HA2500-1A,0.0,0.0,
5,1331-259HA2500-1A,1.0,1.0,MA-1331-259JA
6,1331-259HA2500-1A,1.0,1,L-1331-259HA2500-1A
1,1331-259HA2650-1A,0.0,0.0,
2,1331-259HA2650-1A,0.0,0.0,
3,1331-259HA2650-1A,0.0,0.0,
4,1331-259HA2650-1A,0.0,0.0,
5,1331-259HA2650-1A,1.0,1.0,MA-1331-259JA
6,1331-259HA2650-1A,1.0,1,L-1331-259HA2650-1A
1,1331-259JA2200-1A,0.0,0.0,
2,1331-259JA2200-1A,0.0,0.0,
3,1331-259JA2200-1A,0.0,0.0,
4,1331-259JA2200-1A,0.0,0.0,
5,1331-259JA2200-1A,1.0,1.0,MA-1331-259JA
6,1331-259JA2200-1A,1.0,1,L-1331-259JA2200-1A
1,1331-259JA2300-1A,0.0,0.0,
2,1331-259JA2300-1A,0.0,0.0,
3,1331-259JA2300-1A,0.0,0.0,
4,1331-259JA2300-1A,0.0,0.0,
5,1331-259JA2300-1A,1.0,1.0,MA-1331-259JA
6,1331-259JA2300-1A,1.0,1,L-1331-259JA2300-1A
1,1331-259JA2500-1A,0.0,0.0,
2,1331-259JA2500-1A,0.0,0.0,
3,1331-259JA2500-1A,0.0,0.0,
4,1331-259JA2500-1A,0.0,0.0,
5,1331-259JA2500-1A,1.0,1.0,MA-1331-259JA
6,1331-259JA2500-1A,1.0,1,L-1331-259JA2500-1A
1,1331-259JA2650-1A,0.0,0.0,
2,1331-259JA2650-1A,0.0,0.0,
3,1331-259JA2650-1A,0.0,0.0,
4,1331-259JA2650-1A,0.0,0.0,
5,1331-259JA2650-1A,1.0,1.0,MA-1331-259JA
6,1331-259JA2650-1A,1.0,1,L-1331-259JA2650-1A
1,1331-259JA2900-1A,0.0,0.0,
2,1331-259JA2900-1A,0.0,0.0,
3,1331-259JA2900-1A,0.0,0.0,
4,1331-259JA2900-1A,0.0,0.0,
5,1331-259JA2900-1A,1.0,1.0,MA-1331-259JA-3000
6,1331-259JA2900-1A,1.0,1,L-1331-259JA2900-1A
1,1331-259LA2200,0.0,0.0,
2,1331-259LA2200,0.0,0.0,
3,1331-259LA2200,0.0,0.0,
4,1331-259LA2200,1.0,1.0,MA-1331-259LA2200
5,1331-259LA2200,1.0,1.0,L-1331-259LA2200
6,1331-259LA2200,1.0,1,AO-1331-259LA2200
1,1331-259NA2200,0.0,0.0,
2,1331-259NA2200,0.0,0.0,
3,1331-259NA2200,1.0,1.0,MA-SPL-2779AA/BA-2224ROLL
4,1331-259NA2200,1.0,1.0,L1-1331-259NA/PA2200
5,1331-259NA2200,1.0,1.0,L2-1331-259NA2200
6,1331-259NA2200,1.0,1,PL-1331-259NA2200
1,1331-259RA2200-1A,0.0,0.0,
2,1331-259RA2200-1A,0.0,0.0,
3,1331-259RA2200-1A,0.0,0.0,
4,1331-259RA2200-1A,0.0,0.0,
5,1331-259RA2200-1A,1.0,1.0,MA-1331-259JA
6,1331-259RA2200-1A,1.0,1,L-1331-259RA2200-1A
1,1331-259RA2500-1A,0.0,0.0,
2,1331-259RA2500-1A,0.0,0.0,
3,1331-259RA2500-1A,0.0,0.0,
4,1331-259RA2500-1A,0.0,0.0,
5,1331-259RA2500-1A,1.0,1.0,MA-1331-259JA
6,1331-259RA2500-1A,1.0,1,L-1331-259RA2500-1A
1,1331-259RA2650-1A,0.0,0.0,
2,1331-259RA2650-1A,0.0,0.0,
3,1331-259RA2650-1A,0.0,0.0,
4,1331-259RA2650-1A,0.0,0.0,
5,1331-259RA2650-1A,1.0,1.0,MA-1331-259JA
6,1331-259RA2650-1A,1.0,1,L-1331-259RA2650-1A
1,1331-261AA-RE,0.0,0.0,
2,1331-261AA-RE,0.0,0.0,
3,1331-261AA-RE,0.0,0.0,
4,1331-261AA-RE,0.0,0.0,
5,1331-261AA-RE,1.0,1.0,MA-1331-261AA-RE
6,1331-261AA-RE,1.0,1,L-1331-261AA-RE
1,1331-270AA,0.0,0.0,
2,1331-270AA,0.0,0.0,
3,1331-270AA,0.0,0.0,
4,1331-270AA,0.0,0.0,
5,1331-270AA,1.0,1.0,MA-1331-270AA
6,1331-270AA,1.0,1,PA-1331-270AA
1,1331-270BA,0.0,0.0,
2,1331-270BA,0.0,0.0,
3,1331-270BA,0.0,0.0,
4,1331-270BA,0.0,0.0,
5,1331-270BA,1.0,1.0,MA-1331-270BA
6,1331-270BA,1.0,1,PA-1331-270BA
1,1331-270CA,0.0,0.0,
2,1331-270CA,0.0,0.0,
3,1331-270CA,0.0,0.0,
4,1331-270CA,0.0,0.0,
5,1331-270CA,1.0,1.0,MA-1331-270CA
6,1331-270CA,1.0,1,PA-1331-270CA
1,1331-270DA,0.0,0.0,
2,1331-270DA,0.0,0.0,
3,1331-270DA,0.0,0.0,
4,1331-270DA,0.0,0.0,
5,1331-270DA,1.0,1.0,MA-1331-270DA
6,1331-270DA,1.0,1,PA-1331-270DA
1,1331-274AA,0.0,0.0,
2,1331-274AA,0.0,0.0,
3,1331-274AA,0.0,0.0,
4,1331-274AA,0.0,0.0,
5,1331-274AA,1.0,1.0,MA-1331-274AA
6,1331-274AA,1.0,1,PL-1331-274AA
1,1331-274EA,0.0,0.0,
2,1331-274EA,0.0,0.0,
3,1331-274EA,0.0,0.0,
4,1331-274EA,0.0,0.0,
5,1331-274EA,1.0,1.0,MA-1331-274EA
6,1331-274EA,1.0,1,PL-1331-274EA
1,1331-290DA,0.0,0.0,
2,1331-290DA,0.0,0.0,
3,1331-290DA,0.0,0.0,
4,1331-290DA,1.0,1.0,MA-1331-290DA
5,1331-290DA,1.0,1.0,MC-1331-290DA
6,1331-290DA,1.0,1,PA-1331-290DA
1,1331-290HA,0.0,0.0,
2,1331-290HA,0.0,0.0,
3,1331-290HA,0.0,0.0,
4,1331-290HA,1.0,1.0,MA-1331-290HA
5,1331-290HA,1.0,1.0,MC-1331-290HA
6,1331-290HA,1.0,1,PA-1331-290HA
1,1331-290KA,0.0,0.0,
2,1331-290KA,0.0,0.0,
3,1331-290KA,0.0,0.0,
4,1331-290KA,1.0,1.0,MA-1331-290KA
5,1331-290KA,1.0,1.0,MC-1331-290KA
6,1331-290KA,1.0,1,PA-1331-290KA
1,1331-290MA,0.0,0.0,
2,1331-290MA,0.0,0.0,
3,1331-290MA,0.0,0.0,
4,1331-290MA,1.0,1.0,MA-1331-290MA
5,1331-290MA,1.0,1.0,MC-1331-290MA
6,1331-290MA,1.0,1,PA-1331-290MA
1,1331-290QB,0.0,0.0,
2,1331-290QB,0.0,0.0,
3,1331-290QB,0.0,0.0,
4,1331-290QB,1.0,1.0,MA-1331-290QB
5,1331-290QB,1.0,1.0,MC-1331-290QB
6,1331-290QB,1.0,1,PA-1331-290QB
1,1331-290RA,0.0,0.0,
2,1331-290RA,0.0,0.0,
3,1331-290RA,0.0,0.0,
4,1331-290RA,1.0,1.0,MA-1331-290RA
5,1331-290RA,1.0,1.0,MC-1331-290RA
6,1331-290RA,1.0,1,PA-1331-290RA
1,1331-290TA,0.0,0.0,
2,1331-290TA,0.0,0.0,
3,1331-290TA,0.0,0.0,
4,1331-290TA,1.0,1.0,MA-1331-290TA
5,1331-290TA,1.0,1.0,MC-1331-290TA
6,1331-290TA,1.0,1,PA-1331-290TA
1,1331-290TB,0.0,0.0,
2,1331-290TB,0.0,0.0,
3,1331-290TB,0.0,0.0,
4,1331-290TB,0.0,0.0,
5,1331-290TB,1.0,1.0,MA-1331-290TB
6,1331-290TB,1.0,1,PA-1331-290TB
1,1331-290TC,0.0,0.0,
2,1331-290TC,0.0,0.0,
3,1331-290TC,0.0,0.0,
4,1331-290TC,0.0,0.0,
5,1331-290TC,1.0,1.0,MA-1331-290TC
6,1331-290TC,1.0,1,PA-1331-290TC
1,1331-290VA,0.0,0.0,
2,1331-290VA,0.0,0.0,
3,1331-290VA,0.0,0.0,
4,1331-290VA,1.0,1.0,MA-1331-290VA
5,1331-290VA,1.0,1.0,MC-1331-290VA
6,1331-290VA,1.0,1,PA-1331-290VA
1,1331-293DA,0.0,0.0,
2,1331-293DA,0.0,0.0,
3,1331-293DA,0.0,0.0,
4,1331-293DA,0.0,0.0,
5,1331-293DA,1.0,1.0,MA-1331-293DA
6,1331-293DA,1.0,1,PA-1331-293DA
1,1331-307AA,0.0,0.0,
2,1331-307AA,0.0,0.0,
3,1331-307AA,0.0,0.0,
4,1331-307AA,0.0,0.0,
5,1331-307AA,1.0,1.0,MA-1331-307AA
6,1331-307AA,1.0,1,PA-1331-307AA
1,1331-307BA,0.0,0.0,
2,1331-307BA,0.0,0.0,
3,1331-307BA,0.0,0.0,
4,1331-307BA,0.0,0.0,
5,1331-307BA,1.0,1.0,MA-1331-307BA
6,1331-307BA,1.0,1,PA-1331-307BA
1,1331-307CA,0.0,0.0,
2,1331-307CA,0.0,0.0,
3,1331-307CA,0.0,0.0,
4,1331-307CA,0.0,0.0,
5,1331-307CA,1.0,1.0,MA-1331-307CA
6,1331-307CA,1.0,1,PA-1331-307CA
1,1331-307DA,0.0,0.0,
2,1331-307DA,0.0,0.0,
3,1331-307DA,0.0,0.0,
4,1331-307DA,0.0,0.0,
5,1331-307DA,1.0,1.0,MA-1331-307DA
6,1331-307DA,1.0,1,PA-1331-307DA
1,1331-307EA,0.0,0.0,
2,1331-307EA,0.0,0.0,
3,1331-307EA,0.0,0.0,
4,1331-307EA,0.0,0.0,
5,1331-307EA,1.0,1.0,MA-1331-307EA
6,1331-307EA,1.0,1,PA-1331-307EA
1,1331-307EB,0.0,0.0,
2,1331-307EB,0.0,0.0,
3,1331-307EB,0.0,0.0,
4,1331-307EB,0.0,0.0,
5,1331-307EB,1.0,1.0,MA-1331-307EB
6,1331-307EB,1.0,1,PA-1331-307EB
1,1331-307FA,0.0,0.0,
2,1331-307FA,0.0,0.0,
3,1331-307FA,0.0,0.0,
4,1331-307FA,0.0,0.0,
5,1331-307FA,1.0,1.0,MA-1331-307FA
6,1331-307FA,1.0,1,PA-1331-307FA
1,1331-307FB,0.0,0.0,
2,1331-307FB,0.0,0.0,
3,1331-307FB,0.0,0.0,
4,1331-307FB,0.0,0.0,
5,1331-307FB,1.0,1.0,MA-1331-307FB
6,1331-307FB,1.0,1,PA-1331-307FB
1,1331-307GA,0.0,0.0,
2,1331-307GA,0.0,0.0,
3,1331-307GA,0.0,0.0,
4,1331-307GA,0.0,0.0,
5,1331-307GA,1.0,1.0,MA-1331-307GA
6,1331-307GA,1.0,1,PA-1331-307GA
1,1331-307GB,0.0,0.0,
2,1331-307GB,0.0,0.0,
3,1331-307GB,0.0,0.0,
4,1331-307GB,0.0,0.0,
5,1331-307GB,1.0,1.0,MA-1331-307GB
6,1331-307GB,1.0,1,PA-1331-307GB
1,1331-307GC,0.0,0.0,
2,1331-307GC,0.0,0.0,
3,1331-307GC,0.0,0.0,
4,1331-307GC,0.0,0.0,
5,1331-307GC,1.0,1.0,MA-1331-307GC
6,1331-307GC,1.0,1,PA-1331-307GC
1,1331-307HA,0.0,0.0,
2,1331-307HA,0.0,0.0,
3,1331-307HA,0.0,0.0,
4,1331-307HA,0.0,0.0,
5,1331-307HA,1.0,1.0,MA-1331-307HA
6,1331-307HA,1.0,1,PA-1331-307HA
1,1331-307HB,0.0,0.0,
2,1331-307HB,0.0,0.0,
3,1331-307HB,0.0,0.0,
4,1331-307HB,0.0,0.0,
5,1331-307HB,1.0,1.0,MA-1331-307HB
6,1331-307HB,1.0,1,PA-1331-307HB
1,1331-307JA,0.0,0.0,
2,1331-307JA,0.0,0.0,
3,1331-307JA,0.0,0.0,
4,1331-307JA,0.0,0.0,
5,1331-307JA,1.0,1.0,MA-1331-307JA
6,1331-307JA,1.0,1,PA-1331-307JA
1,1331-307JB,0.0,0.0,
2,1331-307JB,0.0,0.0,
3,1331-307JB,0.0,0.0,
4,1331-307JB,0.0,0.0,
5,1331-307JB,1.0,1.0,MA-1331-307JB
6,1331-307JB,1.0,1,PA-1331-307JB
1,1331-307JC,0.0,0.0,
2,1331-307JC,0.0,0.0,
3,1331-307JC,0.0,0.0,
4,1331-307JC,0.0,0.0,
5,1331-307JC,1.0,1.0,MA-1331-307JC
6,1331-307JC,1.0,1,PA-1331-307JC
1,1331-307JD,0.0,0.0,
2,1331-307JD,0.0,0.0,
3,1331-307JD,0.0,0.0,
4,1331-307JD,0.0,0.0,
5,1331-307JD,1.0,1.0,MA-1331-307JD
6,1331-307JD,1.0,1,PA-1331-307JD
1,1332-221CA,0.0,0.0,
2,1332-221CA,0.0,0.0,
3,1332-221CA,0.0,0.0,
4,1332-221CA,0.0,0.0,
5,1332-221CA,1.0,1.0,MA-1332-221CA
6,1332-221CA,1.0,1,PA-1332-221CA
1,1332-702AA,0.0,0.0,
2,1332-702AA,0.0,0.0,
3,1332-702AA,0.0,0.0,
4,1332-702AA,0.0,0.0,
5,1332-702AA,1.0,1.0,MA-1332-702AA
6,1332-702AA,1.0,1,PL-1332-702AA
1,1332-710BA,0.0,0.0,
2,1332-710BA,0.0,0.0,
3,1332-710BA,0.0,0.0,
4,1332-710BA,0.0,0.0,
5,1332-710BA,0.0,0.0,
6,1332-710BA,1.0,1,MA-1332-710BA
1,13-365BA,0.0,0.0,
2,13-365BA,0.0,0.0,
3,13-365BA,0.0,0.0,
4,13-365BA,0.0,0.0,
5,13-365BA,1.0,1.0,MA-13-365BA
6,13-365BA,1.0,1,PA-13-365BA
1,13-365BB,0.0,0.0,
2,13-365BB,0.0,0.0,
3,13-365BB,0.0,0.0,
4,13-365BB,0.0,0.0,
5,13-365BB,1.0,1.0,MA-13-365BB
6,13-365BB,1.0,1,PA-13-365BB
1,13-456B,0.0,0.0,
2,13-456B,0.0,0.0,
3,13-456B,0.0,0.0,
4,13-456B,0.0,0.0,
5,13-456B,1.0,1.0,MA-13-456B
6,13-456B,1.0,1,PA-13-456B
1,13-458A,0.0,0.0,
2,13-458A,0.0,0.0,
3,13-458A,0.0,0.0,
4,13-458A,0.0,0.0,
5,13-458A,1.0,1.0,MA-13-458A
6,13-458A,1.0,1,PA-13-458A
1,13-458B,0.0,0.0,
2,13-458B,0.0,0.0,
3,13-458B,0.0,0.0,
4,13-458B,0.0,0.0,
5,13-458B,1.0,1.0,MA-13-458B
6,13-458B,1.0,1,PA-13-458B
1,13-458C,0.0,0.0,
2,13-458C,0.0,0.0,
3,13-458C,0.0,0.0,
4,13-458C,0.0,0.0,
5,13-458C,0.0,0.0,
6,13-458C,1.0,1,MA-13-458C
1,13-458D,0.0,0.0,
2,13-458D,0.0,0.0,
3,13-458D,0.0,0.0,
4,13-458D,0.0,0.0,
5,13-458D,0.0,0.0,
6,13-458D,1.0,1,MA-13-458D
1,13-480CB,0.0,0.0,
2,13-480CB,0.0,0.0,
3,13-480CB,0.0,0.0,
4,13-480CB,0.0,0.0,
5,13-480CB,0.0,0.0,
6,13-480CB,1.0,1,MA-13-480CB
1,13-480FA,0.0,0.0,
2,13-480FA,0.0,0.0,
3,13-480FA,0.0,0.0,
4,13-480FA,0.0,0.0,
5,13-480FA,0.0,0.0,
6,13-480FA,1.0,1,MA-13-480FA
1,1351-12A01AA30,0.0,0.0,
2,1351-12A01AA30,0.0,0.0,
3,1351-12A01AA30,0.0,0.0,
4,1351-12A01AA30,0.0,0.0,
5,1351-12A01AA30,1.0,1.0,MA-1351-12A01AA30
6,1351-12A01AA30,1.0,1,PA-1351-12A01AA30
1,1351-12A01AA38,0.0,0.0,
2,1351-12A01AA38,0.0,0.0,
3,1351-12A01AA38,0.0,0.0,
4,1351-12A01AA38,0.0,0.0,
5,1351-12A01AA38,1.0,1.0,MA-1351-12A01AA38
6,1351-12A01AA38,1.0,1,PA-1351-12A01AA38
1,1351-12A01BA30,0.0,0.0,
2,1351-12A01BA30,0.0,0.0,
3,1351-12A01BA30,0.0,0.0,
4,1351-12A01BA30,0.0,0.0,
5,1351-12A01BA30,1.0,1.0,MA-1351-12A01BA30
6,1351-12A01BA30,1.0,1,PA-1351-12A01BA30
1,1351-12A01BA38,0.0,0.0,
2,1351-12A01BA38,0.0,0.0,
3,1351-12A01BA38,0.0,0.0,
4,1351-12A01BA38,0.0,0.0,
5,1351-12A01BA38,1.0,1.0,MA-1351-12A01BA38
6,1351-12A01BA38,1.0,1,PA-1351-12A01BA38
1,1351-12A01CA30,0.0,0.0,
2,1351-12A01CA30,0.0,0.0,
3,1351-12A01CA30,0.0,0.0,
4,1351-12A01CA30,0.0,0.0,
5,1351-12A01CA30,1.0,1.0,MA-1351-12A01CA30
6,1351-12A01CA30,1.0,1,PA-1351-12A01CA30
1,1351-12A01CA38,0.0,0.0,
2,1351-12A01CA38,0.0,0.0,
3,1351-12A01CA38,0.0,0.0,
4,1351-12A01CA38,0.0,0.0,
5,1351-12A01CA38,1.0,1.0,MA-1351-12A01CA38
6,1351-12A01CA38,1.0,1,PA-1351-12A01CA38
1,1351-12A01DA38,0.0,0.0,
2,1351-12A01DA38,0.0,0.0,
3,1351-12A01DA38,0.0,0.0,
4,1351-12A01DA38,0.0,0.0,
5,1351-12A01DA38,1.0,1.0,MA-1351-12A01DA38
6,1351-12A01DA38,1.0,1,PA-1351-12A01DA38
1,1351-12A01EA38,0.0,0.0,
2,1351-12A01EA38,0.0,0.0,
3,1351-12A01EA38,0.0,0.0,
4,1351-12A01EA38,0.0,0.0,
5,1351-12A01EA38,1.0,1.0,MA-1351-12A01EA38
6,1351-12A01EA38,1.0,1,PA-1351-12A01EA38
1,1351-12A01FA30,0.0,0.0,
2,1351-12A01FA30,0.0,0.0,
3,1351-12A01FA30,0.0,0.0,
4,1351-12A01FA30,0.0,0.0,
5,1351-12A01FA30,1.0,1.0,MA-1351-12A01FA30
6,1351-12A01FA30,1.0,1,PA-1351-12A01FA30
1,1351-12A01FA38,0.0,0.0,
2,1351-12A01FA38,0.0,0.0,
3,1351-12A01FA38,0.0,0.0,
4,1351-12A01FA38,0.0,0.0,
5,1351-12A01FA38,1.0,1.0,MA-1351-12A01FA38
6,1351-12A01FA38,1.0,1,PA-1351-12A01FA38
1,1351-12A01GA38,0.0,0.0,
2,1351-12A01GA38,0.0,0.0,
3,1351-12A01GA38,0.0,0.0,
4,1351-12A01GA38,0.0,0.0,
5,1351-12A01GA38,1.0,1.0,MA-1351-12A01GA38
6,1351-12A01GA38,1.0,1,PA-1351-12A01GA38
1,1351-12A01HA38,0.0,0.0,
2,1351-12A01HA38,0.0,0.0,
3,1351-12A01HA38,0.0,0.0,
4,1351-12A01HA38,0.0,0.0,
5,1351-12A01HA38,1.0,1.0,MA-1351-12A01HA38
6,1351-12A01HA38,1.0,1,PA-1351-12A01HA38
1,1351-12A01JA38,0.0,0.0,
2,1351-12A01JA38,0.0,0.0,
3,1351-12A01JA38,0.0,0.0,
4,1351-12A01JA38,0.0,0.0,
5,1351-12A01JA38,1.0,1.0,MA-1351-12A01JA38
6,1351-12A01JA38,1.0,1,PA-1351-12A01JA38
1,1351-12A01KA38,0.0,0.0,
2,1351-12A01KA38,0.0,0.0,
3,1351-12A01KA38,0.0,0.0,
4,1351-12A01KA38,0.0,0.0,
5,1351-12A01KA38,1.0,1.0,MA-1351-12A01KA38
6,1351-12A01KA38,1.0,1,PA-1351-12A01KA38
1,1351-12T1138,0.0,0.0,
2,1351-12T1138,0.0,0.0,
3,1351-12T1138,0.0,0.0,
4,1351-12T1138,0.0,0.0,
5,1351-12T1138,1.0,1.0,MA-1351-12T1138
6,1351-12T1138,1.0,1,PA-1351-12T1138
1,1351-12T1230,0.0,0.0,
2,1351-12T1230,0.0,0.0,
3,1351-12T1230,0.0,0.0,
4,1351-12T1230,0.0,0.0,
5,1351-12T1230,1.0,1.0,MA-1351-12T1230
6,1351-12T1230,1.0,1,PA-1351-12T1230
1,1351-12T1238,0.0,0.0,
2,1351-12T1238,0.0,0.0,
3,1351-12T1238,0.0,0.0,
4,1351-12T1238,0.0,0.0,
5,1351-12T1238,1.0,1.0,MA-1351-12T1238
6,1351-12T1238,1.0,1,PA-1351-12T1238
1,1351-443AA30,0.0,0.0,
2,1351-443AA30,0.0,0.0,
3,1351-443AA30,0.0,0.0,
4,1351-443AA30,0.0,0.0,
5,1351-443AA30,1.0,1.0,MA-1351-443AA30
6,1351-443AA30,1.0,1,PA-1351-443AA30
1,1351-443CA30,0.0,0.0,
2,1351-443CA30,0.0,0.0,
3,1351-443CA30,0.0,0.0,
4,1351-443CA30,0.0,0.0,
5,1351-443CA30,1.0,1.0,MA-1351-443CA30
6,1351-443CA30,1.0,1,PA-1351-443CA30
1,1351-443CA30-2A,0.0,0.0,
2,1351-443CA30-2A,0.0,0.0,
3,1351-443CA30-2A,0.0,0.0,
4,1351-443CA30-2A,0.0,0.0,
5,1351-443CA30-2A,1.0,1.0,MA-1351-443CA30-2A
6,1351-443CA30-2A,1.0,1,PA-1351-443CA30-2A
1,1351-443CA38,0.0,0.0,
2,1351-443CA38,0.0,0.0,
3,1351-443CA38,0.0,0.0,
4,1351-443CA38,0.0,0.0,
5,1351-443CA38,1.0,1.0,MA-1351-443CA38
6,1351-443CA38,1.0,1,PA-1351-443CA38
1,1351-443CB30,0.0,0.0,
2,1351-443CB30,0.0,0.0,
3,1351-443CB30,0.0,0.0,
4,1351-443CB30,0.0,0.0,
5,1351-443CB30,1.0,1.0,MA-1351-443CB30
6,1351-443CB30,1.0,1,PA-1351-443CB30
1,1351-443CB38,0.0,0.0,
2,1351-443CB38,0.0,0.0,
3,1351-443CB38,0.0,0.0,
4,1351-443CB38,0.0,0.0,
5,1351-443CB38,1.0,1.0,MA-1351-443CB38
6,1351-443CB38,1.0,1,PA-1351-443CB38
1,1351-443DA38,0.0,0.0,
2,1351-443DA38,0.0,0.0,
3,1351-443DA38,0.0,0.0,
4,1351-443DA38,0.0,0.0,
5,1351-443DA38,1.0,1.0,MA-1351-443DA38
6,1351-443DA38,1.0,1,PA-1351-443DA38
1,1351-443DB38,0.0,0.0,
2,1351-443DB38,0.0,0.0,
3,1351-443DB38,0.0,0.0,
4,1351-443DB38,0.0,0.0,
5,1351-443DB38,1.0,1.0,MA-1351-443DB38
6,1351-443DB38,1.0,1,PA-1351-443DB38
1,1351-443EA3138,0.0,0.0,
2,1351-443EA3138,0.0,0.0,
3,1351-443EA3138,0.0,0.0,
4,1351-443EA3138,0.0,0.0,
5,1351-443EA3138,1.0,1.0,MA-1351-443EA3138
6,1351-443EA3138,1.0,1,PA-1351-443EA3138
1,1351-443EA38,0.0,0.0,
2,1351-443EA38,0.0,0.0,
3,1351-443EA38,0.0,0.0,
4,1351-443EA38,0.0,0.0,
5,1351-443EA38,1.0,1.0,MA-1351-443EA38
6,1351-443EA38,1.0,1,PA-1351-443EA38
1,1351-443FA38,0.0,0.0,
2,1351-443FA38,0.0,0.0,
3,1351-443FA38,0.0,0.0,
4,1351-443FA38,0.0,0.0,
5,1351-443FA38,1.0,1.0,MA-1351-443FA38
6,1351-443FA38,1.0,1,PA-1351-443FA38
1,1351-444BA,0.0,0.0,
2,1351-444BA,0.0,0.0,
3,1351-444BA,0.0,0.0,
4,1351-444BA,1.0,1.0,MA-1351-444BA
5,1351-444BA,1.0,1.0,MC-1351-444BA
6,1351-444BA,1.0,1,PA-1351-444BA
1,1351-444CA,0.0,0.0,
2,1351-444CA,0.0,0.0,
3,1351-444CA,0.0,0.0,
4,1351-444CA,1.0,1.0,MA-1351-444CA
5,1351-444CA,1.0,1.0,MC-1351-444CA
6,1351-444CA,1.0,1,PA-1351-444CA
1,1351-444DA,0.0,0.0,
2,1351-444DA,0.0,0.0,
3,1351-444DA,0.0,0.0,
4,1351-444DA,0.0,0.0,
5,1351-444DA,1.0,1.0,MA-1351-444DA
6,1351-444DA,1.0,1,MC-1351-444DA
1,1351-444EA,0.0,0.0,
2,1351-444EA,0.0,0.0,
3,1351-444EA,0.0,0.0,
4,1351-444EA,1.0,1.0,MA-1351-444DA
5,1351-444EA,1.0,1.0,MC-1351-444EA
6,1351-444EA,1.0,1,PA-1351-444EA
1,1351-444FA,0.0,0.0,
2,1351-444FA,0.0,0.0,
3,1351-444FA,0.0,0.0,
4,1351-444FA,0.0,0.0,
5,1351-444FA,1.0,1.0,MA-1351-444DA
6,1351-444FA,1.0,1,MC-1351-444FA
1,1351-456AA30,0.0,0.0,
2,1351-456AA30,0.0,0.0,
3,1351-456AA30,0.0,0.0,
4,1351-456AA30,0.0,0.0,
5,1351-456AA30,1.0,1.0,MA-1351-456AA30
6,1351-456AA30,1.0,1,PA-1351-456AA30
1,1355-12A02AA24,0.0,0.0,
2,1355-12A02AA24,0.0,0.0,
3,1355-12A02AA24,0.0,0.0,
4,1355-12A02AA24,0.0,0.0,
5,1355-12A02AA24,1.0,1.0,MA-1355-12A02AA24
6,1355-12A02AA24,1.0,1,PA-1355-12A02AA24
1,1355-12A02BA24,0.0,0.0,
2,1355-12A02BA24,0.0,0.0,
3,1355-12A02BA24,0.0,0.0,
4,1355-12A02BA24,0.0,0.0,
5,1355-12A02BA24,1.0,1.0,MA-1355-12A02BA24
6,1355-12A02BA24,1.0,1,PA-1355-12A02BA24
1,1355-307BB,0.0,0.0,
2,1355-307BB,0.0,0.0,
3,1355-307BB,0.0,0.0,
4,1355-307BB,0.0,0.0,
5,1355-307BB,1.0,1.0,MA-1355-307BB
6,1355-307BB,1.0,1,PA-1355-307BB
1,1355-307BC,0.0,0.0,
2,1355-307BC,0.0,0.0,
3,1355-307BC,0.0,0.0,
4,1355-307BC,0.0,0.0,
5,1355-307BC,1.0,1.0,MA-1355-307BC
6,1355-307BC,1.0,1,PA-1355-307BC
1,1355-307BD,0.0,0.0,
2,1355-307BD,0.0,0.0,
3,1355-307BD,0.0,0.0,
4,1355-307BD,0.0,0.0,
5,1355-307BD,1.0,1.0,MA-1355-307BD
6,1355-307BD,1.0,1,PA-1355-307BD
1,1355-421DA,0.0,0.0,
2,1355-421DA,0.0,0.0,
3,1355-421DA,0.0,0.0,
4,1355-421DA,0.0,0.0,
5,1355-421DA,1.0,1.0,MA-1355-421DA
6,1355-421DA,1.0,1,PA-1355-421DA
1,1355-421EA,0.0,0.0,
2,1355-421EA,0.0,0.0,
3,1355-421EA,0.0,0.0,
4,1355-421EA,0.0,0.0,
5,1355-421EA,1.0,1.0,MA-1355-421EA
6,1355-421EA,1.0,1,PA-1355-421EA
1,1355-432AA,0.0,0.0,
2,1355-432AA,0.0,0.0,
3,1355-432AA,0.0,0.0,
4,1355-432AA,0.0,0.0,
5,1355-432AA,1.0,1.0,MA-1355-432AA
6,1355-432AA,1.0,1,PA-1355-432AA
1,1355-443BA24,0.0,0.0,
2,1355-443BA24,0.0,0.0,
3,1355-443BA24,0.0,0.0,
4,1355-443BA24,0.0,0.0,
5,1355-443BA24,1.0,1.0,MA-1355-443BA24
6,1355-443BA24,1.0,1,PA-1355-443BA24
1,1355-443CA24,0.0,0.0,
2,1355-443CA24,0.0,0.0,
3,1355-443CA24,0.0,0.0,
4,1355-443CA24,0.0,0.0,
5,1355-443CA24,1.0,1.0,MA-1355-443CA24
6,1355-443CA24,1.0,1,PA-1355-443CA24
1,150-233DC,0.0,0.0,
2,150-233DC,0.0,0.0,
