区分コード,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6
A,SPL-2277BA,1.0,1,KD64-01704BB,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,SPL-2892AA,1.0,1,MC-SPL-2892AA,1.0,1.0,KF20-01601AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2,SPL-2944-204JA2200,1.0,1,AO-SPL-2944-204JA2200,1.0,1.0,VN-SPL-2944-204JA2200,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2,SPL-2944-204JA2300,1.0,1,AO-SPL-2944-204JA2300,1.0,1.0,VN-SPL-2944-204JA2300,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2,SPL-2944-204KA2200,1.0,1,AO-SPL-2944-204KA2200,1.0,1.0,VN-SPL-2944-204KA2200,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2,SPL-2944-204KA2300,1.0,1,AO-SPL-2944-204KA2300,1.0,1.0,VN-SPL-2944-204KA2300,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
W,TS-5285BA01,1.0,1,SS400-19X100X130,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,TS-5315DA,1.0,19,S50C-120X390X6.35,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
X,TS-5319DA,1.0,15,SK3-7X55X390,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,TS-5330AA,1.0,5,S45C-13.2X40X390,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,TS-5330BA,1.0,5,S45C-7.5X50X390,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,TS-5330CA,1.0,5,S45C-7.5X50X390,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,TS-5330FA,1.0,1,SS400-9X60X44,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,TS-5330GA,1.0,1,SS400-9X22X25,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,TS-5330HA,1.0,1,SS400-12X14X14,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2,TS-5509-270EA1333-1,1.0,1,L-TS-5509-270EA1333-1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
X,YCF-104C1,1.0,4,SK5-4.5X30X97,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
X,YCF-125TA,1.0,1,SK5-5.0X40X97,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
T,YCF-127VA,1.0,16,SK3-6.5X50X390,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
X,YCF-140DD,1.0,3,SK3-16.7X55X120,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
B,YCM-109B,1.0,4,SK5-4.0X40X97,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
X,YCM-113C,1.0,1,SK5-4.0X40X97,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
X,YCM-193,1.0,4,SK5-3.5X40X97,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
X,YCM-55D,1.0,1,YCM-55B,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,YD65-151CA,1.0,1,YCF-151CA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,YS65-04908BA,1.0,1,FSP-18-003AA,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,YS65-04908CA,1.0,1,FSP-20-002AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,YS65-06601BB,1.0,5,SK3-10X40X390,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
X,YS65-10701AA,1.0,7,SK3-4X80X390,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
X,YS65-13801MA,1.0,4,SK5-4.0X40X97,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
G,YS65-14606AC,1.0,1,FSP-17-002AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,YS65-14606BC,1.0,1,FSP-20-001AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
X,YS65-15201DA,1.0,8,SK3-12.1X25X150,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2,K-26719HB,1.0,1,PA-K-26719HB,1.0,1.0,L-K-26719HB,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,KUT-206SA,1.0,1,AO-KUT-206SA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
E,DC-757UDG,1.0,1,AO-DC-757UDG,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2,TS-1331-201HA2500,1.0,1,TS-AO-1331-201HA2500,1.0,1.0,TS-L-1331-201HA2500,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2,TS-1331-202DA2500,1.0,1,TS-AO-1331-202DA2500,1.0,1.0,TS-L-1331-202DA2500,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2,SPL-2944-204JA2500,1.0,1,AO-SPL-2944-204JA2500,1.0,1.0,L-SPL-2944-204JA2500,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2,SPL-2944-204KA2500,1.0,1,AO-SPL-2944-204KA2500,1.0,1.0,L-SPL-2944-204KA2500,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
w,KF46-00404BB,1.0,1,KF46-00404BB-NK,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
w,KF46-00401AB,1.0,1,FSP-24-001AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
w,KF46-00402AB,1.0,1,FSP-18-002AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,00-1090AA30,1.0,1,S6H3822,55.0,1000.0,SUJ3038068,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,00-1090GA30,1.0,1,S191960,200.0,1000.0,SUJ3019019,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,00-1113D34,1.0,1,SKD7B3270,133.0,1000.0,SKD11032072,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,FLD-DB1,1.0,1,FLD-MB1,1.0,1.0,SKD5E3555,98.0,1000.0,SKD11035055,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-226-516AB30,1.0,1,SKD6G1565,54.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3323-505AA26,1.0,1,SKD5Z1293,52.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3323-505BA26,1.0,1,SKD5Z1248,24.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-52011HA30,1.0,1,SKD6G2220,26.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-52012AA24,1.0,1,SKD8B2944,86.0,1000.0,SKD11029082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-52013AA24,1.0,1,SKD8B2144,63.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-52014AA24,1.0,1,SKD8B2165,92.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-52014AA26,1.0,1,SKD8B2160,85.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-52032AA34,1.0,1,SKD8B2965,127.0,1000.0,SKD11029082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-52032AA38,1.0,1,SKD8B2965,127.0,1000.0,SKD11029082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-52041AA24,1.0,1,SKD6G2222,27.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-52043AA24,1.0,1,SKD8B2144,63.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62001MB26,1.0,1,SKD5G4070,131.0,1000.0,SKD11040057,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62001PB26,1.0,1,SKD5G4070,131.0,1000.0,SKD11040057,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62001UA24,1.0,1,SKD5G4070,131.0,1000.0,SKD11040057,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62021AA30,1.0,1,SKD6G2576,105.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62021AL24,1.0,1,SKD6G2576,105.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62021AL30,1.0,1,SKD6G2576,105.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62031AA24,1.0,1,SKD6G2590,124.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62031AA30,1.0,1,SKD6G2582,113.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62041AA26,1.0,1,SKD5E2522,28.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62041AA30,1.0,1,SKD5E2522,28.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62041AA34,1.0,1,SKD5E2522,28.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62041AA36,1.0,1,SKD5E2225,25.0,1000.0,SKD11022055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62041AA38,1.0,1,SKD5E2522,28.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62041AB26,1.0,1,SKD5E2522,28.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62041AB30,1.0,1,SKD5E2522,28.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62041AB34,1.0,1,SKD5E2522,28.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62041AB36,1.0,1,SKD5E2522,28.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3501-62041AB38,1.0,1,SKD5E2522,28.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3504-514BB26,1.0,1,SKD6G2761,91.0,1000.0,SKD11027067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3504-611AA30,1.0,1,SKD6E4061,131.0,1000.0,SKD11040065,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3504-621AA30,1.0,1,SKD6G2576,105.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3504-621AB36,1.0,1,SKD6G2576,105.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-352B-505AA36,1.0,1,SKD5Z1275,44.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-352B-505BA36,1.0,1,SKD5Z2230,30.0,1000.0,SKD11022050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3538-505AA32,1.0,1,SKD5Z1275,44.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3538-505BA32,1.0,1,SKD5Z1240,30.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3549-505AA34,1.0,1,SKD5Z1270,41.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3549-505BA34,1.0,1,SKD5Z1270,41.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3549-505CA34,1.0,1,SKD5Z1270,41.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3551-505AA34,1.0,1,SKD5Z1270,41.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3551-542AA34,1.0,1,SKD6G2248,59.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3551-569AA34,1.0,1,SKD6G1525,21.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3551-572AA34,1.0,1,SKD8B2125,36.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3638-505AA26,1.0,1,SKD5Z1275,44.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3638-505AA30,1.0,1,SKD5Z1275,44.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3638-505BA26,1.0,1,SKD5Z1240,30.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3650-505AA34,1.0,1,SKD5Z1258,30.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3652-505AA32,1.0,1,SKD5Z1248,24.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3709-505AA34,1.0,1,SKD5Z1253,27.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3709-505BA34,1.0,1,SKD5Z1253,27.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3709-505CA34,1.0,1,SKD5Z1236,28.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-3709-514AA34,1.0,1,SKD7Z3040,69.0,1000.0,SKD11030070,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-4206-520AA30,1.0,1,SKD6G1535,41.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-4501-505AA26,1.0,1,SKD5Z1293,52.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-4501-505AB26,1.0,1,SKD5Z1248,24.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-47-611C30,1.0,1,SKD6G2220,26.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-47-612C30,1.0,1,SKD6G2218,24.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5132-519AA30,1.0,1,SKD105020,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5132-519AA33,1.0,1,SKD105020,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5207-513AA34,1.0,1,SKD6G2261,74.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5517-505AA38,1.0,1,SKD6G1556,62.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5520-569CA34,1.0,1,SKD6G2718,27.0,1000.0,SKD11027067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5520-569CA38,1.0,1,SKD6G2718,27.0,1000.0,SKD11027067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5528-614AA30,1.0,1,SKD6G1580,66.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5529-505AA34,1.0,1,SKD5Z1275,44.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5534-569BA38,1.0,1,SKD6Z1836,32.0,1000.0,SKD11018060,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5535-505AA48,1.0,1,SKD5Z1275,44.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5610-505AA30,1.0,1,SKD6G1565,54.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-5610-505AA34,1.0,1,SKD6G1565,54.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-603-621AL,1.0,1,SKD6G2235,43.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6101-627AA30,1.0,1,SKD6G1542,36.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6104-626AA38,1.0,1,SKD6G1542,36.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6206-627AB34,1.0,1,SKD6G1552,58.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6206-627BA34,1.0,1,SKD6G1552,58.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6207-627AA34,1.0,1,SKD6G1552,58.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6207-627BA34,1.0,1,SKD6G1552,58.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6209-505AA34,1.0,1,SKD6G1575,62.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6209-624AA34,1.0,1,SKD6G1552,58.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6210-505AA34,1.0,1,SKD6G1565,54.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6210-505BA34,1.0,1,SKD6G1565,54.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6210-505CA34,1.0,1,SKD8B2144,63.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6210-505DA34,1.0,1,SKD6G1565,54.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6210-505EA34,1.0,1,SKD8B2144,63.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6210-626AC34,1.0,1,SKD6G1542,36.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6210-626AD34,1.0,1,SKD6G1542,36.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-6211-505AA34,1.0,1,SKD6G1565,54.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-621-644L,1.0,1,SKD6G2250,61.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-621-644M,1.0,1,SKD6G2550,69.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-621-644T,1.0,1,SKD6G2250,61.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-621-644V,1.0,1,SKD6G2250,61.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-631-51830,1.0,1,SKD8B2950,98.0,1000.0,SKD11029082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-631-51926,1.0,1,SKD8B2940,78.0,1000.0,SKD11029082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-710-511,1.0,1,S6H3846,100.0,1000.0,SUJ3038068,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-710-516,1.0,1,S6H3822,55.0,1000.0,SUJ3038068,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-748-617AA30,1.0,1,SKD8E5048,168.0,1000.0,SKD11050085,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-956-68130,1.0,1,SKD6G7555,227.0,1000.0,SKD11075067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-956-684D30,1.0,1,SKD6G7595,392.0,1000.0,SKD11075067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-956-685D30,1.0,1,SKD6G75125,516.0,1000.0,SKD11075067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-956-686D30,1.0,1,SKD6G7595,392.0,1000.0,SKD11075067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-956-687EA30,1.0,1,SKD6G7555,227.0,1000.0,SKD11075067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-956-69130,1.0,1,SKD6G3575,145.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-956-69134,1.0,1,SKD6G3575,145.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-960-505AA32,1.0,1,SKD5Z1258,30.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-B336-505BA34,1.0,1,SKD5Z1252,26.0,1000.0,SKD11012050,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-E272-627AA30,1.0,1,SKD6G2720,30.0,1000.0,SKD11027067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-KS51-00302AA30,1.0,1,SKD6G2545,62.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1121J,1.0,1,SKD6G2523,32.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1121PA,1.0,1,SKD6G2723,35.0,1000.0,SKD11027067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1121QA,1.0,1,SKD6G2720,30.0,1000.0,SKD11027067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1531AA,1.0,1,SKD6G1535,41.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1531BA,1.0,1,SKD6G1535,41.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1644AA,1.0,1,SKD6G1535,41.0,1000.0,SKD11015067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1681KA30,1.0,1,SKD6G2525,35.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1681LA30,1.0,1,SKD6G2538,53.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1681PA30,1.0,1,SKD6G2520,28.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1681QA30,1.0,1,SKD8B2140,57.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1681WA30,1.0,1,SKD8B2140,57.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1819AA18,1.0,1,S6H3822,55.0,1000.0,SUJ3038068,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1855AA30,1.0,1,SKD5E2515,17.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1911BA33,1.0,1,SKD8B2125,36.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1920AA,1.0,1,SKD5E2520,26.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-1920BA,1.0,1,SKD6G2227,33.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-2180BA30,1.0,1,SKD6E3527,33.0,1000.0,SKD11035065,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-2180EA,1.0,1,SKD5E2532,38.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-2182BA30,1.0,1,SKD6E3527,33.0,1000.0,SKD11035065,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-2182CA30,1.0,1,SKD6G2242,51.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,MA-SPL-2182DA30,1.0,1,SKD6E3560,117.0,1000.0,SKD11035065,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
