,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6,単位数分子7,単位数分母7,前工程7,単位数分子8,単位数分母8,前工程8,単位数分子9,単位数分母9,前工程9,単位数分子10,単位数分母10,前工程10,作成者,作成日,更新者,更新日,理由,更新日,理由,,
C,LEC3CT-MS6DA30,1,1,SKD8E3038,80,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3CT-MS9AA30,1,1,SKD9Z3540,104,1000,SKD11035090,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3CT-MX0AA30,1,1,SKD6G2729,44,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3CT-MY4AA30,1,1,SKD6G2718,27,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3CT-MY5AA30,1,1,SKD7Z3070,121,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3CT-MY5AB34,1,1,SKD7Z3076,131,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3CT-MY6AA30,1,1,SKD7Z3070,121,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3CT-MY7AA30,1,1,SKD7Z3070,121,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3CT-MY7AB34,1,1,SKD7Z3076,131,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3CT-MZ5AA30,1,1,SKD6G1570,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3CT-MZ5BA30,1,1,SKD6G1570,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY2-MX3AA34,1,1,SKD6E3336,64,1000,SKD11033065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY2-MX4AA34,1,1,SKD6E3525,31,1000,SKD11035065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY2-MX7AA34,1,1,SKD6G2745,67,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY2-MZ5AA34,1,1,SKD6G1575,62,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY2-MZ5BA34,1,1,SKD6G1575,62,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY2-MZ5CA34,1,1,SKD8B2148,68,1000,SKD11021082,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MB1AA34,1,1,SKD6G2522,31,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MB2AA34,1,1,SKD6G3555,106,1000,SKD11035067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MB4AA34,1,1,SKD6G3570,135,1000,SKD11035067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MB7AA34,1,1,SKD6G3555,106,1000,SKD11035067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MB8AA34,1,1,SKD7Z3024,42,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MC1AA34,1,1,SKD6G4765,168,1000,SKD11047067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MC3AA34,1,1,SKD6G4765,168,1000,SKD11047067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MC6AA34,1,1,SKD6G2261,74,1000,SKD11022067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MC6AB34,1,1,SKD6G2261,74,1000,SKD11022067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MC6AC34,1,1,SKD6G2261,74,1000,SKD11022067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MC7AA34,1,1,SKD6G1552,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MC7BB34,1,1,SKD6G1552,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MR0AA34,1,1,SKD8B2940,78,1000,SKD11029082,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MR0CA34,1,1,SKD8B2940,78,1000,SKD11029082,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MS6AA34,1,1,SKD8B2940,78,1000,SKD11029082,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MS9AA34,1,1,SKD9Z3540,104,1000,SKD11035090,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MS9AB34,1,1,SKD8E3040,85,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MX1AA34,1,1,SKD6E3525,31,1000,SKD11035065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MX3AA34,1,1,SKD6G2727,41,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MX4AA34,1,1,SKD6E3525,31,1000,SKD11035065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MX5AA34,1,1,SKD6G2770,104,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MX5AB34,1,1,SKD6G2770,104,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MX6AA34,1,1,SKD6G2770,104,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MX6AB34,1,1,SKD6G2770,104,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MY2AA34,1,1,SKD6G2753,79,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MY3AA34,1,1,SKD6G2770,104,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MY3AB34,1,1,SKD6G2770,104,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MY4AA34,1,1,SKD6G2770,104,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MY4AB34,1,1,SKD6G2770,104,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MZ5AA34,1,1,SKD6G1570,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGTY-MZ5BA34,1,1,SKD6G1570,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGY6-MB1AA34,1,1,SKD6G2726,39,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGY6-MB2AA34,1,1,SKD6E4061,131,1000,SKD11040065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGY6-MC1AA34,1,1,SKD6G4765,168,1000,SKD11047067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGY6-MY2AA34,1,1,SKD6E4061,131,1000,SKD11040065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGY6-MY3AA34,1,1,SKD6G3575,145,1000,SKD11035067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DGY6-MY3AB34,1,1,SKD6G3575,145,1000,SKD11035067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DT-MB1AA34,1,1,SKD6G2520,28,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DT-MC6AA34,1,1,SKD6G2261,74,1000,SKD11022067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC3DT-MY5AA34,1,1,SKD7Z3076,131,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-DB1AA30,1,1,LEC4B-MB1AA30,1,1,SKD6G2519,27,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-DB1AA42,1,1,LEC4B-MB1AA42,1,1,SKD6G2520,28,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-DB2AA33,1,1,LEC4B-MB2AA33,1,1,SKD7Z3045,78,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-DC2AA33,1,1,LEC4B-MC2AA33,1,1,SKD6G1584,70,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-DC2AA36,1,1,LEC4B-MC2AA36,1,1,SKD6G1593,77,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BFY-MB1AA34,1,1,SKD6G2519,27,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BFY-MB2AA34,1,1,SKD6E3550,94,1000,SKD11035065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BFY-MB5AA34,1,1,SKD6G1552,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BFY-MY1AA34,1,1,SKD6G2526,36,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BFY-MY2AA34,1,1,SKD6G2737,54,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BFY-MY3AA34,1,1,SKD6E3560,117,1000,SKD11035065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BFY-MY4AA34,1,1,SKD6E3560,117,1000,SKD11035065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-MB2AA34,1,1,SKD7Z3045,78,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-MB2AA36,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-MB2AA38,1,1,SKD7Z3040,69,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-MB2AA42,1,1,SKD7Z3045,78,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-MC1AA33,1,1,SKD6G2554,75,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-MC2AA30,1,1,SKD6G1584,70,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-MC2AA38,1,1,SKD6G1584,70,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-MC3AA30,1,1,SKD6G1542,36,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-MC3AA33,1,1,SKD6G1542,36,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4B-MC3AA38,1,1,SKD6G1542,36,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MB2AA30,1,1,SKD7Z3040,69,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MB2AA34,1,1,SKD7Z3035,61,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MB2BA30,1,1,SKD7Z3040,69,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MB2BA34,1,1,SKD7Z3035,61,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MC1AA34,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MC2AA34,1,1,SKD6G1542,36,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MC2AA34-SPOT,53,1000,SKD11022067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MR0AA30,1,1,SKD8E3022,47,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MR0AA34,1,1,SKD8E3030,63,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MR0AA38,1,1,SKD8E3030,63,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MR0AA38-TEMP,1,1,SKD8E3030,63,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MR0BA34,1,1,SKD8E3020,42,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MR0CA30,1,1,SKD8E3020,42,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MR0CA38,1,1,SKD8E3020,42,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MR0CA38-TEMP,1,1,SKD8E3020,42,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS6AA30,1,1,SKD8E3030,63,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS6AA34,1,1,SKD8E3030,63,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS6AA38,1,1,SKD8B2931,62,1000,SKD11029082,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS6AB34,1,1,SKD8E3030,63,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS9AA30,1,1,SKD9Z3520,52,1000,SKD11035090,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS9AA34,1,1,SKD9Z3520,52,1000,SKD11035090,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS9AA38,1,1,SKD9Z3520,52,1000,SKD11035090,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS9AB30,1,1,SKD8E3030,63,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS9AB34,1,1,SKD8E3030,63,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS9BA38,1,1,SKD8E3020,42,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MS9BA38-TEMP,1,1,SKD8E3020,42,1000,SKD11030085,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY1AA34,1,1,SKD6G2523,32,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY1AA34-TEMP,1,1,SKD6G2523,32,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY2AA30,1,1,SKD7Z3032,56,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY2AA34,1,1,SKD7Z3030,52,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY2AA38,1,1,SKD7Z3032,56,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY2AA38-TEMP,1,1,SKD7Z3032,56,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY3AA30,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY3AA34,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY3AA34-TEMP,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY3AA38,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY3AA38-TEMP,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY4AA30,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY4AA34,1,1,SKD6E3555,103,1000,SKD11035065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY4AA38,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY6AA38,1,1,SKD6G2753,79,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MY6AA38-TEMP,1,1,SKD6G2753,79,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MZ5AA30,1,1,SKD6G1552,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BS-MZ5AA34,1,1,SKD6G1552,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MW1AA34,1,1,SKD6G2524,33,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MW2AA34,1,1,SKD6G2745,67,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MX1AA34,1,1,SKD6E3525,31,1000,SKD11035065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MX3AA30,1,1,SKD6G2718,27,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MX3AA34,1,1,SKD6G2718,27,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MX4AA34,1,1,SKD6E3525,31,1000,SKD11035065,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MX5AA30,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MX5AA34,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MX6AA30,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MX6AA34,1,1,SKD7Z3054,93,1000,SKD11030070,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MZ5AA30,1,1,SKD6G1552,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BT-MZ5AA34,1,1,SKD6G1552,58,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BY-MB1AA34,1,1,SKD6G2718,27,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BY-MB2AA34,1,1,SKD6G2537,51,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BY-MB3AA34,1,1,SKD6G2554,75,1000,SKD11025067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4BY-MB4AA34,1,1,SKD6G1542,36,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4C-DX1AA30,1,1,LEC4C-MX1AA30,1,1,SKD6G2753,79,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4C-DX1AA38,1,1,LEC4C-MX1AA38,1,1,SKD6G2753,79,1000,SKD11027067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4C-DX4AA30,1,1,LEC4C-MX4AA30,1,1,SKD6G1556,62,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
C,LEC4C-DX4AA38,1,1,LEC4C-MX4AA38,1,1,SKD6G1556,62,1000,SKD11015067,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20150904,,,,,,,
