H,defTopId,S1C0,S1C1,S1C2,S1C3
R,645,2025,2,6,25DKB005
R,645,2025,2,3,25DKB006
R,645,2025,2,8,25DKB010
R,645,2025,2,3,25DKB011
R,645,2025,2,8,25DKB030
R,646,2025,2,6,25SKB101
R,645,2025,2,5,25SKB102
R,645,2025,2,1,25SKB103
