H,defTopId,S1C0,S1C1,S1C2,S1C3
R,691,2025,6,4,25DKF011
R,691,2025,6,1,25DKF036
R,692,2025,6,1,25SKF101
R,692,2025,6,1,25SKF102
R,692,2025,6,3,25SKF118
R,692,2025,6,3,25SKF119
R,691,2025,6,8,25SKF120
R,691,2025,6,7,25SKF121
