ID,SKDK,KUMITATENO,MODEL,INCH,GAUGE,SETU_F,KOSUU,SEISANJI,KUMIKAISHI,KUMIKAISHI_DATE,CAT2,TUKI,KumitatenoLen,TYPE,KUMITATENO_Job,JOB_1_0,JOB_1,JOB_2_0,JOB_2,JOB_3_0,JOB_3,JOB_4_0,JOB_4,JOB_5_0,JOB_5,JOB_6_0,JOB_6,JOB_7_0,JOB_7,JOB_8_0,JOB_8,DENPYONO,jobCode,itemCode,lotCode,parentJobCode,comment,qty,start,suspend,end,time,intStart,intSuspend,intEnd,assignedResInfo,resultQty,resultStart,resultEnd,resultTime,uEST,uLST,uEET,uLET,uTime,uQty,uOverlapFactor,uProductionFactor,status,timeFixedFlag,resFixedFlag,assignFlag,pendingFlag,level,mainResCode,originalQty,originalJobCode,processCode,extension,rsv1,rsv2,rsv3,rsv4,rsv5,rsv6,rsv7,rsv8,rsv9,rsv10
11,DK,L005,OD6B-M-7ES,30.0,32,78-405A300,1,25112,20251022,2025-10-23 00:00:00,D405,2511,4,78,L005,2025-10-16 00:00:00,,2025-10-16 00:00:00,,2025-10-17 00:00:00,,,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,,,F000002692,L005:SL1:1,78-405A300        3211,L005,,,1.0,2021-02-12 08:00:00,,2021-02-19 08:40:00,200400.0,,,,"M,FF,0",,,,,,,,,,,,,N,0,0,1,0,1.0,FF,1.0,,SL1,,2021/02/12 08:00:00,2021/02/19 08:40:00,200400,,,,,,,
111,SK,L102,OD7-M2XC-A3.2RE,32.0,28,87-405QA320,1,25111,20251020,2025-10-21 00:00:00,S405,2511,4,87,L102,,,,,2025-10-16 00:00:00,,2025-10-16 00:00:00,,2025-10-17 00:00:00,,2025-10-20 00:00:00,,2025-10-20 00:00:00,,,,F000004350,L102:SL1:1,87-405QA320       2811,L102,,,1.0,2021-02-12 08:00:00,,2021-02-17 14:23:00,138780.0,,,,"M,H,0",,,,,,,,,,,,,N,0,0,1,0,1.0,H,1.0,,SL1,,2021/02/12 08:00:00,2021/02/17 14:23:00,138780,,,,,,,
117,SK,L103,OD7-M2XC-A3.2RE,32.0,28,87-405QA320,1,25111,20251020,2025-10-21 00:00:00,S405,2511,4,87,L103,,,,,2025-10-16 00:00:00,,2025-10-16 00:00:00,,2025-10-17 00:00:00,,2025-10-20 00:00:00,,2025-10-20 00:00:00,,,,F000004386,L103:SL1:1,87-405QA320       2811,L103,,,1.0,2021-02-12 08:00:00,,2021-02-17 14:23:00,138780.0,,,,"M,H,0",,,,,,,,,,,,,N,0,0,1,0,1.0,H,1.0,,SL1,,2021/02/12 08:00:00,2021/02/17 14:23:00,138780,,,,,,,
119,SK,L104,OD7-M2XC-A3.2RE,32.0,28,87-405QA320,1,25111,20251020,2025-10-21 00:00:00,S405,2511,4,87,L104,,,,,2025-10-16 00:00:00,,2025-10-16 00:00:00,,2025-10-17 00:00:00,,2025-10-20 00:00:00,,2025-10-20 00:00:00,,,,F000004413,L104:SL1:1,87-405QA320       2811,L104,,,1.0,2021-02-12 08:00:00,,2021-02-17 14:23:00,138780.0,,,,"M,H,0",,,,,,,,,,,,,N,0,0,1,0,1.0,H,1.0,,SL1,,2021/02/12 08:00:00,2021/02/17 14:23:00,138780,,,,,,,
12,DK,L005,OD6B-M-7ES,30.0,32,478-409AA300,1,25112,20251022,2025-10-23 00:00:00,D409,2511,4,478,L005,2025-10-16 00:00:00,,2025-10-16 00:00:00,,2025-10-17 00:00:00,,,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,,,F000002693,L005:SL1:1,78-405A300        3211,L005,,,1.0,2021-02-12 08:00:00,,2021-02-19 08:40:00,200400.0,,,,"M,FF,0",,,,,,,,,,,,,N,0,0,1,0,1.0,FF,1.0,,SL1,,2021/02/12 08:00:00,2021/02/19 08:40:00,200400,,,,,,,
123,SK,L105,OD7-M2XC-A3.2RE,32.0,28,87-405QA320,1,25112,20251022,2025-10-23 00:00:00,S405,2511,4,87,L105,,,,,2025-10-20 00:00:00,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,2025-10-22 00:00:00,,,,F000004452,L105:SL1:1,87-405QA320       2811,L105,,,1.0,2021-02-12 08:00:00,,2021-02-17 14:23:00,138780.0,,,,"M,H,0",,,,,,,,,,,,,N,0,0,1,0,1.0,H,1.0,,SL1,,2021/02/12 08:00:00,2021/02/17 14:23:00,138780,,,,,,,
127,SK,L106,OD7-M2XC-A3.2RE,32.0,28,87-405QA320,1,25112,20251022,2025-10-23 00:00:00,S405,2511,4,87,L106,,,,,2025-10-20 00:00:00,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,2025-10-22 00:00:00,,,,F000004479,L106:SL1:1,87-405QA320       2811,L106,,,1.0,2021-02-12 08:00:00,,2021-02-17 14:23:00,138780.0,,,,"M,H,0",,,,,,,,,,,,,N,0,0,1,0,1.0,H,1.0,,SL1,,2021/02/12 08:00:00,2021/02/17 14:23:00,138780,,,,,,,
13,DK,L006,OD6B-M-7ES,30.0,32,78-405A300,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L006,2025-10-23 00:00:00,,2025-10-23 00:00:00,,2025-10-24 00:00:00,,,,2025-10-27 00:00:00,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,,,F000002730,L006:SL1:1,78-405A300        3211,L006,,,1.0,2021-02-12 08:00:00,,2021-02-19 08:40:00,200400.0,,,,"M,FF,0",,,,,,,,,,,,,N,0,0,1,0,1.0,FF,1.0,,SL1,,2021/02/12 08:00:00,2021/02/19 08:40:00,200400,,,,,,,
134,SK,L107,OD7-M2XC-A3.2RE,32.0,28,87-405QA320,1,25112,20251022,2025-10-23 00:00:00,S405,2511,4,87,L107,,,,,2025-10-20 00:00:00,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,2025-10-22 00:00:00,,,,F000004518,L107:SL1:1,87-405QA320       2811,L107,,,1.0,2021-02-12 08:00:00,,2021-02-17 14:23:00,138780.0,,,,"M,H,0",,,,,,,,,,,,,N,0,0,1,0,1.0,H,1.0,,SL1,,2021/02/12 08:00:00,2021/02/17 14:23:00,138780,,,,,,,
135,SK,L108,OD7-M2XC-A3.2RE,32.0,28,87-405QA320,1,25112,20251022,2025-10-23 00:00:00,S405,2511,4,87,L108,,,,,2025-10-20 00:00:00,,2025-10-20 00:00:00,,2025-10-21 00:00:00,,2025-10-22 00:00:00,,2025-10-22 00:00:00,,,,F000004545,L108:SL1:1,87-405QA320       2811,L108,,,1.0,2021-02-12 08:00:00,,2021-02-17 14:23:00,138780.0,,,,"M,H,0",,,,,,,,,,,,,N,0,0,1,0,1.0,H,1.0,,SL1,,2021/02/12 08:00:00,2021/02/17 14:23:00,138780,,,,,,,
