H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,462,BED,F000127999,1551-401FA30,2026011,A001,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,460,CAM HOLDER,F000128001,5176-502EB30,2026011,A001,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,462,BED,F000128029,1551-401FA30,2026011,A002,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,460,CAM HOLDER,F000128031,5176-502EB30,2026011,A002,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,462,BED,F000128059,1551-401FA30,2026011,A003,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,460,CAM HOLDER,F000128061,5176-502EB30,2026011,A003,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,462,BED,F000128089,1551-401FA30,2026011,A004,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,460,CAM HOLDER,F000128091,5176-502EB30,2026011,A004,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,462,BED,F000128119,1551-401FA30,2026011,A005,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,460,CAM HOLDER,F000128121,5176-502EB30,2026011,A005,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,462,BED,F000128139,1551-401AC30,2026012,A039,M-8ME22,33,40,ミツカワ（株）,,1,20251004
R,462,BED,F000128153,1551-401AC30,2026012,A040,M-8ME22,33,40,ミツカワ（株）,,1,20251004
R,462,BED,F000128177,1551-401FA30,2026013,A006,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,460,CAM HOLDER,F000128179,5176-502EB30,2026013,A006,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,462,BED,F000128207,1551-401FA30,2026013,A007,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,460,CAM HOLDER,F000128209,5176-502EB30,2026013,A007,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,462,BED,F000128237,1551-401FA30,2026013,A008,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,460,CAM HOLDER,F000128239,5176-502EB30,2026013,A008,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,462,BED,F000128267,1551-401FA30,2026013,A009,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,460,CAM HOLDER,F000128269,5176-502EB30,2026013,A009,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,462,BED,F000128297,1551-401FA30,2026013,A010,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
R,460,CAM HOLDER,F000128299,5176-502EB30,2026013,A010,OD6B-M-7ES,30,32,GLOBAL HANTEX,,1,20251004
