ID,SKDK,KUMITATENO,MODEL,INCH,GAUGE,SETU_F,KOSUU,SEISANJI,KUMIKAISHI,KUMIKAISHI_DATE,CAT2,TUKI,KumitatenoLen,TYPE,KUMITATENO_Job,JOB_1_0,JOB_1,JOB_2_0,JOB_2,JOB_3_0,JOB_3,JOB_4_0,JOB_4,JOB_5_0,JOB_5,JOB_6_0,JOB_6,JOB_7_0,JOB_7,JOB_8_0,JOB_8,DENPYONO
45,DK,K026,OD6B-M-8ERS,34.0,24,478-409AA34,1,25106,20251006,2025-10-07 00:00:00,D409,2510,4,478,K026,2025-10-01 00:00:00,2025-09-25 00:00:00,2025-10-01 00:00:00,2025-09-25 00:00:00,2025-10-02 00:00:00,2025-09-26 00:00:00,,,2025-10-03 00:00:00,2025-09-26 00:00:00,2025-10-06 00:00:00,2025-09-26 00:00:00,2025-10-06 00:00:00,2025-09-29 00:00:00,,,F000122672
450,DK,L023,OD6B-M-8ERS,30.0,28,78-405A30,1,25113,20251027,2025-10-28 00:00:00,D405,2511,4,78,L023,2025-10-22 00:00:00,,2025-10-22 00:00:00,,2025-10-23 00:00:00,,,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,2025-10-27 00:00:00,,,,F000123897
451,DK,L024,OD6B-M-8ERS,30.0,28,78-405A30,1,25113,20251027,2025-10-28 00:00:00,D405,2511,4,78,L024,2025-10-22 00:00:00,,2025-10-22 00:00:00,,2025-10-23 00:00:00,,,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,2025-10-27 00:00:00,,,,F000123927
452,DK,L025,OD6B-M-8ERS,30.0,28,78-405A30,1,25113,20251027,2025-10-28 00:00:00,D405,2511,4,78,L025,2025-10-22 00:00:00,,2025-10-22 00:00:00,,2025-10-23 00:00:00,,,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,2025-10-27 00:00:00,,,,F000123957
453,DK,L026,OD6B-M-8ERS,30.0,28,78-405A30,1,25115,20251104,2025-11-05 00:00:00,D405,2511,4,78,L026,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000124389
454,DK,L027,OD6B-M-8ERS,30.0,28,78-405A30,1,25115,20251104,2025-11-05 00:00:00,D405,2511,4,78,L027,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000124419
455,DK,L028,OD6B-M-8ERS,30.0,28,78-405A30,1,25115,20251104,2025-11-05 00:00:00,D405,2511,4,78,L028,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000124449
456,DK,L029,OD6B-M-8ERS,30.0,28,78-405A30,1,25115,20251104,2025-11-05 00:00:00,D405,2511,4,78,L029,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000124479
457,DK,L030,OD6B-M-8ERS,30.0,28,78-405A30,1,25115,20251104,2025-11-05 00:00:00,D405,2511,4,78,L030,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000124509
458,DK,L037,M-9ME22,30.0,28,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L037,2025-10-24 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,2025-10-29 00:00:00,,,,F000124219
459,DK,L038,M-9ME22,30.0,28,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L038,2025-10-24 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,2025-10-29 00:00:00,,,,F000124243
46,DK,K027,OD6B-M-8ERS,34.0,24,478-409AA34,1,25106,20251006,2025-10-07 00:00:00,D409,2510,4,478,K027,2025-10-01 00:00:00,2025-09-24 00:00:00,2025-10-01 00:00:00,2025-09-25 00:00:00,2025-10-02 00:00:00,2025-09-25 00:00:00,,,2025-10-03 00:00:00,2025-09-26 00:00:00,2025-10-06 00:00:00,2025-09-26 00:00:00,2025-10-06 00:00:00,2025-09-29 00:00:00,,,F000122702
460,DK,L039,M-9ME22,30.0,28,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L039,2025-10-24 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,2025-10-29 00:00:00,,,,F000124267
461,DK,L040,M-9ME22,30.0,28,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L040,2025-10-24 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,2025-10-29 00:00:00,,,,F000124291
462,DK,L041,M-9ME22,30.0,28,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L041,2025-10-24 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,2025-10-29 00:00:00,,,,F000124315
463,DK,L042,M-9ME22,30.0,28,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L042,2025-10-24 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,2025-10-29 00:00:00,,,,F000124339
464,DK,L043,M-9ME22,30.0,28,78-405A30,1,25114,20251029,2025-10-30 00:00:00,D405,2511,4,78,L043,2025-10-24 00:00:00,,2025-10-24 00:00:00,,2025-10-27 00:00:00,,,,2025-10-28 00:00:00,,2025-10-29 00:00:00,,2025-10-29 00:00:00,,,,F000124363
465,DK,K7260,OD6B-M-8ERS,30.0,16,78-405A30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7260,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-05 00:00:00,,,,F000125839
466,DK,K7261,OD6B-M-8ERS,30.0,16,78-405A30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7261,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-05 00:00:00,,,,F000125841
467,DK,K7262,OD6B-M-8ERS,30.0,16,78-405A30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7262,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-05 00:00:00,,,,F000125843
468,DK,K7263,OD6B-M-8ERS,30.0,16,78-405A30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7263,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-05 00:00:00,,,,F000125845
469,DK,K7264,OD6B-M-8ERS,30.0,16,78-405A30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7264,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-05 00:00:00,,,,F000125847
47,DK,K028,OD6B-M-8ERS,34.0,24,478-409AA34,1,25106,20251006,2025-10-07 00:00:00,D409,2510,4,478,K028,2025-10-01 00:00:00,2025-09-25 00:00:00,2025-10-01 00:00:00,2025-09-26 00:00:00,2025-10-02 00:00:00,2025-09-26 00:00:00,,,2025-10-03 00:00:00,2025-09-29 00:00:00,2025-10-06 00:00:00,2025-09-29 00:00:00,2025-10-06 00:00:00,2025-09-29 00:00:00,,,F000122732
470,DK,K7265,OD6B-M-8ERS,30.0,16,78-405A30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7265,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-05 00:00:00,,,,F000125849
471,DK,K7266,OD6B-M-8ERS,30.0,16,78-405A30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7266,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-05 00:00:00,,,,F000125851
472,DK,K7267,OD6B-M-8ERS,30.0,16,78-405A30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7267,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-05 00:00:00,,,,F000125853
473,DK,K7268,OD6B-M-8ERS,30.0,16,78-405A30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7268,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-05 00:00:00,,,,F000125855
474,DK,K7269,OD6B-M-8ERS,30.0,16,78-405A30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7269,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-05 00:00:00,,,,F000125857
475,DK,K7270,OD6B-M-8ERS,30.0,24,78-405A30,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7270,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125859
476,DK,K7271,OD6B-M-8ERS,30.0,24,78-405A30,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7271,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125861
477,DK,K7272,OD6B-M-8ERS,30.0,24,78-405A30,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7272,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125863
478,DK,K7273,OD6B-M-8ERS,30.0,24,78-405A30,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7273,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125865
479,DK,K7274,OD6B-M-8ERS,30.0,24,78-405A30,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7274,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125867
48,DK,K029,OD6B-M-8ERS,34.0,24,478-409AA34,1,25107,20251009,2025-10-10 00:00:00,D409,2510,4,478,K029,2025-10-06 00:00:00,2025-09-26 00:00:00,2025-10-06 00:00:00,2025-09-26 00:00:00,2025-10-07 00:00:00,2025-09-29 00:00:00,,,2025-10-08 00:00:00,2025-09-29 00:00:00,2025-10-09 00:00:00,2025-09-29 00:00:00,2025-10-09 00:00:00,2025-09-29 00:00:00,,,F000122762
480,DK,K7275,OD6B-M-8ERS,30.0,24,78-405A30,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7275,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125869
481,DK,K7276,OD6B-M-8ERS,30.0,24,78-405A30,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7276,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125871
482,DK,K7277,OD6B-M-8ERS,30.0,24,78-405A30,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7277,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125873
483,DK,K7278,OD6B-M-8ERS,30.0,24,78-405A30,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7278,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125875
484,DK,K7279,OD6B-M-8ERS,30.0,24,78-405A30,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7279,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125877
485,DK,K7317,M-9ME22,30.0,32,78-405A30,1,25110,20251127,2025-11-27 00:00:00,D405,2511,5,78,K7317,2025-11-19 00:00:00,,2025-11-19 00:00:00,,2025-11-20 00:00:00,,,,2025-11-21 00:00:00,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,,,F000127275
486,DK,K7318,M-9ME22,30.0,32,78-405A30,1,25110,20251127,2025-11-27 00:00:00,D405,2511,5,78,K7318,2025-11-19 00:00:00,,2025-11-19 00:00:00,,2025-11-20 00:00:00,,,,2025-11-21 00:00:00,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,,,F000127277
487,DK,K7319,M-9ME22,30.0,32,78-405A30,1,25110,20251127,2025-11-27 00:00:00,D405,2511,5,78,K7319,2025-11-19 00:00:00,,2025-11-19 00:00:00,,2025-11-20 00:00:00,,,,2025-11-21 00:00:00,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,,,F000127279
488,DK,L011,OD6B-M-8MES,34.0,32,78-405A34,1,25116,20251106,2025-11-07 00:00:00,D405,2511,4,78,L011,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-06 00:00:00,,,,F000125160
489,DK,L012,OD6B-M-8MES,34.0,32,78-405A34,1,25116,20251106,2025-11-07 00:00:00,D405,2511,4,78,L012,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-06 00:00:00,,,,F000125162
49,DK,K030,OD6B-M-8ERS,34.0,24,478-409AA34,1,25107,20251009,2025-10-10 00:00:00,D409,2510,4,478,K030,2025-10-06 00:00:00,2025-10-01 00:00:00,2025-10-06 00:00:00,2025-10-01 00:00:00,2025-10-07 00:00:00,2025-10-02 00:00:00,,,2025-10-08 00:00:00,2025-10-03 00:00:00,2025-10-09 00:00:00,2025-10-03 00:00:00,2025-10-09 00:00:00,2025-10-03 00:00:00,,,F000122792
490,DK,L013,OD6B-M-8MES,34.0,32,78-405A34,1,25116,20251106,2025-11-07 00:00:00,D405,2511,4,78,L013,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-06 00:00:00,,,,F000125164
491,DK,L014,OD6B-M-8MES,34.0,32,78-405A34,1,25116,20251106,2025-11-07 00:00:00,D405,2511,4,78,L014,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-06 00:00:00,,,,F000125166
492,DK,L015,OD6B-M-8MES,34.0,32,78-405A34,1,25116,20251106,2025-11-07 00:00:00,D405,2511,4,78,L015,2025-10-30 00:00:00,,2025-10-30 00:00:00,,2025-10-31 00:00:00,,,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,2025-11-06 00:00:00,,,,F000125168
493,DK,L016,OD6B-M-8MES,34.0,32,78-405A34,1,25117,20251110,2025-11-11 00:00:00,D405,2511,4,78,L016,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000125170
494,DK,L017,OD6B-M-8MES,34.0,32,78-405A34,1,25117,20251110,2025-11-11 00:00:00,D405,2511,4,78,L017,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000125172
495,DK,L018,OD6B-M-8MES,34.0,32,78-405A34,1,25117,20251110,2025-11-11 00:00:00,D405,2511,4,78,L018,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000125174
496,DK,L019,OD6B-M-8MES,34.0,32,78-405A34,1,25117,20251110,2025-11-11 00:00:00,D405,2511,4,78,L019,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000125176
497,DK,L020,OD6B-M-8MES,34.0,32,78-405A34,1,25117,20251110,2025-11-11 00:00:00,D405,2511,4,78,L020,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000125178
498,DK,L031,OD5B-M-9ME42,34.0,22,78-405A34,1,25111,20251020,2025-10-21 00:00:00,D405,2511,4,78,L031,2025-10-15 00:00:00,2025-10-08 00:00:00,2025-10-15 00:00:00,2025-10-09 00:00:00,2025-10-16 00:00:00,2025-10-10 00:00:00,,,2025-10-17 00:00:00,,2025-10-20 00:00:00,,2025-10-20 00:00:00,,,,F000123566
499,DK,L032,OD5B-M-9ME42,34.0,22,78-405A34,1,25111,20251020,2025-10-21 00:00:00,D405,2511,4,78,L032,2025-10-15 00:00:00,2025-10-08 00:00:00,2025-10-15 00:00:00,2025-10-09 00:00:00,2025-10-16 00:00:00,2025-10-10 00:00:00,,,2025-10-17 00:00:00,,2025-10-20 00:00:00,,2025-10-20 00:00:00,,,,F000123589
5,DK,K008,OD6B-M-8ERS,30.0,24,478-409AA30,1,25102,20250918,2025-09-19 00:00:00,D409,2510,4,478,K008,2025-09-12 00:00:00,2025-09-08 00:00:00,2025-09-12 00:00:00,2025-09-09 00:00:00,2025-09-16 00:00:00,2025-09-10 00:00:00,,,2025-09-17 00:00:00,2025-09-15 00:00:00,2025-09-18 00:00:00,2025-09-15 00:00:00,2025-09-18 00:00:00,2025-09-16 00:00:00,,,F000121986
50,DK,K031,OD6B-M-8ERS,34.0,24,478-409AA34,1,25107,20251009,2025-10-10 00:00:00,D409,2510,4,478,K031,2025-10-06 00:00:00,2025-09-29 00:00:00,2025-10-06 00:00:00,2025-09-30 00:00:00,2025-10-07 00:00:00,2025-09-30 00:00:00,,,2025-10-08 00:00:00,2025-10-01 00:00:00,2025-10-09 00:00:00,2025-10-01 00:00:00,2025-10-09 00:00:00,2025-10-02 00:00:00,,,F000122822
500,DK,L033,OD5B-M-9ME42,34.0,22,78-405A34,1,25111,20251020,2025-10-21 00:00:00,D405,2511,4,78,L033,2025-10-15 00:00:00,2025-10-06 00:00:00,2025-10-15 00:00:00,2025-10-06 00:00:00,2025-10-16 00:00:00,2025-10-06 00:00:00,,,2025-10-17 00:00:00,2025-10-07 00:00:00,2025-10-20 00:00:00,2025-10-07 00:00:00,2025-10-20 00:00:00,,,,F000123612
501,DK,L034,OD5B-M-9ME42,34.0,22,78-405A34,1,25111,20251020,2025-10-21 00:00:00,D405,2511,4,78,L034,2025-10-15 00:00:00,2025-10-03 00:00:00,2025-10-15 00:00:00,2025-10-06 00:00:00,2025-10-16 00:00:00,2025-10-06 00:00:00,,,2025-10-17 00:00:00,2025-10-07 00:00:00,2025-10-20 00:00:00,2025-10-07 00:00:00,2025-10-20 00:00:00,2025-10-08 00:00:00,,,F000123635
502,DK,L049,OD5B-M-9ME22,34.0,28,78-405A34,1,25118,20251112,2025-11-13 00:00:00,D405,2511,4,78,L049,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125579
503,DK,L050,OD5B-M-9ME22,34.0,28,78-405A34,1,25118,20251112,2025-11-13 00:00:00,D405,2511,4,78,L050,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125602
504,DK,K7280,OD6B-M-8ERS,34.0,18,78-405A34,1,25110,20251127,2025-11-27 00:00:00,D405,2511,5,78,K7280,2025-11-20 00:00:00,,2025-11-20 00:00:00,,2025-11-21 00:00:00,,,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,2025-11-26 00:00:00,,,,F000125879
505,DK,K7281,OD6B-M-8ERS,34.0,18,78-405A34,1,25110,20251127,2025-11-27 00:00:00,D405,2511,5,78,K7281,2025-11-20 00:00:00,,2025-11-20 00:00:00,,2025-11-21 00:00:00,,,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,2025-11-26 00:00:00,,,,F000125881
506,DK,K7282,OD6B-M-8ERS,34.0,18,78-405A34,1,25110,20251127,2025-11-27 00:00:00,D405,2511,5,78,K7282,2025-11-20 00:00:00,,2025-11-20 00:00:00,,2025-11-21 00:00:00,,,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,2025-11-26 00:00:00,,,,F000125883
507,DK,K7283,OD6B-M-8ERS,34.0,18,78-405A34,1,25110,20251127,2025-11-27 00:00:00,D405,2511,5,78,K7283,2025-11-20 00:00:00,,2025-11-20 00:00:00,,2025-11-21 00:00:00,,,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,2025-11-26 00:00:00,,,,F000125885
508,DK,K7284,OD6B-M-8ERS,34.0,18,78-405A34,1,25110,20251127,2025-11-27 00:00:00,D405,2511,5,78,K7284,2025-11-20 00:00:00,,2025-11-20 00:00:00,,2025-11-21 00:00:00,,,,2025-11-25 00:00:00,,2025-11-26 00:00:00,,2025-11-26 00:00:00,,,,F000125887
509,DK,L035,M-6ER42,36.0,16,78-405A36,1,25112,20251022,2025-10-23 00:00:00,D405,2511,4,78,L035,2025-10-17 00:00:00,,2025-10-17 00:00:00,2025-10-07 00:00:00,2025-10-20 00:00:00,2025-10-08 00:00:00,,,2025-10-21 00:00:00,2025-10-08 00:00:00,2025-10-22 00:00:00,2025-10-09 00:00:00,2025-10-22 00:00:00,2025-10-10 00:00:00,,,F000123805
51,DK,K032,OD6B-M-8ERS,34.0,24,478-409AA34,1,25107,20251009,2025-10-10 00:00:00,D409,2510,4,478,K032,2025-10-06 00:00:00,2025-09-30 00:00:00,2025-10-06 00:00:00,2025-10-01 00:00:00,2025-10-07 00:00:00,2025-10-01 00:00:00,,,2025-10-08 00:00:00,2025-10-02 00:00:00,2025-10-09 00:00:00,2025-10-02 00:00:00,2025-10-09 00:00:00,2025-10-02 00:00:00,,,F000122852
510,DK,L036,M-6ER42,36.0,16,78-405A36,1,25112,20251022,2025-10-23 00:00:00,D405,2511,4,78,L036,2025-10-17 00:00:00,2025-10-07 00:00:00,2025-10-17 00:00:00,2025-10-07 00:00:00,2025-10-20 00:00:00,2025-10-08 00:00:00,,,2025-10-21 00:00:00,2025-10-09 00:00:00,2025-10-22 00:00:00,2025-10-09 00:00:00,2025-10-22 00:00:00,,,,F000123813
511,DK,L044,M-SDR,38.0,24,78-405A38,1,25115,20251104,2025-11-05 00:00:00,D405,2511,4,78,L044,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000125180
512,DK,L045,M-SDR,38.0,24,78-405A38,1,25115,20251104,2025-11-05 00:00:00,D405,2511,4,78,L045,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-04 00:00:00,,,,F000125188
513,DK,K7258,M-SDR,38.0,18,78-405A38,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7258,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125354
514,DK,K7259,M-SDR,38.0,18,78-405A38,1,25110,20251113,2025-11-13 00:00:00,D405,2511,5,78,K7259,2025-11-07 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,2025-11-11 00:00:00,,2025-11-12 00:00:00,,2025-11-12 00:00:00,,,,F000125356
515,DK,K7239,M-8ME42,30.0,36,78-405EA30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7239,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,F000123821
516,DK,K7240,M-8ME42,30.0,36,78-405EA30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7240,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,F000123823
517,DK,K7241,M-8ME42,30.0,36,78-405EA30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7241,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,F000123825
518,DK,K7242,M-8ME42,30.0,36,78-405EA30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7242,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,F000123827
519,DK,K7243,M-8ME42,30.0,36,78-405EA30,1,25110,20251106,2025-11-06 00:00:00,D405,2511,5,78,K7243,2025-10-29 00:00:00,,2025-10-29 00:00:00,,2025-10-30 00:00:00,,,,2025-10-31 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,F000123829
52,DK,K033,OD6B-M-8ERS,34.0,24,478-409AA34,1,25107,20251009,2025-10-10 00:00:00,D409,2510,4,478,K033,2025-10-06 00:00:00,2025-09-30 00:00:00,2025-10-06 00:00:00,2025-10-01 00:00:00,2025-10-07 00:00:00,2025-10-01 00:00:00,,,2025-10-08 00:00:00,2025-10-02 00:00:00,2025-10-09 00:00:00,2025-10-03 00:00:00,2025-10-09 00:00:00,2025-10-03 00:00:00,,,F000122882
520,DK,K7244,M-8ME42,30.0,36,78-405EA30,1,25110,20251111,2025-11-11 00:00:00,D405,2511,5,78,K7244,2025-11-04 00:00:00,,2025-11-04 00:00:00,,2025-11-05 00:00:00,,,,2025-11-06 00:00:00,,2025-11-07 00:00:00,,2025-11-10 00:00:00,,,,F000124056
