ITEM_CD,PRODUCT_TYP
130-407AA15,7
130-407AA16,7
130-407AA17,7
130-407AA18,7
130-407AA19,7
130-407AA20,7
130-407AA21,7
130-407AA22,7
130-407BA19,7
130-407BA20,7
130-414AA,7
130-414AA20,7
130-440BA20,7
130-501BA14,7
130-501BA18,7
130-501BA20,7
130-501BA22,7
130-601-DAMI,7
130-601BA20,7
131-101AA,7
131-103AA,7
131-104AA,7
1331-102AA,7
1331-102CA,7
1331-102DA,7
1331-102EA,7
1331-102FA,7
1331-102GA,7
1331-102HA,7
1331-102JA,7
1331-102KA,7
1331-102LA01,7
1331-102LA02,7
1331-102MA,7
1331-102MA01,7
1331-102MA02,7
1331-102NA02,7
1331-102PA,7
1331-102QA,7
1331-102RA,7
1331-102UA,7
1331-102VA,7
1331-102VB,7
1331-102VC,7
1331-102VD,7
1331-140AA30,7
1331-140BA30,7
1331-140EA38,7
1331-140FA38,7
1331-140JA30,7
1331-140JA38,7
1331-140KA30,7
1331-140KA38,7
1331-140LA38,7
1331-140MA38,7
1331-140NA38,7
1331-140PA38,7
1331-140QA30,7
1331-140QA30-TUIKAKOU,7
1331-140QA38,7
1331-140QB30,7
1331-140QB38,7
1331-140RA30,7
1331-140RA38,7
1331-140RB30,7
1331-140RB38,7
1331-140SA30,7
1331-140SA38,7
1331-140SB30,7
1331-140SB38,7
1331-140TA30,7
1331-140TA38,7
1331-140TB30,7
1331-140TB38,7
1331-140TC30,7
1331-140UA34,7
1331-140UB34,7
1331-140VA34,7
1331-140VB34,7
1331-140VC34,7
1331-140WA38,7
1331-140XA38,7
1331-210HA,7
1331-210HB,7
1331-210JA,7
1331-210JB,7
1331-210JC,7
1331-211HA,7
1331-211HB,7
1331-211JA,7
1331-211JB,7
1331-211JC,7
1331-232EC,7
1331-232FC,7
1331-259PA2200,7
1331-401AA30,7
1331-401AA38,7
1331-401BA30,7
1331-401BA38,7
1331-401CA30,7
1331-401CA38,7
1331-401DA38,7
1331-401EA30,7
1331-401EA38,7
1331-401FA30,7
1331-401FA38,7
1331-401FB30,7
1331-401FB38,7
1332-102AA,7
1332-102BA,7
1332-103AA30,7
1332-401AA30,7
1332-406AA30,7
1332-417AA30,7
1332-501ZKA30,7
1351-102CA,7
1351-102JA,7
1351-102KA,7
1351-102KB,7
1351-102KC,7
1351-102LA,7
1351-102MA,7
1351-102NA,7
1351-102PA,7
1355-102AA,7
1355-102AB,7
1355-102CB,7
1355-102DA,7
1355-102EA,7
1355-102GA,7
1355-103AA15,7
1355-103AB24,7
1355-401AA24,7
1355-401BA19,7
1355-401BA24,7
1355-401CA24,7
1355-401DA24,7
1355-401EA24,7
1355-401FA24,7
1355-401GA24,7
1355-402AA24,7
1355-402AB24,7
1355-402BA15,7
1355-402BA16,7
1355-402BA17,7
1355-402BA24,7
1355-403AA24,7
1355-403BA24,7
1355-403CA24,7
1355-403CB24,7
1355-404AA,7
1355-404BA,7
1355-404CA,7
1355-406AB13,7
1355-406AB15,7
1355-406AB17,7
1355-406AB18,7
1355-406AB19,7
1355-406AB20,7
1355-406AB21,7
1355-406AB22,7
1355-406AB23,7
1355-406AB24,7
1355-406BA15,7
1355-406BA16,7
1355-406BA17,7
1355-406BA19,7
1355-406CA20,7
1355-411AA15,7
1355-411AA16,7
1355-411AA17,7
1355-411AA20,7
1355-414AA,7
1355-417AB24,7
1355-440AA24,7
1355-440BA24,7
1355-441AA15,7
1355-441AA16,7
1355-441AA17,7
1355-442AA16,7
1355-501AA15,7
1355-501AA16,7
1355-501AA17,7
1355-501BA20,7
1355-501CA24,7
1355-601BA15,7
1355-601BA16,7
1355-601BA17,7
1355-601BA19,7
1355-601BA21,7
1355-601BA23,7
150-101B30,7
150-104AA,7
150-104BA,7
150-110B30,7
150-432A,7
150-501A30,7
150-501AB33,7
1501-41001BA26,7
1501-41001BA30,7
1501-41002BA26,7
1501-41002BA30,7
1531-102AA,7
1531-102AA-STOCK-EAST,7
1531-102BA,7
1531-102CA,7
1531-102CA-STOCK-EAST,7
1531-102DA,7
1531-102EA,7
1531-102EB,7
1531-102FA,7
1531-102GA,7
1531-102GB,7
1531-102HA,7
1531-102LA,7
1531-102LAA,7
1531-102MA,7
1531-102NA,7
1531-102PA,7
1531-102QA,7
1531-103AA30,7
1531-103AA38,7
1531-103AB30,7
1531-103AB38,7
1531-103AC30,7
1531-103AC38,7
1531-103BA24,7
1531-103CA38,7
1531-103DA30,7
1531-103DA38,7
1531-103EA38,7
1531-103FA30,7
1531-103FA38,7
1531-103GA38,7
1531-103HA38,7
