区分コード,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6
R,G-5406KA,1,1,MA-G-5406KA,0,0,,0,0,,0,0,,0,0,,0,0,
W,G-6503GA,1,1,MA-G-6503GA,1,0,,0,0,,0,0,,0,0,,0,0,
W,G-8301BA,1,1,MA-G-8301BA,0,0,,0,0,,0,0,,0,0,,0,0,
W,G-9501FB,1,1,MA-G-9501FB,0,0,,0,0,,0,0,,0,0,,0,0,
W,G-9602EB,1,1,MA-G-9602EB,0,0,,0,0,,0,0,,0,0,,0,0,
G,G-9901BB30,1,1,MA-G-9901BB30,1,1,,0,0,,0,0,,0,0,,0,0,
G,G-9901BB34,1,1,MA-G-9901BB34,1,1,,0,0,,0,0,,0,0,,0,0,
G,G-9901DA30,1,1,MA-G-9901DA30,1,1,,0,0,,0,0,,0,0,,0,0,
G,G-9901FA34,1,1,MA-G-9901FA34,1,1,,0,0,,0,0,,0,0,,0,0,
G,G-9901GA30,1,1,MA-G-9901GA30,1,1,,0,0,,0,0,,0,0,,0,0,
G,G-9901GA34,1,1,MA-G-9901GA34,1,1,,0,0,,0,0,,0,0,,0,0,
G,G-9901HA30,1,1,MA-G-9901HA30,1,1,,0,0,,0,0,,0,0,,0,0,
G,G-9901HA34,1,1,MA-G-9901HA34,1,1,,0,0,,0,0,,0,0,,0,0,
G,G-9901LB28,1,1,MA-G-9901LB28,1,1,,0,0,,0,0,,0,0,,0,0,
K,HN-18E,1,1,MA-HN-18E,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-11101B32,1,1,MA-K-11101B32,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-12413F,1,1,MA-K-12413F,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-12605TB,1,1,MA-K-12605,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-12605UB,1,1,MA-K-12605,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-12605VB,1,1,MA-K-12605,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-12605WB,1,1,MA-K-12605,0,0,,0,0,,0,0,,0,0,,0,0,
W,K-13201FA,1,1,MA-K-13201FA,0,0,,0,0,,0,0,,0,0,,0,0,
W,K-13202DA,1,1,MA-K-13202DA,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-13302NA,1,1,MA-K-13302,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-13303NA,1,1,MA-K-13303,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-13305EC,1,1,MA-K-13305,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-13309EA-1,1,1,MA-K-13309EA-1,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-13309EA-2,1,1,MA-K-13309EA-2,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-13309EA-3,1,1,MA-K-13309EA-3,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-13309EA-4,1,1,MA-K-13309EA-4,0,0,,0,0,,0,0,,0,0,,0,0,
E,K-14918,1,1,MA-K-14918,0,0,,0,0,,0,0,,0,0,,0,0,
D,K-15301K,1,1,MA-K-15301K,0,0,,0,0,,0,0,,0,0,,0,0,
W,K-17301B,1,1,MA-K-17301B,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203-1,2,12,MA-K-19203,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203-2,2,12,MA-K-19203,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203-3,2,12,MA-K-19203,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203-4,2,12,MA-K-19203,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203-5,2,12,MA-K-19203,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203-6,2,12,MA-K-19203,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BB-1,2,12,MA-K-19203BB,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BB-2,2,12,MA-K-19203BB,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BB-3,2,12,MA-K-19203BB,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BB-4,2,12,MA-K-19203BB,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BB-5,2,12,MA-K-19203BB,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BB-6,2,12,MA-K-19203BB,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BC-1,1,1,MA-K-19203BC,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BC-2,1,1,MA-K-19203BC,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BC-3,1,1,MA-K-19203BC,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BC-4,1,1,MA-K-19203BC,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BC-5,1,1,MA-K-19203BC,0,0,,0,0,,0,0,,0,0,,0,0,
2,K-19203BC-6,1,1,MA-K-19203BC,0,0,,0,0,,0,0,,0,0,,0,0,
L,K-19901BH,1,1,MA-K-19901BH,0,0,,0,0,,0,0,,0,0,,0,0,
R,K-20703C,1,1,MA-K-20703C,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-21201BA,1,1,MA-K-21201BA,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-21203,1,1,MA-K-21203,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-21211,1,1,MA-K-21211,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-21214,1,1,MA-K-21214,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-21216,1,1,MA-K-21216,0,0,,0,0,,0,0,,0,0,,0,0,
U,K-22002BA,1,1,MA-K-22002BA,0,0,,,,,,,,,,,,,
U,K-22402BA,1,1,MA-K-22402BA,0,0,,,,,,,,,,,,,
W,K-23002B,1,1,MA-K-23002B,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-23312AD,1,1,MA-K-23312AD,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-23312AE,1,1,MA-K-23312AE,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-23312BD,1,1,MA-K-23312BD,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-23312BE,1,1,MA-K-23312BE,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-23312CD,1,1,MA-K-23312CD,0,0,,0,0,,0,0,,0,0,,0,0,
A,K-23312CE,1,1,MA-K-23312CE,0,0,,0,0,,0,0,,0,0,,0,0,
