区分コード,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6
A,K-18405B,1.0,1,PEFIN-K-18405B,1.0,1.0,MV-K-18405B,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
A,KS64-00504DA,1.0,1,PEFIN-KS64-00504DA,1.0,1.0,MC-KS64-00504DA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
A,KS64-02404EA,1.0,1,PEFIN-KS64-02404EA,1.0,1.0,MC-KS64-02404-M101,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
1,SPL-2721AA,1.0,1,PEFIN-SPL-2721AA,1.0,1.0,165-209BA-TEMP,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
