No,完成部番,単位数分子,単位数分母,前工程
5,K-18405B,1.0,1.0,MV-K-18405B
6,K-18405B,1.0,1.0,PEFIN-K-18405B
5,KS64-00504DA,1.0,1.0,MC-KS64-00504DA
6,KS64-00504DA,1.0,1.0,PEFIN-KS64-00504DA
5,KS64-02404EA,1.0,1.0,MC-KS64-02404-M101
6,KS64-02404EA,1.0,1.0,PEFIN-KS64-02404EA
5,SPL-2721AA,1.0,1.0,165-209BA-TEMP
6,SPL-2721AA,1.0,1.0,PEFIN-SPL-2721AA
