HMCD,BUCD,SRCD,UNIT,VALDTF,VALQTY,PRICE,NOTE,SYOKAIHINKBN
K-29609AA,100,3524,PC,2021/12/23,0.0,246.0,,1
165-209CA,100,2970,PC,2023/06/26,0.0,141.0,,1
165-209DA,100,2970,PC,2023/06/26,0.0,141.0,,1
165-209EA,100,2970,PC,2023/06/26,0.0,141.0,,1
165-209FA,100,2970,PC,2023/06/26,0.0,141.0,,1
165-209GA,100,2970,PC,2023/06/26,0.0,141.0,,1
165-209HA,100,2970,PC,2023/06/26,0.0,141.0,,1
165-209JA,100,2970,PC,2023/06/26,0.0,141.0,,1
165-209KA,100,2970,PC,2023/06/26,0.0,141.0,,1
SK5-4.0X40X97,100,3739,PC,2021/12/22,0.0,340.0,,1
SK5-6.0X40X97,100,3739,PC,2021/12/22,0.0,340.0,,1
K-22210,100,3043,PC,2017/02/14,0.0,1500.0,,1
K-29610AA,100,3043,PC,2017/02/14,0.0,1500.0,,1
11-206J,100,2970,PC,2023/06/26,0.0,85.0,,1
SK5-3.5X40X97,100,3739,PC,2016/03/22,0.0,295.0,,1
SK5-4.5X40X97,100,3739,PC,2021/12/22,0.0,340.0,,1
SK5-5.0X40X97,100,3739,PC,2021/12/22,0.0,340.0,,1
SK5-4.0X75X330,100,3739,PC,2016/06/14,0.0,295.0,,1
11-206B,100,2970,PC,2023/06/26,0.0,85.0,,1
11-206C,100,2970,PC,2023/06/26,0.0,85.0,,1
11-206D,100,2970,PC,2023/06/26,0.0,85.0,,1
K-22205,100,3200,PC,2021/12/21,0.0,820.0,,1
K-29605BA,100,3200,PC,2021/12/21,0.0,820.0,,1
SK5-T6XH40XL97-CUT-ONLY,100,3739,PC,2021/12/22,0.0,340.0,,1
SK5-3.2X40X97,100,3739,PC,2016/03/22,0.0,295.0,,1
K-22205EA,100,3200,PC,2021/12/21,0.0,820.0,,1
12-224C,100,3415,PC,2018/07/30,50.0,1900.0,,1
