OYAHMCD,KTCD,BUCD,SRCD,VALDTF,VALQTY,PRICE,NOTE,SYOKAIHINKBN
1331-307HA,PA,100,3406,2013/06/01,0.0,3000.0,,1
1331-307HA,PA,100,9999,2000/01/01,0.0,3000.0,,1
1331-307HB,PA,100,3406,2020/01/21,0.0,4200.0,,1
1331-307HB,PA,100,3406,2019/11/13,0.0,3000.0,,1
1331-307HB,PA,100,9999,2000/01/01,0.0,4200.0,,1
1331-307JA,PA,100,3406,2013/06/01,0.0,3000.0,,1
1331-307JA,PA,100,9999,2000/01/01,0.0,3000.0,,1
1331-307JB,PA,100,3406,2016/05/17,0.0,3000.0,,1
1331-307JB,PA,100,9999,2000/01/01,0.0,3000.0,,1
1331-307JC,PA,100,3406,2017/05/15,0.0,3000.0,,1
1331-307JC,PA,100,9999,2000/01/01,0.0,3000.0,,1
1331-307JD,PA,100,3406,2020/01/21,0.0,4200.0,,1
1331-307JD,PA,100,3406,2019/11/13,0.0,3000.0,,1
1331-307JD,PA,100,9999,2000/01/01,0.0,4200.0,,1
1332-221CA,PA,100,1515,2022/08/25,0.0,115.0,,1
1332-221CA,PA,100,1515,2016/03/24,0.0,100.0,,1
1332-221CA,PA,100,9999,2000/01/01,0.0,100.0,,1
1332-702AA,PL,100,1973,2013/06/01,0.0,950.0,,1
13-365BA,PA,100,1515,2013/06/01,0.0,230.0,,1
13-365BB,PA,100,1515,2013/06/01,0.0,230.0,,1
13-456B,PA,100,1515,2013/06/01,0.0,260.0,,1
13-456B,PA,100,9999,2000/01/01,0.0,260.0,,1
13-458A,PA,100,1515,2013/06/01,0.0,266.0,,1
13-458B,PA,100,1515,2013/06/01,0.0,266.0,,1
1351-12A01AA30,PA,100,3406,2013/06/01,0.0,6500.0,,1
1351-12A01AA30,PA,100,9999,2000/01/01,0.0,6500.0,,1
1351-12A01AA38,PA,100,3406,2013/06/01,0.0,14070.0,,1
1351-12A01AA38,PA,100,9999,2000/01/01,0.0,14070.0,,1
1351-12A01BA30,PA,100,3406,2013/06/01,0.0,13250.0,,1
1351-12A01BA30,PA,100,9999,2000/01/01,0.0,13250.0,,1
1351-12A01BA38,PA,100,3406,2013/06/01,0.0,29550.0,,1
1351-12A01BA38,PA,100,9999,2000/01/01,0.0,29550.0,,1
1351-12A01CA30,PA,100,3406,2013/06/01,0.0,16550.0,,1
1351-12A01CA30,PA,100,9999,2000/01/01,0.0,16550.0,,1
1351-12A01CA38,PA,100,3406,2013/06/01,0.0,19850.0,,1
1351-12A01CA38,PA,100,9999,2000/01/01,0.0,19850.0,,1
1351-12A01DA38,PA,100,3406,2013/06/01,0.0,9820.0,,1
1351-12A01DA38,PA,100,9999,2000/01/01,0.0,8900.0,,1
1351-12A01EA38,PA,100,3406,2013/06/01,0.0,19850.0,,1
1351-12A01EA38,PA,100,9999,2000/01/01,0.0,19850.0,,1
1351-12A01FA30,PA,100,3406,2013/06/01,0.0,16800.0,,1
1351-12A01FA30,PA,100,9999,2000/01/01,0.0,16800.0,,1
1351-12A01FA38,PA,100,3406,2013/06/01,0.0,19850.0,,1
1351-12A01FA38,PA,100,9999,2000/01/01,0.0,19850.0,,1
1351-12A01GA38,PA,100,3406,2013/06/01,0.0,13000.0,,1
1351-12A01GA38,PA,100,9999,2000/01/01,0.0,13000.0,,1
1351-12A01HA38,PA,100,3406,2013/06/01,0.0,19850.0,,1
1351-12A01HA38,PA,100,9999,2000/01/01,0.0,19850.0,,1
1351-12A01JA38,PA,100,3406,2013/06/01,0.0,23800.0,,1
1351-12A01JA38,PA,100,9999,2000/01/01,0.0,23800.0,,1
1351-12A01KA38,PA,100,3406,2013/06/01,0.0,29600.0,,1
1351-12A01KA38,PA,100,9999,2000/01/01,0.0,29600.0,,1
1351-12T1138,PA,100,3406,2013/06/01,0.0,29550.0,,1
1351-12T1138,PA,100,9999,2000/01/01,0.0,28140.0,,1
1351-12T1230,PA,100,3406,2013/06/01,0.0,13250.0,,1
1351-12T1230,PA,100,9999,2000/01/01,0.0,13250.0,,1
1351-12T1238,PA,100,3406,2013/06/01,0.0,29550.0,,1
1351-12T1238,PA,100,9999,2000/01/01,0.0,28140.0,,1
1351-443CA30,PA,100,3406,2013/06/01,0.0,3310.0,,1
1351-443CA30,PA,100,9999,2000/01/01,0.0,3000.0,,1
1351-443CA30-2A,PA,100,3406,2024/08/21,0.0,350.0,,1
1351-443CA30-2A,PA,100,3406,2013/06/01,0.0,225.0,,1
1351-443CA30-2A,PA,100,9999,2000/01/01,0.0,350.0,,1
1351-443CA38,PA,100,3406,2013/06/01,0.0,3310.0,,1
1351-443CA38,PA,100,9999,2000/01/01,0.0,3150.0,,1
1351-443CB30,PA,100,3406,2024/08/21,0.0,4550.0,,1
1351-443CB30,PA,100,3406,2013/06/01,0.0,3310.0,,1
1351-443CB30,PA,100,9999,2000/01/01,0.0,4550.0,,1
1351-443CB38,PA,100,3406,2024/08/21,0.0,4850.0,,1
1351-443CB38,PA,100,3406,2013/06/01,0.0,3310.0,,1
1351-443CB38,PA,100,9999,2000/01/01,0.0,4850.0,,1
1351-443DA38,PA,100,3406,2013/06/01,0.0,3310.0,,1
1351-443DA38,PA,100,9999,2000/01/01,0.0,3000.0,,1
1351-443DB38,PA,100,3406,2024/08/21,0.0,5550.0,,1
1351-443DB38,PA,100,3406,2013/06/01,0.0,3310.0,,1
1351-443DB38,PA,100,9999,2000/01/01,0.0,5550.0,,1
1351-443EA3138,PA,100,3406,2019/05/08,0.0,3350.0,,1
1351-443EA3138,PA,100,9999,2000/01/01,0.0,3350.0,,1
1351-443EA38,PA,100,3406,2015/09/08,0.0,3310.0,,1
1351-443EA38,PA,100,9999,2000/01/01,0.0,3310.0,,1
1351-443FA38,PA,100,3406,2024/08/21,0.0,5550.0,,1
1351-443FA38,PA,100,3406,2017/10/17,0.0,3310.0,,1
1351-443FA38,PA,100,9999,2000/01/01,0.0,5550.0,,1
1351-444BA,MC,100,3523,2016/02/26,0.0,7700.0,,1
1351-444BA,PA,100,3399,2016/02/26,0.0,239.0,,1
1351-444CA,MC,100,3399,2016/02/26,0.0,1980.0,,1
1351-444CA,MC,100,9999,2000/01/01,0.0,1980.0,,1
1351-444CA,PA,100,3399,2018/05/01,0.0,500.0,,1
1351-444CA,PA,100,3399,2016/02/26,0.0,239.0,,1
1351-444CA,PA,100,9999,2000/01/01,0.0,500.0,,1
1351-444DA,MC,100,3523,2017/11/27,0.0,15000.0,,1
1351-444DA,MC,100,3523,2016/02/26,0.0,7700.0,,1
1351-444DA,MC,100,9999,2000/01/01,0.0,15000.0,,1
1351-444EA,MC,100,3399,2022/03/16,0.0,4000.0,,1
1351-444EA,MC,100,3399,2021/12/27,0.0,2300.0,,1
1351-444EA,MC,100,3523,2021/06/14,0.0,20000.0,,1
1351-444EA,MC,100,9999,2000/01/01,0.0,20000.0,,1
1351-444EA,PA,100,3994,2023/01/30,0.0,954.0,,1
1351-444EA,PA,100,3399,2021/12/27,0.0,750.0,,1
1351-444EA,PA,100,9999,2000/01/01,0.0,954.0,,1
1351-444FA,MC,100,3523,2022/08/19,0.0,14000.0,,1
1351-444FA,MC,100,3399,2022/03/09,0.0,4000.0,,1
1351-444FA,MC,100,9999,2000/01/01,0.0,14000.0,,1
1351-456AA30,PA,100,3406,2013/06/01,0.0,225.0,,1
1351-456AA30,PA,100,9999,2000/01/01,0.0,200.0,,1
1355-12A02AA24,PA,100,3406,2013/06/01,0.0,8270.0,,1
1355-12A02AA24,PA,100,9999,2000/01/01,0.0,8270.0,,1
1355-12A02BA24,PA,100,3406,2018/06/07,0.0,9500.0,,1
1355-12A02BA24,PA,100,9999,2000/01/01,0.0,9500.0,,1
1355-307BB,PA,100,3406,2013/06/01,0.0,1765.0,,1
1355-307BB,PA,100,9999,2000/01/01,0.0,1600.0,,1
1355-307BC,PA,100,3406,2013/06/01,0.0,3860.0,,1
1355-307BC,PA,100,9999,2000/01/01,0.0,3860.0,,1
1355-307BD,PA,100,3406,2021/01/07,0.0,3900.0,,1
1355-421DA,PA,100,3406,2013/06/01,0.0,885.0,,1
1355-421DA,PA,100,9999,2000/01/01,0.0,840.0,,1
1355-421EA,PA,100,3406,2013/06/01,0.0,885.0,,1
1355-421EA,PA,100,9999,2000/01/01,0.0,840.0,,1
1355-432AA,PA,100,3406,2013/06/01,0.0,110.0,,1
1355-432AA,PA,100,9999,2000/01/01,0.0,105.0,,1
1355-443CA24,PA,100,3406,2024/08/21,0.0,3300.0,,1
1355-443CA24,PA,100,3406,2013/06/01,0.0,2760.0,,1
1355-443CA24,PA,100,9999,2000/01/01,0.0,2760.0,,1
1531-12A01AA30,PA,100,3406,2013/06/01,0.0,6500.0,,1
1531-12A01AA30,PA,100,9999,2000/01/01,0.0,8800.0,,1
1531-12A01AA38,PA,100,3406,2013/06/01,0.0,9810.0,,1
1531-12A01AA38,PA,100,9999,2000/01/01,0.0,9810.0,,1
1531-12A01BA30,PA,100,3406,2013/06/01,0.0,19850.0,,1
1531-12A01BA30,PA,100,9999,2000/01/01,0.0,19850.0,,1
1531-12A01BA38,PA,100,3406,2013/06/01,0.0,9810.0,,1
1531-12A01BA38,PA,100,9999,2000/01/01,0.0,9810.0,,1
1531-12A01CA30,PA,100,3406,2013/06/01,0.0,19850.0,,1
1531-12A01CA30,PA,100,9999,2000/01/01,0.0,19850.0,,1
1531-12A01CA38,PA,100,3406,2013/06/01,0.0,19850.0,,1
1531-12A01CA38,PA,100,9999,2000/01/01,0.0,18900.0,,1
1531-12A01CA38-P,PA,100,3406,2013/06/01,0.0,19850.0,,1
1531-12A01CA38-P,PA,100,9999,2000/01/01,0.0,18900.0,,1
1531-12A01DA38,PA,100,3406,2013/06/01,0.0,9810.0,,1
1531-12A01DA38,PA,100,9999,2000/01/01,0.0,8900.0,,1
1531-12A01GA30,PA,100,3406,2013/06/01,0.0,9810.0,,1
1531-12A01GA30,PA,100,9999,2000/01/01,0.0,9810.0,,1
1531-12A01GA38,PA,100,3406,2013/06/01,0.0,14070.0,,1
1531-12A01GA38,PA,100,9999,2000/01/01,0.0,14070.0,,1
1531-12A01HA38,PA,100,3406,2013/06/01,0.0,19850.0,,1
1531-12A01HA38,PA,100,9999,2000/01/01,0.0,19850.0,,1
1531-12A01JA38,PA,100,3406,2013/06/01,0.0,9810.0,,1
1531-12A01JA38,PA,100,9999,2000/01/01,0.0,9810.0,,1
1531-12A01KA38,PA,100,3406,2013/06/01,0.0,13000.0,,1
1531-12A01KA38,PA,100,9999,2000/01/01,0.0,13000.0,,1
1531-307AA,PA,100,3406,2013/06/01,0.0,3860.0,,1
1531-307AA,PA,100,9999,2000/01/01,0.0,3860.0,,1
1531-307AB,PA,100,3406,2013/06/01,0.0,3860.0,,1
1531-307AB,PA,100,9999,2000/01/01,0.0,3860.0,,1
1531-307BA,PA,100,3406,2013/06/01,0.0,2315.0,,1
1531-307BA,PA,100,9999,2000/01/01,0.0,2205.0,,1
1531-307BB,PA,100,3406,2013/06/01,0.0,3860.0,,1
1531-307BB,PA,100,9999,2000/01/01,0.0,3860.0,,1
1531-307CA,PA,100,3406,2013/06/01,0.0,2315.0,,1
1531-307CA,PA,100,9999,2000/01/01,0.0,2205.0,,1
1531-307CB,PA,100,3406,2013/06/01,0.0,3860.0,,1
1531-307CB,PA,100,9999,2000/01/01,0.0,3860.0,,1
1531-307CC,PA,100,3406,2013/06/01,0.0,3860.0,,1
1531-307CC,PA,100,9999,2000/01/01,0.0,3860.0,,1
1531-307DB,PA,100,3406,2013/06/01,0.0,3860.0,,1
1531-307DB,PA,100,9999,2000/01/01,0.0,3860.0,,1
1531-307DC,PA,100,3406,2013/06/01,0.0,3860.0,,1
1531-307EA,PA,100,9999,2000/01/01,0.0,2315.0,,1
1531-307FA,PA,100,3406,2013/06/01,0.0,2315.0,,1
1531-307FA,PA,100,9999,2000/01/01,0.0,2315.0,,1
1531-310BA,PA,100,9999,2000/01/01,0.0,900.0,,1
1531-310BB,PA,100,9999,2000/01/01,0.0,900.0,,1
1531-310CA,PA,100,3406,2017/06/20,0.0,900.0,,1
1531-310CA,PA,100,9999,2000/01/01,0.0,900.0,,1
1531-702AA,PL,100,1973,2013/06/01,0.0,920.0,,1
1531-702AA,PL,100,3861,2013/06/01,0.0,1500.0,,1
1531-702AA,PL,100,9999,2000/01/01,0.0,1500.0,,1
1531-702BA,PL,100,1973,2013/06/01,0.0,1080.0,,1
1531-702BA,PL,100,3861,2013/06/01,0.0,1800.0,,1
1531-702BA,PL,100,9999,2000/01/01,0.0,1800.0,,1
1531-702CA,PL,100,1973,2013/06/01,0.0,1145.0,,1
1531-702CA,PL,100,9999,2000/01/01,0.0,900.0,,1
1531-702DA,PL,100,1973,2013/06/01,0.0,1220.0,,1
1531-702DA,PL,100,9999,2000/01/01,0.0,1150.0,,1
1531-702EA,PL,100,3861,2015/08/18,0.0,1500.0,,1
1531-702EA,PL,100,1973,2013/06/01,0.0,800.0,,1
1531-702EA,PL,100,9999,2000/01/01,0.0,1500.0,,1
1531-702FA,PL,100,3861,2013/06/01,0.0,1500.0,,1
1531-702FA,PL,100,1973,2013/06/01,0.0,830.0,,1
1531-702FA,PL,100,9999,2000/01/01,0.0,1500.0,,1
1531-702GA,PL,100,3861,2013/06/01,0.0,1800.0,,1
1531-702GA,PL,100,9999,2000/01/01,0.0,1800.0,,1
1531-702HA,PL,100,3861,2019/09/02,0.0,2000.0,,1
1531-702HA,PL,100,9999,2000/01/01,0.0,2000.0,,1
1531-702JA,PL,100,3861,2019/05/27,0.0,1500.0,,1
1531-702JA,PL,100,9999,2000/01/01,0.0,1500.0,,1
1531-702KA,PL,100,3861,2020/12/28,0.0,2000.0,,1
1531-702KA,PL,100,9999,2000/01/01,0.0,2000.0,,1
1531-702MA0726,PA,100,1515,2025/07/16,0.0,991.0,,1
1531-702MA0726,PA,100,9999,2000/01/01,0.0,991.0,,1
1532-443AA30,PA,100,3406,2024/08/21,0.0,4700.0,,1
1532-443AA30,PA,100,3406,2013/06/01,0.0,3310.0,,1
1532-443AA30,PA,100,9999,2000/01/01,0.0,4700.0,,1
1532-443BA26,PA,100,3406,2024/08/21,0.0,3600.0,,1
1532-443BA26,PA,100,3406,2013/06/01,0.0,3300.0,,1
1532-443BA26,PA,100,9999,2000/01/01,0.0,3300.0,,1
1532-443BA30,PA,100,3406,2024/08/21,0.0,3600.0,,1
1532-443BA30,PA,100,3406,2013/06/01,0.0,3300.0,,1
1532-443BA30,PA,100,9999,2000/01/01,0.0,3600.0,,1
1532-443BB26,PA,100,3305,2016/03/01,0.0,3300.0,,1
1532-443BB26,PA,100,3406,2015/11/25,0.0,3300.0,,1
1532-443BB26,PA,100,9999,2000/01/01,0.0,3300.0,,1
1535-702AA,PL,100,3861,2016/07/11,0.0,1500.0,,1
1535-702AA,PL,100,9999,2000/01/01,0.0,1500.0,,1
1535-702BA,PL,100,3861,2016/12/05,0.0,1500.0,,1
1535-702BA,PL,100,9999,2000/01/01,0.0,1500.0,,1
1536-443AA30,PA,100,3406,2013/06/01,0.0,3310.0,,1
1536-443AA30,PA,100,9999,2000/01/01,0.0,3310.0,,1
1555-307AA38,PA,100,3406,2016/05/24,0.0,3500.0,,1
1555-307AA38,PA,100,9999,2000/01/01,0.0,3500.0,,1
1555-307AB38,PA,100,3406,2019/11/13,0.0,3500.0,,1
1555-307BA38,PA,100,3406,2023/09/04,0.0,3500.0,,1
1555-307BA38,PA,100,9999,2000/01/01,0.0,3500.0,,1
1555-444AA,PA,100,1515,2022/08/25,0.0,1311.0,,1
1555-444AA,PA,100,1515,2016/05/26,2.0,1296.0,,1
1555-444AA,PA,100,9999,2000/01/01,0.0,1311.0,,1
161-105BD38,PA,100,3406,2013/06/01,0.0,6620.0,,1
161-105BD38,PA,100,9999,2000/01/01,0.0,2000.0,,1
161-105BEN30-1A,PA,100,3406,2013/06/01,0.0,1000.0,,1
161-105BEN30-1A,PA,100,9999,2000/01/01,0.0,1000.0,,1
161-105BEN30-2A,PA,100,3406,2013/06/01,0.0,1000.0,,1
161-105BEN30-2A,PA,100,9999,2000/01/01,0.0,1000.0,,1
161-105BEN30-3A,PA,100,3406,2013/06/01,0.0,1000.0,,1
161-105BEN30-3A,PA,100,9999,2000/01/01,0.0,1000.0,,1
161-105BEN30-6A,PL,100,3861,2013/06/01,0.0,300.0,,1
161-105BEN30-6A,PL,100,9999,2000/01/01,0.0,300.0,,1
161-105BEN30-7A,PL,100,3861,2013/06/01,0.0,300.0,,1
161-105BEN30-7A,PL,100,9999,2000/01/01,0.0,300.0,,1
161-105BEN30-8A,PL,100,3861,2013/06/01,0.0,300.0,,1
161-105BEN30-8A,PL,100,9999,2000/01/01,0.0,300.0,,1
161-105CD38,PA,100,3406,2013/06/01,0.0,6620.0,,1
161-105CD38,PA,100,9999,2000/01/01,0.0,2000.0,,1
161-120CA30,PA,100,3406,2013/06/01,0.0,33080.0,,1
161-120CA30,PA,100,9999,2000/01/01,0.0,30000.0,,1
161-120CA38,PA,100,3406,2013/06/01,0.0,19850.0,,1
161-120CA38,PA,100,9999,2000/01/01,0.0,18000.0,,1
161-312BA,MV,100,1797,2013/06/01,0.0,1087.0,,1
161-312BA,MV,100,9999,2000/01/01,0.0,1087.0,,1
161-312BA,PA,100,1515,2013/06/01,0.0,400.0,,1
161-312BA,PA,100,9999,2000/01/01,0.0,400.0,,1
161-420EA,PA,100,1515,2013/06/01,0.0,450.0,,1
161-420EA,PA,100,9999,2000/01/01,0.0,450.0,,1
161-444HA,MC,100,3399,2016/02/26,0.0,1980.0,,1
161-444HA,PA,100,3399,2016/02/26,0.0,189.0,,1
161-444NA,L,100,3399,2016/10/20,0.0,4500.0,,1
161-444NA,L,100,9999,2000/01/01,0.0,4500.0,,1
161-444PA,L,100,3399,2016/12/14,0.0,4500.0,,1
161-444PA,L,100,3399,2016/12/13,0.0,3500.0,,1
161-444PA,L,100,9999,2000/01/01,0.0,3500.0,,1
161-444QA,L,100,3399,2016/12/14,0.0,4500.0,,1
161-444QA,L,100,3399,2016/12/13,0.0,3500.0,,1
161-444QA,L,100,9999,2000/01/01,0.0,3500.0,,1
161-453GA,PA,100,1515,2013/06/01,0.0,313.0,,1
161-453GA,PA,100,9999,2000/01/01,0.0,313.0,,1
161-453HA,PA,100,1515,2013/06/01,0.0,313.0,,1
161-453HA,PA,100,9999,2000/01/01,0.0,313.0,,1
161-454EB,PA,100,1515,2013/06/01,0.0,285.0,,1
162-105-4CF,PA,100,3406,2017/03/06,0.0,120.0,,1
162-105-4CF,PA,100,9999,2000/01/01,0.0,120.0,,1
162-105-4CSF,PA,100,3406,2017/03/06,0.0,120.0,,1
162-105-4CSF,PA,100,9999,2000/01/01,0.0,120.0,,1
162-105-4DF,PA,100,3406,2017/03/06,0.0,120.0,,1
162-105-4DF,PA,100,9999,2000/01/01,0.0,120.0,,1
162-105-4DSF,PA,100,3406,2017/03/06,0.0,120.0,,1
162-105-4DSF,PA,100,9999,2000/01/01,0.0,120.0,,1
162-105FC38,PA,100,1515,2013/06/01,0.0,4000.0,,1
162-105GC38,PA,100,1515,2013/06/01,0.0,4000.0,,1
162-116CC,PA,100,1515,2013/06/01,0.0,370.0,,1
162-116CC,PA,100,9999,2000/01/01,0.0,370.0,,1
162-116EB,PA,100,1515,2022/08/25,0.0,385.0,,1
162-116EB,PA,100,1515,2013/06/01,0.0,370.0,,1
162-116EB,PA,100,9999,2000/01/01,0.0,370.0,,1
162-120AA26,PA,100,3406,2013/06/01,0.0,25400.0,,1
162-120AA38,PA,100,3406,2013/06/01,0.0,32700.0,,1
162-120BA30,PA,100,3406,2013/06/01,0.0,14350.0,,1
162-120BA30,PA,100,9999,2000/01/01,0.0,14350.0,,1
162-120DA30,PA,100,3406,2013/06/01,0.0,14350.0,,1
162-120DA30,PA,100,9999,2000/01/01,0.0,14350.0,,1
162-120DB30,PA,100,3406,2013/06/01,0.0,14350.0,,1
162-120DB30,PA,100,9999,2000/01/01,0.0,14350.0,,1
162-120DB38,PA,100,3406,2013/06/01,0.0,8350.0,,1
162-120DB38,PA,100,9999,2000/01/01,0.0,8350.0,,1
162-304BA230,PA,100,1515,2022/08/24,0.0,315.0,,1
162-304BA230,PA,100,1515,2013/06/01,0.0,300.0,,1
162-304BA230,PA,100,9999,2000/01/01,0.0,315.0,,1
162-304CA140,PA,100,1515,2022/08/24,0.0,315.0,,1
162-304CA140,PA,100,1515,2013/06/01,0.0,300.0,,1
162-304CA140,PA,100,9999,2000/01/01,0.0,315.0,,1
162-304CA170,PA,100,1515,2022/08/24,0.0,315.0,,1
162-304CA170,PA,100,1515,2013/06/01,0.0,300.0,,1
162-304CA170,PA,100,9999,2000/01/01,0.0,300.0,,1
162-307GA,PA,100,3406,2013/06/01,0.0,2315.0,,1
162-307GB,PA,100,3406,2013/06/01,0.0,2315.0,,1
162-307GB,PA,100,9999,2000/01/01,0.0,2315.0,,1
162-307GC,PA,100,3406,2013/06/01,0.0,3860.0,,1
162-307GD,PA,100,3406,2013/06/01,0.0,3860.0,,1
162-307GD,PA,100,9999,2000/01/01,0.0,3860.0,,1
162-307HA,PA,100,3406,2013/06/01,0.0,2315.0,,1
162-307HA,PA,100,9999,2000/01/01,0.0,2205.0,,1
162-307HB,PA,100,3406,2013/06/01,0.0,3860.0,,1
162-307HB,PA,100,9999,2000/01/01,0.0,3675.0,,1
162-307JA,PA,100,3406,2013/06/01,0.0,2315.0,,1
162-307JB,PA,100,3406,2013/06/01,0.0,3860.0,,1
162-307KB,PA,100,3406,2013/06/01,0.0,3860.0,,1
162-307LA,PA,100,3406,2019/05/10,0.0,4000.0,,1
162-307LA,PA,100,9999,2000/01/01,0.0,4000.0,,1
162-444GA,MC,100,3399,2017/12/20,0.0,4000.0,,1
162-444GA,MC,100,3399,2016/02/26,0.0,1980.0,,1
162-444GA,MC,100,9999,2000/01/01,0.0,4000.0,,1
162-444GA,PA,100,3399,2017/12/20,0.0,1000.0,,1
162-444GA,PA,100,3399,2016/02/26,0.0,186.0,,1
162-444GA,PA,100,9999,2000/01/01,0.0,1000.0,,1
162-444GD,MC,100,3399,2016/02/26,0.0,1980.0,,1
162-444GD,PA,100,3399,2016/02/26,0.0,191.0,,1
162-444JC,MC,100,3399,2016/02/26,0.0,1980.0,,1
162-444JC,PA,100,3399,2016/02/26,0.0,191.0,,1
162-444RA,MC,100,3399,2016/02/26,0.0,1980.0,,1
162-444RA,PA,100,3399,2016/02/26,0.0,191.0,,1
162-702CD,PL,100,1973,2013/06/01,0.0,893.0,,1
162-702CE,PL,100,1973,2013/06/01,0.0,1072.0,,1
162-702CE,PL,100,9999,2000/01/01,0.0,893.0,,1
162-702CF,PL,100,1973,2013/06/01,0.0,766.0,,1
162-702CF,PL,100,9999,2000/01/01,0.0,723.0,,1
162-702CG,PL,100,1973,2013/06/01,0.0,920.0,,1
162-702CG,PL,100,9999,2000/01/01,0.0,723.0,,1
1631-105-4BC,PA,100,3406,2019/03/27,0.0,150.0,,1
1631-105-4BC,PA,100,9999,2000/01/01,0.0,150.0,,1
1631-105-4BD,PA,100,3406,2019/03/27,0.0,150.0,,1
1631-105-4BD,PA,100,9999,2000/01/01,0.0,150.0,,1
1631-105-4BE,PA,100,3406,2018/04/11,0.0,200.0,,1
1631-105-4BE,PA,100,9999,2000/01/01,0.0,200.0,,1
1631-105-4BF,PA,100,3406,2018/04/11,0.0,200.0,,1
1631-105-4BF,PA,100,9999,2000/01/01,0.0,200.0,,1
1631-105-4CE,PA,100,3406,2018/04/11,0.0,200.0,,1
1631-105-4CE,PA,100,9999,2000/01/01,0.0,200.0,,1
1631-105-4CF,PA,100,3406,2018/04/11,0.0,200.0,,1
1631-105-4CF,PA,100,9999,2000/01/01,0.0,200.0,,1
1631-105-4DA,PA,100,3406,2015/07/02,0.0,150.0,,1
1631-105-4DA,PA,100,9999,2000/01/01,0.0,150.0,,1
1631-105AA30,AO,100,1592,2013/06/01,0.0,6480.0,,1
1631-105AA30,AO,100,9999,2000/01/01,0.0,6480.0,,1
1631-105AA30,PA,100,3406,2013/06/01,0.0,2100.0,,1
1631-105AA30,PA,100,9999,2000/01/01,0.0,2100.0,,1
1631-105AA38,AO,100,1592,2013/06/01,0.0,6750.0,,1
1631-105AA38,AO,100,9999,2000/01/01,0.0,6750.0,,1
1631-105AA38,PA,100,3406,2013/06/01,0.0,2400.0,,1
1631-105AA38,PA,100,9999,2000/01/01,0.0,2400.0,,1
1631-105AAL30,AO,100,1592,2013/06/01,0.0,8280.0,,1
1631-105AAL30,AO,100,9999,2000/01/01,0.0,8280.0,,1
1631-105AAL30,PA,100,3406,2013/06/01,0.0,3200.0,,1
1631-105AAL30,PA,100,9999,2000/01/01,0.0,3200.0,,1
1631-105AAL38,AO,100,1592,2013/06/01,0.0,10800.0,,1
1631-105AAL38,AO,100,9999,2000/01/01,0.0,10800.0,,1
1631-105AAL38,PA,100,3406,2013/06/01,0.0,3600.0,,1
1631-105AAL38,PA,100,9999,2000/01/01,0.0,3600.0,,1
1631-105AAM30,AO,100,1592,2013/06/01,0.0,8280.0,,1
1631-105AAM30,AO,100,9999,2000/01/01,0.0,45000.0,,1
1631-105AAM30,PA,100,3406,2013/06/01,0.0,3200.0,,1
1631-105AAM38,AO,100,1592,2013/06/01,0.0,10800.0,,1
1631-105AAM38,AO,100,9999,2000/01/01,0.0,16700.0,,1
1631-105AAM38,PA,100,3406,2013/06/01,0.0,3600.0,,1
1631-105AB30,AO,100,1592,2015/06/01,0.0,6480.0,,1
1631-105AB30,AO,100,1592,2013/06/01,0.0,7200.0,,1
1631-105AB30,AO,100,9999,2000/01/01,0.0,6480.0,,1
1631-105AB30,PA,100,3406,2013/06/01,0.0,2100.0,,1
1631-105AB30,PA,100,9999,2000/01/01,0.0,2100.0,,1
1631-105AB38,AO,100,1592,2015/06/01,0.0,6750.0,,1
1631-105AB38,AO,100,1592,2013/06/01,0.0,7500.0,,1
1631-105AB38,AO,100,9999,2000/01/01,0.0,6750.0,,1
1631-105AB38,PA,100,3406,2013/06/01,0.0,2400.0,,1
1631-105AB38,PA,100,9999,2000/01/01,0.0,2400.0,,1
1631-105ABL30,AO,100,1592,2015/06/01,0.0,8280.0,,1
1631-105ABL30,AO,100,1592,2013/06/01,0.0,9200.0,,1
1631-105ABL30,AO,100,9999,2000/01/01,0.0,8280.0,,1
1631-105ABL30,PA,100,3406,2013/06/01,0.0,3200.0,,1
1631-105ABL30,PA,100,9999,2000/01/01,0.0,3200.0,,1
1631-105ABL38,AO,100,1592,2015/06/01,0.0,10800.0,,1
1631-105ABL38,AO,100,1592,2013/06/01,0.0,12000.0,,1
1631-105ABL38,AO,100,9999,2000/01/01,0.0,10800.0,,1
1631-105ABL38,PA,100,3406,2013/06/01,0.0,3600.0,,1
1631-105ABL38,PA,100,9999,2000/01/01,0.0,3600.0,,1
1631-105ABM30,AO,100,1592,2015/06/01,0.0,8280.0,,1
1631-105ABM30,AO,100,1592,2013/06/01,0.0,9200.0,,1
1631-105ABM30,AO,100,9999,2000/01/01,0.0,8280.0,,1
1631-105ABM30,PA,100,3406,2013/06/01,0.0,3200.0,,1
1631-105ABM30,PA,100,9999,2000/01/01,0.0,3200.0,,1
1631-105ABM38,AO,100,1592,2015/06/01,0.0,10800.0,,1
1631-105ABM38,AO,100,1592,2013/06/01,0.0,12000.0,,1
1631-105ABM38,PA,100,3406,2013/06/01,0.0,3600.0,,1
1631-105AC30,AO,100,1592,2022/06/18,0.0,6844.0,,1
1631-105AC30,AO,100,1592,2017/09/07,0.0,6221.0,,1
1631-105AC30,AO,100,1592,2017/09/01,0.0,6220.8,,1
1631-105AC30,AO,100,1592,2015/06/01,0.0,6480.0,,1
