HMCD,SEQ,KTSEQ,KTCD,SRCD,SGNCD,DDTIME,SGTIME,LDTIME,SRPRICE,CSBCD,SUPCLSCD,SUPCD,RCVTSTKBN,RCVCHKKBN,INSTID,INSTDT,UPDTID,UPDTDT
KF12-00401CC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401CC38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401CD30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401CD38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401DA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401DB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401EA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401EB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401FA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401FB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401GA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401GA34,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401GB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401GB34,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401GC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401HA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401HB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401HC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401JA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401JB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401KA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401KA36,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401KA42,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401KB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401KB36,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401LA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00401MA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402AA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402AA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402AB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402AB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402BA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402BB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402BB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402BC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402BC38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402CB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402CB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402CC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402CC38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402CD30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402CD38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402DA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402DB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402EA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402EB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402FA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402FB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402GA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402GA34,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402GB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402GB34,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402GC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402HA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402HB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402HC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402JA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402JB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402KA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402KA36,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402KA42,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402KB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402KB36,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402LA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00402MA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403AA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403AA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403AB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403AB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403BA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403BB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403BB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403BC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403BC38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403CB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403CB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403CC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403CC38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403CD30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403CD38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403DA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403DB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403EA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403EB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403FA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403FB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403GA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403GA34,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403GB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403GB34,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403GC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403HA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403HB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403HC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403JA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403JB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403KA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403KA36,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403KA42,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403KB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403KB36,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403LA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00403MA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404AA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404AA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404AB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404AB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404BA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404BB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404BB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404BC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404BC38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404CB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404CB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404CC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404CC38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404CD30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404CD38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404DA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404DB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404EA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404EB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404FA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404FB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404GA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404GA34,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404GB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404GB34,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404GC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404HA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404HB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404HC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404JA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404JB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404KA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404KA36,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404KA42,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404KB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404KB36,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404LA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00404MA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00405CA,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00405DA,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00405EA,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00405EB,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501AAN38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501AAN38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501AAP38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501AAP38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501AAQ38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501AAQ38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ABN38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ABN38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ABP38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ABP38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ABQ38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ABQ38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ABR38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ABR38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ACN38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ACN38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ACP38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ACP38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ACQ38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ACQ38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ACR38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501ACR38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BAN38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BAN38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BAP38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BAP38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BAQ38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BAQ38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BAR38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BAR38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BBN38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BBN38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BBP38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BBP38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BBQ38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BBQ38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BBR38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501BBR38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CAN38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CAN38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CAP38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CAP38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CAQ38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CAQ38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CAR38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CAR38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CBN38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CBN38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CBP38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CBP38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CBQ38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CBQ38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CBR38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501CBR38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DAN38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DAN38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DAP38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DAP38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DAQ38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DAQ38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DBN38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DBN38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DBP38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DBP38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DBQ38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DBQ38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DBR38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DBR38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DCN38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DCN38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DCP38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DCP38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DCQ38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DCQ38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DCR38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501DCR38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501EA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501EA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501EB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501EB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501FA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501FA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501FB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501FB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501GA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501GA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501GB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501GB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501HA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501HA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501HB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00501HB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00502AA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00502AA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00502AB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00502AB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00502ABL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00502ABL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00502BA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00502BA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00502BB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00502BB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00503AA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00503AA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00503AAM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00503AAM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00503AB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00503AB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00503ABL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00503ABL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00503ABM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00503ABM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00504AA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00504AA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00504AB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00504AB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00504ABL38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00504ABL38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00504BA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00504BA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00504BB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00504BB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00505AA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00505AA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00505AAM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00505AAM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00505AB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00505AB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00505ABM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00505ABM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00506AA38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00506AA38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00506AAM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00506AAM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00506AB38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00506AB38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00506ABM38,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00506ABM38,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00604JB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006BA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006DA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006DA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006DB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006DB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006DC30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006EA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006EB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006FA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006FB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006GA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006GA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006GB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006GB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006HA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006HB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006JA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006JA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006JB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006JB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006KA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006KA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006KB38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006LA30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006LA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006LB30,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006MA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-006NA38,1,10,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00701CA30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
KF12-00701CA30,2,20,PA,3406,仮,0,0,0,0,10,,,2,2,,,,
KF12-00701CB30,1,10,AO（無）,1592,仮,0,0,0,0,10,,,2,2,,,,
