区分コード,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6
L,1631-105CD30,1.0,1,PA-1631-105CD30,1.0,1.0,AO-1631-105CD30,1.0,1.0,MA-1631-105CD30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105CD38,1.0,1,PA-1631-105CD38,1.0,1.0,AO-1631-105CD38,1.0,1.0,MA-1631-105CD38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105CDL30,1.0,1,PA-1631-105CDL30,1.0,1.0,AO-1631-105CDL30,1.0,1.0,MA-1631-105CDL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105CDL38,1.0,1,PA-1631-105CDL38,1.0,1.0,AO-1631-105CDL38,1.0,1.0,MA-1631-105CDL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105CDM30,1.0,1,PA-1631-105CDM30,1.0,1.0,AO-1631-105CDM30,1.0,1.0,MA-1631-105CDM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105CDM38,1.0,1,PA-1631-105CDM38,1.0,1.0,AO-1631-105CDM38,1.0,1.0,MA-1631-105CDM38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DA30,1.0,1,PA-1631-105DA30,1.0,1.0,AO-1631-105DA30,1.0,1.0,MA-1631-105DA30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DA38,1.0,1,PA-1631-105DA38,1.0,1.0,AO-1631-105DA38,1.0,1.0,MA-1631-105DA38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DAL30,1.0,1,PA-1631-105DAL30,1.0,1.0,AO-1631-105DAL30,1.0,1.0,MA-1631-105DAL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DAL38,1.0,1,PA-1631-105DAL38,1.0,1.0,AO-1631-105DAL38,1.0,1.0,MA-1631-105DAL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DAM38,1.0,1,PA-1631-105DAM38,1.0,1.0,AO-1631-105DAM38,1.0,1.0,MA-1631-105DAM38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DB30,1.0,1,PA-1631-105DB30,1.0,1.0,AO-1631-105DB30,1.0,1.0,MA-1631-105DB30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DB38,1.0,1,PA-1631-105DB38,1.0,1.0,AO-1631-105DB38,1.0,1.0,MA-1631-105DB38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DBL30,1.0,1,PA-1631-105DBL30,1.0,1.0,AO-1631-105DBL30,1.0,1.0,MA-1631-105DBL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DBL38,1.0,1,PA-1631-105DBL38,1.0,1.0,AO-1631-105DBL38,1.0,1.0,MA-1631-105DBL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DBM30,1.0,1,PA-1631-105DBM30,1.0,1.0,AO-1631-105DBM30,1.0,1.0,MA-1631-105DBM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DBM38,1.0,1,PA-1631-105DBM38,1.0,1.0,AO-1631-105DBM38,1.0,1.0,MA-1631-105DBM38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DC30,1.0,1,PA-1631-105DC30,1.0,1.0,AO-1631-105DC30,1.0,1.0,MA-1631-105DC30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DC38,1.0,1,PA-1631-105DC38,1.0,1.0,AO-1631-105DC38,1.0,1.0,MA-1631-105DC38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DCL30,1.0,1,PA-1631-105DCL30,1.0,1.0,AO-1631-105DCL30,1.0,1.0,MA-1631-105DCL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DCL38,1.0,1,PA-1631-105DCL38,1.0,1.0,AO-1631-105DCL38,1.0,1.0,MA-1631-105DCL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105DCM30,1.0,1,PA-1631-105DCM30,1.0,1.0,AO-1631-105DCM30,1.0,1.0,MA-1631-105DCM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EA30,1.0,1,PA-1631-105EA30,1.0,1.0,AO-1631-105EA30,1.0,1.0,MA-1631-105EA30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EA38,1.0,1,PA-1631-105EA38,1.0,1.0,AO-1631-105EA38,1.0,1.0,MA-1631-105EA38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EAL30,1.0,1,PA-1631-105EAL30,1.0,1.0,AO-1631-105EAL30,1.0,1.0,MA-1631-105EAL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EAL38,1.0,1,PA-1631-105EAL38,1.0,1.0,AO-1631-105EAL38,1.0,1.0,MA-1631-105EAL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EAM38,1.0,1,PA-1631-105EAM38,1.0,1.0,AO-1631-105EAM38,1.0,1.0,MA-1631-105EAM38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EB30,1.0,1,PA-1631-105EB30,1.0,1.0,AO-1631-105EB30,1.0,1.0,MA-1631-105EB30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EB38,1.0,1,PA-1631-105EB38,1.0,1.0,AO-1631-105EB38,1.0,1.0,MA-1631-105EB38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EBL30,1.0,1,PA-1631-105EBL30,1.0,1.0,AO-1631-105EBL30,1.0,1.0,MA-1631-105EBL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EBL38,1.0,1,PA-1631-105EBL38,1.0,1.0,AO-1631-105EBL38,1.0,1.0,MA-1631-105EBL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EBM30,1.0,1,PA-1631-105EBM30,1.0,1.0,AO-1631-105EBM30,1.0,1.0,MA-1631-105EBM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EBM38,1.0,1,PA-1631-105EBM38,1.0,1.0,AO-1631-105EBM38,1.0,1.0,MA-1631-105EBM38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EC30,1.0,1,PA-1631-105EC30,1.0,1.0,AO-1631-105EC30,1.0,1.0,MA-1631-105EC30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105EC38,1.0,1,PA-1631-105EC38,1.0,1.0,AO-1631-105EC38,1.0,1.0,MA-1631-105EC38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105ECL30,1.0,1,PA-1631-105ECL30,1.0,1.0,AO-1631-105ECL30,1.0,1.0,MA-1631-105ECL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105ECL38,1.0,1,PA-1631-105ECL38,1.0,1.0,AO-1631-105ECL38,1.0,1.0,MA-1631-105ECL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105ECM30,1.0,1,PA-1631-105ECM30,1.0,1.0,AO-1631-105ECM30,1.0,1.0,MA-1631-105ECM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FA30,1.0,1,PA-1631-105FA30,1.0,1.0,AO-1631-105FA30,1.0,1.0,MA-1631-105FA30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FA38,1.0,1,PA-1631-105FA38,1.0,1.0,AO-1631-105FA38,1.0,1.0,MA-1631-105FA38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FAL30,1.0,1,PA-1631-105FAL30,1.0,1.0,AO-1631-105FAL30,1.0,1.0,MA-1631-105FAL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FAM38,1.0,1,PA-1631-105FAM38,1.0,1.0,AO-1631-105FAM38,1.0,1.0,MA-1631-105FAM38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FB30,1.0,1,PA-1631-105FB30,1.0,1.0,AO-1631-105FB30,1.0,1.0,MA-1631-105FB30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FB38,1.0,1,PA-1631-105FB38,1.0,1.0,AO-1631-105FB38,1.0,1.0,MA-1631-105FB38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FBL30,1.0,1,PA-1631-105FBL30,1.0,1.0,AO-1631-105FBL30,1.0,1.0,MA-1631-105FBL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FBL38,1.0,1,PA-1631-105FBL38,1.0,1.0,AO-1631-105FBL38,1.0,1.0,MA-1631-105FBL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FBM30,1.0,1,PA-1631-105FBM30,1.0,1.0,AO-1631-105FBM30,1.0,1.0,MA-1631-105FBM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FBM38,1.0,1,PA-1631-105FBM38,1.0,1.0,AO-1631-105FBM38,1.0,1.0,MA-1631-105FBM38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FC30,1.0,1,PA-1631-105FC30,1.0,1.0,AO-1631-105FC30,1.0,1.0,MA-1631-105FC30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FC38,1.0,1,PA-1631-105FC38,1.0,1.0,AO-1631-105FC38,1.0,1.0,MA-1631-105FC38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FCL30,1.0,1,PA-1631-105FCL30,1.0,1.0,AO-1631-105FCL30,1.0,1.0,MA-1631-105FCL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FCL38,1.0,1,PA-1631-105FCL38,1.0,1.0,AO-1631-105FCL38,1.0,1.0,MA-1631-105FCL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FCM30,1.0,1,PA-1631-105FCM30,1.0,1.0,AO-1631-105FCM30,1.0,1.0,MA-1631-105FCM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FD30,1.0,1,PA-1631-105FD30,1.0,1.0,AO-1631-105FD30,1.0,1.0,MA-1631-105FD30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FD38,1.0,1,PA-1631-105FD38,1.0,1.0,AO-1631-105FD38,1.0,1.0,MA-1631-105FD38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FDL30,1.0,1,PA-1631-105FDL30,1.0,1.0,AO-1631-105FDL30,1.0,1.0,MA-1631-105FDL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FDL38,1.0,1,PA-1631-105FDL38,1.0,1.0,AO-1631-105FDL38,1.0,1.0,MA-1631-105FDL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105FDM30,1.0,1,PA-1631-105FDM30,1.0,1.0,AO-1631-105FDM30,1.0,1.0,MA-1631-105FDM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GA30,1.0,1,PA-1631-105GA30,1.0,1.0,AO-1631-105GA30,1.0,1.0,MA-1631-105GA30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GA38,1.0,1,PA-1631-105GA38,1.0,1.0,AO-1631-105GA38,1.0,1.0,MA-1631-105GA38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GAL30,1.0,1,PA-1631-105GAL30,1.0,1.0,AO-1631-105GAL30,1.0,1.0,MA-1631-105GAL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GAM38,1.0,1,PA-1631-105GAM38,1.0,1.0,AO-1631-105GAM38,1.0,1.0,MA-1631-105GAM38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GB30,1.0,1,PA-1631-105GB30,1.0,1.0,AO-1631-105GB30,1.0,1.0,MA-1631-105GB30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GB38,1.0,1,PA-1631-105GB38,1.0,1.0,AO-1631-105GB38,1.0,1.0,MA-1631-105GB38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GBL30,1.0,1,PA-1631-105GBL30,1.0,1.0,AO-1631-105GBL30,1.0,1.0,MA-1631-105GBL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GBL38,1.0,1,PA-1631-105GBL38,1.0,1.0,AO-1631-105GBL38,1.0,1.0,MA-1631-105GBL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GBM30,1.0,1,PA-1631-105GBM30,1.0,1.0,AO-1631-105GBM30,1.0,1.0,MA-1631-105GBM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GBM38,1.0,1,PA-1631-105GBM38,1.0,1.0,AO-1631-105GBM38,1.0,1.0,MA-1631-105GBM38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GC30,1.0,1,PA-1631-105GC30,1.0,1.0,AO-1631-105GC30,1.0,1.0,MA-1631-105GC30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GC38,1.0,1,PA-1631-105GC38,1.0,1.0,AO-1631-105GC38,1.0,1.0,MA-1631-105GC38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GCL30,1.0,1,PA-1631-105GCL30,1.0,1.0,AO-1631-105GCL30,1.0,1.0,MA-1631-105GCL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GCL38,1.0,1,PA-1631-105GCL38,1.0,1.0,AO-1631-105GCL38,1.0,1.0,MA-1631-105GCL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GCM30,1.0,1,PA-1631-105GCM30,1.0,1.0,AO-1631-105GCM30,1.0,1.0,MA-1631-105GCM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GD30,1.0,1,PA-1631-105GD30,1.0,1.0,AO-1631-105GD30,1.0,1.0,MA-1631-105GD30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GD38,1.0,1,PA-1631-105GD38,1.0,1.0,AO-1631-105GD38,1.0,1.0,MA-1631-105GD38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GDL30,1.0,1,PA-1631-105GDL30,1.0,1.0,AO-1631-105GDL30,1.0,1.0,MA-1631-105GDL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GDL38,1.0,1,PA-1631-105GDL38,1.0,1.0,AO-1631-105GDL38,1.0,1.0,MA-1631-105GDL38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105GDM30,1.0,1,PA-1631-105GDM30,1.0,1.0,AO-1631-105GDM30,1.0,1.0,MA-1631-105GDM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HA30,1.0,1,PA-1631-105HA30,1.0,1.0,AO-1631-105HA30,1.0,1.0,MA-1631-105HA30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HAM30,1.0,1,PA-1631-105HAM30,1.0,1.0,AO-1631-105HAM30,1.0,1.0,MA-1631-105HAM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HC30,1.0,1,PA-1631-105HC30,1.0,1.0,AO-1631-105HC30,1.0,1.0,MA-1631-105HC30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HD30,1.0,1,PA-1631-105HD30,1.0,1.0,MA-1631-105HD30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HE30,1.0,1,PA-1631-105HE30,1.0,1.0,AO-1631-105HE30,1.0,1.0,MA-1631-105HE30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HGL30,1.0,1,PA-1631-105HGL30,1.0,1.0,AO-1631-105HGL30,1.0,1.0,MA-1631-105HGL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HH30,1.0,1,PA-1631-105HH30,1.0,1.0,AO-1631-105HH30,1.0,1.0,MA-1631-105HH30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HJ30,1.0,1,PA-1631-105HJ30,1.0,1.0,MA-1631-105HJ30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HK30,1.0,1,PA-1631-105HK30,1.0,1.0,AO-1631-105HK30,1.0,1.0,MA-1631-105HK30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HL30,1.0,1,PA-1631-105HL30,1.0,1.0,AO-1631-105HL30,1.0,1.0,MA-1631-105HL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105HLL30,1.0,1,PA-1631-105HLL30,1.0,1.0,AO-1631-105HLL30,1.0,1.0,MA-1631-105HLL30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105JAM30,1.0,1,PA-1631-105JAM30,1.0,1.0,AO-1631-105JAM30,1.0,1.0,MA-1631-105JAM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105KAM30,1.0,1,PA-1631-105KAM30,1.0,1.0,AO-1631-105KAM30,1.0,1.0,MA-1631-105KAM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105LAM30,1.0,1,PA-1631-105LAM30,1.0,1.0,AO-1631-105LAM30,1.0,1.0,MA-1631-105LAM30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105MA30,1.0,1,PA-1631-105MA30,1.0,1.0,AO-1631-105MA30,1.0,1.0,MA-1631-105FD30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105MA38,1.0,1,PA-1631-105MA38,1.0,1.0,AO-1631-105MA38,1.0,1.0,MA-1631-105FD38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105NA30,1.0,1,PA-1631-105NA30,1.0,1.0,AO-1631-105NA30,1.0,1.0,MA-1631-105GD30,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-105NA38,1.0,1,PA-1631-105NA38,1.0,1.0,AO-1631-105NA38,1.0,1.0,MA-1631-105GD38,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-106AA-1A,1.0,1,PA-1631-106AA-1A,1.0,1.0,MA-1631-106AA-1A,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-106AA-2A,1.0,1,PA-1631-106AA-2A,1.0,1.0,MA-1631-106AA-2A,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-106AA-3A,1.0,1,PA-1631-106AA-3A,1.0,1.0,MA-1631-106AA-3A,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-108AA,1.0,1,PA-1631-108AA,1.0,1.0,MA-1631-108AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
G,1631-120AA30,1.0,1,PA-1631-120AA30,1.0,1.0,MA-1631-120AA30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
G,1631-120AA38,1.0,1,PA-1631-120AA38,1.0,1.0,MA-1631-120AA38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
G,1631-120BA30,1.0,1,PA-1631-120BA30,1.0,1.0,MA-1631-120BA30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
G,1631-120BA38,1.0,1,PA-1631-120BA38,1.0,1.0,MA-1631-120BA38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
G,1631-129AA0500,1.0,1,PA-1631-129AA0500,1.0,1.0,MA-1631-129AA0500,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
G,1631-129AA0789,1.0,1,PA-1631-129AA0789,1.0,1.0,MA-1631-129AA0789,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
G,1631-129AA0955,1.0,1,PA-1631-129AA0955,1.0,1.0,MA-1631-129AA0955,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
W,1631-141BA,1.0,1,PEFIN-1631-141BA,1.0,1.0,PA-1631-141BA,1.0,1.0,MA-1631-141BA,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307AA,1.0,1,PA-1631-307AA,1.0,1.0,MA-1631-307AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307BA,1.0,1,PA-1631-307BA,1.0,1.0,MA-1631-307BA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307CB,1.0,1,PA-1631-307CB,1.0,1.0,MA-1631-307CB,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307CC,1.0,1,PA-1631-307CC,1.0,1.0,MA-1631-307CC,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307CC30,1.0,1,PA-1631-307CC30,1.0,1.0,MA-1631-307CC30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307CC38,1.0,1,PA-1631-307CC38,1.0,1.0,MA-1631-307CC38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307CD30,1.0,1,PA-1631-307CD30,1.0,1.0,MA-1631-307CD30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307CD38,1.0,1,PA-1631-307CD38,1.0,1.0,MA-1631-307CD38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307DA,1.0,1,PA-1631-307DA,1.0,1.0,MA-1631-307DA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307EA,1.0,1,PA-1631-307EA,1.0,1.0,MA-1631-307EA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307EB30,1.0,1,PA-1631-307EB30,1.0,1.0,MA-1631-307EB30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307EB38,1.0,1,PA-1631-307EB38,1.0,1.0,MA-1631-307EB38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307EC30,1.0,1,PA-1631-307EC30,1.0,1.0,MA-1631-307EC30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307EC38,1.0,1,PA-1631-307EC38,1.0,1.0,MA-1631-307EC38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307FA,1.0,1,PA-1631-307FA,1.0,1.0,MA-1631-307FA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307GA,1.0,1,PA-1631-307GA,1.0,1.0,MA-1631-307GA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307HA,1.0,1,PA-1631-307HA,1.0,1.0,MA-1631-307HA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307HA30,1.0,1,PA-1631-307HA30,1.0,1.0,MA-1631-307HA30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307HA38,1.0,1,PA-1631-307HA38,1.0,1.0,MA-1631-307HA38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307HB30,1.0,1,PA-1631-307HB30,1.0,1.0,MA-1631-307HB30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307HB38,1.0,1,PA-1631-307HB38,1.0,1.0,MA-1631-307HB38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307JB38,1.0,1,PA-1631-307JB38,1.0,1.0,MA-1631-307JB38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307KA38,1.0,1,PA-1631-307KA38,1.0,1.0,MA-1631-307KA38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307KB38,1.0,1,PA-1631-307KB38,1.0,1.0,MA-1631-307KB38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307LA38,1.0,1,PA-1631-307LA38,1.0,1.0,MA-1631-307LA38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307LB38,1.0,1,PA-1631-307LB38,1.0,1.0,MA-1631-307LB38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307MA38,1.0,1,PA-1631-307MA38,1.0,1.0,MA-1631-307MA38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307MB38,1.0,1,PA-1631-307MB38,1.0,1.0,MA-1631-307MB38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307MC38,1.0,1,PA-1631-307MC38,1.0,1.0,MA-1631-307MC38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307NA38,1.0,1,PA-1631-307NA38,1.0,1.0,MA-1631-307NA38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307NB38,1.0,1,PA-1631-307NB38,1.0,1.0,MA-1631-307NB38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307PA20,1.0,1,PA-1631-307PA20,1.0,1.0,MA-1631-307PA20,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307PA30,1.0,1,PA-1631-307PA30,1.0,1.0,MA-1631-307PA30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307PA38,1.0,1,PA-1631-307PA38,1.0,1.0,MA-1631-307PA38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307PB20,1.0,1,PA-1631-307PB20,1.0,1.0,MA-1631-307PB20,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307PB30,1.0,1,PA-1631-307PB30,1.0,1.0,MA-1631-307PB30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307PB38,1.0,1,PA-1631-307PB38,1.0,1.0,MA-1631-307PB38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307QA38,1.0,1,PA-1631-307QA38,1.0,1.0,MA-1631-307QA38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307QB38,1.0,1,PA-1631-307QB38,1.0,1.0,MA-1631-307QB38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307RA38,1.0,1,PA-1631-307RA38,1.0,1.0,MA-1631-307RA38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307RB38,1.0,1,PA-1631-307RB38,1.0,1.0,MA-1631-307RB38,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307SA30,1.0,1,PA-1631-307SA30,1.0,1.0,MA-1631-307SA30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307SB30,1.0,1,PA-1631-307SB30,1.0,1.0,MA-1631-307SB30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307TA30,1.0,1,PA-1631-307TA30,1.0,1.0,MA-1631-307TA30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307TB30,1.0,1,PA-1631-307TB30,1.0,1.0,MA-1631-307TB30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307UA30,1.0,1,PA-1631-307UA30,1.0,1.0,MA-1631-307UA30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
L,1631-307VA30,1.0,1,PA-1631-307VA30,1.0,1.0,MA-1631-307VA30,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
