No.,記入日,記入者,発注部番（数字・ｶﾀｶﾅは半角）,品名（数字・ｶﾀｶﾅは半角）,個数,単価,納期（必須）,工具受領日,業者コード,業者名略称,合計金額,備考,注文書発行日,注文番号,検収日,部品注文番号／組立番号／製作依頼番号,完成部番,比率（分子（素材））,比率（分母（完成部番））,備考
761,11/11,吉井,PT-SK3-5.8X55X390,SK3-5.8X55X390 4F2G,9,"4,710",2024/11/12,済,3083,双葉電子工業株式会社,"42,390",,2024/11/11,E8401353,2024/11/25,"25DKA010,PE-2515506,PE-2516701",YCF-172AA,15 ,1 ,1枚で15個取り
762,11/12,阪本,PT-FC250-22X81.2X162.5,FC250-22X81.2X162.5 6F,1,"3,760",2024/11/19,済,3076,藤巻鋼材大阪株式会社,"3,760",,2024/11/13,E8405760,2024/11/25,CMR-24163,KD91-00302LA,,,
763,12/2,阪本,PT-SS400-13X13X40,SS400-13X13X40 6F,6,531,2024/12/4,済,3083,双葉電子工業株式会社,"3,186",,2024/12/2,E8433555,2024/12/18,CMR-24166,K-30404XA34,,,
764,12/2,植木,PT-S50C-15X115X190,S50C-15X115X190,1,"1,588",2024/12/4,済,3083,双葉電子工業株式会社,"1,588",,2024/12/3,E8433639,2024/12/18,,PE-2522703,,,
765,12/10,阪本,PT-SS400-16X60.5X200,SS400-16X60.5X200 6F,1,"1,063",2024/12/12,済,3083,双葉電子工業株式会社,"1,063",,2024/12/10,E8447770,2024/12/19,CMR-24186,K-6503NA35,,,
766,12/10,阪本,PT-SS400-30X50X120,SS400-30X50X120 6F,1,985,2024/12/12,済,3083,双葉電子工業株式会社,985,,2024/12/10,E8447771,2024/12/19,CMR-24186,K-6504GA33,,,
767,12/11,阪本,PT-SKD11-20X65X400,SKD11-20X65X400 6F,3,"6,950",2024/12/16,済,3083,双葉電子工業株式会社,"20,850",,2024/12/11,E8453552,2024/12/26,"3/8次 25DKC009,010",1151-420AA48,,,
768,12/16,阪本,PT-SS400-9X50X100,SS400-9X50X100 6F,1,684,2024/12/19,済,3083,双葉電子工業株式会社,684,,2024/12/18,E8463312,2024/12/27,"25C02-03,04",DS61-03001RB,,,
769,12/16,阪本,PT-S50C-6.5X13X33.5,S50C-6.5X13X33.5 6F,25,674,2024/12/19,済,3083,双葉電子工業株式会社,"16,850",,2024/12/18,E8463313,2024/12/27,7SAテスト用設計課依頼,TS-5586EA,,,
770,1/7,阪本,PT-S50C-HRC30-16X24X237,S50C-HRC30-16X24X237 2F4G,6,"2,840",2025/1/17,済,3083,双葉電子工業株式会社,"17,040",,2025/1/7,E8486170,2025/1/30,2/6次25DKB003～ E-2.4R,KYJ-8B,,,
771,1/10,阪本,PT-SKD11-20X65X400,SKD11-20X65X400 6F,6,"7,302",2025/1/15,済,3083,双葉電子工業株式会社,"43,812",,2025/1/10,E8496971,2025/1/29,"4/7次　25DKD007,008、4/8次　25DKD005,006",1151-420AA48,,,
772,1/10,阪本,PT-SKD11-25X50.5X62,S50C-25X50.5X62 6F,1,691,2025/1/15,済,3083,双葉電子工業株式会社,691,,2025/1/10,E8496972,2025/1/29,CMR-24195,KD91-00302MA30,,,
773,1/22,阪本,PT-S50C-65X100X340,S50C-65X100X340 6F,1,"7,720",2025/1/27,済,3083,双葉電子工業株式会社,"7,720",,2025/1/22,E8521716,2025/1/31,CEC-25005,KS91-06001AA34,,,
774,1/22,阪本,PT-SS400-25X25X250,SS400-25X25X250 6F,2,982,2025/1/27,済,3083,双葉電子工業株式会社,"1,964",,2025/1/22,E8521717,2025/1/31,CEC-25005,KS91-06002AA,,,
775,1/22,阪本,PT-SS400-19X26X120,SS400-19X26X120,1,662,2025/1/27,済,3083,双葉電子工業株式会社,662,,2025/1/22,E8521718,2025/1/31,CEC-25005,KS91-05502BA34,,,
776,1/22,阪本,PT-SS400-19X60X120,SS400-19X60X120,1,813,2025/1/27,済,3083,双葉電子工業株式会社,813,,2025/1/22,E8521719,2025/1/31,CEC-25005,KS91-05501BA,,,
777,1/23,森野,PT-SK3-9.5X45X390,SK3-9.5X45X390 4F2G,5,"4,480",2025/1/27,済,3083,双葉電子工業株式会社,"22,400",,2025/1/23,E8521950,2025/1/31,4/7・4/8次 25SKD115-118,YS65-18001BA,40 ,1 ,1枚で40個取り
778,1/30,森野,PT-SK3-7.5X70X390,SK3-7.5X70X390 4F2G,4,"5,500",2025/2/4,済,3083,双葉電子工業株式会社,"22,000",,2025/1/31,E8532215,2025/2/14,4/7次 25DKD068,YCF-149AD,15 ,1 ,1枚で15個取り
779,1/31,阪本,PT-SKD11-30X20X20.5,SKD11-30X20X20.5 6F,12,909,2025/2/5,済,3083,双葉電子工業株式会社,"10,908",,2025/1/31,E8532385,2025/2/14,製作依頼分、25SKD110-112+スペア用,"K-11101B40,41,22",,,
780,1/31,森野,PT-SK3-8.8X60X390,SK3-8.8X60X390 4F2G,3,"6,100",2025/2/4,済,3083,双葉電子工業株式会社,"18,300",,2025/1/31,E8532386,2025/2/14,CMR-25015,TS-5592BA,22 ,1 ,1枚で22個取り
781,2/3,阪本,PT-SKD11-13.9X200X200,SKD11-13.9X200X200 6F,12,"6,358",2025/2/6,済,3083,双葉電子工業株式会社,"76,296",,2025/2/4,E8539578,2025/2/14,"25DKD067, 25SKD123, 25DKE042, 25DKE046",KD64-01627AB,,,
782,2/3,阪本,PT-SKD11-19.9X200X200,SKD11-19.9X200X200 6F,6,"7,984",2025/2/6,済,3083,双葉電子工業株式会社,"47,904",,2025/2/4,E8539579,2025/2/14,25DKD068,"KD64-01627CB,HA",,,
783,2/3,阪本,PT-SKD11-10.9X200X200,SKD11-10.9X200X200 6F,10,"5,853",2025/2/6,済,3083,双葉電子工業株式会社,"58,530",,2025/2/4,E8539580,2025/2/14,25DKC104,KD64-01627EB,,,
784,2/3,阪本,PT-TS-4668TA-01AB,TS-4668TA-01AB,9,"1,870",2025/2/28,済,1978,山村工作所,"16,830",,2025/2/4,E8539581,2025/2/27,"25DKD067, 25SKD123, 25DKE042, 25DKE046",KD64-01627AB,,,
785,2/3,阪本,PT-TS-4668TA-01BB,TS-4668TA-01BB,3,"2,860",2025/2/28,済,1978,山村工作所,"8,580",,2025/2/4,E8539582,2025/2/27,"25DKD067, 25SKD123, 25DKE042, 25DKE046",KD64-01627AB,,,
786,2/3,阪本,PT-TS-4668VA-01AB,TS-4668VA-01AB,4,"2,310",2025/3/7,済,1978,山村工作所,"9,240",,2025/2/4,E8539583,2025/3/6,25DKD068,"KD64-01627CB,HA",,,
787,2/3,阪本,PT-TS-4668VA-01BB,TS-4668VA-01BB,2,"3,520",2025/3/7,済,1978,山村工作所,"7,040",,2025/2/4,E8539584,2025/3/6,25DKD068,"KD64-01627CB,HA",,,
788,2/3,阪本,PT-TS-4668ZA-01AB,TS-4668ZA-01AB,8,"1,870",2025/3/7,済,1978,山村工作所,"14,960",,2025/2/4,E8539585,2025/3/6,25DKC104,KD64-01627EB,,,
789,2/3,阪本,PT-TS-4668ZA-01BB,TS-4668ZA-01BB,2,"2,860",2025/3/7,済,1978,山村工作所,"5,720",,2025/2/4,E8539586,2025/3/6,25DKC104,KD64-01627EB,,,
790,2/6,阪本,PT-SKD11-23X200X200,SKD11-23X200X200 6F,2,"9,894",2025/2/10,済,3083,双葉電子工業株式会社,"19,788",,2025/2/6,E8545954,2025/2/20,"25DKD066,067,068, 25DKE042,046",KD64-01808CB,,,
791,2/10,森野,PT-SK3-9X50X390,SK3-9X50X390 4F2G,3,"4,810",2025/2/13,済,3083,双葉電子工業株式会社,"14,430",,2025/2/12,E8562564,2025/2/27,5/1次 25DKE003,YCF-175AA,11 ,1 ,1枚で11個取り
792,2/12,阪本,PT-S50C-20X130X200,S50C-20X130X200 6F,10,"2,044",2025/2/17,済,3083,双葉電子工業株式会社,"20,440",,2025/2/13,E8562627,2025/2/27,5/5次 25DKE042,E-26820EA38,,,
793,2/12,阪本,PT-SKD11-20X65X400,SKD11-20X65X400 6F,3,"7,328",2025/2/17,済,3083,双葉電子工業株式会社,"21,984",,2025/2/13,E8562628,2025/2/27,"5/1次 25DKE001,002",1151-420AA48,,,
794,2/12,阪本,PT-SS400-12X14X68.5,SS400-12X14X68.5 6F,16,529,2025/2/17,済,3083,双葉電子工業株式会社,"8,464",,2025/2/13,E8562629,2025/2/27,5/1次 25DKE003,K-30404VA34,,,
795,2/12,阪本,PT-S50C-10X10X36.5,S50C-10X10X36.5 6F 4-C1,1,692,2025/2/17,済,3083,双葉電子工業株式会社,692,,2025/2/13,E8562630,2025/2/27,PE-2531816,KD91-01603AA,,,
796,2/12,阪本,PT-S50C-10X36.5X37.5,S50C-10X36.5X37.5 6F 4-C1,1,760,2025/2/17,済,3083,双葉電子工業株式会社,760,,2025/2/13,E8562631,2025/2/27,PE-2531816,KD91-01602AA,,,
797,2/12,阪本,PT-S50C-15X22X36.5,S50C-15X22X36.5 6F 4-C1,1,593,2025/2/17,済,3083,双葉電子工業株式会社,593,,2025/2/13,E8562632,2025/2/27,PE-2531816,KD91-01601AA,,,
798,2/13,森野,PT-SK3-6.5X50X390,SK3-6.5X50X390 4F2G,2,"4,260",2025/2/17,済,3083,双葉電子工業株式会社,"8,520",,2025/2/13,E8562693,2025/2/27,5/6次 25DKE046,YCF-162AA,7 ,1 ,1枚で7個取り
799,2/26,森野,PT-SK3-9X50X390,SK3-9X50X390 4F2G,3,"4,810",2025/3/3,済,3083,双葉電子工業株式会社,"14,430",,2025/2/26,E8583626,2025/3/19,5/2次 25DKE045,YCF-175AA,11 ,1 ,1枚で11個取り
800,3/3,阪本,PT-SKD11-20X30X40,SKD11-20X30X40 6F,5,919,2025/3/5,済,3083,双葉電子工業株式会社,"4,595",,2025/3/3,E8595204,2025/3/19,部品注文PE-2535904,"KS91-00302BA30,BB30",,,
801,3/3,阪本,PT-S50C-22X120X200,S50C-22X120X200 6F,2,"2,158",2025/3/5,済,3083,双葉電子工業株式会社,"4,316",,2025/3/3,E8595205,2025/3/19,部品注文PE-2535904,KS91-00301BA30,,,
802,3/3,阪本,PT-SS400-12X14X68.5,SS400-12X14X68.5 6F,65,488,2025/3/6,済,3083,双葉電子工業株式会社,"31,720",,2025/3/3,E8595206,2025/3/19,5/1次E003追加、5/2次E045 42P,K-30404VA34,,,
803,3/4,森野,PT-SK3-8X45X390,SK3-8X45X390 4F2G,3,"4,200",2025/3/7,済,3083,双葉電子工業株式会社,"12,600",,2025/3/4,E8595322,2025/3/19,CMR-25025,"TS-5594AA,BA",16 ,1 ,1枚で16個取り
804,3/10,阪本,PT-S50C-16X19.5X50,S50C-16X19X50 6F,2,634,2025/3/14,済,3083,双葉電子工業株式会社,"1,268",,2025/3/10,E8607873,2025/3/27,6/8次 25SKF120,ES66-00208BA34,,,
805,3/10,阪本,PT-S50C-14X37X150,S50C-14X37X150 6F,1,716,2025/3/14,済,3083,双葉電子工業株式会社,716,,2025/3/10,E8607874,2025/3/27,6/8次 25SKF120,ES66-00209CA34,,,
806,3/10,阪本,PT-SS400-16X26X79,SS400-16X26X79 6F,1,539,2025/3/14,済,3083,双葉電子工業株式会社,539,,2025/3/10,E8607875,2025/3/27,PJ-0605301,KD91-01103BB,,,
807,3/10,阪本,PT-SS400-10X34X65,SS400-10X34X65 6F,4,628,2025/3/14,済,3083,双葉電子工業株式会社,"2,512",,2025/3/10,E8607877,2025/3/27,CMR-25028,"TS-5595AA,BA",,,
808,3/11,阪本,PT-S50C-12X20X26.5,S50C-12X20X26.5 6F,1,638,2025/3/12,済,3083,双葉電子工業株式会社,638,,2025/3/11,E8607994,2025/3/27,PJ-0605301,KS91-00703CA,,,
809,3/13,阪本,PT-SS400-30X50X120,SS400-30X50X120 6F,2,985,2025/3/17,済,3083,双葉電子工業株式会社,"1,970",,2025/3/13,E8613670,2025/3/27,CMR-25030,TS-5575G-MA,,,
810,3/13,阪本,PT-SS400-13X45X75,SS400-13X45X75 6F,3,674,2025/3/17,済,3083,双葉電子工業株式会社,"2,022",,2025/3/13,E8613671,2025/3/27,CMR-25030,KD91-01502CA,,,
811,3/13,阪本,PT-SS400-20X27X50,SS400-20X27X50 6F,3,522,2025/3/17,済,3083,双葉電子工業株式会社,"1,566",,2025/3/13,E8613672,2025/3/27,CMR-25030,KD91-01503CA,,,
812,3/17,阪本,PT-SS400-13X45X75,SS400-13X45X75 6F,1,653,2025/3/19,済,3083,双葉電子工業株式会社,653,,2025/3/19,E8619918,2025/3/31,CMR-25030,KD91-01502CA,,,加工失敗したため
813,3/18,森野,PT-SK3-4.5X80X390,SK3-4.5X80X390 4F2G,8,"5,580",2025/3/21,済,3315,京阪プレート,"44,640",,2025/3/19,E8619919,2025/3/31,部品注文PE-2535301,YS65-26401EA34,6 ,1 ,1枚で6個取り
814,3/24,阪本,PT-SKD11-20X30X40,SKD11-20X30X40 6F,4,"1,300",2025/3/26,済,3315,京阪プレート,"5,200",,2025/3/24,E8630208,2025/3/31,PJ-0607301,"KS91-00302BA30,BB30,BC30",,,
815,3/31,阪本,PT-SKD11-23X200X200,SKD11-23X200X200 6F,2,"9,588",2025/4/3,済,3083,双葉電子工業株式会社,"19,176",,2025/3/31,E8644043,2025/4/18,"25SKF102,103",KS64-01908EA,,,
816,3/31,阪本,PT-SS400-3.2X30X42,SS400-3.2X30X42 6F,1,720,2025/4/3,済,3083,双葉電子工業株式会社,720,,2025/3/31,E8644044,2025/4/18,6/8次25SKF120,3561-665AB,,,
817,3/31,阪本,PT-SS400-24X45X57.2,SS400-24X45X57.2 6F,6,539,2025/4/3,済,3083,双葉電子工業株式会社,"3,234",,2025/3/31,E8644045,2025/4/18,6/8次25SKF120,3563-643AA,,,
818,3/31,阪本,PT-SS400-9X50X100,SS400-9X50X100 6F,1,662,2025/4/3,済,3083,双葉電子工業株式会社,662,,2025/3/31,E8644046,2025/4/18,6/8次25SKF120,DS61-03001UA,,,
819,3/31,阪本,PT-A6063-20X30X1276,A6063-20X30X1276 6F,2,"9,380",2025/4/7,済,3076,藤巻鋼材大阪株式会社,"18,760",,2025/4/1,E8651612,2025/4/18,PF-9381917,K-25501CC1333-1A,,,
820,4/1,阪本,PT-SS400-30X50X148,SS400-30X50X148 6F,1,"1,127",2025/4/4,済,3083,双葉電子工業株式会社,"1,127",,2025/4/1,E8652349,2025/4/18,4/1次　20DKD011,K-6523CA,,,
821,4/2,植木,PT-FC250-35X66.2X133,FC250-35X66.2X133 6F,3,"3,250",2025/4/3,済,3315,京阪プレート,"9,750",,2025/4/2,E8652443,2025/4/18,CMR-25042,TS-5575G-NA,,,
822,4/4,阪本,PT-SS400-24X45X57.2,SS400-24X45X57.2 6F,1,574,2025/4/8,済,3083,双葉電子工業株式会社,574,,2025/4/4,E8652646,2025/4/24,6/8次25SKF120,3563-643AA,,,加工失敗したため
823,4/4,阪本,PT-SS400-14X16X52,SS400-14X16X52 6F,1,567,2025/4/8,済,3083,双葉電子工業株式会社,567,,2025/4/4,E8652647,2025/4/24,CMR-25049,TS-5599AA,,,
824,4/4,阪本,PT-SS400-8X16X35,SS400-8X16X35 6F,1,643,2025/4/8,済,3083,双葉電子工業株式会社,643,,2025/4/4,E8652648,2025/4/24,CMR-25049,TS-5599BA,,,
825,4/4,阪本,PT-SS400-12X14X49.5,SS400-12X14X49.5 6F,1,565,2025/4/8,済,3083,双葉電子工業株式会社,565,,2025/4/4,E8652649,2025/4/24,CMR-25049,TS-5599DA,,,
826,4/7,森野,PT-SK3-5.2X45X390,SK3-4.5X80X390 4F2G,3,"3,900",2025/4/8,済,3083,双葉電子工業株式会社,"11,700",,2025/4/9,E8658278,2025/4/24,7/6次　25DKG044.045,YCF-117C,17 ,1 ,1枚で17個取り
827,4/11,阪本,PT-SS400-10X40X65,SS400-10X40X65 6F,3,641,2025/4/16,済,3083,双葉電子工業株式会社,"1,923",,2025/4/11,E8663562,2025/4/24,CMR-25055,"TS-5595AB,BB",,,
828,4/14,阪本,PT-SS400-10X38X64,SS400-10X38X64 6F,1,658,2025/4/16,済,3083,双葉電子工業株式会社,658,,2025/4/14,E8663656,2025/4/24,6月計画 25SKF120,TS-5600AA34,,,
829,4/15,阪本,PT-SKD11-20X30X40,SKD11-20X30X40 6F,3,945,2025/4/18,済,3083,双葉電子工業株式会社,"2,835",,2025/4/16,E8668802,2025/4/30,7/5次 25SKG101,"KS91-00302BA30,BB30",,,
830,4/23,阪本,PT-SKD11-20X20.5X30,SKD11-20X20.5X30 6F,10,907,2025/4/25,済,3083,双葉電子工業株式会社,"9,070",,2025/4/24,E8678631,2025/4/30,CMR-25058,K-11101B9,,,
831,4/23,阪本,PT-SKD11-20X30X40,SKD11-20X30X40 6F,10,902,2025/4/25,済,3083,双葉電子工業株式会社,"9,020",,2025/4/24,E8678632,2025/4/30,7/5次 25SKG101,"KS91-00302BA30,BB30",,,
832,4/30,阪本,PT-SKD11-4.8X52X390,SKD11-4.8X52X390 2G4F,5,"7,500",2025/5/8,済,3315,京阪プレート,"37,500",,2025/4/30,E8691259,2025/5/16,CMR-25057,TS-5575-611AA33,,,
833,4/30,阪本,PT-SKD11-6X52X390,SKD11-6X52X390 6F,5,"5,140",2025/5/8,済,3315,京阪プレート,"25,700",,2025/4/30,E8691260,2025/5/16,CMR-25057,TS-5575-511AA33,,,
834,5/7,阪本,PT-SS400-3.2X30X42,SS400-3.2X30X42 6F,1,760,2025/5/12,済,3083,双葉電子工業株式会社,760,,2025/5/7,E8704425,2025/5/23,25C07-02,3561-665AB,,,
835,5/7,阪本,PT-SS400-6X6X9,SS400-6X6X9 6F,1,"1,010",2025/5/12,済,3083,双葉電子工業株式会社,"1,010",,2025/5/7,E8704426,2025/5/23,25C07-02,3561-665BA,,,
836,5/7,阪本,PT-S50C-14X37X150,S50C-14X37X150 6F,1,760,2025/5/12,済,3083,双葉電子工業株式会社,760,,2025/5/7,E8704427,2025/5/23,7/8次25SKG110,ES66-00209CA34,,,
837,5/7,阪本,PT-SS400-8X10X19,SS400-8X10X19 6F,1,700,2025/5/12,済,3083,双葉電子工業株式会社,700,,2025/5/7,E8704428,2025/5/23,CMR-25067,TS-5575G-QA02,,,
838,5/7,阪本,PT-SS400-16X33X70,SS400-16X33X70 6F,1,570,2025/5/12,済,3083,双葉電子工業株式会社,570,,2025/5/7,E8704429,2025/5/23,PF-9383802,KS91-03102HA34,,,
839,5/7,阪本,PT-SS400-9X50X100,SS400-9X50X100 6F,2,710,2025/5/12,済,3083,双葉電子工業株式会社,"1,420",,2025/5/7,E8704430,2025/5/23,"25C07-02, 25C08-02,-03",DS61-03001RB,,,
840,5/13,森野,PT-SK3-4X85X390,SK3-4X85X390 4F2G,7,"5,770",2025/5/15,済,3083,双葉電子工業株式会社,"40,390",,2025/5/13,E8714203,2025/5/28,8/8次 25SKH106,YS65-01101BB,9 ,1 ,1枚で9個取り
841,5/15,阪本,PT-SS400-8.5X43X48,SS400-8.5X43X48 6F,1,650,2025/5/21,済,3315,京阪プレート,650,,2025/5/15,E8719135,2025/5/28,部品注文PC-25020,KD91-01802BA,,,
842,5/15,阪本,PT-POM-7X9.5X18,POM-7X9.5X18 6F,1,"3,500",2025/5/21,済,3315,京阪プレート,"3,500",,2025/5/15,E8719136,2025/5/28,部品注文PC-25020,KD91-01803BA,,,
843,5/20,阪本,PT-S50C-7X40X97,S50C-7X40X97 6F,4,830,2025/5/22,済,3315,京阪プレート,"3,320",,2025/5/20,E8728684,2025/5/28,"PM-5135701, CMR-25067","DC-753NA, TS-5575G-PA01",,,
844,5/20,阪本,PT-SS400-19X48X62.5,SS400-19X48X62.5 6F,1,840,2025/5/22,済,3315,京阪プレート,840,,2025/5/20,E8728686,2025/5/28,8/8次25SKH106,827-643DA,,,
845,5/20,阪本,PT-SS400-18X24X33,SS400-18X24X33 6F,1,710,2025/5/22,済,3315,京阪プレート,710,,2025/5/20,E8728688,2025/5/28,PE-2544805,KS91-03201CA,,,
846,5/20,阪本,PT-SS400-12X50X51,SS400-12X50X51 6F,1,740,2025/5/22,済,3315,京阪プレート,740,,2025/5/20,E8728689,2025/5/28,PE-2544806,KS91-03301DA,,,
847,5/23,阪本,PT-SS400-16X62X200,SS400-16X62X200 6F,1,"1,640",2025/5/26,済,3315,京阪プレート,"1,640",,2025/5/23,E8736989,2025/5/28,6/1次25DKF036,K-6503NA34,,,
848,5/30,森野,PT-SK3-4.5X80X390,SK3-4.5X80X390 4F2G,7,"5,400",2025/6/3,済,3083,双葉電子工業株式会社,"37,800",,2025/6/2,E8749514,2025/6/12,PE-2545141,YS65-26401EA34,6 ,1 ,1枚で6個取り
849,6/2,阪本,PT-SS400-19X48X62.5,SS400-19X48X62.5 6F,5,820,2025/6/3,済,3315,京阪プレート,"4,100",,2025/6/3,E8749602,2025/6/19,8/8次25SKH106,827-643DA,,,
850,6/2,阪本,PT-S50C-35.5X36.5X75,S50C-35.5X36.5X75 6F,3,920,2025/6/4,済,3083,双葉電子工業株式会社,"2,760",,2025/6/3,E8749603,2025/6/12,PM-5138206,KS91-03402AA,,,
851,6/2,阪本,PT-SS400-20X59X118,SS400-20X59X118 6F,1,830,2025/6/4,済,3083,双葉電子工業株式会社,830,,2025/6/3,E8749604,2025/6/12,PE-2544804,KS91-00809AA,,,
852,6/2,阪本,PT-SS400-16X32X210,SS400-16X32X210 6F,1,830,2025/6/4,済,3083,双葉電子工業株式会社,830,,2025/6/3,E8749605,2025/6/12,PE-2547002,KS91-04401AB,,,
853,6/2,阪本,PT-SS400-11X20X30,SS400-11X20X30 6F,1,730,2025/6/4,済,3083,双葉電子工業株式会社,730,,2025/6/3,E8749606,2025/6/12,PE-2547002,KS91-04402AC,,,
854,6/2,阪本,PT-SS400-32X48X50,SS400-32X48X50 6F,1,730,2025/6/4,済,3083,双葉電子工業株式会社,730,,2025/6/3,E8749607,2025/6/12,PE-2547002,KS91-04403AA,,,
855,6/5,森野,PT-SS400-16.5X50X90,SS400-16.5X50X90 6F,2,740,2025/6/9,済,3083,双葉電子工業株式会社,"1,480",,2025/6/5,E8756217,2025/6/27,CMR-25083,TS-5608BA,,,
856,6/6,阪本,PT-SS400-20X59X118,SS400-20X59X118 6F,1,830,2025/6/10,済,3083,双葉電子工業株式会社,830,,2025/6/6,E8756281,2025/6/27,PE-2544804,KS91-00809AA,,,加工失敗したため
857,6/9,森野,PT-SK3-7.5X70X390,SK3-7.5X70X390 4F2G,4,"5,700",2025/6/11,済,3083,双葉電子工業株式会社,"22,800",,2025/6/9,E8760597,2025/6/27,,YCF-149AD,15 ,1 ,1枚で15個取り
858,6/13,阪本,PT-SKD11-17X32X50,SKD11-17X32X50 6F,40,"1,050",2025/6/18,済,3083,双葉電子工業株式会社,"42,000",,2025/6/13,E8764924,2025/6/27,9月計画25DKJ001,6210-507AB34,,,
859,6/16,阪本,PT-A2017-10.7X180X256,A2017-10.7X180X256 6F,7,"5,180",2025/6/19,済,3076,藤巻鋼材大阪株式会社,"36,260",,2025/6/16,E8768979,2025/6/30,9月計画25DKJ015,TS-5530FA,,,
860,6/16,阪本,PT-A2017-4.5X180X256,A2017-4.5X180X256 6F,2,"4,710",2025/6/19,済,3076,藤巻鋼材大阪株式会社,"9,420",,2025/6/16,E8768980,2025/6/30,9月計画25DKJ015,TS-5530BA,,,
861,6/17,阪本,PT-S50C-13X30X400,S50C-13X30X400 6F,3,"1,760",2025/6/19,済,3083,双葉電子工業株式会社,"5,280",,2025/6/18,E8772694,2025/6/30,9/8次 25DKJ001,ED51-00302AC,,,
862,6/23,阪本,PT-SKD11-20X30X40,SKD11-20X30X40 6F,10,"1,260",2025/6/24,済,3315,京阪プレート,"12,600",,2025/6/23,E8776537,2025/6/30,PM-5143102,"KS91-00302BA30,BB30,BC30",,,
863,6/23,阪本,PT-S50C-32X120X200,S50C-32X120X300 6F,2,"4,210",2025/6/24,済,3315,京阪プレート,"8,420",,2025/6/23,E8776538,2025/6/30,PM-5143102,KS91-00301CB30,,,
864,6/25,阪本,PT-SS400-14X14X23,SS400-14X14X23 6F,45,650,2025/6/27,済,3315,京阪プレート,"29,250",,2025/6/25,E8779347,2025/6/30,PM-5139802,K-30404GA,,,
865,6/27,森野,PT-SK3-4.5X80X390,SK3-4.5X80X390 4F2G,8,"5,400",2025/7/1,済,3083,双葉電子工業株式会社,"43,200",,2025/6/27,E8779482,2025/7/14,25C07-02,YS65-26401FA34,6 ,1 ,1枚で6個取り
866,7/2,阪本,PT-A2017-4.5X180X256,A2017-4.5X180X256 6F,6,"5,210",2025/7/7,済,3083,双葉電子工業株式会社,"31,260",,2025/7/3,E8786435,2025/7/23,9月計画25DKJ015,TS-5530BA,,,加工失敗したため
867,7/7,新谷,PT-SK5-4X4.3X45.9X71.2,SK5-4X4.3X45.9X71.2,90,500,2025/7/25,済,3614,（株）ogaki works,"45,000",,2025/7/7,E8789706,2025/7/15,,,,,
868,7/17,阪本,PT-S45C-190X30,S45C-Φ190X30,1,"2,340",2025/7/22,済,1130,（株）阪神メタリックス,"2,340",,2025/7/18,E8806006,2025/8/8,CMR-25110,SPL-2843-499AA,,,
869,7/17,阪本,PT-S50C-7X40X97,S50C-7X40X97 6F,3,830,2025/7/18,済,3315,京阪プレート,"2,490",,2025/7/18,E8806007,2025/7/31,PM-5148201,DC-753NA,,,
870,7/17,阪本,PT-SS400-12X16X49.5,SS400-12X16X49.5 6F,1,610,2025/7/22,済,3083,双葉電子工業株式会社,610,,2025/7/18,E8806008,2025/7/31,CMR-25113,KS91-03101JA,,,
871,7/17,阪本,PT-SS400-4.5X13X51,SS400-4.5X13X51 6F,1,810,2025/7/22,済,3083,双葉電子工業株式会社,810,,2025/7/18,E8806009,2025/7/31,CMR-25113,KS91-03102JA,,,
872,8/1,森野,PT-SK3-5.5X55X390,SK3-5.5X55X390 4F2G,6,"4,920",2025/8/5,済,3083,双葉電子工業株式会社,"29,520",,2025/8/1,E8827311,2025/8/21,CMR-25120,YCF-177AA,17 ,1 ,1枚で17個取り
873,8/4,阪本,PT-SS400-Φ16X1000,SS400-Φ16X1000,1,"1,060",2025/8/12,済,3412,まや鋼業,"1,060",,2025/8/4,E8832049,2025/8/26,9/4次25DKJ010　9/8次25DKJ001,LU-2004BA,,,
874,8/18,阪本,PT-S45C-110X200,S45C-Φ110X200,1,"4,670",2025/8/20,済,3412,まや鋼業,"4,670",,2025/8/18,E8844095,2025/8/26,9/8次25DKJ015,SPL-2843-DC-6802AA,,,
875,8/18,阪本,PT-SS400-28X28X75,SS400-28X28X75 6F,4,650,2025/8/21,済,3083,双葉電子工業株式会社,"2,600",,2025/8/18,E8844096,2025/8/28,10/8次 25SKK124,"SPL-2249CA,CB",,,
876,8/18,阪本,PT-SS400-30X30X108,SS400-30X30X108 6F,6,730,2025/8/21,済,3083,双葉電子工業株式会社,"4,380",,2025/8/18,E8844097,2025/8/28,"10/8次、11月計画25SKL119,L120",G-2936AA,,,
877,8/18,阪本,PT-SKD11-13.9X200X200,SKD11-13.9X200X200 6F,8,"6,350",2025/8/21,済,3083,双葉電子工業株式会社,"50,800",,2025/8/18,E8844098,2025/8/28,"25DKL046,L047, 25SKL119,L120","TS-4668TA-01AB,BB",,,
878,8/18,阪本,PT-SKD11-19.9X200X200,SKD11-19.9X200X200 6F,9,"7,890",2025/8/21,済,3083,双葉電子工業株式会社,"71,010",,2025/8/18,E8844099,2025/8/28,"25DKL048, 25SKL115,L116","TS-4668VA-01AB,BB",,,
879,8/18,阪本,PT-SKD11-10.9X200X200,SKD11-10.9X200X200 6F,10,"5,830",2025/8/21,済,3083,双葉電子工業株式会社,"58,300",,2025/8/18,E8844100,2025/8/28,"25SKL117,L118","TS-4668ZA-01AB,BB",,,
