H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,462,BED,F000125967,1551-401CC38,2025121,M035,M-LEC7BS,34,36,ê¬ìáë¶ñnésêjë¸ïiè±,,1,20250906
R,460,CAM HOLDER,F000125972,5530-502EA34,2025121,M035,M-LEC7BS,34,36,ê¬ìáë¶ñnésêjë¸ïiè±,,1,20250906
R,462,BED,F000125990,1551-401AC38,2025121,M036,M-9ME22,34,32,PRISM KNIT FAB PRIVATE LIMITED,,1,20250906
R,460,CAM HOLDER,F000125993,5154-502AA34,2025121,M036,M-9ME22,34,32,PRISM KNIT FAB PRIVATE LIMITED,ñ≥ìdâÉjÉbÉPÉãÉÅÉbÉL,1,20250906
R,462,BED,F000126012,1551-401AC38,2025121,M037,M-9ME22,34,32,PRISM KNIT FAB PRIVATE LIMITED,,1,20250906
R,460,CAM HOLDER,F000126015,5154-502AA34,2025121,M037,M-9ME22,34,32,PRISM KNIT FAB PRIVATE LIMITED,ñ≥ìdâÉjÉbÉPÉãÉÅÉbÉL,1,20250906
R,462,BED,F000126034,1551-401AC30,2025121,M038,M-9ME22,30,32,PRISM KNIT FAB PRIVATE LIMITED,,1,20250906
R,460,CAM HOLDER,F000126037,5154-502AA30,2025121,M038,M-9ME22,30,32,PRISM KNIT FAB PRIVATE LIMITED,ñ≥ìdâÉjÉbÉPÉãÉÅÉbÉL,1,20250906
R,462,BED,F000126067,1551-401FA30,2025122,M003,OD6B-M-8ERS,30,28,GLOBAL HANTEX,,1,20250906
R,460,CAM HOLDER,F000126069,5173-502EC30,2025122,M003,OD6B-M-8ERS,30,28,GLOBAL HANTEX,,1,20250906
R,462,BED,F000126097,1551-401FA30,2025122,M004,OD6B-M-8ERS,30,28,GLOBAL HANTEX,,1,20250906
R,460,CAM HOLDER,F000126099,5173-502EC30,2025122,M004,OD6B-M-8ERS,30,28,GLOBAL HANTEX,,1,20250906
R,462,BED,F000126127,1551-401FA30,2025122,M005,OD6B-M-8ERS,30,28,GLOBAL HANTEX,,1,20250906
R,460,CAM HOLDER,F000126129,5173-502EC30,2025122,M005,OD6B-M-8ERS,30,28,GLOBAL HANTEX,,1,20250906
R,462,BED,F000126157,1551-401FA30,2025122,M006,OD6B-M-8ERS,30,28,GLOBAL HANTEX,,1,20250906
R,460,CAM HOLDER,F000126159,5173-502EC30,2025122,M006,OD6B-M-8ERS,30,28,GLOBAL HANTEX,,1,20250906
R,462,BED,F000126187,1551-401FA30,2025122,M007,OD6B-M-8ERS,30,28,GLOBAL HANTEX,,1,20250906
R,460,CAM HOLDER,F000126189,5173-502EC30,2025122,M007,OD6B-M-8ERS,30,28,GLOBAL HANTEX,,1,20250906
R,462,BED,F000126203,1635-401CA38,2025122,M101,M-SECPJJ,34,28,ê¬ìáë¶ñnésêjë¸ïiè±,,1,20250906
