H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,460,CAM HOLDER,F000116012,5173-502EC34,2025072,G028,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116043,5173-502EC34,2025072,G029,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116074,5173-502EC34,2025072,G030,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116115,5173-502EC30,2025073,G011,OD6B-M-8ERS,30,28,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116146,5173-502EC30,2025073,G012,OD6B-M-8ERS,30,28,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116177,5173-502EC30,2025073,G013,OD6B-M-8ERS,30,28,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116208,5173-502EC30,2025073,G014,OD6B-M-8ERS,30,28,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116239,5173-502EC30,2025073,G015,OD6B-M-8ERS,30,28,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116270,5173-502EC34,2025073,G031,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116301,5173-502EC34,2025073,G032,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116332,5173-502EC34,2025073,G033,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116363,5173-502EC34,2025073,G034,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116394,5173-502EC34,2025073,G035,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116435,5173-502EC30,2025074,G016,OD6B-M-8ERS,30,28,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116466,5173-502EC30,2025074,G017,OD6B-M-8ERS,30,28,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116497,5173-502EC30,2025074,G018,OD6B-M-8ERS,30,28,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116528,5173-502EC30,2025074,G019,OD6B-M-8ERS,30,28,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116559,5173-502EC30,2025074,G020,OD6B-M-8ERS,30,28,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116590,5173-502EC34,2025074,G036,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116621,5173-502EC34,2025074,G037,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116652,5173-502EC34,2025074,G038,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116683,5173-502EC34,2025074,G039,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116714,5173-502EC34,2025074,G040,OD6B-M-8ERS,34,24,寧波申洲針織品有限公司,,0,20250401
R,460,CAM HOLDER,F000116735,5165-502AA42,2025074,G046,M-6ER22,42,18,MASCO INDUSTRIES LTD,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000116758,5165-502AA42,2025074,G047,M-6ER22,42,18,MASCO INDUSTRIES LTD,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000116784,5165-502AA34,2025075,G043,M-6ER42,34,18,AVYAAN KNITFAB,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000116807,5165-502AA42,2025075,G048,M-6ER22,42,18,MASCO INDUSTRIES LTD,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000116830,5165-502AA42,2025075,G049,M-6ER22,42,18,MASCO INDUSTRIES LTD,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000116860,5530-502EA34,2025075,G055,M-LEC7BS,34,20,ASTER TEKSTIL(TURKEY),,0,20250401
R,460,CAM HOLDER,F000116889,5530-502EA34,2025075,G056,M-LEC7BS,34,20,ASTER TEKSTIL(TURKEY),,0,20250401
R,460,CAM HOLDER,F000116910,3165-502AB30,2025075,G101,M2XC-S3.2,30,54,（株）ヤマヨテクスタイル 第2事業部,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000116931,3164-502AB34,2025075,G102,OD7-M2XC-A3.2RE,34,28,AVYAAN KNITFAB,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000116955,3164-502AB34,2025075,G103,OD7-M2XC-A3.2RE,34,28,AVYAAN KNITFAB,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000116976,3164-502AB30,2025075,G108,M2XC-A3.2RE,30,28,ＬＡＦＡＹＥＴ ＴＥ Ｓ．Ａ．,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000116992,3562-502ZB34,2025079,C07-01,M-SEC7DF,34,24,ＪＩＡ ＪＩＵＮＮ ＫＮＩＴＴ ＩＮＧ ＣＯ．．ＬＴＤ．,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000117017,5145-502JA26,2025076,G044,M-ER22A,26,20,丸菱商事（株）,,0,20250401
R,460,CAM HOLDER,F000117041,5145-502JA26,2025076,G045,M-ER22A,26,20,丸菱商事（株）,,0,20250401
R,460,CAM HOLDER,F000117064,5154-502EA30,2025076,G052,M-9ME22,30,40,ELIOT(MANUFACTURAS ELIOT S.A.) (COLOMBIA),,0,20250401
R,460,CAM HOLDER,F000117089,5154-502EA30,2025076,G053,M-9ME22,30,40,ELIOT(MANUFACTURAS ELIOT S.A.) (COLOMBIA),,0,20250401
R,460,CAM HOLDER,F000117117,5529-502EA30,2025076,G054,M-LEC7BS,30,20,ASTER TEKSTIL(TURKEY),,0,20250401
R,460,CAM HOLDER,F000117146,5529-502EA30,2025076,G057,M-LEC7BS,30,20,ＢＯＳＴＯＮ ＲＯＡＤ ＢＥＡ ＵＭＯＮＴ ＬＥＹＳ,,0,20250401
R,460,CAM HOLDER,F000117175,5529-502EA30,2025076,G058,M-LEC7BS,30,20,ＢＯＳＴＯＮ ＲＯＡＤ ＢＥＡ ＵＭＯＮＴ ＬＥＹＳ,,0,20250401
R,460,CAM HOLDER,F000117196,3165-502EA30,2025076,G104,M2XC-RS3.2DF,30,20,USA(M),無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000117214,3165-502EA30,2025076,G105,M2XC-RS3.2DF,30,20,USA(M),無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000117232,3165-502EA30,2025076,G106,M2XC-RS3.2DF,30,20,USA(M),無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000117250,3165-502EA30,2025076,G107,M2XC-RS3.2DF,30,20,USA(M),無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000117281,5165-502AA42,2025077,G050,M-6ER22,42,18,MASCO INDUSTRIES LTD,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000117304,5165-502AA42,2025077,G051,M-6ER22,42,18,MASCO INDUSTRIES LTD,無電解ニッケルメッキ,0,20250401
R,460,CAM HOLDER,F000117332,5529-502EA30,2025077,G059,M-LEC7BS,30,20,ＢＯＳＴＯＮ ＲＯＡＤ ＢＥＡ ＵＭＯＮＴ ＬＥＹＳ,,0,20250401
R,460,CAM HOLDER,F000117361,5529-502EA30,2025077,G060,M-LEC7BS,30,20,ＢＯＳＴＯＮ ＲＯＡＤ ＢＥＡ ＵＭＯＮＴ ＬＥＹＳ,,0,20250401
