H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,460,CAM HOLDER,F000115049,5154-502AA30,2025062,F047,M-9ME22,30,32,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115055,5154-502AA30,2025064,F048,M-9ME22,30,32,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115061,5154-502AA30,2025064,F049,M-9ME22,30,32,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115067,5154-502AA30,2025064,F050,M-9ME22,30,32,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115073,5154-502AA30,2025064,F051,M-9ME22,30,32,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115092,5518-502AB34,2025061,F036,M-LEC4BT,34,18,AKH KNITTING AND DYEING LTD( BANGLADESH),,1,20250321
R,460,CAM HOLDER,F000115094,5518-502AB34,2025061,F037,M-LEC4BT,34,18,AKH KNITTING AND DYEING LTD( BANGLADESH),,1,20250321
R,460,CAM HOLDER,F000115193,5154-502EA30,2025068,F054,M-9ME22,30,32,ELIOT(MANUFACTURAS ELIOT S.A.) (COLOMBIA),,1,20250321
R,460,CAM HOLDER,F000115218,5154-502EA30,2025068,F055,M-9ME22,30,32,ELIOT(MANUFACTURAS ELIOT S.A.) (COLOMBIA),,1,20250321
R,460,CAM HOLDER,F000115262,5165-502AA42,2025067,F056,M-6ER22,42,18,MASCO INDUSTRIES LTD,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115268,5165-502AA42,2025067,F057,M-6ER22,42,18,MASCO INDUSTRIES LTD,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115274,5165-502EA38,2025068,F052,M-6ER11,38,18,ELIOT(MANUFACTURAS ELIOT S.A.) (COLOMBIA),無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115280,5165-502EA38,2025068,F053,M-6ER11,38,18,ELIOT(MANUFACTURAS ELIOT S.A.) (COLOMBIA),無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115286,5165-502AA42,2025068,F058,M-6ER22,42,18,MASCO INDUSTRIES LTD,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115292,5165-502AA42,2025068,F059,M-6ER22,42,18,MASCO INDUSTRIES LTD,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115310,3153-502FB30,2025068,F122,M2XC-E3.2RE,30,28,USA(M),無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115329,3164-502EB30,2025068,F123,M2XC-S3.2DFDRE,30,22,ＢＯＳＴＯＮ ＲＯＡＤ ＢＥＡ ＵＭＯＮＴ ＬＥＹＳ,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115347,3164-502EB30,2025068,F124,M2XC-S3.2DFDRE,30,22,ＢＯＳＴＯＮ ＲＯＡＤ ＢＥＡ ＵＭＯＮＴ ＬＥＹＳ,無電解ニッケルメッキ,1,20250321
R,460,CAM HOLDER,F000115367,3165-502AB30,2025068,F125,M2XC-S3.2,30,28,（株）大営メリヤス,無電解ニッケルメッキ,1,20250321
