H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,460,CAM HOLDER,F000112580,3165-502EA30,2025054,E116,M2XC-S3.2,30,28,フクイボウ（株）,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112600,3165-502EA30,2025054,E117,M2XC-S3.2,30,28,フクイボウ（株）,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112620,3165-502EA30,2025054,E118,M2XC-S3.2,30,28,フクイボウ（株）,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112641,5154-502AA30,2025057,E065,M-9ME22,30,24,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112666,5154-502AA30,2025057,E066,M-9ME22,30,24,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112690,3165-502AB30,2025057,E119,M2XC-S3.2,30,46,帝人フロンティアニッティング㈱ 柴山工場,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112710,3165-502AB30,2025057,E120,M2XC-S3.2,30,46,帝人フロンティアニッティング㈱ 柴山工場,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112759,5154-502AA30,2025058,E059,M-9ME22,30,28,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112784,5154-502AA30,2025058,E060,M-9ME22,30,28,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112809,5154-502AA30,2025058,E061,M-9ME22,30,28,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112834,5154-502AA30,2025058,E062,M-9ME22,30,28,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112859,5154-502AA30,2025058,E063,M-9ME22,30,28,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250214
R,460,CAM HOLDER,F000112884,5154-502AA30,2025058,E064,M-9ME22,30,28,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250214
