H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,460,CAM HOLDER,F000119472,5154-502AA30,2025087,H036,M-9ME22,30,24,ALEXA KNITFAB PVT LTD,無電解ニッケルメッキ,0,20250527
R,460,CAM HOLDER,F000119495,5154-502AA30,2025087,H037,M-9ME22,30,24,ALEXA KNITFAB PVT LTD,無電解ニッケルメッキ,0,20250527
R,460,CAM HOLDER,F000119523,5154-502EA30,2025088,H033,OD5B-M-9ME22,30,28,ＢＯＳＴＯＮ ＲＯＡＤ ＢＥＡ ＵＭＯＮＴ ＬＥＹＳ,,0,20250527
R,460,CAM HOLDER,F000119546,5154-502AA34,2025088,H034,M-9ME22,34,24,ALEXA KNITFAB PVT LTD,無電解ニッケルメッキ,0,20250527
R,460,CAM HOLDER,F000119569,5154-502AA34,2025088,H035,M-9ME22,34,24,ALEXA KNITFAB PVT LTD,無電解ニッケルメッキ,0,20250527
R,460,CAM HOLDER,F000119592,5165-502AA34,2025088,H038,M-6ER22,34,18,ALEXA KNITFAB PVT LTD,無電解ニッケルメッキ,0,20250527
R,460,CAM HOLDER,F000119617,3164-502AB34,2025088,H135,OD7-M2XC-A3.2RE,34,28,PI COTTEX PVT.LTD,無電解ニッケルメッキ,0,20250527
R,460,CAM HOLDER,F000119641,3164-502AB34,2025088,H136,OD7-M2XC-A3.2RE,34,28,PI COTTEX PVT.LTD,無電解ニッケルメッキ,0,20250527
R,460,CAM HOLDER,F000119660,3164-502AB34,2025088,H137,M2XC-A3.2RE,34,24,PI COTTEX PVT.LTD,無電解ニッケルメッキ,0,20250527
R,460,CAM HOLDER,F000119680,3164-502AB30,2025088,H138,M2XC-A3.2RE,30,32,WILAYAT GARMENT,無電解ニッケルメッキ,0,20250527
