H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,440,CAM HOLDER,F000102047,5165-502AA36,2025011,A005,M-6ER42,36,18,FAKIR FASHION LIMITED,無電解ニッケルメッキ,1,20241119
R,440,CAM HOLDER,F000102070,5165-502AA36,2025011,A006,M-6ER22,36,18,FAKIR FASHION LIMITED,無電解ニッケルメッキ,1,20241119
R,440,CAM HOLDER,F000102094,5165-502AA36,2025011,A007,OD5B-M-6ER22,36,18,FAKIR FASHION LIMITED,無電解ニッケルメッキ,1,20241119
R,440,CAM HOLDER,F000102118,5165-502AA36,2025011,A008,OD5B-M-6ER22,36,18,FAKIR FASHION LIMITED,無電解ニッケルメッキ,1,20241119
R,440,CAM HOLDER,F000102140,3164-502EB30,2025011,A102,M2XC-A3.2RE,30,38,PETTENATI IND.TEXTIL S.A.(BRASIL),無電解ニッケルメッキ,1,20241119
R,440,CAM HOLDER,F000102160,3164-502EB30,2025011,A103,M2XC-A3.2RE,30,38,PETTENATI IND.TEXTIL S.A.(BRASIL),無電解ニッケルメッキ,1,20241119
R,440,CAM HOLDER,F000102197,5165-502AA36,2025012,A010,OD5B-M-6ER22,36,28,FAKIR FASHION LIMITED,無電解ニッケルメッキ,1,20241119
R,440,CAM HOLDER,F000102218,3164-502EB30,2025012,A104,M2XC-A3.2RE,30,38,PETTENATI IND.TEXTIL S.A.(BRASIL),無電解ニッケルメッキ,1,20241119
R,440,CAM HOLDER,F000102238,3164-502EB30,2025012,A105,M2XC-A3.2RE,30,38,PETTENATI IND.TEXTIL S.A.(BRASIL),無電解ニッケルメッキ,1,20241119
R,440,CAM HOLDER,F000102313,5181-502AA21,2025015,A001,E-2.4R,21,19,ＴＨＡＩ ＧＵＮＺＥ ＣＯ．，ＬＴＤ．（ＴＨＡＩＬＡＮＤ）,,1,20241119
R,440,CAM HOLDER,F000102336,5181-502AA21,2025015,A002,E-2.4R,21,19,ＴＨＡＩ ＧＵＮＺＥ ＣＯ．，ＬＴＤ．（ＴＨＡＩＬＡＮＤ）,,1,20241119
R,440,CAM HOLDER,F000102350,582-502FA30,2025016,A101,M2XC-4S(4),30,60,ミツカワ（株）,無電解ニッケルメッキ,1,20241119
R,440,CAM HOLDER,F000102379,5181-502AA21,2025017,A003,E-2.4R,21,19,ＴＨＡＩ ＧＵＮＺＥ ＣＯ．，ＬＴＤ．（ＴＨＡＩＬＡＮＤ）,,1,20241119
