H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,460,CAM HOLDER,F000121307,5173-502EC34,2025097,J020,OD6B-M-8ERS,34,28,GLOBAL HANTEX,,1,20250701
R,460,CAM HOLDER,F000121337,5173-502EC34,2025097,J021,OD6B-M-8ERS,34,28,GLOBAL HANTEX,,1,20250701
R,460,CAM HOLDER,F000121367,5173-502EC34,2025097,J022,OD6B-M-8ERS,34,28,GLOBAL HANTEX,,1,20250701
R,460,CAM HOLDER,F000121397,5173-502EC34,2025097,J023,OD6B-M-8ERS,34,28,GLOBAL HANTEX,,1,20250701
R,460,CAM HOLDER,F000121427,5173-502EC34,2025097,J024,OD6B-M-8ERS,34,28,GLOBAL HANTEX,,1,20250701
R,460,CAM HOLDER,F000121457,5173-502EC34,2025098,J025,OD6B-M-8ERS,34,28,GLOBAL HANTEX,,1,20250701
R,460,CAM HOLDER,F000121487,5173-502EC34,2025098,J026,OD6B-M-8ERS,34,28,GLOBAL HANTEX,,1,20250701
R,460,CAM HOLDER,F000121517,5173-502EC34,2025098,J027,OD6B-M-8ERS,34,28,GLOBAL HANTEX,,1,20250701
R,460,CAM HOLDER,F000121547,5173-502EC34,2025098,J028,OD6B-M-8ERS,34,28,GLOBAL HANTEX,,1,20250701
R,460,CAM HOLDER,F000121577,5173-502EC34,2025098,J029,OD6B-M-8ERS,34,28,GLOBAL HANTEX,,1,20250701
