H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,460,CAM HOLDER,F000105608,5181-502AA20,2025031,C001,E-2.4R,20,18,ＴＨＡＩ ＧＵＮＺＥ ＣＯ．，ＬＴＤ．（ＴＨＡＩＬＡＮＤ）,,1,20241225
R,460,CAM HOLDER,F000105630,5181-502AA20,2025031,C002,E-2.4R,20,18,ＴＨＡＩ ＧＵＮＺＥ ＣＯ．，ＬＴＤ．（ＴＨＡＩＬＡＮＤ）,,1,20241225
R,460,CAM HOLDER,F000105643,582-502FA30,2025031,C101,M2XC-4S(4),30,60,ミツカワ（株）,無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000105677,3538-502JB34,2025031,C104,M-SEC7BFY3,34,24,FAKIR FASHION LIMITED,,1,20241225
R,460,CAM HOLDER,F000105704,3164-502EB32,2025031,C108,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000105728,3164-502EB32,2025031,C109,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000105752,3164-502EB32,2025031,C110,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000105776,3164-502EB32,2025031,C111,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000105814,6214-502CA34,2025039,C03-01,M-LEC4BTFY4,34,18,FAKIR FASHION LIMITED,,1,20241225
R,460,CAM HOLDER,F000105816,6214-502CA34,2025039,C03-02,M-LEC4BTFY4,34,18,FAKIR FASHION LIMITED,,1,20241225
R,460,CAM HOLDER,F000105834,5181-502AA20,2025032,C003,E-2.4R,20,18,ＴＨＡＩ ＧＵＮＺＥ ＣＯ．，ＬＴＤ．（ＴＨＡＩＬＡＮＤ）,,1,20241225
R,460,CAM HOLDER,F000105856,5181-502AA21,2025032,C004,E-2.4R,21,19,ＴＨＡＩ ＧＵＮＺＥ ＣＯ．，ＬＴＤ．（ＴＨＡＩＬＡＮＤ）,,1,20241225
R,460,CAM HOLDER,F000105892,6214-502AA34,2025032,C005,M-LEC4BTFY4,34,18,FAKIR FASHION LIMITED,,1,20241225
R,460,CAM HOLDER,F000105924,6214-502AA34,2025032,C006,M-LEC4BTFY4,34,18,FAKIR FASHION LIMITED,,1,20241225
R,460,CAM HOLDER,F000105945,3165-502EA30,2025032,C102,M2XC-S3.2,30,28,フクイボウ（株）,無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000105965,3165-502EA30,2025032,C103,M2XC-S3.2,30,28,フクイボウ（株）,無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000105986,3164-502EB32,2025032,C112,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106010,3164-502EB32,2025032,C113,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106034,3164-502EB32,2025032,C114,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106058,3164-502EB32,2025032,C115,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106096,3164-502EB30,2025033,C105,M2XC-S3.2DFDRE,30,22,ＢＯＳＴＯＮ ＲＯＡＤ ＢＥＡ ＵＭＯＮＴ ＬＥＹＳ,無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106114,3164-502EB30,2025033,C106,M2XC-S3.2DFDRE,30,22,ＢＯＳＴＯＮ ＲＯＡＤ ＢＥＡ ＵＭＯＮＴ ＬＥＹＳ,無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106132,3164-502EB30,2025033,C107,M2XC-S3.2DFDRE,30,22,ＢＯＳＴＯＮ ＲＯＡＤ ＢＥＡ ＵＭＯＮＴ ＬＥＹＳ,無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106186,5165-502AA44,2025038,C009,M-6ER42,44,18,ＫＮＩＴ ＣＯＮＣＥＲＮ,無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106214,5165-502AA44,2025038,C010,M-6ER42,44,18,ＫＮＩＴ ＣＯＮＣＥＲＮ,無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106240,3164-502EB32,2025038,C116,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106264,3164-502EB32,2025038,C117,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106288,3164-502EB32,2025038,C118,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106312,3164-502EB32,2025038,C119,OD7-M2XC-A3.2RE,32,28,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106356,3164-502EB32,2025032,C122,M2XC-S3.2DFDRE,32,20,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106374,3164-502EB32,2025032,C123,M2XC-S3.2DFDRE,32,20,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106395,3164-502EB32,2025033,C124,M2XC-S3.2DFDRE,32,20,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106413,3164-502EB32,2025033,C125,M2XC-S3.2DFDRE,32,20,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106431,3164-502EB32,2025034,C126,M2XC-S3.2DFDRE,32,20,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
R,460,CAM HOLDER,F000106449,3164-502EB32,2025034,C127,M2XC-S3.2DFDRE,32,20,SULTON TEX(UZBEKISTAN),無電解ニッケルメッキ,1,20241225
