H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,460,CAM HOLDER,F000112104,3164-502AB30,2025053,E107,M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112122,3164-502AB30,2025053,E108,M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112140,3164-502AB30,2025053,E109,M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112161,5154-502AA34,2025055,E057,M-9ME22,34,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112184,5154-502AA34,2025055,E058,M-9ME22,34,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112204,3164-502AB30,2025055,E110,M2XC-S3.2DFDRE,30,20,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112222,3164-502AB30,2025055,E111,M2XC-S3.2DFDRE,30,20,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112240,3164-502AB30,2025055,E112,M2XC-S3.2DFDRE,30,20,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112246,5215-502EA34,2025056,E046,M-FY4QG,34,7,ＥＶＥＲＧＲＥＥＮ ＴＥＸＴＩ ＬＥ ＰＲＩＮＴＩＮＧ ＆,,1,20250207
R,460,CAM HOLDER,F000112265,5154-502AA30,2025056,E049,M-9ME22,30,28,CONFECCIONES GERPAR,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112285,478-502AC30,2025056,E051,M-8ME42,30,28,SAGAR MANUFACTURERS PVT. LTD,,1,20250207
R,460,CAM HOLDER,F000112308,478-502AC30,2025056,E052,M-8ME42,30,28,SAGAR MANUFACTURERS PVT. LTD,,1,20250207
R,460,CAM HOLDER,F000112331,478-502AC30,2025056,E053,M-8ME42,30,28,SAGAR MANUFACTURERS PVT. LTD,,1,20250207
R,460,CAM HOLDER,F000112354,3164-502AB34,2025056,E113,M2XC-S3.2DFDRE,34,20,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112372,3164-502AB34,2025056,E114,M2XC-S3.2DFDRE,34,20,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112390,3164-502AB34,2025056,E115,M2XC-S3.2DFDRE,34,20,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112411,5154-502AA34,2025057,E050,M-9ME22,34,24,CONFECCIONES GERPAR,無電解ニッケルメッキ,1,20250207
R,460,CAM HOLDER,F000112431,478-502AC34,2025057,E054,M-8ME42,34,28,SAGAR MANUFACTURERS PVT. LTD,,1,20250207
R,460,CAM HOLDER,F000112454,478-502AC34,2025057,E055,M-8ME42,34,28,SAGAR MANUFACTURERS PVT. LTD,,1,20250207
R,460,CAM HOLDER,F000112477,478-502AC34,2025057,E056,M-8ME42,34,28,SAGAR MANUFACTURERS PVT. LTD,,1,20250207
