H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,462,BED,F000127312,1831-401AA30,2025122,M108,M2XC-E3.2RE,30,28,FAMICOTTON (PERU),,1,20250923
R,460,CAM HOLDER,F000127317,3153-502FB30,2025122,M108,M2XC-E3.2RE,30,28,FAMICOTTON (PERU),無電解ニッケルメッキ,1,20250923
R,462,BED,F000127330,1831-401AA30,2025122,M109,M2XC-E3.2RE,30,28,FAMICOTTON (PERU),,1,20250923
R,460,CAM HOLDER,F000127335,3153-502FB30,2025122,M109,M2XC-E3.2RE,30,28,FAMICOTTON (PERU),無電解ニッケルメッキ,1,20250923
R,462,BED,F000127354,1551-401AC38,2025124,M041,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127357,5142-502AA34,2025124,M041,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127377,1551-401AC38,2025124,M042,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127380,5142-502AA34,2025124,M042,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127400,1551-401AC38,2025124,M043,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127403,5142-502AA34,2025124,M043,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127423,1551-401AC38,2025124,M056,OD5B-M-SDR,34,28,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127426,5142-502AA34,2025124,M056,OD5B-M-SDR,34,28,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127446,1551-401AC38,2025125,M044,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127449,5142-502AA34,2025125,M044,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127469,1551-401AC38,2025125,M045,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127472,5142-502AA34,2025125,M045,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127492,1551-401AC38,2025125,M046,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127495,5142-502AA34,2025125,M046,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127509,1831-401AA36,2025126,M110,M2XC-S3.2DFDRE,32,20,ELCATEX(HONDURAS),,1,20250923
R,460,CAM HOLDER,F000127515,3164-502EB32,2025126,M110,M2XC-S3.2DFDRE,32,20,ELCATEX(HONDURAS),無電解ニッケルメッキ,1,20250923
R,462,BED,F000127527,1831-401AA36,2025126,M111,M2XC-S3.2DFDRE,32,20,ELCATEX(HONDURAS),,1,20250923
R,460,CAM HOLDER,F000127533,3164-502EB32,2025126,M111,M2XC-S3.2DFDRE,32,20,ELCATEX(HONDURAS),無電解ニッケルメッキ,1,20250923
R,462,BED,F000127545,1831-401AA36,2025126,M112,M2XC-S3.2DFDRE,32,20,ELCATEX(HONDURAS),,1,20250923
R,460,CAM HOLDER,F000127551,3164-502EB32,2025126,M112,M2XC-S3.2DFDRE,32,20,ELCATEX(HONDURAS),無電解ニッケルメッキ,1,20250923
R,462,BED,F000127563,1831-401AA36,2025126,M113,M2XC-S3.2DFDRE,32,20,ELCATEX(HONDURAS),,1,20250923
R,460,CAM HOLDER,F000127569,3164-502EB32,2025126,M113,M2XC-S3.2DFDRE,32,20,ELCATEX(HONDURAS),無電解ニッケルメッキ,1,20250923
R,462,BED,F000127594,1551-401AC38,2025127,M039,OD5B-M-SDR,34,15,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127597,5142-502AA34,2025127,M039,OD5B-M-SDR,34,15,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127617,1551-401AC38,2025127,M040,OD5B-M-SDR,34,15,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127620,5142-502AA34,2025127,M040,OD5B-M-SDR,34,15,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127640,1551-401AC38,2025127,M047,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127643,5142-502AA34,2025127,M047,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127663,1551-401AC38,2025127,M048,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127666,5142-502AA34,2025127,M048,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127686,1551-401AC38,2025127,M049,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127689,5142-502AA34,2025127,M049,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127709,1551-401AC38,2025127,M050,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127712,5142-502AA34,2025127,M050,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127732,1551-401AC38,2025128,M051,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127735,5142-502AA34,2025128,M051,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127755,1551-401AC38,2025128,M052,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127758,5142-502AA34,2025128,M052,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127778,1551-401AC38,2025128,M053,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,460,CAM HOLDER,F000127781,5142-502AA34,2025128,M053,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
R,462,BED,F000127801,1551-401AC38,2025128,M054,OD5B-M-SDR,34,24,INTERLOOP LIMITED,,1,20250923
