H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,460,CAM HOLDER,F000114336,5176-502EB34,2025065,F014,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114367,5176-502EB34,2025065,F015,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114398,5176-502EB34,2025065,F016,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114429,5176-502EB34,2025065,F017,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114455,3164-502AB30,2025065,F108,OD7-M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114479,3164-502AB30,2025065,F109,OD7-M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114503,3164-502AB30,2025065,F110,OD7-M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114527,3164-502AB30,2025065,F111,OD7-M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114551,3164-502AB30,2025065,F112,OD7-M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114590,5176-502EB34,2025066,F018,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114621,5176-502EB34,2025066,F019,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114652,5176-502EB34,2025066,F020,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114683,5176-502EB34,2025066,F021,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114709,3164-502AB34,2025066,F113,OD7-M2XC-A3.2RE,34,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114733,3164-502AB34,2025066,F114,OD7-M2XC-A3.2RE,34,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114757,3164-502AB34,2025066,F115,OD7-M2XC-A3.2RE,34,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114781,3164-502AB34,2025066,F116,OD7-M2XC-A3.2RE,34,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114805,3164-502AB34,2025066,F117,OD7-M2XC-A3.2RE,34,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114844,5176-502EB34,2025067,F022,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114875,5176-502EB34,2025067,F023,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114906,5176-502EB34,2025067,F024,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114937,5176-502EB34,2025067,F025,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114962,5154-502AA34,2025067,F042,OD5B-M-9ME22,34,28,Ｍ／Ｓ．ＰＲＯＤＵＣＴＯＲＡ  ＤＥ ＣＯＮＦＥＣＣＩＯＮ,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114986,5154-502AA34,2025067,F043,OD5B-M-9ME22,34,28,Ｍ／Ｓ．ＰＲＯＤＵＣＴＯＲＡ  ＤＥ ＣＯＮＦＥＣＣＩＯＮ,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114995,4305-502DA,2025067,F121,EXC-3SB (1),20,28,ＫＥＮＴＵＣＫＹ ＭＡＮＵＦＡ ＣＴＵＲＩＮＧ ＣＯＲＰ．,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114996,4305-502FA,2025067,F121,EXC-3SB (1),20,28,ＫＥＮＴＵＣＫＹ ＭＡＮＵＦＡ ＣＴＵＲＩＮＧ ＣＯＲＰ．,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000114997,4305-502HA,2025067,F121,EXC-3SB (1),20,28,ＫＥＮＴＵＣＫＹ ＭＡＮＵＦＡ ＣＴＵＲＩＮＧ ＣＯＲＰ．,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000115018,3563-502ZA34,2025068,F120,OD5-M-SEC14ME,34,24,ＪＩＡ ＪＩＵＮＮ ＫＮＩＴＴ ＩＮＧ ＣＯ．．ＬＴＤ．,,1,20250306
