H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,460,CAM HOLDER,F000113012,478-502AC30,2025058,E067,OD5B-M-8ME22,30,40,ＴＥＸＯＬＬＩＮＩ，ＩＮＣ．（ Ｌ．Ａ．）,,1,20250306
R,460,CAM HOLDER,F000113014,478-502AC30,2025058,E068,OD5B-M-8ME22,30,40,ＴＥＸＯＬＬＩＮＩ，ＩＮＣ．（ Ｌ．Ａ．）,,1,20250306
R,460,CAM HOLDER,F000113100,3147-502MA34,2025061,F101,OD7-M2XC-3SD,34,28,東レテキスタイル（株）     （東海工場）,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113127,3538-502JB30,2025061,F102,M-SEC7BFY3,30,24,AKH KNITTING AND DYEING LTD( BANGLADESH),,1,20250306
R,460,CAM HOLDER,F000113158,3538-502JB34,2025061,F103,M-SEC7BFY3,34,24,AKH KNITTING AND DYEING LTD( BANGLADESH),,1,20250306
R,460,CAM HOLDER,F000113185,3164-502AB30,2025061,F104,OD7-M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113209,3164-502AB30,2025061,F105,OD7-M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113233,3164-502AB30,2025061,F106,OD7-M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113257,3164-502AB30,2025061,F107,OD7-M2XC-A3.2RE,30,28,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113289,5173-502EC30,2025062,F001,OD6B-M-8ERS,30,24,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113320,5173-502EC30,2025062,F002,OD6B-M-8ERS,30,24,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113351,5173-502EC30,2025062,F003,OD6B-M-8ERS,30,24,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113382,5173-502EC30,2025062,F004,OD6B-M-8ERS,30,24,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113413,5173-502EC30,2025062,F005,OD6B-M-8ERS,30,24,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113432,478-502AC30,2025062,F040,OD5B-M-8ME22,30,32,ＴＥＸＯＬＬＩＮＩ，ＩＮＣ．（ Ｌ．Ａ．）,,1,20250306
R,460,CAM HOLDER,F000113456,478-502AC30,2025062,F041,OD5B-M-8ME22,30,32,ＴＥＸＯＬＬＩＮＩ，ＩＮＣ．（ Ｌ．Ａ．）,,1,20250306
R,460,CAM HOLDER,F000113484,5154-502AA30,2025062,F044,M-9ME22,30,24,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113509,5154-502AA30,2025062,F045,M-9ME22,30,24,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113534,5154-502AA30,2025062,F046,M-9ME22,30,24,ＡＮＴＥＸ ＫＮＩＴＴＩＮＧ  ＭＩＬＬＳ,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113608,5176-502EB34,2025063,F006,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113639,5176-502EB34,2025063,F007,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113670,5176-502EB34,2025063,F008,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113701,5176-502EB34,2025063,F009,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113732,5176-502EB34,2025063,F026,OD6B-M-7ES,34,28,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113763,5176-502EB34,2025063,F027,OD6B-M-7ES,34,28,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113794,5176-502EB34,2025063,F028,OD6B-M-7ES,34,28,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113825,5176-502EB34,2025063,F029,OD6B-M-7ES,34,28,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113856,5176-502EB34,2025063,F030,OD6B-M-7ES,34,28,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000113880,5165-502AA38,2025063,F038,M-6ER22,38,18,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113903,5165-502AA38,2025063,F039,M-6ER22,38,18,SAGAR MANUFACTURERS PVT. LTD,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113923,3165-502AB30,2025063,F118,M2XC-RS3.2DF,30,18,ＴＥＸＴＵＦＩＬ,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113941,3165-502AB30,2025063,F119,M2XC-RS3.2DF,30,18,ＴＥＸＴＵＦＩＬ,無電解ニッケルメッキ,1,20250306
R,460,CAM HOLDER,F000113981,5176-502EB34,2025064,F010,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114012,5176-502EB34,2025064,F011,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114043,5176-502EB34,2025064,F012,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114074,5176-502EB34,2025064,F013,OD6B-M-7ES,34,32,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114105,5176-502EB34,2025064,F031,OD6B-M-7ES,34,28,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114136,5176-502EB34,2025064,F032,OD6B-M-7ES,34,28,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114167,5176-502EB34,2025064,F033,OD6B-M-7ES,34,28,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114198,5176-502EB34,2025064,F034,OD6B-M-7ES,34,28,寧波申洲針織品有限公司,,1,20250306
R,460,CAM HOLDER,F000114229,5176-502EB34,2025064,F035,OD6B-M-7ES,34,28,寧波申洲針織品有限公司,,1,20250306
