H,defTopId,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C11,S1C644,S1C643
R,460,CAM HOLDER,F000119765,5154-502EA30,2025091,J004,M-9ME22,30,28,USA(M),,1,20250605
R,460,CAM HOLDER,F000119787,5154-502EA30,2025091,J005,M-9ME22,30,28,USA(M),,1,20250605
R,460,CAM HOLDER,F000119809,5154-502EA30,2025091,J006,M-9ME22,30,28,USA(M),,1,20250605
R,460,CAM HOLDER,F000119830,478-502AC34,2025091,J011,M-8ME42,34,18,WILHELM TEXTILES INDIA PVT LTD,,1,20250605
R,460,CAM HOLDER,F000119854,478-502AC34,2025091,J012,M-8ME42,34,18,WILHELM TEXTILES INDIA PVT LTD,,1,20250605
R,460,CAM HOLDER,F000119878,478-502AC30,2025091,J013,M-8ME42,30,28,WILHELM TEXTILES INDIA PVT LTD,,1,20250605
R,460,CAM HOLDER,F000119902,478-502AC30,2025091,J014,M-8ME42,30,28,WILHELM TEXTILES INDIA PVT LTD,,1,20250605
R,460,CAM HOLDER,F000119925,3164-502AB30,2025091,J102,M2XC-S3.2DFDRE,30,20,SHREE(SHRI) BHARAT INTRENATIONAL(INDIA),無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000119945,5154-502EA30,2025092,J007,M-9ME22,30,28,USA(M),,1,20250605
R,460,CAM HOLDER,F000119967,5154-502EA30,2025092,J008,M-9ME22,30,28,USA(M),,1,20250605
R,460,CAM HOLDER,F000119989,5154-502EA30,2025092,J009,M-9ME22,30,28,USA(M),,1,20250605
R,460,CAM HOLDER,F000120014,3167-502AA34,2025092,J103,OD6-M2XC-A3RES,34,32,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120040,3167-502AA34,2025092,J104,OD6-M2XC-A3RES,34,32,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120066,3167-502AA34,2025092,J105,OD6-M2XC-A3RES,34,32,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120092,3167-502AA34,2025092,J106,OD6-M2XC-A3RES,34,32,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120118,3167-502AA34,2025092,J107,OD6-M2XC-A3RES,34,32,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120144,3167-502AA34,2025093,J108,OD6-M2XC-A3RES,34,32,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120170,3167-502AA34,2025093,J109,OD6-M2XC-A3RES,34,32,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120196,3167-502AA34,2025093,J110,OD6-M2XC-A3RES,34,32,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120222,3167-502AA34,2025093,J111,OD6-M2XC-A3RES,34,32,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120248,3167-502AA34,2025093,J112,OD6-M2XC-A3RES,34,32,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120275,3167-502AA34,2025093,J123,OD6-M2XC-A3RES,34,28,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120301,3167-502AA34,2025093,J124,OD6-M2XC-A3RES,34,28,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120327,3167-502AA34,2025093,J125,OD6-M2XC-A3RES,34,28,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120353,3167-502AA34,2025093,J126,OD6-M2XC-A3RES,34,28,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120379,3167-502AA34,2025093,J127,OD6-M2XC-A3RES,34,28,寧波申洲針織品有限公司,無電解ニッケルメッキ,1,20250605
R,460,CAM HOLDER,F000120403,5128-502EA38,2025094,J002,M-4AL,38,32,セーレン株式会社 新田事業所内 機能商品生産課,,1,20250605
R,460,CAM HOLDER,F000120427,5128-502EA38,2025094,J003,M-4AL,38,32,セーレン株式会社 新田事業所内 機能商品生産課,,1,20250605
R,460,CAM HOLDER,F000120451,5208-502JC34,2025094,J010,M-FY6RD4,34,18,SHREE(SHRI) BHARAT INTRENATIONAL(INDIA),,1,20250605
