,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6,単位数分子7,単位数分母7,前工程7,単位数分子8,単位数分母8,前工程8,単位数分子9,単位数分母9,前工程9,単位数分子10,単位数分母10,前工程10,作成者,作成日,更新者,更新日,理由,,,,,,,,
I,3636-433AA26,1,1,L2-3222-433AA26,1,1,L1-3222-433AA26,1,1,MA-3222-433AA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3222-433AB32,1,1,L2-3222-433AA32,1,1,L1-3222-433AA32,1,1,MA-3222-433AA32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3226-433AA32,1,1,L2-3222-433AA32,1,1,L1-3222-433AA32,1,1,MA-3222-433AA32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3236-433AA32,1,1,L2-3222-433AA32,1,1,L1-3222-433AA32,1,1,MA-3222-433AA32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3636-433AA32,1,1,L2-3222-433AA32,1,1,L1-3222-433AA32,1,1,MA-3222-433AA32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3228-433AA36,1,1,L2-3222-433AA36,1,1,L1-3222-433AA36,1,1,MA-3222-433AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3236-433AA36,1,1,L2-3222-433AA36,1,1,L1-3222-433AA36,1,1,MA-3222-433AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3225-433AA30,1,1,L2-3225-433AA30,1,1,L1-3225-433AA30,1,1,MA-3225-433AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3225-433AA32,1,1,L2-3225-433AA32,1,1,L1-3225-433AA32,1,1,MA-3225-433AA32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3225-433AA34,1,1,L2-3225-433AA34,1,1,L1-3225-433AA34,1,1,MA-3225-433AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3239-501AA30,1,1,LA-3239-501AA30-DF,1,1,L1-3239-501AA30,1,1,MA-3239-501AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3242-432AA26,1,1,L2-3242-432AA26,1,1,L1-3242-432AA26,1,1,MA-3242-432AA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3242-432AA30,1,1,L2-3242-432AA30,1,1,L1-3242-432AA30,1,1,MA-3242-432AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3242-432AA32,1,1,L2-3242-432AA32,1,1,L1-3242-432AA32,1,1,MA-3242-432AA32,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3242-432AA34,1,1,L1-3242-432AA34,1,1,MA-3242-432AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,岩下,20220920,トミナガＬ2加工不可の為、社内加工へ変更（初崎さん確認）,,,,,,,,
I,335-501EB33,1,1,LA-335-501BA33-DF,1,1,L1-335-501BA33,1,1,MA-335-501BA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,C352-501BA33,1,1,LA-335-501BA33-DF,1,1,L1-335-501BA33,1,1,MA-335-501BA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3501-55001AA26,1,1,LA-3501-55001AA26-DF,1,1,L1-3501-55001AA26,1,1,MA-3501-55001AA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3602-501AA26,1,1,LA-3501-55001AA26-DF,1,1,L1-3501-55001AA26,1,1,MA-3501-55001AA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3501-55001AA30,1,1,LA-3501-55001AA30-DF,1,1,L1-3501-55001AA30,1,1,MA-3501-55001AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3602-501AA30,1,1,LA-3501-55001AA30-DF,1,1,L1-3501-55001AA30,1,1,MA-3501-55001AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3536-501AA30,1,1,LA-3538-501AB30-DF,1,1,L1-3538-501AB30,1,1,MA-3538-501AB30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3538-501AB30,1,1,LA-3538-501AB30-DF,1,1,L1-3538-501AB30,1,1,MA-3538-501AB30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3538-501AB34,1,1,LA-3538-501AB34-DF,1,1,L1-3538-501AB34,1,1,MA-3538-501AB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3540-501AA34,1,1,LA-3538-501AB34-DF,1,1,L1-3538-501AB34,1,1,MA-3538-501AB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3538-608AA30,1,1,L1-3538-608AA30,1,4,MA-603-608AA30-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,岩下,20240705,トミナガ突っ切り不可の為、MA-3538-608AA30をMA-603-608AA30-DRUM変更　L2-3538-608AA30社内加工変更,,,,,,,,
I,3538-608AA34,1,1,L1-3538-608AA34,1,4,MA-954-60136-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,岩下,20231129,トミナガ突っ切り不可の為、MA-3538-608AA34をMA-954-60136-DRUMに変更（この型から取れる）、L2工程社内加工,,,,,,,,
I,3540-608AA34,1,1,L1-3538-608AA34,1,4,MA-954-60136-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,岩下,20231129,トミナガ突っ切り不可の為、MA-3538-608AA34をMA-954-60136-DRUMに変更（この型から取れる）、L2工程社内加工,,,,,,,,
I,5310-501BA33,1,1,LA-358-501B33-DF,1,1,L1-358-501B33,1,1,MA-358-501B33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3538-501BB30,1,1,LA-3636-501BC30-DF,1,1,L1-3636-501BC30,1,1,MA-3636-501BC30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3636-501BB30,1,1,LA-3636-501BC30-DF,1,1,L1-3636-501BC30,1,1,MA-3636-501BC30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3644-501BB30,1,1,LA-3636-501BC30-DF,1,1,L1-3636-501BC30,1,1,MA-3636-501BC30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3650-501BA30,1,1,LA-3636-501BC30-DF,1,1,L1-3636-501BC30,1,1,MA-3636-501BC30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3652-501BB30,1,1,LA-3636-501BC30-DF,1,1,L1-3636-501BC30,1,1,MA-3636-501BC30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3656-501BA30,1,1,LA-3636-501BC30-DF,1,1,L1-3636-501BC30,1,1,MA-3636-501BC30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3660-501BA30,1,1,LA-3636-501BC30-DF,1,1,L1-3636-501BC30,1,1,MA-3636-501BC30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,4408-501BB30,1,1,LA-3636-501BC30-DF,1,1,L1-3636-501BC30,1,1,MA-3636-501BC30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3538-501BB34,1,1,LA-3636-501BC34-DF,1,1,L1-3636-501BC34,1,1,MA-3636-501BC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3540-501BA34,1,1,LA-3636-501BC34-DF,1,1,L1-3636-501BC34,1,1,MA-3636-501BC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3551-501BA34,1,1,LA-3636-501BC34-DF,1,1,L1-3636-501BC34,1,1,MA-3636-501BC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3636-501BB34,1,1,LA-3636-501BC34-DF,1,1,L1-3636-501BC34,1,1,MA-3636-501BC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3650-501BA34,1,1,LA-3636-501BC34-DF,1,1,L1-3636-501BC34,1,1,MA-3636-501BC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3652-501BA34,1,1,LA-3636-501BC34-DF,1,1,L1-3636-501BC34,1,1,MA-3636-501BC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3662-501BA34,1,1,LA-3636-501BC34-DF,1,1,L1-3636-501BC34,1,1,MA-3636-501BC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3636-501BB26,1,1,LA-3638-501BA26-DF,1,1,L1-3638-501BA26,1,1,MA-3638-501BA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3638-501BA26,1,1,LA-3638-501BA26-DF,1,1,L1-3638-501BA26,1,1,MA-3638-501BA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3650-501BA26,1,1,LA-3638-501BA26-DF,1,1,L1-3638-501BA26,1,1,MA-3638-501BA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,3652-608AA30,1,1,L1-3650-608AA30,1,3,MA-814-60830-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,岩下,20250304,トミナガ不可の為MA-3650-608AA30⇒MA-814-60830-DRUMに変更,,,,,,,,
I,3654-608AA30,1,1,L1-3650-608AA30,1,3,MA-814-60830-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,岩下,20250304,トミナガ不可の為MA-3650-608AA30⇒MA-814-60830-DRUMに変更,,,,,,,,
I,3656-608AA30,1,1,L1-3650-608AA30,1,3,MA-814-60830-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,岩下,20250304,トミナガ不可の為MA-3650-608AA30⇒MA-814-60830-DRUMに変更,,,,,,,,
I,3660-608AB30,1,1,L1-3650-608AA30,1,3,MA-814-60830-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,岩下,20250304,トミナガ不可の為MA-3650-608AA30⇒MA-814-60830-DRUMに変更,,,,,,,,
I,3650-608AA34,1,1,L1-3650-608AA34,1,3,MA-814-60834-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,岩下,20240423,MA-3650-608AA34⇒MA-814-60834-DRUM変更（トミナガ指定）　L2-3650-608AA34加工削除,,,,,,,,
I,3652-608AA34,1,1,L1-3650-608AA34,1,3,MA-814-60834-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,岩下,20240423,MA-3650-608AA34⇒MA-814-60834-DRUM変更（トミナガ指定）　L2-3650-608AA34加工削除,,,,,,,,
I,3906-601EA20,1,1,L2-3906-601AA20,1,1,L1-3906-601AA20,1,1,MA-3906-601AA20,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5307-501AA3338,1,1,LA-435-501AA33-DF,1,1,L1-435-501AA33,1,1,MA-435-501AA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5310-501AA3338,1,1,LA-435-501AA33-DF,1,1,L1-435-501AA33,1,1,MA-435-501AA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,4502-420AA20,1,1,L2-4502-420AA20,1,1,L1-4502-420AA20,1,1,MA-4502-420AA20,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,4502-421AA,1,1,L2-4502-421AA,1,1,L1-4502-421AA,1,1,MA-4502-421AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,4502-429AA,1,1,L2-4502-429AA,1,1,L1-4502-429AA,1,1,MA-4502-429AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,4502-430AA,1,1,L2-4502-430AA,1,1,L1-4502-430AA,1,1,MA-4502-430AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,4502-431AA,1,1,L2-4502-431AA,1,1,L1-4502-431AA,1,1,MA-4502-431AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,4502-432AA,1,1,L2-4502-432AA,1,1,L1-4502-432AA,1,1,MA-4502-432AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,4502-447AA,1,1,L2-4502-447AA,1,1,L1-4502-447AA,1,1,MA-4502-447AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,4502-448AA,1,1,L2-4502-448AA,1,1,L1-4502-448AA,1,1,MA-4502-448AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,4502-501AA20,1,1,L2-4502-501AA20,1,1,L1-4502-501AA20,1,1,MA-4502-501AA20,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6207-601AB34,1,1,LA-5207-601BB34-L2,1,1,L1-5207-601BB34,1,1,MA-5207-601BB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6209-601AB34,1,1,LA-5207-601BB34-L2,1,1,L1-5207-601BB34,1,1,MA-5207-601BB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6210-601AA34,1,1,LA-5207-601DA34-L2,1,1,L1-5207-601DA34,1,1,MA-5207-601DA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5213-601AA30,1,1,LA-5211-601AA30-L2,1,1,L1-5211-601AA30,1,1,MA-5211-601AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5610-601AA30,1,1,LA-5211-601AA30-L2,1,1,L1-5211-601AA30,1,1,MA-5211-601AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5211-601AA34,1,1,LA-5211-601AA34-L2,1,1,L1-5211-601AA34,1,1,MA-5211-601AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,山田,20181018,L2工程追加,,,,,,,,
I,5212-601AA34,1,1,LA-5211-601AA34-L2,1,1,L1-5211-601AA34,1,1,MA-5211-601AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,山田,20181018,L2工程追加,,,,,,,,
I,5213-601AA34,1,1,LA-5211-601AA34-L2,1,1,L1-5211-601AA34,1,1,MA-5211-601AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,山田,20181018,L2工程追加,,,,,,,,
I,5610-601AB34,1,1,LA-5610-601AA34-L2,1,1,L1-5211-601AA34,1,1,MA-5211-601AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,山田,20181018,L2工程追加,,,,,,,,
I,5211-601AA36,1,1,LA-5211-601AA36-L2,1,1,L1-5211-601AA36,1,1,MA-5211-601AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5212-601AA36,1,1,LA-5211-601AA36-L2,1,1,L1-5211-601AA36,1,1,MA-5211-601AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5213-601AA36,1,1,LA-5211-601AA36-L2,1,1,L1-5211-601AA36,1,1,MA-5211-601AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5310-501AA33,1,1,LA-5310-501AA33-DF,1,1,L1-5310-501AA33,1,1,MA-5310-501AA33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5517-501AA30,1,1,LA-5500-501DB30-DF,1,1,L1-5500-501DB30,1,1,MA-5500-501DB30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5520-501AB30,1,1,LA-5500-501DB30-DF,1,1,L1-5500-501DB30,1,1,MA-5500-501DB30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5532-501AA30,1,1,LA-5500-501DB30-DF,1,1,L1-5500-501DB30,1,1,MA-5500-501DB30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5517-501AB34,1,1,LA-5500-501DB34-DF,1,1,L1-5500-501DB34,1,1,MA-5500-501DB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5520-501AA34,1,1,LA-5500-501DB34-DF,1,1,L1-5500-501DB34,1,1,MA-5500-501DB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5529-501AA34,1,1,LA-5500-501DB34-DF,1,1,L1-5500-501DB34,1,1,MA-5500-501DB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5530-501AA34,1,1,LA-5500-501DB34-DF,1,1,L1-5500-501DB34,1,1,MA-5500-501DB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6202-501AB34,1,1,LA-5500-501DB34-DF,1,1,L1-5500-501DB34,1,1,MA-5500-501DB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6206-501AA34,1,1,LA-5500-501DB34-DF,1,1,L1-5500-501DB34,1,1,MA-5500-501DB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6207-501AA34,1,1,LA-5500-501DB34-DF,1,1,L1-5500-501DB34,1,1,MA-5500-501DB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6209-501AA34,1,1,LA-5500-501DB34-DF,1,1,L1-5500-501DB34,1,1,MA-5500-501DB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6210-501AA34,1,1,LA-5500-501DB34-DF,1,1,L1-5500-501DB34,1,1,MA-5500-501DB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5517-501AA38,1,1,LA-5500-501DB38-DF,1,1,L1-5500-501DB38,1,1,MA-5500-501DB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5520-501AB38,1,1,LA-5500-501DB38-DF,1,1,L1-5500-501DB38,1,1,MA-5500-501DB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5529-501AA38,1,1,LA-5500-501DB38-DF,1,1,L1-5500-501DB38,1,1,MA-5500-501DB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5530-501AA38,1,1,LA-5500-501DB38-DF,1,1,L1-5500-501DB38,1,1,MA-5500-501DB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5534-501AA38,1,1,LA-5500-501DB38-DF,1,1,L1-5500-501DB38,1,1,MA-5500-501DB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5540-501CA38,1,1,LA-5500-501DB38-DF,1,1,L1-5500-501DB38,1,1,MA-5500-501DB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6105-501AA38,1,1,LA-5500-501DB38-DF,1,1,L1-5500-501DB38,1,1,MA-5500-501DB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5517-501BB30,1,1,LA-5500-501EA30-DF,1,1,L1-5500-501EA30,1,1,MA-5500-501EA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5520-501BB30,1,1,LA-5500-501EA30-DF,1,1,L1-5500-501EA30,1,1,MA-5500-501EA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5532-501BA30,1,1,LA-5500-501EA30-DF,1,1,L1-5500-501EA30,1,1,MA-5500-501EA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5610-501BA30,1,1,LA-5500-501EA30-DF,1,1,L1-5500-501EA30,1,1,MA-5500-501EA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6102-501BA30,1,1,LA-5500-501EA30-DF,1,1,L1-5500-501EA30,1,1,MA-5500-501EA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5517-501BB34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5520-501BA34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5529-501BA34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5530-501BA34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6202-501BB34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6206-501BB34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6207-501BB34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6209-501BA34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6210-501BA34,1,1,LA-5500-501EB34-DF,1,1,L1-5500-501EB34,1,1,MA-5500-501EB34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5517-501BA38,1,1,LA-5500-501EB38-DF,1,1,L1-5500-501EB38,1,1,MA-5500-501EB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5520-501BB38,1,1,LA-5500-501EB38-DF,1,1,L1-5500-501EB38,1,1,MA-5500-501EB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5529-501BA38,1,1,LA-5500-501EB38-DF,1,1,L1-5500-501EB38,1,1,MA-5500-501EB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5530-501BA38,1,1,LA-5500-501EB38-DF,1,1,L1-5500-501EB38,1,1,MA-5500-501EB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5534-501BA38,1,1,LA-5500-501EB38-DF,1,1,L1-5500-501EB38,1,1,MA-5500-501EB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5541-501BA38,1,1,LA-5500-501EB38-DF,1,1,L1-5500-501EB38,1,1,MA-5500-501EB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6105-501BA38,1,1,LA-5500-501EB38-DF,1,1,L1-5500-501EB38,1,1,MA-5500-501EB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,6213-501BA38,1,1,LA-5500-501EB38-DF,1,1,L1-5500-501EB38,1,1,MA-5500-501EB38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5520-501BA42,1,1,LA-5520-501BA42-DF,1,1,L1-5520-501BA42,1,1,MA-161-501AA42,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
