区分コード,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6
C,279-513A33,1.0,1,PEFIN-279-513A33,1.0,1.0,COM-279-513A33,1.0,1.0,MA-279-513A33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,279-619A33,1.0,1,PEFIN-279-619A33,1.0,1.0,COM-279-619A33,1.0,1.0,MA-279-619A33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-511AA30,1.0,1,PEFIN-3139-511AA30,1.0,1.0,COM-3139-511AA30,1.0,1.0,MA-3139-511AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-511AA34,1.0,1,PEFIN-3139-511AA34,1.0,1.0,COM-3139-511AA34,1.0,1.0,MA-3139-511AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-512AA30,1.0,1,PEFIN-3139-512AA30,1.0,1.0,COM-3139-512AA30,1.0,1.0,MA-3139-512AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-512AA34,1.0,1,PEFIN-3139-512AA34,1.0,1.0,COM-3139-512AA34,1.0,1.0,MA-3139-512AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-513AA30,1.0,1,PEFIN-3139-513AA30,1.0,1.0,COM-3139-513AA30,1.0,1.0,MA-3139-513AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-513AA34,1.0,1,PEFIN-3139-513AA34,1.0,1.0,COM-3139-513AA34,1.0,1.0,MA-3139-513AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-611AA30,1.0,1,PEFIN-3139-611AA30,1.0,1.0,COM-3139-611AA30,1.0,1.0,MA-3139-611AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-611BA30,1.0,1,PEFIN-3139-611BA30,1.0,1.0,COM-3139-611BA30,1.0,1.0,MA-3139-611BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-612AA30,1.0,1,PEFIN-3139-612AA30,1.0,1.0,COM-3139-612AA30,1.0,1.0,MA-3139-612AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3139-612BA30,1.0,1,PEFIN-3139-612BA30,1.0,1.0,COM-3139-612BA30,1.0,1.0,MA-3139-612BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-511AA30,1.0,1,PEFIN-3153-511AA30,1.0,1.0,COM-3153-511AA30,1.0,1.0,MA-3153-511AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-512AA30,1.0,1,PEFIN-3153-512AA30,1.0,1.0,COM-3153-512AA30,1.0,1.0,MA-3153-512AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-512BA30,1.0,1,PEFIN-3153-512BA30,1.0,1.0,COM-3153-512BA30,1.0,1.0,MA-3153-512BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-513AA30,1.0,1,PEFIN-3153-513AA30,1.0,1.0,COM-3153-513AA30,1.0,1.0,MA-3153-513AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-513BA30,1.0,1,PEFIN-3153-513BA30,1.0,1.0,COM-3153-513BA30,1.0,1.0,MA-3153-513BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3153-513CA30,1.0,1,PEFIN-3153-513CA30,1.0,1.0,COM-3153-513CA30,1.0,1.0,MA-3153-513CA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3164-511AB30,1.0,1,PEFIN-3164-511AB30,1.0,1.0,COM-3164-511AB30,1.0,1.0,MA-3164-511AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3164-513AB30,1.0,1,PEFIN-3164-513AB30,1.0,1.0,COM-3164-513AB30,1.0,1.0,MA-3164-513AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3164-515AB30,1.0,1,PEFIN-3164-515AB30,1.0,1.0,COM-3164-515AB30,1.0,1.0,MA-3164-515AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3164-515BB30,1.0,1,PEFIN-3164-515BB30,1.0,1.0,COM-3164-515BB30,1.0,1.0,MA-3164-515BB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3166-591AA,1.0,1,PEFIN-3166-591AA,1.0,1.0,COM-3166-591AA,1.0,1.0,MA-3166-591AA-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3650-512AB30,1.0,1,PEFIN-3650-512AB30,1.0,1.0,COM-3650-512AB30,1.0,1.0,MA-3650-512AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-511AA34,1.0,1,PEFIN-4115-511AA34,1.0,1.0,COM-4115-511AA34,1.0,1.0,MA-4115-511AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-512AA30,1.0,1,PEFIN-4115-512AA30,1.0,1.0,COM-4115-512AA30,1.0,1.0,MA-4115-512AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-513AA30,1.0,1,PEFIN-4115-513AA30,1.0,1.0,COM-4115-513AA30,1.0,1.0,MA-4115-513AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-514AA30,1.0,1,PEFIN-4115-514AA30,1.0,1.0,COM-4115-514AA30,1.0,1.0,MA-4115-514AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4115-611AA30,1.0,1,PEFIN-4115-611AA30,1.0,1.0,COM-4115-611AA30,1.0,1.0,MA-4115-611AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-531AB34,1.0,1,PEFIN-4117-531AB34,1.0,1.0,COM-4117-531AB34,1.0,1.0,MA-4117-531AB34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-532AB30,1.0,1,PEFIN-4117-532AB30,1.0,1.0,COM-4117-532AB30,1.0,1.0,MA-4117-532AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-532BB30,1.0,1,PEFIN-4117-532BB30,1.0,1.0,COM-4117-532BB30,1.0,1.0,MA-4117-532BB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-533AB30,1.0,1,PEFIN-4117-533AB30,1.0,1.0,COM-4117-533AB30,1.0,1.0,MA-4117-533AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-533BB30,1.0,1,PEFIN-4117-533BB30,1.0,1.0,COM-4117-533BB30,1.0,1.0,MA-4117-533BB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-534AA30,1.0,1,PEFIN-4117-534AA30,1.0,1.0,COM-4117-534AA30,1.0,1.0,MA-4117-534AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-535AA30,1.0,1,PEFIN-4117-535AA30,1.0,1.0,COM-4117-535AA30,1.0,1.0,MA-4117-535AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-536AA30,1.0,1,PEFIN-4117-536AA30,1.0,1.0,COM-4117-536AA30,1.0,1.0,MA-4117-536AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-541AA34,1.0,1,PEFIN-4117-541AA34,1.0,1.0,COM-4117-541AA34,1.0,1.0,MA-4117-541AA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-552AA30,1.0,1,PEFIN-4117-552AA30,1.0,1.0,COM-4117-552AA30,1.0,1.0,MA-4117-552AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-553AB30,1.0,1,PEFIN-4117-553AB30,1.0,1.0,COM-4117-553AB30,1.0,1.0,MA-4117-553AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-595AB34,1.0,1,PEFIN-4117-595AB34,1.0,1.0,COM-4117-595AB34,1.0,1.0,MA-4117-595AB34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-631AA30,1.0,1,PEFIN-4117-631AA30,1.0,1.0,COM-4117-631AA30,1.0,1.0,MA-4117-631AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-632AB30,1.0,1,PEFIN-4117-632AB30,1.0,1.0,COM-4117-632AB30,1.0,1.0,MA-4117-632AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-633BA30,1.0,1,PEFIN-4117-633BA30,1.0,1.0,COM-4117-633BA30,1.0,1.0,MA-4117-633BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,4117-634AB30,1.0,1,PEFIN-4117-634AB30,1.0,1.0,COM-4117-634AB30,1.0,1.0,MA-4117-634AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-511AA30,1.0,1,PEFIN-474-511AA30,1.0,1.0,COM-474-511AA30,1.0,1.0,MA-474-511AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-512DA30,1.0,1,PEFIN-474-512DA30,1.0,1.0,COM-474-512DA30,1.0,1.0,MA-474-512DA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-513AA30,1.0,1,PEFIN-474-513AA30,1.0,1.0,COM-474-513AA30,1.0,1.0,MA-474-513AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-518AA30,1.0,1,PEFIN-474-518AA30,1.0,1.0,COM-474-518AA30,1.0,1.0,MA-474-518AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-615AA30,1.0,1,PEFIN-474-615AA30,1.0,1.0,COM-474-615AA30,1.0,1.0,MA-474-615AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-615AA38,1.0,1,PEFIN-474-615AA38,1.0,1.0,COM-474-615AA38,1.0,1.0,MA-474-615AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-616AA30,1.0,1,PEFIN-474-616AA30,1.0,1.0,COM-474-616AA30,1.0,1.0,MA-474-616AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-616AA38,1.0,1,PEFIN-474-616AA38,1.0,1.0,COM-474-616AA38,1.0,1.0,MA-474-616AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-623AA30,1.0,1,PEFIN-474-623AA30,1.0,1.0,COM-474-623AA30,1.0,1.0,MA-474-623AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-623AA38,1.0,1,PEFIN-474-623AA38,1.0,1.0,COM-474-623AA38,1.0,1.0,MA-474-623AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-624AA30,1.0,1,PEFIN-474-624AA30,1.0,1.0,COM-474-624AA30,1.0,1.0,MA-474-624AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-624AA38,1.0,1,PEFIN-474-624AA38,1.0,1.0,COM-474-624AA38,1.0,1.0,MA-474-624AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-651AA30,1.0,1,PEFIN-474-651AA30,1.0,1.0,COM-474-651AA30,1.0,1.0,MA-474-651AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-655BA38,1.0,1,PEFIN-474-655BA38,1.0,1.0,COM-474-655BA38,1.0,1.0,MA-474-655BA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-656BA38,1.0,1,PEFIN-474-656BA38,1.0,1.0,COM-474-656BA38,1.0,1.0,MA-474-656BA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-521AB33,1.0,1,PEFIN-478-521AB33,1.0,1.0,COM-478-521AB33,1.0,1.0,MA-478-521AB33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-521JA33,1.0,1,PEFIN-478-521JA33,1.0,1.0,COM-478-521JA33,1.0,1.0,MA-478-521JA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-623JA33,1.0,1,PEFIN-478-623JA33,1.0,1.0,COM-478-623JA33,1.0,1.0,MA-478-623JA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-624JA33,1.0,1,PEFIN-478-624JA33,1.0,1.0,COM-478-624JA33,1.0,1.0,MA-478-624JA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-625DA33,1.0,1,PEFIN-478-625DA33,1.0,1.0,COM-478-625DA33,1.0,1.0,MA-478-625DA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-626DA33,1.0,1,PEFIN-478-626DA33,1.0,1.0,COM-478-626DA33,1.0,1.0,MA-478-626DA33-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-506AB30,1.0,1,PEFIN-5165-506AB30,1.0,1.0,COM-5165-506AB30,1.0,1.0,MA-5165-506AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5165-506BB30,1.0,1,PEFIN-5165-506BB30,1.0,1.0,COM-5165-506BB30,1.0,1.0,MA-5165-506BB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5529-511CA30,1.0,1,PEFIN-5529-511CA30,1.0,1.0,COM-5529-511CA30,1.0,1.0,MA-5529-511CA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5540-541AA38,1.0,1,PEFIN-5540-541AA38,1.0,1.0,COM-5540-541AA38,1.0,1.0,MA-5540-541AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5541-505AB38,1.0,1,PEFIN-5541-505AB38,1.0,1.0,COM-5541-505AB38,1.0,1.0,MA-5541-505AB38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01901BB,1.0,1,PEFIN-KS64-01901BB,1.0,1.0,COM-KS64-01901BB,1.0,1.0,MA-KS64-01901BB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01902BB,1.0,1,PEFIN-KS64-01902BB,1.0,1.0,COM-KS64-01902BB,1.0,1.0,MA-KS64-01902BB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01903BB,1.0,1,PEFIN-KS64-01903BB,1.0,1.0,COM-KS64-01903BB,1.0,1.0,MA-KS64-01903BB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01904BB,1.0,1,PEFIN-KS64-01904BB,1.0,1.0,COM-KS64-01904BB,1.0,1.0,MA-KS64-01904BB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01905BB,1.0,1,PEFIN-KS64-01905BB,1.0,1.0,COM-KS64-01905BB,1.0,1.0,MA-KS64-01905BB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01906BB,1.0,1,PEFIN-KS64-01906BB,1.0,1.0,COM-KS64-01906BB,1.0,1.0,MA-KS64-01906BB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01907BB,1.0,1,PEFIN-KS64-01907BB,1.0,1.0,COM-KS64-01907BB,1.0,1.0,MA-KS64-01907BB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01909BB,1.0,1,PEFIN-KS64-01909BB,1.0,1.0,COM-KS64-01909BB,1.0,1.0,MA-KS64-01909BB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01910BC,1.0,1,PEFIN-KS64-01910BC,1.0,1.0,COM-KS64-01910BC,1.0,1.0,MA-KS64-01910BC-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01911BC,1.0,1,PEFIN-KS64-01911BC,1.0,1.0,COM-KS64-01911BC,1.0,1.0,MA-KS64-01911BC-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,KS64-01912BB,1.0,1,PEFIN-KS64-01912BB,1.0,1.0,COM-KS64-01912BB,1.0,1.0,MA-KS64-01912BB-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,278-625A30,1.0,1,PEFIN-278-625A30,1.0,1.0,COM-278-625A30,1.0,1.0,MA-278-625A30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,278-626A30,1.0,1,PEFIN-278-626A30,1.0,1.0,COM-278-626A30,1.0,1.0,MA-278-626A30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3164-512AB30,1.0,1,PEFIN-3164-512AB30,1.0,1.0,COM-3164-512AB30,1.0,1.0,MA-3164-512AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-521AB30,1.0,1,PEFIN-478-521AB30,1.0,1.0,COM-478-521AB30,1.0,1.0,MA-478-521AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-522AB30,1.0,1,PEFIN-478-522AB30,1.0,1.0,COM-478-522AB30,1.0,1.0,MA-478-522AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-524AB30,1.0,1,PEFIN-478-524AB30,1.0,1.0,COM-478-524AB30,1.0,1.0,MA-478-524AB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-623AA30,1.0,1,PEFIN-478-623AA30,1.0,1.0,COM-478-623AA30,1.0,1.0,MA-478-623AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-624AA30,1.0,1,PEFIN-478-624AA30,1.0,1.0,COM-478-624AA30,1.0,1.0,MA-478-624AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-629AA30,1.0,1,PEFIN-478-629AA30,1.0,1.0,COM-478-629AA30,1.0,1.0,MA-478-629AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,478-630AA30,1.0,1,PEFIN-478-630AA30,1.0,1.0,COM-478-630AA30,1.0,1.0,MA-478-630AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-511AA30,1.0,1,PEFIN-479-511AA30,1.0,1.0,COM-479-511AA30,1.0,1.0,MA-479-511AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-512AA30,1.0,1,PEFIN-479-512AA30,1.0,1.0,COM-479-512AA30,1.0,1.0,MA-479-512AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-514AA30,1.0,1,PEFIN-479-514AA30,1.0,1.0,COM-479-514AA30,1.0,1.0,MA-479-514AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-518AA30,1.0,1,PEFIN-479-518AA30,1.0,1.0,COM-479-518AA30,1.0,1.0,MA-479-518AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-518HA30,1.0,1,PEFIN-479-518HA30,1.0,1.0,COM-479-518HA30,1.0,1.0,MA-479-518HA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-615AA30,1.0,1,PEFIN-479-615AA30,1.0,1.0,COM-479-615AA30,1.0,1.0,MA-479-615AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-616AA30,1.0,1,PEFIN-479-616AA30,1.0,1.0,COM-479-616AA30,1.0,1.0,MA-479-616AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-619AA30,1.0,1,PEFIN-479-619AA30,1.0,1.0,COM-479-619AA30,1.0,1.0,MA-479-619AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,479-620AA30,1.0,1,PEFIN-479-620AA30,1.0,1.0,COM-479-620AA30,1.0,1.0,MA-479-620AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3145-511AA30,1.0,1,PEFIN-3145-511AA30,1.0,1.0,COM-3145-511AA30,1.0,1.0,MA-3145-511AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3145-514AA30,1.0,1,PEFIN-3145-514AA30,1.0,1.0,COM-3145-514AA30,1.0,1.0,MA-3145-514AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3145-611AA30,1.0,1,PEFIN-3145-611AA30,1.0,1.0,COM-3145-611AA30,1.0,1.0,MA-3145-611AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3145-611BA30,1.0,1,PEFIN-3145-611BA30,1.0,1.0,COM-3145-611BA30,1.0,1.0,MA-3145-611BA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,3166-691AA26,1.0,1,PEFIN-3166-691AA26,1.0,1.0,COM-3166-691AA26,1.0,1.0,MA-3166-691AA26-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5534-592AA38,1.0,1,PEFIN-5534-592AA38,1.0,1.0,COM-5534-592AA38,1.0,1.0,MA-5534-592AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5534-623BB38,1.0,1,PEFIN-5534-623BB38,1.0,1.0,COM-5534-623BB38,1.0,1.0,MA-5534-623BB38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5534-624BB38,1.0,1,PEFIN-5534-624BB38,1.0,1.0,COM-5534-624BB38,1.0,1.0,MA-5534-624BB38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5534-631AA38,1.0,1,PEFIN-5534-631AA38,1.0,1.0,COM-5534-631AA38,1.0,1.0,MA-5534-631AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5534-632AA38,1.0,1,PEFIN-5534-632AA38,1.0,1.0,COM-5534-632AA38,1.0,1.0,MA-5534-632AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5540-511AB38,1.0,1,PEFIN-5540-511AB38,1.0,1.0,COM-5540-511AB38,1.0,1.0,MA-5540-511AB38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5540-511BA38,1.0,1,PEFIN-5540-511BA38,1.0,1.0,COM-5540-511BA38,1.0,1.0,MA-5540-511BA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5540-512AA38,1.0,1,PEFIN-5540-512AA38,1.0,1.0,COM-5540-512AA38,1.0,1.0,MA-5540-512AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5540-513AA38,1.0,1,PEFIN-5540-513AA38,1.0,1.0,COM-5540-513AA38,1.0,1.0,MA-5540-513AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5540-514AA38,1.0,1,PEFIN-5540-514AA38,1.0,1.0,COM-5540-514AA38,1.0,1.0,MA-5540-514AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5540-566AA38,1.0,1,PEFIN-5540-566AA38,1.0,1.0,COM-5540-566AA38,1.0,1.0,MA-5540-566AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5540-569AA38,1.0,1,PEFIN-5540-569AA38,1.0,1.0,COM-5540-569AA38,1.0,1.0,MA-5540-569AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5540-570AB38,1.0,1,PEFIN-5540-570AB38,1.0,1.0,COM-5540-570AB38,1.0,1.0,MA-5540-570AB38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-532AA30,1.0,1,PEFIN-5154-532AA30,1.0,1.0,COM-5154-532AA30,1.0,1.0,MA-5154-532AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-634AA30,1.0,1,PEFIN-5154-634AA30,1.0,1.0,COM-5154-634AA30,1.0,1.0,MA-5154-634AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-532DA34,1.0,1,PEFIN-474-532DA34,1.0,1.0,COM-474-532DA34,1.0,1.0,MA-474-532DA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-532SA34,1.0,1,PEFIN-474-532SA34,1.0,1.0,COM-474-532SA34,1.0,1.0,MA-474-532SA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,474-535SA34,1.0,1,PEFIN-474-535SA34,1.0,1.0,COM-474-535SA34,1.0,1.0,MA-474-535SA34-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-506BB30,1.0,1,PEFIN-5154-506BB30,1.0,1.0,COM-5154-506BB30,1.0,1.0,MA-5154-506BB30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-511AA30,1.0,1,PEFIN-5154-511AA30,1.0,1.0,COM-5154-511AA30,1.0,1.0,MA-5154-511AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-512AA30,1.0,1,PEFIN-5154-512AA30,1.0,1.0,COM-5154-512AA30,1.0,1.0,MA-5154-512AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-513AA30,1.0,1,PEFIN-5154-513AA30,1.0,1.0,COM-5154-513AA30,1.0,1.0,MA-5154-513AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-611AA30,1.0,1,PEFIN-5154-611AA30,1.0,1.0,COM-5154-611AA30,1.0,1.0,MA-5154-611AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-612AA30,1.0,1,PEFIN-5154-612AA30,1.0,1.0,COM-5154-612AA30,1.0,1.0,MA-5154-612AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-615AA30,1.0,1,PEFIN-5154-615AA30,1.0,1.0,COM-5154-615AA30,1.0,1.0,MA-5154-615AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5154-616AA30,1.0,1,PEFIN-5154-616AA30,1.0,1.0,COM-5154-616AA30,1.0,1.0,MA-5154-616AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,352B-517AC38,1.0,1,PEFIN-352B-517AC38,1.0,1.0,COM-352B-517AC38,1.0,1.0,MA-352B-517AC38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,352B-517GB38,1.0,1,PEFIN-352B-517GB38,1.0,1.0,COM-352B-517GB38,1.0,1.0,MA-352B-517GB38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,352B-518AA38,1.0,1,PEFIN-352B-518AA38,1.0,1.0,COM-352B-518AA38,1.0,1.0,MA-352B-518AA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,352B-518GA38,1.0,1,PEFIN-352B-518GA38,1.0,1.0,COM-352B-518GA38,1.0,1.0,MA-352B-518GA38-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-611AA30,1.0,1,PEFIN-5142-611AA30,1.0,1.0,COM-5142-611AA30,1.0,1.0,MA-5142-611AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-612AA30,1.0,1,PEFIN-5142-612AA30,1.0,1.0,COM-5142-612AA30,1.0,1.0,MA-5142-612AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-613AA30,1.0,1,PEFIN-5142-613AA30,1.0,1.0,COM-5142-613AA30,1.0,1.0,MA-5142-613AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-614AA30,1.0,1,PEFIN-5142-614AA30,1.0,1.0,COM-5142-614AA30,1.0,1.0,MA-5142-614AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-615AA30,1.0,1,PEFIN-5142-615AA30,1.0,1.0,COM-5142-615AA30,1.0,1.0,MA-5142-615AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-615LA30,1.0,1,PEFIN-5142-615LA30,1.0,1.0,COM-5142-615LA30,1.0,1.0,MA-5142-615LA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
C,5142-616AA30,1.0,1,PEFIN-5142-616AA30,1.0,1.0,COM-5142-616AA30,1.0,1.0,MA-5142-616AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,
