No,完成部番,単位数分子,単位数分母,前工程
6,6105-569AA38,1.0,1.0,COM-6105-569AA38
6,6105-570AA38,1.0,1.0,COM-6105-570AA38
6,5141-525AA38,1.0,1.0,COM-5141-525AA38
6,5154-511BA30,1.0,1.0,COM-5154-511BA30
6,5142-506AA40,1.0,1.0,COM-5142-506AA40
6,5142-507AA40,1.0,1.0,COM-5142-507AA40
6,5142-511AA40,1.0,1.0,COM-5142-511AA40
6,5142-512AA40,1.0,1.0,COM-5142-512AA40
6,5142-514AA40,1.0,1.0,COM-5142-514AA40
6,5142-516AA40,1.0,1.0,COM-5142-516AA40
6,5142-521AA40,1.0,1.0,COM-5142-521AA40
6,5142-522AA40,1.0,1.0,COM-5142-522AA40
6,5142-524AA40,1.0,1.0,COM-5142-524AA40
6,5142-525AA40,1.0,1.0,COM-5142-525AA40
6,5142-606AA40,1.0,1.0,COM-5142-606AA40
6,5142-606BA40,1.0,1.0,COM-5142-606BA40
6,5142-607AA40,1.0,1.0,COM-5142-607AA40
6,5142-611AA40,1.0,1.0,COM-5142-611AA40
6,5142-612AA40,1.0,1.0,COM-5142-612AA40
6,5142-613AA40,1.0,1.0,COM-5142-613AA40
6,5142-614AA40,1.0,1.0,COM-5142-614AA40
6,5142-615AA40,1.0,1.0,COM-5142-615AA40
6,5142-615LA40,1.0,1.0,COM-5142-615LA40
6,5142-616AA40,1.0,1.0,COM-5142-616AA40
6,5142-617AA40,1.0,1.0,COM-5142-617AA40
6,5142-618AA40,1.0,1.0,COM-5142-618AA40
6,5142-619AA40,1.0,1.0,COM-5142-619AA40
6,5142-620AA40,1.0,1.0,COM-5142-620AA40
6,5142-621AA40,1.0,1.0,COM-5142-621AA40
6,5142-622AA40,1.0,1.0,COM-5142-622AA40
6,5154-506AA34,1.0,1.0,COM-5154-506AA34
6,5154-506BB34,1.0,1.0,COM-5154-506BB34
6,5154-511AA34,1.0,1.0,COM-5154-511AA34
6,5154-512AA34,1.0,1.0,COM-5154-512AA34
6,5154-513AA34,1.0,1.0,COM-5154-513AA34
6,5154-514AA34,1.0,1.0,COM-5154-514AA34
6,5154-531AB30,1.0,1.0,COM-5154-531AB30
6,5154-607AA34,1.0,1.0,COM-5154-607AA34
6,5154-607BA34,1.0,1.0,COM-5154-607BA34
6,5154-608AA34,1.0,1.0,COM-5154-608AA34
6,5154-611AA34,1.0,1.0,COM-5154-611AA34
6,5154-612AA34,1.0,1.0,COM-5154-612AA34
6,5154-613AB34,1.0,1.0,COM-5154-613AB34
6,5154-614AB34,1.0,1.0,COM-5154-614AB34
6,5154-615AA34,1.0,1.0,COM-5154-615AA34
6,5154-616AA34,1.0,1.0,COM-5154-616AA34
6,5154-617AA34,1.0,1.0,COM-5154-617AA34
6,5154-618AA34,1.0,1.0,COM-5154-618AA34
6,5154-631AB30,1.0,1.0,COM-5154-631AB30
6,5154-632AB30,1.0,1.0,COM-5154-632AB30
6,5154-635AA30,1.0,1.0,COM-5154-635AA30
6,5154-636AA30,1.0,1.0,COM-5154-636AA30
6,5165-541SA34,1.0,1.0,COM-5165-541SA34
6,5529-511FA30,1.0,1.0,COM-5529-511FA30
6,5532-566FA34,1.0,1.0,COM-5532-566FA34
6,59-523,1.0,1.0,COM-59-523
6,6108-612BA38,1.0,1.0,COM-6108-612BA38
6,6108-613AA38,1.0,1.0,COM-6108-613AA38
6,631-51730,1.0,1.0,COM-631-51730
6,631-51930,1.0,1.0,COM-631-51930
6,5132-511AA30,1.0,1.0,COM-5132-511AA30
6,5132-512AA30,1.0,1.0,COM-5132-512AA30
6,5132-513AB30,1.0,1.0,COM-5132-513AB30
6,5132-514AB30,1.0,1.0,COM-5132-514AB30
6,5132-515AB30,1.0,1.0,COM-5132-515AB30
6,5132-516AA33,1.0,1.0,COM-5132-516AA33
6,5132-519AA30,1.0,1.0,COM-5132-519AA30
6,5142-506AA38,1.0,1.0,COM-5142-506AA38
6,5142-507AA38,1.0,1.0,COM-5142-507AA38
6,5142-511AA38,1.0,1.0,COM-5142-511AA38
6,5142-512AA38,1.0,1.0,COM-5142-512AA38
6,5142-514AA38,1.0,1.0,COM-5142-514AA38
