00-1073D,1.0,1,PL-00-1073D,1.0,1.0,MA-00-1073D,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-1143AA300,1.0,1,MA-00-1143AA300,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-1143AA303,1.0,1,MA-00-1143AA303,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-1143AA306,1.0,1,MA-00-1143AA306,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-1153AA,1.0,1,PL-00-1153AA,1.0,1.0,MA-00-1153AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-1157AA,1.0,1,MC-00-1157AA,1.0,1.0,MA-00-1157AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-1160AA,1.0,1,MC-00-1160AA,1.0,1.0,MA-00-1160AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-757B,1.0,1,PA-00-757B,1.0,1.0,MA-00-757B,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-757C,1.0,1,PA-00-757C,1.0,1.0,MA-00-757C,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-757D,1.0,1,PA-00-757D,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-757E,1.0,1,PA-00-757E,1.0,1.0,MA-00-757E,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-757FA,1.0,1,PA-00-757FA,1.0,1.0,MA-00-757FA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-757GA,1.0,1,PA-00-757GA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-771D,1.0,1,MA-00-771D,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-918BA,1.0,1,FPP-16-002AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-918CA,1.0,1,FPP-16-002BA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A01AA48,1.0,1,PA-0105-12A01AA48,1.0,1.0,MA-0105-12A01AA48,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A01AA56,1.0,1,PA-0105-12A01AA56,1.0,1.0,MA-0105-12A01AA56,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A01AB48,1.0,1,PA-0105-12A01AB48,1.0,1.0,MA-0105-12A01AB48,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A01AB56,1.0,1,PA-0105-12A01AB56,1.0,1.0,MA-0105-12A01AB56,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A01AC48,1.0,1,PA-0105-12A01AC48,1.0,1.0,MA-0105-12A01AC48,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A01BA48,1.0,1,PA-0105-12A01BA48,1.0,1.0,MA-0105-12A01BA48,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A01CC48,1.0,1,PA-0105-12A01CC48,1.0,1.0,MA-0105-12A01CC48,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A01DA56,1.0,1,PA-0105-12A01DA56,1.0,1.0,MA-0105-12A01DA56,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A01DB48,1.0,1,PA-0105-12A01DB48,1.0,1.0,MA-0105-12A01DB48,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A01DC48,1.0,1,PA-0105-12A01DC48,1.0,1.0,MA-0105-12A01DC48,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0105-12A03GA56,1.0,1,PA-0105-12A03GA56,1.0,1.0,MA-0105-12A03GA56,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
0106-12A01CA20,1.0,1,PA-0106-12A01CA20,1.0,1.0,MA-0106-12A01CA20,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
01-702AA,1.0,1,PL-01-702AA,1.0,1.0,MA-01-702AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
01-702AB,1.0,1,PL-01-702AB,1.0,1.0,MA-01-702AB,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
01-707AA,1.0,1,PL-01-707AA,1.0,1.0,MA-01-707AA,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
100-105-3-120,12.0,100,100-105-3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
100-105-3-160,16.0,100,100-105-3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
100-105-3-220,22.0,100,100-105-3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
100-105-4ASB,1.0,1,PA-100-105-4ASB,1.0,1.0,MA-100-105-4ASB,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
100-105-4DC,1.0,1,WE-100-105-4DC,1.0,1.0,MA-100-105-4DC,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
