105-420BB48,1.0,1,SKD323270,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-1090AA30,1.0,1,S6H3822,55.0,1000.0,SUJ3038068,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-1090GA30,1.0,1,S191960,200.0,1000.0,SUJ3019019,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
00-1113D34,1.0,1,SKD7B3270,133.0,1000.0,SKD11032072,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2.4PS-MB1AA30,1.0,1,SKD6G3540,77.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2.4PS-MB1AA32,1.0,1,SKD6G3545,87.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2.4PS-MY3AA30,1.0,1,SKD8B4040,108.0,1000.0,SKD11040082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2.4PS-MY4AA30,1.0,1,SKD8E5040,140.0,1000.0,SKD11050085,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2.4S-DB1,1.0,1,2.4S-MB1,1.0,1.0,SKD5E3045,61.0,1000.0,SKD11030055,0.0,0.0,,0.0,0.0,,0.0,0.0,
2.4S-DY130,1.0,1,2.4S-MY130,1.0,1.0,SKD6G2538,53.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,
2.4S-DY330,1.0,1,2.4S-MY130,1.0,1.0,SKD6G2538,53.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,
224-512AA33-L,1.0,1,LPJNY-MY2AA33,1.0,1.0,SKD6G3535,68.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,,0.0,0.0,
224-513AA33-L,1.0,1,LPJNY-DY3AA33,1.0,1.0,LPJNY-MY3AA33,1.0,1.0,SKD6G2753,79.0,1000.0,SKD11027067,0.0,0.0,,0.0,0.0,
224-514AA33-L,1.0,1,LPJNY-DY4AA33,1.0,1.0,LPJNY-MY4AA33,1.0,1.0,SKD6G3555,106.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,
2FAC-DB1,1.0,1,2FAC-MB1,1.0,1.0,SKD5E3050,70.0,1000.0,SKD11030055,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FAC-DB1A,1.0,1,2FAC-MB1A,1.0,1.0,SKD6G2753,79.0,1000.0,SKD11027067,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FAC-DB1D,1.0,1,2FAC-MB1D,1.0,1.0,SKD5E3050,70.0,1000.0,SKD11030055,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FAC-DY1AA32,1.0,1,2FAC-MY1AA32,1.0,1.0,SKD6G3545,87.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FAC-DY1AA38,1.0,1,2FAC-MY1AA38,1.0,1.0,SKD6G3545,87.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FAC-DY3AA32,1.0,1,2FAC-MY3AA32,1.0,1.0,SKD8B2944,86.0,1000.0,SKD11029082,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FAC-MY3B32,1.0,1,SKD8B2944,86.0,1000.0,SKD11029082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FA-DC1B,1.0,1,2FA-MC1B,1.0,1.0,SKD5E2548,55.0,1000.0,SKD11025055,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FA-DY1,1.0,1,2FA-MY1,1.0,1.0,SKD6G2248,59.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FA-DY3,1.0,1,2FA-MY3,1.0,1.0,SKD8B2144,63.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FA-MY138,1.0,1,SKD8B2144,63.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FA-MY338,1.0,1,SKD8B2144,63.0,1000.0,SKD11021082,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FB-DB1AA36,1.0,1,2FB-MB1AA36,1.0,1.0,SKD6G3555,106.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FB-DY1AA38,1.0,1,2FB-MY1AA38,1.0,1.0,SKD6G2545,62.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FB-DY3AA38,1.0,1,2FB-MY3AA38,1.0,1.0,SKD6G2545,62.0,1000.0,SKD11025067,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FB-MB1AA30,1.0,1,SKD6G3555,106.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FC-DY1B32,1.0,1,2FC-MY1B32,1.0,1.0,SKD6G3545,87.0,1000.0,SKD11035067,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FC-DY2D30,1.0,1,2FC-MY2D30,1.0,1.0,SKD8B2944,86.0,1000.0,SKD11029082,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FC-DY3D30,1.0,1,2FC-MY3D30,1.0,1.0,SKD8B2944,86.0,1000.0,SKD11029082,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FC-MY4B32,1.0,1,SKD7Z3045,78.0,1000.0,SKD11030070,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FD-MY1AA32,1.0,1,SKD6G2248,59.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2FD-MY1AA38,1.0,1,SKD6G2248,59.0,1000.0,SKD11022067,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
