5176-612AA30,1.0,1,COM-5176-612AA30,1.0,1.0,MA-5176-612AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5176-631AA30,1.0,1,COM-5176-631AA30,1.0,1.0,MA-5176-631AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5176-632AA30,1.0,1,COM-5176-632AA30,1.0,1.0,MA-5176-632AA30-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5181-506AA22,1.0,1,COM-5181-506AA22,1.0,1.0,MA-5181-506AA22-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5181-506BA22,1.0,1,COM-5181-506BA22,1.0,1.0,MA-5181-506BA22-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5181-511AA22,1.0,1,COM-5181-511AA22,1.0,1.0,MA-5181-511AA22-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5181-513AA22,1.0,1,COM-5181-513AA22,1.0,1.0,MA-5181-513AA22-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5181-607AA22,1.0,1,COM-5181-607AA22,1.0,1.0,MA-5181-607AA22-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5181-607BA22,1.0,1,COM-5181-607BA22,1.0,1.0,MA-5181-607BA22-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5181-608AA22,1.0,1,COM-5181-608AA22,1.0,1.0,MA-5181-608AA22-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5181-611AA22,1.0,1,COM-5181-611AA22,1.0,1.0,MA-5181-611AA22-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5181-615AA22,1.0,1,COM-5181-615AA22,1.0,1.0,MA-5181-615AA22-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5301-592AA36,1.0,1,COM-5301-592AA36,1.0,1.0,MA-5301-592AA36-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
5520-515AA,1.0,1,COM-5520-515AA,1.0,1.0,MA-5520-515AA-COM,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
