OYAHMCD,KTCD,BUCD,SRCD,VALDTF,VALQTY,PRICE,NOTE,SYOKAIHINKBN
225-539CA,PL,100,9999,2000/1/1,0,45,,2
225-661,PA,100,1515,2013/6/1,0,300,,2
225-661,PA,100,9999,2000/1/1,0,300,,2
225-680-A,PL,100,3861,2018/10/15,0,50,,2
225-680-A,PL,100,9999,2000/1/1,0,50,,2
225-681-A,PL,100,3861,2018/10/15,0,180,,2
225-681-A,PL,100,9999,2000/1/1,0,180,,2
225-681-B,PL,100,3861,2018/10/15,0,50,,2
225-681-B,PL,100,9999,2000/1/1,0,50,,2
226-531A30,PL,100,9999,2000/1/1,0,77,,2
226-531A33,PL,100,9999,2000/1/1,0,61,,2
226-531AA36,PL,100,9999,2000/1/1,0,61,,2
226-531B30,PL,100,1973,2013/6/1,0,77,,2
226-531B30,PL,100,9999,2000/1/1,0,77,,2
226-531B33,PL,100,9999,2000/1/1,0,61,,2
226-531BA36,PL,100,9999,2000/1/1,0,61,,2
226-531C30,PL,100,1973,2013/6/1,0,134,,2
226-531C30,PL,100,9999,2000/1/1,0,134,,2
226-531C33,PL,100,9999,2000/1/1,0,61,,2
226-531CA36,PL,100,1973,2013/6/1,0,65,,2
226-531CA36,PL,100,9999,2000/1/1,0,61,,2
226-633A30,PL,100,1973,2013/6/1,0,129,,2
226-633A30,PL,100,9999,2000/1/1,0,129,,2
226-633AA36,PL,100,9999,2000/1/1,0,110,,2
226-633D30,PL,100,9999,2000/1/1,0,116,,2
226-633DA36,PL,100,9999,2000/1/1,0,110,,2
226-633E30,PL,100,9999,2000/1/1,0,137,,2
226-633EA36,PL,100,1973,2013/6/1,0,116,,2
226-633FA33,PL,100,9999,2000/1/1,0,127,,2
226-633JA33,PL,100,9999,2000/1/1,0,106,,2
266-633FA33,PL,100,1973,2013/6/1,0,134,,2
266-633FA33,PL,100,3861,2013/6/1,0,150,,2
266-633FA33,PL,100,9999,2000/1/1,0,150,,2
266-633JA33,PL,100,1973,2013/6/1,0,127,,2
266-633JA33,PL,100,3861,2013/6/1,0,150,,2
266-633JA33,PL,100,9999,2000/1/1,0,150,,2
269-661A30,PL,100,1973,2013/6/1,0,98,,2
269-661A30,PL,100,9999,2000/1/1,0,76.5,,2
269-661A33,PL,100,1973,2013/6/1,0,59,,2
269-661A33,PL,100,9999,2000/1/1,0,45.9,,2
278-609B,PL,100,1973,2013/6/1,0,23,,2
278-609B33,PL,100,1973,2013/6/1,0,38.3,,2
3144-609AA,PA,100,1515,2022/8/25,0,665,,2
3144-609AA,PA,100,1515,2013/6/1,0,650,,2
3144-609AA,PA,100,9999,2000/1/1,0,665,,2
3144-609BA,PA,100,1515,2022/8/25,0,665,,2
3144-609BA,PA,100,1515,2013/6/1,0,650,,2
3144-609BA,PA,100,9999,2000/1/1,0,665,,2
3144-609CA,PA,100,1515,2022/8/25,0,665,,2
3144-609CA,PA,100,1515,2013/6/1,0,650,,2
3144-609CA,PA,100,9999,2000/1/1,0,665,,2
3149-609AA,PA,100,1515,2013/6/1,0,300,,2
3149-609AA,PA,100,9999,2000/1/1,0,300,,2
3151-508AA30,PL,100,1973,2013/6/1,0,50,,2
3151-508AA34,PL,100,1973,2013/6/1,0,50,,2
3151-508BA30,PL,100,1973,2013/6/1,0,50,,2
3151-508BA34,PL,100,1973,2013/6/1,0,50,,2
3153-508AA30,PL,100,1973,2013/6/1,0,50,,2
3154-609AA3,PA,100,1515,2022/8/25,0,315,,2
3154-609AA3,PA,100,1515,2013/6/1,0,300,,2
3154-609AA7,PA,100,1515,2022/8/25,0,315,,2
3154-609AA7,PA,100,1515,2013/6/1,0,300,,2
3340-609AA3,PA,100,1515,2022/8/25,0,215,,2
3340-609AA3,PA,100,1515,2013/6/1,0,200,,2
3501-61051AA36,PA,100,1515,2013/6/1,0,237,,2
3501-61051CA36,PA,100,1515,2013/6/1,0,237,,2
3501-66002AA00,PA,100,1515,2013/6/1,0,200,,2
3501-66052AA36,PA,100,1515,2013/6/1,0,285,,2
3501-66052BA36,PA,100,1515,2013/6/1,0,300,,2
3501-66053AA36,PA,100,1515,2013/6/1,0,285,,2
3501-66053CA36,PA,100,1515,2013/6/1,0,285,,2
3501-66053DA36,PA,100,1515,2013/6/1,0,285,,2
3501-66053EB26,PA,100,1515,2022/8/25,0,315,,2
3501-66053EB26,PA,100,1515,2013/6/1,0,300,,2
3501-66053EB36,PA,100,1515,2013/6/1,0,285,,2
3501-66053FA36,PA,100,1515,2013/6/1,0,285,,2
3502-607AB,PA,100,1515,2022/8/25,0,315,,2
3502-607AB,PA,100,1515,2013/6/1,0,300,,2
3504-607AA,PA,100,1515,2013/6/1,0,300,,2
3504-607AA,PA,100,9999,2000/1/1,0,300,,2
3504-607AB,PA,100,1515,2013/6/1,0,300,,2
3504-607AB,PA,100,9999,2000/1/1,0,300,,2
3504-607AC,PA,100,1515,2022/8/25,0,315,,2
3504-607AC,PA,100,1515,2013/6/1,0,300,,2
3504-607AC,PA,100,9999,2000/1/1,0,315,,2
350-503,PA,100,1515,2022/8/25,0,215,,2
350-503,PA,100,1515,2013/6/1,0,200,,2
352B-633BA33,PL,100,1973,2013/6/1,0,91.8,,2
352B-633CA30,PL,100,1973,2013/6/1,0,91.8,,2
352B-633CA33,PL,100,1973,2013/6/1,0,91.8,,2
352B-633DA30,PL,100,1973,2013/6/1,0,45.9,,2
352B-633DA34,PL,100,1973,2013/6/1,0,91.8,,2
352B-651AA,PL,100,1973,2013/6/1,0,114,,2
3551-509AA,PA,100,1515,2013/6/1,0,400,,2
3551-509AA,PA,100,9999,2000/1/1,0,400,,2
3551-609AA,PA,100,1515,2013/6/1,0,300,,2
3551-609AA,PA,100,9999,2000/1/1,0,300,,2
3551-609AB,PA,100,1515,2013/6/1,0,350,,2
3551-609AB,PA,100,9999,2000/1/1,0,350,,2
355-633FA30,PL,100,3861,2021/7/26,0,300,,2
355-633FA30,PL,100,9999,2000/1/1,0,300,,2
355-633HA30,PL,100,3861,2021/7/2,0,300,,2
355-633HA30,PL,100,9999,2000/1/1,0,300,,2
3609-545AA,PL,100,1973,2013/6/1,0,51,,2
3609-545AA,PL,100,9999,2000/1/1,0,48,,2
4406-604AB,PA,100,1515,2022/8/25,0,315,,2
4406-604AB,PA,100,1515,2013/6/1,0,300,,2
4412-435BA30,PA,100,9999,2000/1/1,0,1000,,2
485-532AA30,PL,100,3861,2018/3/22,0,120,,2
485-532AA30,PL,100,9999,2000/1/1,0,120,,2
485-532AA34,PL,100,3861,2018/5/8,0,100,,2
485-532AA34,PL,100,9999,2000/1/1,0,100,,2
485-533AA33,PL,100,1973,2013/6/1,0,98,,2
485-533AA33,PL,100,9999,2000/1/1,0,91.8,,2
485-533AA34,PL,100,3861,2013/6/1,0,100,,2
485-533AA34,PL,100,9999,2000/1/1,0,100,,2
485-533AB30,PL,100,3861,2018/3/22,0,100,,2
485-533AB30,PL,100,1973,2013/6/1,0,108,,2
485-533AB30,PL,100,9999,2000/1/1,0,100,,2
485-533BA33,PL,100,1973,2013/6/1,0,98,,2
485-533BA33,PL,100,9999,2000/1/1,0,91.8,,2
485-533BA34,PL,100,3861,2013/6/1,0,100,,2
485-533BA34,PL,100,9999,2000/1/1,0,100,,2
485-533BB30,PL,100,3861,2018/3/22,0,100,,2
485-533BB30,PL,100,1973,2013/6/1,0,55,,2
485-533BB30,PL,100,9999,2000/1/1,0,100,,2
485-533CA33,PL,100,1973,2013/6/1,0,98,,2
485-533CA33,PL,100,9999,2000/1/1,0,91.8,,2
485-533CA34,PL,100,3861,2013/6/1,0,100,,2
485-533CA34,PL,100,9999,2000/1/1,0,100,,2
485-533CB30,PL,100,3861,2018/3/22,0,100,,2
485-533CB30,PL,100,1973,2013/6/1,0,55,,2
485-533CB30,PL,100,9999,2000/1/1,0,100,,2
485-533DA33,PL,100,1973,2013/6/1,0,98,,2
485-533DA33,PL,100,9999,2000/1/1,0,91.8,,2
485-533DA34,PL,100,3861,2013/6/1,0,100,,2
485-533DA34,PL,100,9999,2000/1/1,0,100,,2
485-533DB30,PL,100,3861,2018/3/22,0,100,,2
485-533DB30,PL,100,1973,2013/6/1,0,55,,2
485-533DB30,PL,100,9999,2000/1/1,0,100,,2
485-533EA33,PL,100,1973,2013/6/1,0,98,,2
485-533EA33,PL,100,9999,2000/1/1,0,91.8,,2
485-533EA34,PL,100,3861,2013/6/1,0,100,,2
485-533EA34,PL,100,9999,2000/1/1,0,100,,2
485-533EB30,PL,100,3861,2018/3/22,0,100,,2
485-533EB30,PL,100,1973,2013/6/1,0,55,,2
485-533EB30,PL,100,9999,2000/1/1,0,100,,2
485-633BA36,PL,100,1973,2013/6/1,0,91.8,,2
485-633DA34,PL,100,1973,2013/6/1,0,34,,2
485-651AA,PL,100,1973,2013/6/1,0,114,,2
5202-531AA33,PL,100,1973,2013/6/1,0,51,,2
5202-531AA36,PL,100,1973,2013/6/1,0,61,,2
5202-531AA36,PL,100,9999,2000/1/1,0,61,,2
5202-531BA33,PL,100,1973,2013/6/1,0,51,,2
5202-531BA36,PL,100,9999,2000/1/1,0,61,,2
5202-531CA33,PL,100,1973,2013/6/1,0,51,,2
5202-531CA36,PL,100,9999,2000/1/1,0,61,,2
5202-633AA36,PL,100,9999,2000/1/1,0,108,,2
5202-633BA33,PL,100,1973,2013/6/1,0,90.1,,2
5202-633CA33,PL,100,1973,2013/6/1,0,90.1,,2
5202-633DA36,PL,100,9999,2000/1/1,0,108,,2
5202-633EA36,PL,100,9999,2000/1/1,0,108,,2
5207-563AA34,PL,100,1973,2013/6/1,0,279,,2
5207-563AA34,PL,100,9999,2000/1/1,0,264,,2
5207-633AC34,PL,100,9999,2000/1/1,0,127,,2
5208-633AA34,PL,100,3861,2013/6/1,0,200,,2
5208-633AA34,PL,100,1973,2013/6/1,0,134,,2
5208-633AA34,PL,100,9999,2000/1/1,0,200,,2
5208-633BA34,PL,100,1973,2013/6/1,0,134,,2
5208-633BA34,PL,100,3861,2013/6/1,0,150,,2
5208-633BA34,PL,100,9999,2000/1/1,0,150,,2
5208-633CA34,PL,100,1973,2013/6/1,0,134,,2
5208-633CA34,PL,100,3861,2013/6/1,0,150,,2
5208-633CA34,PL,100,9999,2000/1/1,0,150,,2
5308-633AA30,PL,100,9999,2000/1/1,0,91.8,,2
5308-633AA33,PL,100,9999,2000/1/1,0,108,,2
5308-633BA30,PL,100,1973,2013/6/1,0,91.8,,2
5308-633BA33,PL,100,1973,2013/6/1,0,91.8,,2
5500-505CA,PA,100,1515,2022/8/25,0,315,,2
5500-505CA,PA,100,1515,2013/6/1,0,300,,2
5500-505CA,PA,100,9999,2000/1/1,0,315,,2
5520-573AA,PL,100,3861,2013/6/1,0,150,,2
5520-573AA,PL,100,9999,2000/1/1,0,150,,2
5528-633AA30,PL,100,3861,2013/6/1,0,150,,2
5528-633AA30,PL,100,9999,2000/1/1,0,150,,2
5528-633BA30,PL,100,3861,2013/6/1,0,150,,2
5528-633BA30,PL,100,9999,2000/1/1,0,150,,2
560-607B,PA,100,1515,2022/8/25,0,315,,2
560-607B,PA,100,1515,2016/1/7,0,300,,2
560-607B,PA,100,9999,2000/1/1,0,315,,2
5606-633AA34,PL,100,9999,2000/1/1,0,110,,2
5607-633AA34,PL,100,1973,2013/6/1,0,65,,2
5607-633AA34,PL,100,9999,2000/1/1,0,61,,2
5610-633AA30,PL,100,3861,2013/6/1,0,200,,2
5610-633AA30,PL,100,9999,2000/1/1,0,200,,2
5610-633AA34,PL,100,1973,2013/6/1,0,134,,2
5610-633AA34,PL,100,9999,2000/1/1,0,127,,2
5610-633AB34,PL,100,3861,2013/6/1,0,150,,2
5610-633AB34,PL,100,9999,2000/1/1,0,150,,2
5610-633BA30,PL,100,3861,2013/6/1,0,200,,2
5610-633BA30,PL,100,9999,2000/1/1,0,200,,2
5610-633BA34,PL,100,1973,2013/6/1,0,134,,2
5610-633BA34,PL,100,9999,2000/1/1,0,127,,2
5610-633BB34,PL,100,3861,2013/6/1,0,150,,2
5610-633BB34,PL,100,9999,2000/1/1,0,150,,2
5612-633AA34,PL,100,3861,2017/11/10,0,150,,2
5612-633AA34,PL,100,9999,2000/1/1,0,150,,2
5612-633BA34,PL,100,3861,2017/11/10,0,150,,2
5612-633BA34,PL,100,9999,2000/1/1,0,150,,2
5612-633CA34,PL,100,3861,2017/11/10,0,100,,2
5612-633CA34,PL,100,9999,2000/1/1,0,100,,2
5612-633CB34,PL,100,3861,2018/2/19,0,100,,2
5612-633CB34,PL,100,9999,2000/1/1,0,100,,2
57-642CB,PA,100,3406,2023/8/4,0,310,,2
57-642CB,PA,100,1515,2022/8/25,0,315,,2
57-642CB,PA,100,1515,2013/6/1,0,300,,2
57-642CB,PA,100,9999,2000/1/1,0,315,,2
57-642DA,PA,100,1515,2022/8/25,0,315,,2
57-642DA,PA,100,1515,2013/6/1,0,300,,2
580-609CB,PA,100,1515,2013/6/1,0,200,,2
580-609DC,PA,100,1515,2013/6/1,0,200,,2
603-609,PA,100,1515,2013/6/1,0,300,,2
603-609,PA,100,9999,2000/1/1,0,300,,2
6102-633AA30,PL,100,9999,2000/1/1,0,60,,2
6102-633AB30,PL,100,1973,2013/6/1,0,134,,2
6102-633AB30,PL,100,9999,2000/1/1,0,127,,2
6102-633BB30,PL,100,9999,2000/1/1,0,106,,2
6201-633AB34,PL,100,3861,2019/9/25,0,150,,2
6201-633AB34,PL,100,9999,2000/1/1,0,150,,2
6201-633CA34,PL,100,3861,2016/3/17,0,200,,2
6201-633CA34,PL,100,9999,2000/1/1,0,200,,2
6201-633CB34,PL,100,3861,2019/9/25,0,150,,2
6201-633CB34,PL,100,9999,2000/1/1,0,150,,2
6201-633EB34,PL,100,3861,2019/9/25,0,150,,2
6201-633EB34,PL,100,9999,2000/1/1,0,150,,2
6201-633FB34,PL,100,3861,2019/9/25,0,150,,2
6201-633FB34,PL,100,9999,2000/1/1,0,150,,2
6201-633GB34,PL,100,3861,2019/9/25,0,150,,2
6201-633GB34,PL,100,9999,2000/1/1,0,150,,2
6201-661AA,PA,100,1515,2013/6/1,0,300,,2
6204-540BA,PL,100,1973,2013/6/1,0,559,,2
6204-540BA,PL,100,9999,2000/1/1,0,559,,2
6207-633AA34,PL,100,9999,2000/1/1,0,77,,2
6207-633AB34,PL,100,1973,2013/6/1,0,134,,2
6207-633AB34,PL,100,9999,2000/1/1,0,127,,2
6207-633AC34,PL,100,1973,2013/6/1,0,134,,2
6207-633AC34,PL,100,3861,2013/6/1,0,200,,2
6207-633AC34,PL,100,9999,2000/1/1,0,200,,2
6207-633BA34,PL,100,9999,2000/1/1,0,60,,2
6207-633BB34,PL,100,1973,2013/6/1,0,134,,2
6207-633BB34,PL,100,9999,2000/1/1,0,106,,2
6207-633BC34,PL,100,3861,2013/6/1,0,200,,2
6207-633BC34,PL,100,1973,2013/6/1,0,134,,2
6207-633BC34,PL,100,9999,2000/1/1,0,200,,2
6207-633CA34,PL,100,1973,2013/6/1,0,134,,2
6207-633CA34,PL,100,9999,2000/1/1,0,127,,2
6207-633CB34,PL,100,3861,2013/6/1,0,200,,2
6207-633CB34,PL,100,1973,2013/6/1,0,134,,2
6207-633CB34,PL,100,9999,2000/1/1,0,200,,2
6207-633DA34,PL,100,3861,2013/6/1,0,150,,2
6207-633DA34,PL,100,1973,2013/6/1,0,134,,2
6207-633DA34,PL,100,9999,2000/1/1,0,150,,2
6207-648AB,PA,100,1973,2013/6/1,0,250,,2
6207-648AB,PA,100,9999,2000/1/1,0,200,,2
6209-633AA34,PL,100,3861,2013/6/1,0,200,,2
6209-633AA34,PL,100,9999,2000/1/1,0,200,,2
6209-633BA34,PL,100,3861,2013/6/1,0,200,,2
6209-633BA34,PL,100,9999,2000/1/1,0,200,,2
631-607AB,PA,100,1515,2022/8/25,0,415,,2
631-607AB,PA,100,1515,2019/1/18,0,400,,2
631-607AB,PA,100,9999,2000/1/1,0,400,,2
631-609AB,PA,100,1515,2022/8/25,0,315,,2
631-609AB,PA,100,1515,2013/6/1,0,300,,2
631-609AB,PA,100,9999,2000/1/1,0,315,,2
631-609DA,PA,100,1515,2013/6/1,0,200,,2
631-609DA,PA,100,9999,2000/1/1,0,200,,2
631-609EB,PA,100,1515,2022/8/25,0,315,,2
631-609EB,PA,100,1515,2013/6/1,0,300,,2
631-609EB,PA,100,9999,2000/1/1,0,300,,2
77-641,AO,100,1973,2013/6/1,0,19.2,,2
77-641B,AO,100,1042,2016/8/4,0,120,,2
77-641B,AO,100,9999,2000/1/1,0,120,,2
816-609,PA,100,1515,2013/6/1,0,200,,2
90-225A,MC,100,3994,2020/5/15,8,1615,,2
90-225A,MC,100,3994,2020/5/15,20,1165,,2
90-225A,MC,100,3994,2017/4/27,20,850,,2
90-225A,MC,100,9999,2000/1/1,0,1165,,2
90-230DB,HT,100,3653,2016/3/8,0,1100,,2
90-231S,MC,100,3994,2018/9/8,0,380,,2
90-231S,MC,100,1797,2016/2/26,0,55,,2
90-231S,MC,100,9999,2000/1/1,0,380,,2
90-231S,PA,100,3994,2018/9/8,0,263,,2
90-231S,PA,100,1515,2016/2/26,0,180,,2
90-231S,PA,100,9999,2000/1/1,0,263,,2
90-308,PA,100,1515,2013/6/1,0,247,,2
90-308,PA,100,9999,2000/1/1,0,247,,2
90-467,PL,100,1973,2013/6/1,0,11,,2
90-467,PL,100,9999,2000/1/1,0,10,,2
90-480BA,PL,100,1973,2013/6/1,0,77,,2
90-480BA,PL,100,3861,2013/6/1,0,60,,2
90-480BA,PL,100,9999,2000/1/1,0,60,,2
90L-701A,PL,100,3861,2017/10/13,0,1800,,2
90L-701A,PL,100,9999,2000/1/1,0,1800,,2
90L-701C,PL,100,3861,2017/10/13,0,1800,,2
90L-701C,PL,100,9999,2000/1/1,0,1800,,2
953-509,PL,100,1973,2013/6/1,0,96,,2
953-509,PL,100,9999,2000/1/1,0,80,,2
956-504,PA,100,1515,2013/6/1,0,300,,2
956-504,PA,100,9999,2000/1/1,0,200,,2
956-604AB,PA,100,1515,2013/6/1,0,300,,2
956-604AB,PA,100,9999,2000/1/1,0,200,,2
96018CL4,GR,100,3072,2013/6/1,0,8,,2
96032CL5,GR,100,3072,2013/6/1,0,18,,2
960-545AA,PL,100,1973,2013/6/1,0,216,,2
960-545AA,PL,100,9999,2000/1/1,0,204,,2
960-609EA,PA,100,1515,2022/8/25,0,315,,2
960-609EA,PA,100,1515,2013/6/1,0,300,,2
960-609EA,PA,100,9999,2000/1/1,0,300,,2
962-653BA,PA,100,1515,2013/6/1,0,200,,2
970-607AB,PA,100,1515,2022/8/25,0,315,,2
970-607AB,PA,100,1515,2018/5/29,0,300,,2
970-607AB,PA,100,9999,2000/1/1,0,315,,2
972-607CA,PA,100,1515,2022/8/25,0,315,,2
972-607CA,PA,100,1515,2018/5/29,0,300,,2
972-607CA,PA,100,9999,2000/1/1,0,300,,2
975-604AB,PA,100,1515,2022/8/25,0,315,,2
975-604AB,PA,100,1515,2013/6/1,0,300,,2
975-604AB,PA,100,9999,2000/1/1,0,315,,2
980-304AA58,TH,100,1851,2013/6/1,0,8208,,2
980-454AA,PL,100,1973,2013/6/1,0,1145,,2
980-461CA,PA,100,1515,2022/8/25,0,465,,2
980-461CA,PA,100,1515,2013/6/1,0,450,,2
980-461CA,PA,100,9999,2000/1/1,0,450,,2
980-481BA,PL,100,1973,2013/6/1,0,190,,2
980-481BA,PL,100,9999,2000/1/1,0,190,,2
B336-633AB33,PL,100,1973,2013/6/1,0,90.1,,2
B336-633CA33,PL,100,1973,2013/6/1,0,91.8,,2
B336-633DB34,PL,100,1973,2013/6/1,0,91.8,,2
CMS-27CA,HT,100,3653,2016/3/8,0,220,,2
CMS-27CA,PL,100,3982,2016/3/8,0,44,,2
CR-330-0340,PL,100,3861,2016/5/19,0,60,,2
CR-330-0340,PL,100,9999,2000/1/1,0,60,,2
CR-330-1010,PL,100,1973,2013/6/1,0,60,,2
CR-330-1130,PL,100,1973,2013/6/1,0,190,,2
CR-330-1130,PL,100,9999,2000/1/1,0,150,,2
CR-330-1130,PL,100,1973,2000/1/1,0,180,,2
CR-331-0320,PL,100,3861,2017/7/12,30,80,,2
CR-331-0320,PL,100,9999,2000/1/1,0,80,,2
CR-331-0376,PL,100,3861,2017/7/12,10,80,,2
CR-331-0376,PL,100,9999,2000/1/1,0,80,,2
CR-331-1010,PL,100,1973,2013/6/1,0,64,,2
CR-331-1010,PL,100,1973,2000/1/1,0,60,,2
CR-331-1010,PL,100,9999,2000/1/1,0,64,,2
DC-2405-3,PL,100,1973,2013/6/1,0,152,,2
DC-2405-3,PL,100,1973,2000/1/1,0,144,,2
DC-2405A-7,F0,100,1973,2013/6/1,0,51,,2
DC-2405B-7,F0,100,1973,2013/6/1,0,102,,2
DC-2405D-1,PA,100,1515,2013/6/1,0,450,,2
DC-2405D-1,PA,100,9999,2000/1/1,0,450,,2
DC-2405J-3CB,PL,100,1973,2013/6/1,0,120,,2
DC-2409A,PL,100,1973,2013/6/1,0,26.8,,2
DC-2451A,F0,100,1973,2013/6/1,0,54,,2
DC-2451A,F0,100,9999,2000/1/1,0,51,,2
DC-2451B,PL,100,1973,2013/6/1,0,127,,2
DC-2451B,PL,100,9999,2000/1/1,0,127,,2
DC-2451E,F0,100,1973,2013/6/1,0,54,,2
DC-2451F,F0,100,1973,2013/6/1,0,101,,2
DC-2451F,F0,100,9999,2000/1/1,0,101,,2
DC-2453B,PL,100,1973,2013/6/1,0,80,,2
DC-3607BD,PL,100,1973,2013/6/1,0,800,,2
DC-3607BD,PL,100,9999,2000/1/1,0,800,,2
DC-3607BE,PL,100,1973,2013/6/1,0,1525,,2
DC-3607BE,PL,100,1973,2000/1/1,0,1440,,2
DC-3607BE,PL,100,9999,2000/1/1,0,1200,,2
DC-3607BF,PL,100,1973,2013/6/1,0,1190,,2
DC-3607BF,PL,100,9999,2000/1/1,0,1190,,2
DC-3607DA,PL,100,1973,2013/6/1,0,1445,,2
DC-3607DA,PL,100,9999,2000/1/1,0,1445,,2
DC-3607DB,PL,100,1973,2013/6/1,0,1570,,2
DC-3607DF,PL,100,1973,2013/6/1,0,1515,,2
DC-3607DF,PL,100,9999,2000/1/1,0,1190,,2
DC-3607DG,PL,100,9999,2000/1/1,0,1500,,2
DC-3607DH,PL,100,1973,2013/6/1,0,1734,,2
DC-3607DH,PL,100,9999,2000/1/1,0,1445,,2
DC-3607EB,PL,100,1973,2013/6/1,0,1440,,2
DC-3607EB,PL,100,9999,2000/1/1,0,1200,,2
DC-3620AA,AO,100,3994,2023/11/1,5,1550,,2
DC-3620AA,AO,100,3994,2023/11/1,0,3050,,2
DC-3620AA,AO,100,3994,2021/5/6,0,3032,,2
DC-3620AA,AO,100,3994,2021/5/6,5,1532,,2
DC-3620AA,AO,100,9999,2000/1/1,0,1532,,2
DC-3620AB,AO,100,3994,2023/11/1,0,1572,,2
DC-3620AB,AO,100,3994,2018/9/10,0,1551,,2
DC-3620AB,AO,100,9999,2000/1/1,0,1551,,2
DC-3620AD,AO,100,3994,2023/11/1,0,1196,,2
DC-3620AD,AO,100,3994,2018/3/7,0,1174,,2
DC-3620AD,AO,100,9999,2000/1/1,0,1174,,2
DC-3620BB,AO,100,3994,2023/11/1,0,1187,,2
DC-3620BB,AO,100,3994,2017/10/31,0,1166,,2
DC-3620BB,AO,100,9999,2000/1/1,0,1166,,2
DC-3620BD,AO,100,3994,2023/11/1,0,1195,,2
DC-3620BD,AO,100,3994,2018/5/24,0,1174,,2
DC-3620BD,AO,100,9999,2000/1/1,0,1174,,2
DC-5107BA,L,100,3994,2018/6/12,0,4800,,2
DC-5107BA,L,100,9999,2000/1/1,0,4800,,2
DC-6301DA,PA,100,1515,2022/8/25,0,215,,2
DC-6301DA,PA,100,1515,2016/4/14,0,200,,2
DC-6301DA,PA,100,9999,2000/1/1,0,200,,2
DC-6806GA,L,100,3994,2023/11/1,0,726,,2
DC-6806GA,L,100,3994,2016/3/8,0,715,,2
DC-6806GA,L,100,9999,2000/1/1,0,726,,2
DC-6808BB,PL,100,1973,2013/6/1,0,92,,2
DC-6808BB,PL,100,9999,2000/1/1,0,76.5,,2
DC-6812AA,PL,100,1973,2013/6/1,0,356,,2
DC-6812AA,PL,100,9999,2000/1/1,0,280,,2
DC-7103AA,PL,100,3297,2013/6/1,0,80,,2
DC-7103AA,PL,100,9999,2000/1/1,0,80,,2
DC-7103EA,PL,100,3297,2013/6/1,0,80,,2
DC-7103EA,PL,100,9999,2000/1/1,0,80,,2
DC-7110FBA30,PA,100,9999,2000/1/1,0,800,,2
DC-7110JAA30,PL,100,3721,2013/6/1,0,900,,2
DC-7110JAA30,PL,100,9999,2000/1/1,0,900,,2
DC-7110JAA32,PA,100,1973,2013/6/1,0,1920,,2
DC-7110JAA32,PA,100,9999,2000/1/1,0,1920,,2
DC-7110JBA30,PA,100,1973,2013/6/1,0,1920,,2
DC-7110JBA30,PA,100,9999,2000/1/1,0,1920,,2
DC-7110JBA32,PA,100,1973,2013/6/1,0,1920,,2
DC-7110JBA32,PA,100,9999,2000/1/1,0,1920,,2
DC-7110KA30,PA,100,1973,2013/6/1,0,1920,,2
DC-7110KA30,PA,100,9999,2000/1/1,0,1920,,2
DC-7110KA38,PA,100,1973,2013/6/1,0,2520,,2
DC-7110KA38,PA,100,9999,2000/1/1,0,2520,,2
DC-7110LA34,PA,100,1973,2013/6/1,0,2400,,2
DC-7110LA34,PA,100,9999,2000/1/1,0,2400,,2
DC-7110LAA26,PA,100,1973,2013/6/1,0,1920,,2
DC-7110LAA26,PA,100,9999,2000/1/1,0,1920,,2
DC-7110LAA30,PA,100,1973,2013/6/1,0,1920,,2
DC-7110LAA30,PA,100,9999,2000/1/1,0,1920,,2
DC-7110LBA26,PA,100,1973,2013/6/1,0,1920,,2
DC-7110LBA26,PA,100,9999,2000/1/1,0,1920,,2
DC-7110LBA30,PA,100,1973,2013/6/1,0,1920,,2
DC-7110LBA30,PA,100,9999,2000/1/1,0,1920,,2
DC-7110MA34,PA,100,1973,2013/6/1,0,2520,,2
DC-7110MA34,PA,100,9999,2000/1/1,0,2520,,2
DC-7110NAA23,PA,100,1973,2013/6/1,0,1920,,2
DC-7110NAA23,PA,100,9999,2000/1/1,0,1600,,2
DC-7110NBA23,PA,100,1973,2013/6/1,0,1920,,2
DC-7110NBA23,PA,100,9999,2000/1/1,0,1600,,2
DC-7110PA34,PA,100,1973,2013/6/1,0,2800,,2
DC-7110PA34,PA,100,9999,2000/1/1,0,2800,,2
DC-742K,AO,100,3994,2023/11/1,0,620,,2
DC-742K,AO,100,3994,2016/3/8,0,616,,2
DC-742K,AO,100,9999,2000/1/1,0,620,,2
DC-742NA,AO,100,3994,2023/11/1,0,781,,2
DC-742NA,AO,100,3994,2016/3/8,0,770,,2
DC-742NA,AO,100,9999,2000/1/1,0,781,,2
DC-742PA,AO,100,3994,2023/11/1,0,632,,2
DC-742PA,AO,100,3994,2016/3/8,0,627,,2
DC-742PA,AO,100,9999,2000/1/1,0,632,,2
DC-742Q,AO,100,3994,2023/11/1,0,2761,,2
DC-742Q,AO,100,3994,2016/10/31,0,2750,,2
DC-742Q,AO,100,9999,2000/1/1,0,2750,,2
DC-742RA,AO,100,3994,2023/11/1,0,472,,2
DC-742RA,AO,100,3994,2016/8/25,0,466,,2
DC-742RA,AO,100,9999,2000/1/1,0,466,,2
DC-742SA,AO,100,3994,2023/11/1,5,1440,,2
DC-742SA,AO,100,3994,2023/11/1,10,1049,,2
DC-742SA,AO,100,3994,2023/11/1,0,2850,,2
DC-742SA,AO,100,3994,2021/3/15,5,1427,,2
DC-742SA,AO,100,3994,2021/3/15,0,2837,,2
DC-742SA,AO,100,3994,2021/3/15,10,1036,,2
