HMCD,SEQ,KTSEQ,KTCD
C0078B30022680480000,2,5020,G
C0078B30022680480000,3,5030,BF
C0078B30022680480000,4,5040,CYFIN
C0057A30020640420000,1,5010,FL
C0057A30020640420000,2,5020,G
C0057A30020640420000,3,5030,BF
C0057A30020640420000,4,5040,CYFIN
C0057A30013200640000,1,5010,FL
C0057A30013200640000,2,5020,G
C0057A30013200640000,3,5030,BF
C0057A30013200640000,4,5040,CYFIN
C0078B33025440480000,1,5010,FL
C0078B33025440480000,2,5020,G
C0078B33025440480000,3,5030,BF
C0078B33025440480000,4,5040,CYFIN
C0078D33041280300000,1,5010,FL
C0078D33041280300000,2,5020,G
C0078D33041280300000,3,5030,BF
C0078D33041280300000,4,5040,CYFIN
C0078B33041280300000,1,5010,FL
C0078B33041280300000,2,5020,G
C0078B33041280300000,3,5030,BF
C0078B33041280300000,4,5040,CYFIN
C0078A38028800480000,1,5010,FL
C0078A38028800480000,2,5020,G
C0078A38028800480000,3,5030,BF
C0078A38028800480000,4,5040,CYFIN
C5201A33024960480000,1,5010,FL
C5201A33024960480000,2,5020,G
C5201A33024960480000,3,5030,BF
C5201A33024960480000,4,5040,CYFIN
C0078A30026640420000,1,5010,FL
C0078A30026640420000,2,5020,G
C0078A30026640420000,3,5030,BF
C0078A30026640420000,4,5040,CYFIN
C0078B33016560550000,1,5010,FL
C0078B33016560550000,2,5020,G
C0078B33016560550000,3,5030,BF
C0078B33016560550000,4,5040,CYFIN
C0078B36018120550000,1,5010,FL
C0078B36018120550000,2,5020,G
C0078B36018120550000,3,5030,BF
C0078B36018120550000,4,5040,CYFIN
C0078B36024840480000,1,5010,FL
C0078B36024840480000,2,5020,G
C0078B36024840480000,3,5030,BF
C0078B36024840480000,4,5040,CYFIN
C0078B40020160550000,1,5010,FL
C0078B40020160550000,2,5020,G
C0078B40020160550000,3,5030,BF
C0078B40020160550000,4,5040,CYFIN
C0201A13007200480000,1,5010,FL
C0201A13007200480000,2,5020,G
C0201A13007200480000,3,5030,BF
C0201A13007200480000,4,5040,CYFIN
C0057A30015120480000,1,5010,FL
C0057A30015120480000,2,5020,G
C0057A30015120480000,3,5030,BF
C0057A30015120480000,4,5040,CYFIN
C0078A30022560480000,1,5010,FL
C0078A30022560480000,2,5020,G
C0078A30022560480000,3,5030,BF
C0078A30022560480000,4,5040,CYFIN
C0057A18010800480000,1,5010,FL
C0057A18010800480000,2,5020,G
C0057A18010800480000,3,5030,BF
C0057A18010800480000,4,5040,CYFIN
C5202B36015960700000,1,5010,FL
C5202B36015960700000,2,5020,G
C5202B36015960700000,3,5030,BF
C5202B36015960700000,4,5040,CYFIN
C5202B36025440480000,1,5010,FL
C5202B36025440480000,2,5020,G
C5202B36025440480000,3,5030,BF
C5202B36025440480000,4,5040,CYFIN
C0078C38021600420000,1,5010,FL
C0078C38021600420000,2,5020,G
C0078C38021600420000,3,5030,BF
C0078C38021600420000,4,5040,CYFIN
C0078A33025560480000,1,5010,FL
C0078A33025560480000,2,5020,G
C0078A33025560480000,3,5030,BF
C0078A33025560480000,4,5040,CYFIN
C0274D30012960650000,1,5010,FL
C0274D30012960650000,2,5020,G
C0274D30012960650000,3,5030,BF
C0274D30012960650000,4,5040,CYFIN
C0355A30021120480000,1,5010,FL
C0355A30021120480000,2,5020,G
C0355A30021120480000,3,5030,BF
C0355A30021120480000,4,5040,CYFIN
C0065A33023520480000,1,5010,FL
C0065A33023520480000,2,5020,G
C0065A33023520480000,3,5030,BF
C0065A33023520480000,4,5040,CYFIN
C0057A30026400420000,1,5010,FL
C0057A30026400420000,2,5020,G
C0057A30026400420000,3,5030,BF
C0057A30026400420000,4,5040,CYFIN
C0078A30034080340000,1,5010,FL
C0078A30034080340000,2,5020,G
C0078A30034080340000,3,5030,BF
C0078A30034080340000,4,5040,CYFIN
C0335C30025920420000,1,5010,FL
C0335C30025920420000,2,5020,G
C0335C30025920420000,3,5030,BF
C0335C30025920420000,4,5040,CYFIN
C0078A33026400420000,1,5010,FL
C0078A33026400420000,2,5020,G
C0078A33026400420000,3,5030,BF
C0078A33026400420000,4,5040,CYFIN
C0057A36033840420000,1,5010,FL
C0057A36033840420000,2,5020,G
C0057A36033840420000,3,5030,BF
C0057A36033840420000,4,5040,CYFIN
C0078B38026400480000,1,5010,FL
C0078B38026400480000,2,5020,G
C0078B38026400480000,3,5030,BF
C0078B38026400480000,4,5040,CYFIN
C0078B38018120640000,1,5010,FL
C0078B38018120640000,2,5020,G
C0078B38018120640000,3,5030,BF
C0078B38018120640000,4,5040,CYFIN
C0335F30020520480000,1,5010,FL
C0335F30020520480000,2,5020,G
C0335F30020520480000,3,5030,BF
C0335F30020520480000,4,5040,CYFIN
C0335A33022320480000,1,5010,FL
C0335A33022320480000,2,5020,G
C0335A33022320480000,3,5030,BF
C0335A33022320480000,4,5040,CYFIN
C0057A17011760480000,1,5010,FL
C0057A17011760480000,2,5020,G
C0057A17011760480000,3,5030,BF
C0057A17011760480000,4,5040,CYFIN
C0057A16011040480000,1,5010,FL
C0057A16011040480000,2,5020,G
C0057A16011040480000,3,5030,BF
C0057A16011040480000,4,5040,CYFIN
C0057A18012480480000,1,5010,FL
C0057A18012480480000,2,5020,G
C0057A18012480480000,3,5030,BF
C0057A18012480480000,4,5040,CYFIN
C0057A19013080480000,1,5010,FL
C0057A19013080480000,2,5020,G
C0057A19013080480000,3,5030,BF
C0057A19013080480000,4,5040,CYFIN
C0057A20013800480000,1,5010,FL
C0057A20013800480000,2,5020,G
C0057A20013800480000,3,5030,BF
C0057A20013800480000,4,5040,CYFIN
C0057A17009600480000,1,5010,FL
C0057A17009600480000,2,5020,G
C0057A17009600480000,3,5030,BF
C0057A17009600480000,4,5040,CYFIN
C0057A18010080480000,1,5010,FL
C0057A18010080480000,2,5020,G
C0057A18010080480000,3,5030,BF
C0057A18010080480000,4,5040,CYFIN
C0201B16009000480000,1,5010,FL
C0201B16009000480000,2,5020,G
C0201B16009000480000,3,5030,BF
C0201B16009000480000,4,5040,CYFIN
C5207A34021360480000,1,5010,FL
C5207A34021360480000,2,5020,G
C5207A34021360480000,3,5030,BF
C5207A34021360480000,4,5040,CYFIN
C0057A34023520480000,1,5010,FL
C0057A34023520480000,2,5020,G
C0057A34023520480000,3,5030,BF
C0057A34023520480000,4,5040,CYFIN
C0057A38026400480000,1,5010,FL
C0057A38026400480000,2,5020,G
C0057A38026400480000,3,5030,BF
C0057A38026400480000,4,5040,CYFIN
C5121A42029040480000,1,5010,FL
C5121A42029040480000,2,5020,G
C5121A42029040480000,3,5030,BF
C5121A42029040480000,4,5040,CYFIN
C5201A33018720480000,1,5010,FL
C5201A33018720480000,2,5020,G
C5201A33018720480000,3,5030,BF
C5201A33018720480000,4,5040,CYFIN
C0355B33028800420000,1,5010,FL
C0355B33028800420000,2,5020,G
C0355B33028800420000,3,5030,BF
C0355B33028800420000,4,5040,CYFIN
C0078B30020880480000,1,5010,FL
C0078B30020880480000,2,5020,G
C0078B30020880480000,3,5030,BF
C0078B30020880480000,4,5040,CYFIN
C0078A33026880420000,1,5010,FL
C0078A33026880420000,2,5020,G
C0078A33026880420000,3,5030,BF
C0078A33026880420000,4,5040,CYFIN
C0057A34025560480000,1,5010,FL
C0057A34025560480000,2,5020,G
C0057A34025560480000,3,5030,BF
C0057A34025560480000,4,5040,CYFIN
C0057A36036000400000,1,5010,FL
C0057A36036000400000,2,5020,G
C0057A36036000400000,3,5030,BF
C0057A36036000400000,4,5040,CYFIN
C0057A34021360480000,1,5010,FL
C0057A34021360480000,2,5020,G
C0057A34021360480000,3,5030,BF
C0057A34021360480000,4,5040,CYFIN
C0078A33018720550000,1,5010,FL
C0078A33018720550000,2,5020,G
C0078A33018720550000,3,5030,BF
C0078A33018720550000,4,5040,CYFIN
C0057A34019200480000,1,5010,FL
C0057A34019200480000,2,5020,G
C0057A34019200480000,3,5030,BF
C0057A34019200480000,4,5040,CYFIN
C5207A34019200480000,1,5010,FL
C5207A34019200480000,2,5020,G
C5207A34019200480000,3,5030,BF
C5207A34019200480000,4,5040,CYFIN
C0057A13007920480000,1,5010,FL
C0057A13007920480000,2,5020,G
C0057A13007920480000,3,5030,BF
C0057A13007920480000,4,5040,CYFIN
C0057A15008520480000,1,5010,FL
C0057A15008520480000,2,5020,G
C0057A15008520480000,3,5030,BF
C0057A15008520480000,4,5040,CYFIN
C0057A16009000480000,1,5010,FL
C0057A16009000480000,2,5020,G
C0057A16009000480000,3,5030,BF
C0057A16009000480000,4,5040,CYFIN
C0057A19014520480000,1,5010,FL
C0057A19014520480000,2,5020,G
C0057A19014520480000,3,5030,BF
C0057A19014520480000,4,5040,CYFIN
C0057A20015240480000,1,5010,FL
C0057A20015240480000,2,5020,G
C0057A20015240480000,3,5030,BF
C0057A20015240480000,4,5040,CYFIN
C0057A20015840480000,1,5010,FL
C0057A20015840480000,2,5020,G
C0057A20015840480000,3,5030,BF
C0057A20015840480000,4,5040,CYFIN
C0078B33037200340000,1,5010,FL
C0078B33037200340000,2,5020,G
C0078B33037200340000,3,5030,BF
C0078B33037200340000,4,5040,CYFIN
C0065A30016660550000,1,5010,FL
C0065A30016660550000,2,5020,G
C0065A30016660550000,3,5030,BF
C0065A30016660550000,4,5040,CYFIN
C0272A30016660550000,1,5010,FL
C0272A30016660550000,2,5020,G
C0272A30016660550000,3,5030,BF
C0272A30016660550000,4,5040,CYFIN
C0335A30016560550000,1,5010,FL
C0335A30016560550000,2,5020,G
C0335A30016560550000,3,5030,BF
C0335A30016560550000,4,5040,CYFIN
C0057A38016800640000,1,5010,FL
C0057A38016800640000,2,5020,G
C0057A38016800640000,3,5030,BF
C0057A38016800640000,4,5040,CYFIN
C0057A38026640420000,1,5010,FL
C0057A38026640420000,2,5020,G
C0057A38026640420000,3,5030,BF
C0057A38026640420000,4,5040,CYFIN
C0041A33030960400000,1,5010,FL
C0041A33030960400000,2,5020,G
C0041A33030960400000,3,5030,BF
C0041A33030960400000,4,5040,CYFIN
C0057A30022560480000,1,5010,FL
C0057A30022560480000,2,5020,G
C0057A30022560480000,3,5030,BF
C0057A30022560480000,4,5040,CYFIN
C5208B34025440480000,1,5010,FL
C5208B34025440480000,2,5020,G
C5208B34025440480000,3,5030,BF
C5208B34025440480000,4,5040,CYFIN
C0041A30026400420000,1,5010,FL
C0041A30026400420000,2,5020,G
C0041A30026400420000,3,5030,BF
C0041A30026400420000,4,5040,CYFIN
C0078B33026880420000,1,5010,FL
C0078B33026880420000,2,5020,G
C0078B33026880420000,3,5030,BF
C0078B33026880420000,4,5040,CYFIN
C0057A19015120480000,1,5010,FL
C0057A19015120480000,2,5020,G
C0057A19015120480000,3,5030,BF
C0057A19015120480000,4,5040,CYFIN
C0057A21016560480000,1,5010,FL
C0057A21016560480000,2,5020,G
C0057A21016560480000,3,5030,BF
C0057A21016560480000,4,5040,CYFIN
C0057A24018960480000,1,5010,FL
C0057A24018960480000,2,5020,G
C0057A24018960480000,3,5030,BF
C0057A24018960480000,4,5040,CYFIN
C0057A26020520480000,1,5010,FL
C0057A26020520480000,2,5020,G
C0057A26020520480000,3,5030,BF
C0057A26020520480000,4,5040,CYFIN
C0057A21014520480000,1,5010,FL
C0057A21014520480000,2,5020,G
C0057A21014520480000,3,5030,BF
C0057A21014520480000,4,5040,CYFIN
C5201A36027120480000,1,5010,FL
C5201A36027120480000,2,5020,G
C5201A36027120480000,3,5030,BF
C5201A36027120480000,4,5040,CYFIN
C5204B36020280480000,1,5010,FL
C5204B36020280480000,2,5020,G
C5204B36020280480000,3,5030,BF
C5204B36020280480000,4,5040,CYFIN
C0335A30024480420000,1,5010,FL
C0335A30024480420000,2,5020,G
C0335A30024480420000,3,5030,BF
C0335A30024480420000,4,5040,CYFIN
C0078A38024000550000,1,5010,FL
C0078A38024000550000,2,5020,G
C0078A38024000550000,3,5030,BF
C0078A38024000550000,4,5040,CYFIN
C0057A16007200640000,1,5010,FL
C0057A16007200640000,2,5020,G
C0057A16007200640000,3,5030,BF
C0057A16007200640000,4,5040,CYFIN
C0057A33020640480000,1,5010,FL
C0057A33020640480000,2,5020,G
C0057A33020640480000,3,5030,BF
C0057A33020640480000,4,5040,CYFIN
C0355A30019200550000,1,5010,FL
C0355A30019200550000,2,5020,G
C0355A30019200550000,3,5030,BF
C0355A30019200550000,4,5040,CYFIN
C0355C33022320480000,1,5010,FL
C0355C33022320480000,2,5020,G
C0355C33022320480000,3,5030,BF
C0355C33022320480000,4,5040,CYFIN
C0057A22010560640000,1,5010,FL
C0057A22010560640000,2,5020,G
C0057A22010560640000,3,5030,BF
C0057A22010560640000,4,5040,CYFIN
C0335A30020160480000,1,5010,FL
C0335A30020160480000,2,5020,G
C0335A30020160480000,3,5030,BF
C0335A30020160480000,4,5040,CYFIN
C0271B33020720550000,1,5010,FL
C0271B33020720550000,2,5020,G
C0271B33020720550000,3,5030,BF
C0271B33020720550000,4,5040,CYFIN
C5204B36025440480000,1,5010,FL
C5204B36025440480000,2,5020,G
C5204B36025440480000,3,5030,BF
C5204B36025440480000,4,5040,CYFIN
C5201A33025440480000,1,5010,FL
C5201A33025440480000,2,5020,G
C5201A33025440480000,3,5030,BF
C5201A33025440480000,4,5040,CYFIN
C0335A30018720550000,1,5010,FL
C0335A30018720550000,2,5020,G
C0335A30018720550000,3,5030,BF
C0335A30018720550000,4,5040,CYFIN
C0057A36027120480000,1,5010,FL
C0057A36027120480000,2,5020,G
C0057A36027120480000,3,5030,BF
C0057A36027120480000,4,5040,CYFIN
C0057A40030240480000,1,5010,FL
C0057A40030240480000,2,5020,G
C0057A40030240480000,3,5030,BF
C0057A40030240480000,4,5040,CYFIN
C0078A38047520300000,1,5010,FL
C0078A38047520300000,2,5020,G
C0078A38047520300000,3,5030,BF
C0078A38047520300000,4,5040,CYFIN
C0057A17007440640000,1,5010,FL
C0057A17007440640000,2,5020,G
C0057A17007440640000,3,5030,BF
C0057A17007440640000,4,5040,CYFIN
C0057A19008400640000,1,5010,FL
C0057A19008400640000,2,5020,G
C0057A19008400640000,3,5030,BF
C0057A19008400640000,4,5040,CYFIN
C0057A20008760640000,1,5010,FL
C0057A20008760640000,2,5020,G
C0057A20008760640000,3,5030,BF
C0057A20008760640000,4,5040,CYFIN
C0057A21009240640000,1,5010,FL
C0057A21009240640000,2,5020,G
C0057A21009240640000,3,5030,BF
C0057A21009240640000,4,5040,CYFIN
C0057A22010200640000,1,5010,FL
C0057A22010200640000,2,5020,G
C0057A22010200640000,3,5030,BF
C0057A22010200640000,4,5040,CYFIN
C0065A30018620550000,1,5010,FL
C0065A30018620550000,2,5020,G
C0065A30018620550000,3,5030,BF
C0065A30018620550000,4,5040,CYFIN
C0057A16009600480000,1,5010,FL
C0057A16009600480000,2,5020,G
C0057A16009600480000,3,5030,BF
C0057A16009600480000,4,5040,CYFIN
C0057A17010200480000,1,5010,FL
C0057A17010200480000,2,5020,G
C0057A17010200480000,3,5030,BF
C0057A17010200480000,4,5040,CYFIN
C0057A19011400480000,1,5010,FL
C0057A19011400480000,2,5020,G
C0057A19011400480000,3,5030,BF
C0057A19011400480000,4,5040,CYFIN
C0057A26011400640000,1,5010,FL
C0057A26011400640000,2,5020,G
C0057A26011400640000,3,5030,BF
C0057A26011400640000,4,5040,CYFIN
C0272A30022540480000,1,5010,FL
C0272A30022540480000,2,5020,G
C0272A30022540480000,3,5030,BF
C0272A30022540480000,4,5040,CYFIN
C0201A21014640420000,1,5010,FL
C0201A21014640420000,2,5020,G
C0201A21014640420000,3,5030,BF
C0201A21014640420000,4,5040,CYFIN
C0201A18006240640000,1,5010,FL
C0201A18006240640000,2,5020,G
C0201A18006240640000,3,5030,BF
C0201A18006240640000,4,5040,CYFIN
C0201A19007080640000,1,5010,FL
C0201A19007080640000,2,5020,G
C0201A19007080640000,3,5030,BF
C0201A19007080640000,4,5040,CYFIN
C0201A20007920640000,1,5010,FL
C0201A20007920640000,2,5020,G
C0201A20007920640000,3,5030,BF
C0201A20007920640000,4,5040,CYFIN
C0355A33022560480000,1,5010,FL
C0355A33022560480000,2,5020,G
C0355A33022560480000,3,5030,BF
C0355A33022560480000,4,5040,CYFIN
C0078B40017520640000,1,5010,FL
C0078B40017520640000,2,5020,G
C0078B40017520640000,3,5030,BF
C0078B40017520640000,4,5040,CYFIN
C5121A42018480640000,1,5010,FL
C5121A42018480640000,2,5020,G
C5121A42018480640000,3,5030,BF
C5121A42018480640000,4,5040,CYFIN
C0272A30026460420000,1,5010,FL
C0272A30026460420000,2,5020,G
C0272A30026460420000,3,5030,BF
C0272A30026460420000,4,5040,CYFIN
C0078A30030000400000,1,5010,FL
C0078A30030000400000,2,5020,G
C0078A30030000400000,3,5030,BF
C0078A30030000400000,4,5040,CYFIN
C0201A21012240480000,1,5010,FL
C0201A21012240480000,2,5020,G
C0201A21012240480000,3,5030,BF
C0201A21012240480000,4,5040,CYFIN
C0201A20010200480000,1,5010,FL
C0201A20010200480000,2,5020,G
C0201A20010200480000,3,5030,BF
C0201A20010200480000,4,5040,CYFIN
C5208B34015960700000,1,5010,FL
C5208B34015960700000,2,5020,G
C5208B34015960700000,3,5030,BF
C5208B34015960700000,4,5040,CYFIN
C5211A34025440480000,1,5010,FL
C5211A34025440480000,2,5020,G
C5211A34025440480000,3,5030,BF
C5211A34025440480000,4,5040,CYFIN
C0078B30037920300000,1,5010,FL
C0078B30037920300000,2,5020,G
C0078B30037920300000,3,5030,BF
C0078B30037920300000,4,5040,CYFIN
C0078A33041280300000,1,5010,FL
C0078A33041280300000,2,5020,G
C0078A33041280300000,3,5030,BF
C0078A33041280300000,4,5040,CYFIN
C0041C30020880480000,1,5010,FL
C0041C30020880480000,2,5020,G
C0041C30020880480000,3,5030,BF
C0041C30020880480000,4,5040,CYFIN
C0057A38026400420000,1,5010,FL
C0057A38026400420000,2,5020,G
C0057A38026400420000,3,5030,BF
C0057A38026400420000,4,5040,CYFIN
C0201A17005520640000,1,5010,FL
C0201A17005520640000,2,5020,G
C0201A17005520640000,3,5030,BF
C0201A17005520640000,4,5040,CYFIN
C0041C33028800420000,1,5010,FL
C0041C33028800420000,2,5020,G
C0041C33028800420000,3,5030,BF
C0041C33028800420000,4,5040,CYFIN
C0041C33022560480000,1,5010,FL
C0041C33022560480000,2,5020,G
C0041C33022560480000,3,5030,BF
C0041C33022560480000,4,5040,CYFIN
C0078B30025200420000,1,5010,FL
C0078B30025200420000,2,5020,G
C0078B30025200420000,3,5030,BF
C0078B30025200420000,4,5040,CYFIN
C0057A15006600640000,1,5010,FL
C0057A15006600640000,2,5020,G
C0057A15006600640000,3,5030,BF
C0057A15006600640000,4,5040,CYFIN
C0057A16007080640000,1,5010,FL
C0057A16007080640000,2,5020,G
C0057A16007080640000,3,5030,BF
C0057A16007080640000,4,5040,CYFIN
C5202B36027120480000,1,5010,FL
C5202B36027120480000,2,5020,G
C5202B36027120480000,3,5030,BF
C5202B36027120480000,4,5040,CYFIN
C0078B33026400420000,1,5010,FL
C0078B33026400420000,2,5020,G
C0078B33026400420000,3,5030,BF
C0078B33026400420000,4,5040,CYFIN
C0041A38031200420000,1,5010,FL
C0041A38031200420000,2,5020,G
C0041A38031200420000,3,5030,BF
C0041A38031200420000,4,5040,CYFIN
C0057A38028800480000,1,5010,FL
C0057A38028800480000,2,5020,G
C0057A38028800480000,3,5030,BF
C0057A38028800480000,4,5040,CYFIN
C0057A36018120480000,1,5010,FL
C0057A36018120480000,2,5020,G
C0057A36018120480000,3,5030,BF
C0057A36018120480000,4,5040,CYFIN
C0057A38019200480000,1,5010,FL
C0057A38019200480000,2,5020,G
C0057A38019200480000,3,5030,BF
C0057A38019200480000,4,5040,CYFIN
C0057A30016960480000,1,5010,FL
C0057A30016960480000,2,5020,G
C0057A30016960480000,3,5030,BF
C0057A30016960480000,4,5040,CYFIN
C6204C34018720480000,1,5010,FL
C6204C34018720480000,2,5020,G
C6204C34018720480000,3,5030,BF
C6204C34018720480000,4,5040,CYFIN
C0078A30015120550000,1,5010,FL
C0078A30015120550000,2,5020,G
C0078A30015120550000,3,5030,BF
C0078A30015120550000,4,5040,CYFIN
C0041A30025200420000,1,5010,FL
C0041A30025200420000,2,5020,G
C0041A30025200420000,3,5030,BF
C0041A30025200420000,4,5040,CYFIN
C0274E30026460420000,1,5010,FL
C0274E30026460420000,2,5020,G
C0274E30026460420000,3,5030,BF
C0274E30026460420000,4,5040,CYFIN
C6207A34012960740000,1,5010,FL
C6207A34012960740000,2,5020,G
C6207A34012960740000,3,5030,BF
C6207A34012960740000,4,5040,CYFIN
C0057A18007920640000,1,5010,FL
C0057A18007920640000,2,5020,G
C0057A18007920640000,3,5030,BF
C0057A18007920640000,4,5040,CYFIN
C0057A14006120640000,1,5010,FL
C0057A14006120640000,2,5020,G
C0057A14006120640000,3,5030,BF
C0057A14006120640000,4,5040,CYFIN
C0057A14005760640000,1,5010,FL
C0057A14005760640000,2,5020,G
C0057A14005760640000,3,5030,BF
C0057A14005760640000,4,5040,CYFIN
C0057A16006600640000,1,5010,FL
C0057A16006600640000,2,5020,G
C0057A16006600640000,3,5030,BF
C0057A16006600640000,4,5040,CYFIN
C0041C38033600420000,1,5010,FL
C0041C38033600420000,2,5020,G
C0041C38033600420000,3,5030,BF
C0041C38033600420000,4,5040,CYFIN
C0057A15009000480000,1,5010,FL
C0057A15009000480000,2,5020,G
C0057A15009000480000,3,5030,BF
C0057A15009000480000,4,5040,CYFIN
C0057A20011880480000,1,5010,FL
C0057A20011880480000,2,5020,G
C0057A20011880480000,3,5030,BF
C0057A20011880480000,4,5040,CYFIN
C0057A21012480480000,1,5010,FL
C0057A21012480480000,2,5020,G
C0057A21012480480000,3,5030,BF
C0057A21012480480000,4,5040,CYFIN
C0057A24014400480000,1,5010,FL
C0057A24014400480000,2,5020,G
C0057A24014400480000,3,5030,BF
C0057A24014400480000,4,5040,CYFIN
C0057A26015480480000,1,5010,FL
C0057A26015480480000,2,5020,G
C0057A26015480480000,3,5030,BF
C0057A26015480480000,4,5040,CYFIN
C0057A24015120480000,1,5010,FL
C0057A24015120480000,2,5020,G
C0057A24015120480000,3,5030,BF
C0057A24015120480000,4,5040,CYFIN
C0057A38033600420000,1,5010,FL
C0057A38033600420000,2,5020,G
C0057A38033600420000,3,5030,BF
C0057A38033600420000,4,5040,CYFIN
C0201B20011880480000,1,5010,FL
C0201B20011880480000,2,5020,G
C0201B20011880480000,3,5030,BF
C0201B20011880480000,4,5040,CYFIN
C0201B17009000480000,1,5010,FL
C0201B17009000480000,2,5020,G
C0201B17009000480000,3,5030,BF
C0201B17009000480000,4,5040,CYFIN
C0078F30047040220000,1,5010,FL
C0078F30047040220000,2,5020,G
C0078F30047040220000,3,5030,BF
C0078F30047040220000,4,5040,CYFIN
C0201A18012600480000,1,5010,FL
C0201A18012600480000,2,5020,G
C0201A18012600480000,3,5030,BF
C0201A18012600480000,4,5040,CYFIN
C5121B44030240420000,1,5010,FL
C5121B44030240420000,2,5020,G
C5121B44030240420000,3,5030,BF
C5121B44030240420000,4,5040,CYFIN
C0078B30034080340000,1,5010,FL
C0078B30034080340000,2,5020,G
C0078B30034080340000,3,5030,BF
C0078B30034080340000,4,5040,CYFIN
C0274D19014400480000,1,5010,FL
C0274D19014400480000,2,5020,G
C0274D19014400480000,3,5030,BF
C0274D19014400480000,4,5040,CYFIN
C5121B44030240480000,1,5010,FL
C5121B44030240480000,2,5020,G
C5121B44030240480000,3,5030,BF
C5121B44030240480000,4,5040,CYFIN
C0078A38039120400000,1,5010,FL
C0078A38039120400000,2,5020,G
C0078A38039120400000,3,5030,BF
C0078A38039120400000,4,5040,CYFIN
C0078B33018000480000,1,5010,FL
C0078B33018000480000,2,5020,G
C0078B33018000480000,3,5030,BF
C0078B33018000480000,4,5040,CYFIN
C0078B38022680480000,1,5010,FL
C0078B38022680480000,2,5020,G
C0078B38022680480000,3,5030,BF
C0078B38022680480000,4,5040,CYFIN
C0078B40021360480000,1,5010,FL
C0078B40021360480000,2,5020,G
C0078B40021360480000,3,5030,BF
C0078B40021360480000,4,5040,CYFIN
C0078G42024880480000,1,5010,FL
C0078G42024880480000,2,5020,G
C0078G42024880480000,3,5030,BF
C0078G42024880480000,4,5040,CYFIN
C0057A33024960480000,1,5010,FL
C0057A33024960480000,2,5020,G
C0057A33024960480000,3,5030,BF
C0057A33024960480000,4,5040,CYFIN
C0259A26017400480000,1,5010,FL
C0259A26017400480000,2,5020,G
C0259A26017400480000,3,5030,BF
C0259A26017400480000,4,5040,CYFIN
C0078A38042840340000,1,5010,FL
C0078A38042840340000,2,5020,G
C0078A38042840340000,3,5030,BF
C0078A38042840340000,4,5040,CYFIN
C0057A26013560480000,1,5010,FL
C0057A26013560480000,2,5020,G
C0057A26013560480000,3,5030,BF
C0057A26013560480000,4,5040,CYFIN
C0057A36031680420000,1,5010,FL
C0057A36031680420000,2,5020,G
C0057A36031680420000,3,5030,BF
C0057A36031680420000,4,5040,CYFIN
C0274F42026280550000,1,5010,FL
C0274F42026280550000,2,5020,G
C0274F42026280550000,3,5030,BF
C0274F42026280550000,4,5040,CYFIN
C0057A20007200700000,1,5010,FL
C0057A20007200700000,2,5020,G
C0057A20007200700000,3,5030,BF
C0057A20007200700000,4,5040,CYFIN
C0201B17010200480000,1,5010,FL
C0201B17010200480000,2,5020,G
C0201B17010200480000,3,5030,BF
C0201B17010200480000,4,5040,CYFIN
C0078B30023640420000,1,5010,FL
C0078B30023640420000,2,5020,G
C0078B30023640420000,3,5030,BF
C0078B30023640420000,4,5040,CYFIN
C0057A30024720420000,1,5010,FL
C0057A30024720420000,2,5020,G
C0057A30024720420000,3,5030,BF
C0057A30024720420000,4,5040,CYFIN
C0201B18013560300000,1,5010,FL
C0201B18013560300000,2,5020,G
C0201B18013560300000,3,5030,BF
C0201B18013560300000,4,5040,CYFIN
C0225C30026400420000,1,5010,FL
C0225C30026400420000,2,5020,G
C0225C30026400420000,3,5030,BF
C0225C30026400420000,4,5040,CYFIN
C0201A17009600480000,1,5010,FL
C0201A17009600480000,2,5020,G
C0201A17009600480000,3,5030,BF
C0201A17009600480000,4,5040,CYFIN
C0266A33020800550000,1,5010,FL
C0266A33020800550000,2,5020,G
C0266A33020800550000,3,5030,BF
C0266A33020800550000,4,5040,CYFIN
C0078B38031200420000,1,5010,FL
C0078B38031200420000,2,5020,G
C0078B38031200420000,3,5030,BF
C0078B38031200420000,4,5040,CYFIN
C0078A33033120300000,1,5010,FL
C0078A33033120300000,2,5020,G
C0078A33033120300000,3,5030,BF
C0078A33033120300000,4,5040,CYFIN
C0078B30024120420000,1,5010,FL
C0078B30024120420000,2,5020,G
C0078B30024120420000,3,5030,BF
C0078B30024120420000,4,5040,CYFIN
C0041A36036000400000,1,5010,FL
C0041A36036000400000,2,5020,G
C0041A36036000400000,3,5030,BF
C0041A36036000400000,4,5040,CYFIN
C0201B18015840300000,1,5010,FL
C0201B18015840300000,2,5020,G
C0201B18015840300000,3,5030,BF
C0201B18015840300000,4,5040,CYFIN
C0057A14008400480000,1,5010,FL
C0057A14008400480000,2,5020,G
C0057A14008400480000,3,5030,BF
C0057A14008400480000,4,5040,CYFIN
C0057A20012000480000,1,5010,FL
C0057A20012000480000,2,5020,G
C0057A20012000480000,3,5030,BF
C0057A20012000480000,4,5040,CYFIN
C0201A18007500640000,1,5010,FL
C0201A18007500640000,2,5020,G
C0201A18007500640000,3,5030,BF
C0201A18007500640000,4,5040,CYFIN
C0078A38050880300000,1,5010,FL
C0078A38050880300000,2,5020,G
C0078A38050880300000,3,5030,BF
C0078A38050880300000,4,5040,CYFIN
C5211A36018600480000,1,5010,FL
C5211A36018600480000,2,5020,G
C5211A36018600480000,3,5030,BF
C5211A36018600480000,4,5040,CYFIN
