order_no,item_code,item_name,quantity,status,purch_odr_typ,delivery_date,前工程
E8878278,L1-161-402CA30,DIAL YOKE,5.0,2,1,2025-10-30,L1-161-402CA30
E8878280,L1-161-402GA36,DIAL YOKE,2.0,2,1,2025-10-30,L1-161-402GA36
E8878282,MC-161-403CA30,DIAL YOKE RING (MC),5.0,2,1,2025-11-14,MC-161-403CA30
E8878283,L1-161-403CA30,DIAL YOKE RING,5.0,2,1,2025-10-30,L1-161-403CA30
E8878285,L1-161-403DA38,DIAL YOKE RING,2.0,2,1,2025-10-30,L1-161-403DA38
E8878289,L1-161-406DE36,GEAR RING,2.0,2,1,2025-10-30,L1-161-406DE36
E8878291,L1-161-441AB36,ROTALY RING,2.0,2,1,2025-10-30,L1-161-441AB36
E8878295,L1-1635-401AA38,BED,1.0,2,1,2025-10-30,L1-1635-401AA38
E8878302,L1-171-406PA34,GEAR RING,1.0,2,1,2025-10-30,L1-171-406PA34
E8878305,L1-3636-501BC34,CAM RING B,1.0,2,1,2025-10-30,L1-3636-501BC34
E8878308,L1-171-501GA34,CAM RING(L1),1.0,2,1,2025-10-30,L1-171-501GA34
E8878313,L1-161-501AA30,CAM RING,5.0,2,1,2025-10-30,L1-161-501AA30
E8878316,L1-161-501AA36,CAM RING,2.0,2,1,2025-10-30,L1-161-501AA36
E8878318,L1-474-502AA36,CAM HOLDER,2.0,2,1,2025-10-23,L1-474-502AA36
E8878322,L1-1551-401AB30,BED,5.0,2,1,2025-11-04,L1-1551-401AB30
E8878324,MC-161-402CA30,DIAL YOKE   (MC),5.0,2,1,2025-11-18,MC-161-402CA30
E8878325,L1-161-402CA30,DIAL YOKE,5.0,2,1,2025-11-04,L1-161-402CA30
E8878327,MC-161-403CA30,DIAL YOKE RING (MC),5.0,2,1,2025-11-18,MC-161-403CA30
E8878328,L1-161-403CA30,DIAL YOKE RING,5.0,2,1,2025-11-04,L1-161-403CA30
E8878334,L1-161-501AA30,CAM RING,5.0,2,1,2025-11-04,L1-161-501AA30
E8878338,L1-1551-401AB30,BED,5.0,2,1,2025-11-07,L1-1551-401AB30
E8878340,MC-161-402CA30,DIAL YOKE   (MC),5.0,2,1,2025-11-21,MC-161-402CA30
E8878341,L1-161-402CA30,DIAL YOKE,5.0,2,1,2025-11-07,L1-161-402CA30
E8878343,MC-161-403CA30,DIAL YOKE RING (MC),5.0,2,1,2025-11-21,MC-161-403CA30
E8878344,L1-161-403CA30,DIAL YOKE RING,5.0,2,1,2025-11-07,L1-161-403CA30
E8878346,MC-170-414AA,HUB NUT (L2.DF),5.0,2,1,2025-11-21,MC-170-414AA
E8878347,L1-170-414AA,DIAL HUB NUT,5.0,2,1,2025-11-07,L1-170-414AA
E8878352,L1-1751-401BB24,BED,2.0,2,1,2025-11-07,L1-1751-401BB24
E8878354,MC-1751-403AA24,DIAL YOKE RING (MC),2.0,2,1,2025-11-14,MC-1751-403AA24
E8878355,L1-1751-403AA24,DIAL YOKE RING,2.0,2,1,2025-11-07,L1-1751-403AA24
E8878360,L1-1751-406BC24,GEAR RING,2.0,2,1,2025-11-07,L1-1751-406BC24
E8878363,MC-1751-414AA24,HUB NUT (L2.DF),2.0,2,1,2025-11-21,MC-1751-414AA24
E8878364,L2-1751-414AA24,DIAL HUB NUT (L1 & L2),2.0,2,1,2025-11-11,L2-1751-414AA24
E8878366,MC-1751-443AA24,TOP GEAR COVER,2.0,2,1,2025-11-21,MC-1751-443AA24
E8878367,L1-1751-443AA24,TOP GEAR COVER,2.0,2,1,2025-11-07,L1-1751-443AA24
E8878370,L1-161-501AA30,CAM RING,5.0,2,1,2025-11-07,L1-161-501AA30
E8878374,L1-1044-440EA30,UPPER GEAR RING,2.0,2,1,2025-11-11,L1-1044-440EA30
E8878376,L1-1536-436AA30,DIAL YOKE,2.0,2,1,2025-11-11,L1-1536-436AA30
E8878380,L1-1551-401AB30,BED,5.0,2,1,2025-11-11,L1-1551-401AB30
E8878382,MC-161-402CA30,DIAL YOKE   (MC),5.0,2,1,2025-11-26,MC-161-402CA30
E8878383,L1-161-402CA30,DIAL YOKE,5.0,2,1,2025-11-11,L1-161-402CA30
E8878385,MC-161-403CA30,DIAL YOKE RING (MC),5.0,2,1,2025-11-26,MC-161-403CA30
E8878386,L1-161-403CA30,DIAL YOKE RING,5.0,2,1,2025-11-11,L1-161-403CA30
E8878390,L1-1636-401AA30,BED,2.0,2,1,2025-11-11,L1-1636-401AA30
E8878392,L1-1636-431AA30,UPPER BED,2.0,2,1,2025-11-11,L1-1636-431AA30
E8878394,MC-170-414AA,HUB NUT (L2.DF),5.0,2,1,2025-11-26,MC-170-414AA
E8878395,L1-170-414AA,DIAL HUB NUT,5.0,2,1,2025-11-11,L1-170-414AA
E8878399,L1-171-406PA30,GEAR RING,2.0,2,1,2025-11-11,L1-171-406PA30
E8878402,L1-171-501HA30,CAM RING A       (L1),2.0,2,1,2025-11-11,L1-171-501HA30
E8878405,L1-3636-501BD30,CAM RING B       (L1),2.0,2,1,2025-11-11,L1-3636-501BD30
E8878407,L1-3237-432AA30,STRIPER RING(L1),2.0,2,1,2025-11-11,L1-3237-432AA30
E8878410,L1-161-501AA30,CAM RING,5.0,2,1,2025-11-11,L1-161-501AA30
E8878414,L1-1551-401AB30,BED,5.0,2,1,2025-11-14,L1-1551-401AB30
E8878416,MC-161-402CA30,DIAL YOKE   (MC),5.0,2,1,2025-12-01,MC-161-402CA30
E8878417,L1-161-402CA30,DIAL YOKE,5.0,2,1,2025-11-14,L1-161-402CA30
E8878419,MC-161-403CA30,DIAL YOKE RING (MC),5.0,2,1,2025-12-01,MC-161-403CA30
E8878420,L1-161-403CA30,DIAL YOKE RING,5.0,2,1,2025-11-14,L1-161-403CA30
E8878422,MC-170-414AA,HUB NUT (L2.DF),5.0,2,1,2025-12-01,MC-170-414AA
E8878423,L1-170-414AA,DIAL HUB NUT,5.0,2,1,2025-11-14,L1-170-414AA
E8878426,L1-161-501AA30,CAM RING,5.0,2,1,2025-11-14,L1-161-501AA30
E8878429,MC-K-28801EB,GEAR BOX,5.0,2,1,2025-11-04,MC-K-28801EB
E8878430,MC-K-28801EB,GEAR BOX,7.0,2,1,2025-11-07,MC-K-28801EB
E8878431,MC-K-28801EB,GEAR BOX,5.0,2,1,2025-11-11,MC-K-28801EB
E8878432,MC-K-28801EB,GEAR BOX,7.0,2,1,2025-11-14,MC-K-28801EB
E8878433,MC-K-28801EB,GEAR BOX,7.0,2,1,2025-11-18,MC-K-28801EB
E8878434,MC-K-28801EB,GEAR BOX,5.0,2,1,2025-11-21,MC-K-28801EB
E8878435,MC-G-6501GA,DRIVING BRACKET,1.0,2,1,2025-10-30,MC-G-6501GA
E8878437,MC-G-6501HA,DRIVING BRACKET,2.0,2,1,2025-10-30,MC-G-6501HA
E8878439,MC-G-6501GA,DRIVING BRACKET,5.0,2,1,2025-11-04,MC-G-6501GA
E8878443,MC-G-6501GA,DRIVING BRACKET,5.0,2,1,2025-11-07,MC-G-6501GA
E8878445,MC-G-6501HA,DRIVING BRACKET,2.0,2,1,2025-11-07,MC-G-6501HA
E8878447,MC-G-6501GA,DRIVING BRACKET,5.0,2,1,2025-11-11,MC-G-6501GA
E8878449,MC-G-6501GA,DRIVING BRACKET,5.0,2,1,2025-11-14,MC-G-6501GA
E8878451,MC-G-6501GA,DRIVING BRACKET,5.0,2,1,2025-11-18,MC-G-6501GA
E8878453,MC-G-6501GA,DRIVING BRACKET,5.0,2,1,2025-11-21,MC-G-6501GA
E8878458,MC-K-29901GA,HOUSING (MC),4.0,2,1,2025-11-07,MC-K-29901GA
E8878462,L2-12Q-411BA31-NAKAMURA,NEEDLE DIAL HUB(L2-MC),1.0,2,1,2025-10-30,L2-12Q-411BA31-NAKAMURA
E8878463,L2-12Q-411BA31-NAKAMURA,NEEDLE DIAL HUB(L2-MC),5.0,2,1,2025-11-04,L2-12Q-411BA31-NAKAMURA
E8878464,L2-12Q-411BA31-NAKAMURA,NEEDLE DIAL HUB(L2-MC),5.0,2,1,2025-11-07,L2-12Q-411BA31-NAKAMURA
E8878465,L2-12Q-411BA31-NAKAMURA,NEEDLE DIAL HUB(L2-MC),5.0,2,1,2025-11-11,L2-12Q-411BA31-NAKAMURA
E8878466,L2-12Q-411BA31-NAKAMURA,NEEDLE DIAL HUB(L2-MC),5.0,2,1,2025-11-14,L2-12Q-411BA31-NAKAMURA
E8878467,L2-12Q-411BA31-NAKAMURA,NEEDLE DIAL HUB(L2-MC),5.0,2,1,2025-11-18,L2-12Q-411BA31-NAKAMURA
E8878468,L2-12Q-411BA31-NAKAMURA,NEEDLE DIAL HUB(L2-MC),5.0,2,1,2025-11-21,L2-12Q-411BA31-NAKAMURA
E8878469,PL-5154-502AA30,CAM HOLDER ｶﾆｾﾞﾝﾒｯｷ(25個),1.0,2,1,2025-11-07,PL-5154-502AA30
E8878470,PL-5154-502AA34,CAM HOLDER ｶﾆｾﾞﾝﾒｯｷ(28個),2.0,2,1,2025-11-07,PL-5154-502AA34
E8878471,PL-3557-502EA34,CAM HOLDER ｶﾆｾﾞﾝﾒｯｷ(49個),1.0,2,1,2025-11-11,PL-3557-502EA34
E8878481,L1-161-403CA38-KYORITSU,DIAL YOKE RING,10.0,2,1,2025-10-31,L1-161-403CA38-KYORITSU
E8878483,MC-161-403CA38-KYORITSU,DIAL YOKE RING (MC),10.0,2,1,2025-10-31,MC-161-403CA38-KYORITSU
E8878489,LA-12Q-411BA31-MC-JTEC,NEEDLE DIAL HUB(L1-L2-MC),5.0,2,1,2025-11-04,LA-12Q-411BA31-MC-JTEC
E8878490,LA-12Q-411BA34-MC-JTEC,NEEDLE DIAL HUB(L1-L2-MC),5.0,2,1,2025-10-30,LA-12Q-411BA34-MC-JTEC
E8878494,LA-12Q-411BA34-MC-JTEC,NEEDLE DIAL HUB(L1-L2-MC),7.0,2,1,2025-11-05,LA-12Q-411BA34-MC-JTEC
E8878500,L1-335-405AA34-S,NEEDLE CYLINDER,2.0,2,1,2025-10-10,L1-335-405AA34-S
E8878503,L1-57-40517-S,NEEDLE CYLINDER,2.0,2,1,2025-10-15,L1-57-40517-S
E8878504,L1-59-40917-S,NEEDLE DIAL,2.0,2,1,2025-10-15,L1-59-40917-S
E8878505,L1-57-40520-S,NEEDLE CYLINDER,2.0,2,1,2025-10-15,L1-57-40520-S
E8878506,L1-59-40920-S,NEEDLE DIAL,2.0,2,1,2025-10-15,L1-59-40920-S
E8878564,L1-1551-401AB30,BED,12.0,2,1,2025-10-21,L1-1551-401AB30
E8880920,L1-1035-417AA30-DRUM,COVER RING,1.0,2,1,2025-11-07,L1-1035-417AA30-DRUM
E8883883,L1-1551-401AB30,BED,5.0,2,1,2025-10-27,L1-1551-401AB30
E8884604,AO-SPL-2944-204JA2200,FRICTION ROLLER,10.0,2,1,2025-10-22,AO-SPL-2944-204JA2200
E8884606,AO-SPL-2944-204JA2200,FRICTION ROLLER,5.0,2,1,2025-10-29,AO-SPL-2944-204JA2200
E8884614,AO-SPL-2944-204JA2300,FRICTION ROLLER,6.0,2,1,2025-10-29,AO-SPL-2944-204JA2300
E8884616,AO-SPL-2944-204JA2300,FRICTION ROLLER,5.0,2,1,2025-11-05,AO-SPL-2944-204JA2300
E8884619,AO-SPL-2944-204KA2200,FRICTION ROLLER,20.0,2,1,2025-10-22,AO-SPL-2944-204KA2200
E8884621,AO-SPL-2944-204KA2200,FRICTION ROLLER,10.0,2,1,2025-10-29,AO-SPL-2944-204KA2200
E8884629,AO-SPL-2944-204KA2300,FRICTION ROLLER,12.0,2,1,2025-10-29,AO-SPL-2944-204KA2300
E8884631,AO-SPL-2944-204KA2300,FRICTION ROLLER,10.0,2,1,2025-11-05,AO-SPL-2944-204KA2300
E8886038,L1-1035-417AA30-DRUM,COVER RING,1.0,2,1,2025-11-18,L1-1035-417AA30-DRUM
E8888931,MC-161-404AAC,SIDE,21.0,2,1,2025-11-12,MC-161-404AAC
E8888938,MC-161-404AAC,SIDE,21.0,2,1,2025-11-14,MC-161-404AAC
E8888939,MC-161-404AAC,SIDE,21.0,2,1,2025-11-19,MC-161-404AAC
E8888941,MC-161-404AAC,SIDE,21.0,2,1,2025-11-21,MC-161-404AAC
E8888942,MC-161-404AAC,SIDE,21.0,2,1,2025-11-26,MC-161-404AAC
E8888943,MC-161-404AAC,SIDE,21.0,2,1,2025-11-28,MC-161-404AAC
E8889405,AO-1631-105BC30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-07,AO-1631-105BC30
E8889406,AO-1631-105BC38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,2.0,2,1,2025-11-07,AO-1631-105BC38
E8889408,AO-1631-105CD38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-11,AO-1631-105CD38
E8889409,AO-1631-105CD38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-14,AO-1631-105CD38
E8889410,AO-1631-105DC38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-07,AO-1631-105DC38
E8889411,AO-1631-105DC38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-11,AO-1631-105DC38
E8889412,AO-1631-105DC38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-14,AO-1631-105DC38
E8889413,AO-1631-105EC38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-07,AO-1631-105EC38
E8889414,AO-1631-105EC38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-11,AO-1631-105EC38
E8889415,AO-1631-105EC38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-14,AO-1631-105EC38
E8889416,AO-1631-105FD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-07,AO-1631-105FD30
E8889417,AO-1631-105FD38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,3.0,2,1,2025-11-07,AO-1631-105FD38
E8889418,AO-1631-105FD38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-11,AO-1631-105FD38
E8889419,AO-1631-105FD38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-14,AO-1631-105FD38
E8889421,AO-1631-105GD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,1.0,2,1,2025-11-07,AO-1631-105GD30
E8889422,AO-1631-105GD38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,3.0,2,1,2025-11-07,AO-1631-105GD38
E8889497,AO-KF12-00801AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,4.0,2,1,2025-11-14,AO-KF12-00801AB34
E8889498,AO-KF12-00801AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,4.0,2,1,2025-11-26,AO-KF12-00801AB34
E8889499,AO-KF12-00801AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-11-11,AO-KF12-00801AD30
E8889500,AO-KF12-00801AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-11-14,AO-KF12-00801AD30
E8889501,AO-KF12-00801AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-11-18,AO-KF12-00801AD30
E8889502,AO-KF12-00801AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-11-21,AO-KF12-00801AD30
E8889503,AO-KF12-00801AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-11-26,AO-KF12-00801AD30
E8889504,AO-KF12-00801AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-01,AO-KF12-00801AD30
E8889505,AO-KF12-00802AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,4.0,2,1,2025-11-14,AO-KF12-00802AB34
E8889506,AO-KF12-00802AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,4.0,2,1,2025-11-26,AO-KF12-00802AB34
E8889507,AO-KF12-00802AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-11-11,AO-KF12-00802AD30
E8889508,AO-KF12-00802AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-11-14,AO-KF12-00802AD30
E8889509,AO-KF12-00802AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-11-18,AO-KF12-00802AD30
E8889510,AO-KF12-00802AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-11-21,AO-KF12-00802AD30
E8889511,AO-KF12-00802AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-11-26,AO-KF12-00802AD30
E8889512,AO-KF12-00802AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,10.0,2,1,2025-12-01,AO-KF12-00802AD30
E8889513,AO-KF12-00803AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,2.0,2,1,2025-11-14,AO-KF12-00803AB34
E8889514,AO-KF12-00803AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,2.0,2,1,2025-11-26,AO-KF12-00803AB34
E8889515,AO-KF12-00803AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-11-11,AO-KF12-00803AD30
E8889516,AO-KF12-00803AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-11-14,AO-KF12-00803AD30
E8889517,AO-KF12-00803AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-11-18,AO-KF12-00803AD30
E8889518,AO-KF12-00803AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-11-21,AO-KF12-00803AD30
E8889519,AO-KF12-00803AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-11-26,AO-KF12-00803AD30
E8889520,AO-KF12-00803AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-01,AO-KF12-00803AD30
E8889521,AO-KF12-00804AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,2.0,2,1,2025-11-14,AO-KF12-00804AB34
E8889522,AO-KF12-00804AB34,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,2.0,2,1,2025-11-26,AO-KF12-00804AB34
E8889523,AO-KF12-00804AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-11-11,AO-KF12-00804AD30
E8889524,AO-KF12-00804AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-11-14,AO-KF12-00804AD30
E8889525,AO-KF12-00804AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-11-18,AO-KF12-00804AD30
E8889526,AO-KF12-00804AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-11-21,AO-KF12-00804AD30
E8889527,AO-KF12-00804AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-11-26,AO-KF12-00804AD30
E8889528,AO-KF12-00804AD30,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,5.0,2,1,2025-12-01,AO-KF12-00804AD30
E8890944,L-100-270EA0930-1,ASSY. REEL ROLL,2.0,2,1,2025-11-21,L-100-270EA0930-1
E8890968,L-165-202CA1333T,ASSY. TAKE UP DRIVEN ROLLER,20.0,2,1,2025-11-04,L-165-202CA1333T
E8890970,L-165-202CA1531T,ASSY. TAKE UP DRIVEN ROLLER,20.0,2,1,2025-11-04,L-165-202CA1531T
E8890971,L-165-241BC0930,ASSY. FRICTION ROLLER,2.0,2,1,2025-11-07,L-165-241BC0930
E8890993,L1-1331-259NA/PA2200,ASSY.GUIDE ROLLER,10.0,2,1,2025-11-04,L1-1331-259NA/PA2200
E8891015,L1-2190-259BA2300,ASSY.GUIDE ROLLER,2.0,2,1,2025-11-04,L1-2190-259BA2300
E8892797,PA-1651-290BA,DRIVING BAR(刻印2),20.0,2,1,2025-11-19,PA-1651-290BA
E8892798,PA-1651-290BA,DRIVING BAR(刻印2),10.0,2,1,2025-11-19,PA-1651-290BA
E8892799,PA-1651-290DA,DRIVING BAR  ﾊﾝﾏ-ﾄﾝﾔｷﾂｹﾄｿｳ(刻印5),20.0,2,1,2025-11-19,PA-1651-290DA
E8892800,PA-1651-290DA,DRIVING BAR  ﾊﾝﾏ-ﾄﾝﾔｷﾂｹﾄｿｳ(刻印5),10.0,2,1,2025-11-19,PA-1651-290DA
E8892801,PA-1651-290EA,DRIVING BAR  ﾊﾝﾏ-ﾄﾝﾔｷﾂｹﾄｿｳ(刻印11),2.0,2,1,2025-11-19,PA-1651-290EA
E8892802,PA-1651-290FA,DRIVING BAR  ﾊﾝﾏ-ﾄﾝﾔｷﾂｹﾄｿｳ(刻印12),2.0,2,1,2025-11-19,PA-1651-290FA
E8892803,PA-1651-290KA,DRIVING BAR,2.0,2,1,2025-11-19,PA-1651-290KA
E8892804,PA-1651-290LA,DRIVING BAR,2.0,2,1,2025-11-19,PA-1651-290LA
E8893219,PL-K-2001F34,FABRIC RING      HCR,1.0,2,1,2025-11-11,PL-K-2001F34
E8893252,PL-KS64-03701BA,GUARD RING,4.0,2,1,2025-11-26,PL-KS64-03701BA
E8893802,L1-79-409B30-S,NEEDLE DIAL,20.0,2,1,2025-10-29,L1-79-409B30-S
E8893838,L1-59-502B24,CAM HOLDER,2.0,2,1,2025-10-30,L1-59-502B24
E8893840,L1-631-50226,CAM HOLDER,1.0,2,1,2025-10-20,L1-631-50226
E8893842,L1-631-60126,SINKER CAP,1.0,2,1,2025-10-27,L1-631-60126
E8893844,L1-631-60826,CAP RING,1.0,2,1,2025-11-04,L1-631-60826
E8893850,PL-631-502NA26,CAM HOLDER ｶﾆｾﾞﾝﾒｯｷ(26個),1.0,2,1,2025-11-11,PL-631-502NA26
E8893915,L1-78-40534-S,NEEDLE CYLINDER,12.0,2,1,2025-10-27,L1-78-40534-S
E8893940,L1-161-501AA30,CAM RING,10.0,2,1,2025-10-10,L1-161-501AA30
E8893947,L1-161-501AA30,CAM RING,5.0,2,1,2025-10-27,L1-161-501AA30
E8893988,L1-78-40531-S,NEEDLE CYLINDER,12.0,2,1,2025-11-05,L1-78-40531-S
E8893989,L1-79-409B30-S,NEEDLE DIAL,20.0,2,1,2025-11-05,L1-79-409B30-S
E8897078,MC-1351-444FA,DRIVING BAR,10.0,2,1,2025-11-04,MC-1351-444FA
E8897300,PA-1831-105AAL30,GUARD NET,2.0,2,1,2025-11-26,PA-1831-105AAL30
E8897301,PA-1831-105BAL30,GUARD NET,2.0,2,1,2025-11-26,PA-1831-105BAL30
E8897302,PA-1831-105CAL30,GUARD NET,2.0,2,1,2025-11-26,PA-1831-105CAL30
E8897303,PA-1831-105DAL30,GUARD NET,2.0,2,1,2025-11-26,PA-1831-105DAL30
E8897304,PA-1831-105EAL30,GUARD NET,2.0,2,1,2025-11-26,PA-1831-105EAL30
E8897305,PA-1831-105FAL30,GUARD NET,2.0,2,1,2025-11-26,PA-1831-105FAL30
E8898326,PA-1831-105AAL30,GUARD NET,4.0,2,1,2025-11-05,PA-1831-105AAL30
E8898327,PA-1831-105BAL30,GUARD NET,4.0,2,1,2025-11-05,PA-1831-105BAL30
E8898328,PA-1831-105CAL30,GUARD NET,4.0,2,1,2025-11-05,PA-1831-105CAL30
E8898329,PA-1831-105DAL30,GUARD NET,4.0,2,1,2025-11-05,PA-1831-105DAL30
E8898330,PA-1831-105EAL30,GUARD NET,4.0,2,1,2025-11-05,PA-1831-105EAL30
E8898331,PA-1831-105FAL30,GUARD NET,4.0,2,1,2025-11-05,PA-1831-105FAL30
E8901558,PA-1331-250PA2300,SQUARE PIPE FRAME  ﾂﾔｱﾘ,2.0,2,1,2025-11-21,PA-1331-250PA2300
E8901706,PA-2190-250BA2300,SQUARE PIPE FRAME,2.0,2,1,2025-11-25,PA-2190-250BA2300
E8902595,L1-1751-402BA24,DIAL YOKE,2.0,2,1,2025-11-07,L1-1751-402BA24
E8902677,L1-78-40531-S,NEEDLE CYLINDER,12.0,2,1,2025-11-12,L1-78-40531-S
E8902678,L1-78-40534-S,NEEDLE CYLINDER,12.0,2,1,2025-11-04,L1-78-40534-S
E8902679,L1-78-40534-S,NEEDLE CYLINDER,12.0,2,1,2025-11-11,L1-78-40534-S
E8902680,L1-78-40534-S,NEEDLE CYLINDER,12.0,2,1,2025-11-18,L1-78-40534-S
E8902681,L1-478-409AA34-S,NEEDLE DIAL,20.0,2,1,2025-12-03,L1-478-409AA34-S
E8902682,L1-78-40538-S,NEEDLE CYLINDER,5.0,2,1,2025-11-14,L1-78-40538-S
E8902694,L1-478-409AA34-S,NEEDLE DIAL,20.0,2,1,2025-12-22,L1-478-409AA34-S
E8904210,L1-625-65134-DRUM,YARN CARRIER RING,1.0,2,1,2025-10-15,L1-625-65134-DRUM
E8906755,L1-880-601AA34,SINKER CAP,2.0,2,1,2025-10-07,L1-880-601AA34
E8906780,L1-1831-401AA30,BED,1.0,2,1,2025-10-30,L1-1831-401AA30
E8906785,LA-1831-501AA30-DF,CAM RING A,1.0,2,1,2025-11-07,LA-1831-501AA30-DF
E8906786,L1-1831-501AA30,CAM RING A,1.0,2,1,2025-10-30,L1-1831-501AA30
E8906793,L1-1831-401AA30,BED,2.0,2,1,2025-11-11,L1-1831-401AA30
E8906798,LA-1831-501AA30-DF,CAM RING A,2.0,2,1,2025-11-18,LA-1831-501AA30-DF
E8906799,L1-1831-501AA30,CAM RING A,2.0,2,1,2025-11-11,L1-1831-501AA30
