order_no,item_code,item_name,quantity,status,purch_odr_typ,delivery_date,前工程
E8906809,MC-1631-111AA,ADDITIONAL LEG,2.0,2,1,2025-11-18,MC-1631-111AA
E8906811,MC-1631-111BA,ADDITIONAL LEG,4.0,2,1,2025-11-18,MC-1631-111BA
E8906815,PL-3237-502AA34,CAM HOLDER ｶﾆｾﾞﾝﾒｯｷ(28個),2.0,2,1,2025-10-22,PL-3237-502AA34
E8906816,PL-3165-502AB30,CAM HOLDER ｶﾆｾﾞﾝﾒｯｷ(33個),1.0,2,1,2025-11-07,PL-3165-502AB30
E8906817,PL-3165-502AB30,CAM HOLDER ｶﾆｾﾞﾝﾒｯｷ(33個),2.0,2,1,2025-11-18,PL-3165-502AB30
E8906818,MC-RP-0359-01AD,ACT HOLDER,450.0,2,1,2025-09-30,MC-RP-0359-01AD
E8906838,L1-87-405EA30,NEEDLE CYLINDER,12.0,2,1,2025-11-07,L1-87-405EA30
E8906839,L1-740-40930-S,SINKER DIAL,20.0,2,1,2025-11-07,L1-740-40930-S
E8906941,L1-87-405EA32,NEEDLE CYLINDER,4.0,2,1,2025-11-12,L1-87-405EA32
E8910810,L1-101-440BB38,TOP GEAR,10.0,2,1,2025-10-24,L1-101-440BB38
E8910825,L1-740-40932-S,SINKER DIAL,5.0,2,1,2025-11-12,L1-740-40932-S
E8910826,LC-970-41032-S,SINKER REST RING,1.0,2,1,2025-11-10,LC-970-41032-S
E8911336,AO-KF12-02901AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,8.0,2,1,2025-10-29,AO-KF12-02901AA38
E8911337,AO-KF12-02901AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,6.0,2,1,2025-10-29,AO-KF12-02901AA38
E8911338,AO-KF12-02901AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,12.0,2,1,2025-11-12,AO-KF12-02901AA38
E8911339,AO-KF12-02901AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,12.0,2,1,2025-11-12,AO-KF12-02901AA38
E8911340,AO-KF12-02902AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,8.0,2,1,2025-10-29,AO-KF12-02902AA38
E8911341,AO-KF12-02902AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,6.0,2,1,2025-10-29,AO-KF12-02902AA38
E8911342,AO-KF12-02902AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,12.0,2,1,2025-11-12,AO-KF12-02902AA38
E8911343,AO-KF12-02902AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,12.0,2,1,2025-11-12,AO-KF12-02902AA38
E8911344,AO-KF12-02903AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,4.0,2,1,2025-10-29,AO-KF12-02903AA38
E8911345,AO-KF12-02903AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,3.0,2,1,2025-10-29,AO-KF12-02903AA38
E8911346,AO-KF12-02903AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,6.0,2,1,2025-11-12,AO-KF12-02903AA38
E8911347,AO-KF12-02903AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,6.0,2,1,2025-11-12,AO-KF12-02903AA38
E8911348,AO-KF12-02904AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,4.0,2,1,2025-10-29,AO-KF12-02904AA38
E8911349,AO-KF12-02904AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,3.0,2,1,2025-10-29,AO-KF12-02904AA38
E8911350,AO-KF12-02904AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,6.0,2,1,2025-11-12,AO-KF12-02904AA38
E8911351,AO-KF12-02904AA38,PIPE GUARD NET  ﾊﾞﾝｷﾝｾｲｻｸ､ﾖｳｾﾂ,6.0,2,1,2025-11-12,AO-KF12-02904AA38
E8913019,L-KF20-01607AA1000,GUIDE PIPE,10.0,2,1,2025-12-01,L-KF20-01607AA1000
E8913020,L-KF20-01607AA1000,GUIDE PIPE,10.0,2,1,2025-12-03,L-KF20-01607AA1000
E8913083,L1-485-641BA34-DRUM,YARN CARRIER RING,4.0,2,1,2025-11-07,L1-485-641BA34-DRUM
E8913085,L1-631-60830,CAP RING,3.0,2,1,2025-10-29,L1-631-60830
E8913086,L1-631-60832,CAP RING,3.0,2,1,2025-11-18,L1-631-60832
E8913088,L1-748-601AA32,SINKER CAP,2.0,2,1,2025-11-11,L1-748-601AA32
E8913094,L2-KF20-02223BD,TAKE UP STAND,30.0,2,1,2025-11-07,L2-KF20-02223BD
E8914944,PA-1651-290BA,DRIVING BAR(刻印2),28.0,2,1,2025-11-19,PA-1651-290BA
E8914945,PA-1651-290BA,DRIVING BAR(刻印2),12.0,2,1,2025-11-19,PA-1651-290BA
E8914958,PA-G-1111VA,GUIDE PLATE   W/PA,250.0,2,1,2025-12-10,PA-G-1111VA
E8915142,PA-KF12-02901AA38,PIPE GUARD NET,8.0,2,1,2025-11-05,PA-KF12-02901AA38
E8915143,PA-KF12-02901AA38,PIPE GUARD NET,6.0,2,1,2025-11-05,PA-KF12-02901AA38
E8915144,PA-KF12-02901AA38,PIPE GUARD NET,12.0,2,1,2025-11-19,PA-KF12-02901AA38
E8915145,PA-KF12-02901AA38,PIPE GUARD NET,12.0,2,1,2025-11-19,PA-KF12-02901AA38
E8915146,PA-KF12-02902AA38,PIPE GUARD NET,8.0,2,1,2025-11-05,PA-KF12-02902AA38
E8915147,PA-KF12-02902AA38,PIPE GUARD NET,6.0,2,1,2025-11-05,PA-KF12-02902AA38
E8915148,PA-KF12-02902AA38,PIPE GUARD NET,12.0,2,1,2025-11-19,PA-KF12-02902AA38
E8915149,PA-KF12-02902AA38,PIPE GUARD NET,12.0,2,1,2025-11-19,PA-KF12-02902AA38
E8915150,PA-KF12-02903AA38,PIPE GUARD NET,4.0,2,1,2025-11-05,PA-KF12-02903AA38
E8915151,PA-KF12-02903AA38,PIPE GUARD NET,3.0,2,1,2025-11-05,PA-KF12-02903AA38
E8915152,PA-KF12-02903AA38,PIPE GUARD NET,6.0,2,1,2025-11-19,PA-KF12-02903AA38
E8915153,PA-KF12-02903AA38,PIPE GUARD NET,6.0,2,1,2025-11-19,PA-KF12-02903AA38
E8915154,PA-KF12-02904AA38,PIPE GUARD NET,4.0,2,1,2025-11-05,PA-KF12-02904AA38
E8915155,PA-KF12-02904AA38,PIPE GUARD NET,3.0,2,1,2025-11-05,PA-KF12-02904AA38
E8915156,PA-KF12-02904AA38,PIPE GUARD NET,6.0,2,1,2025-11-19,PA-KF12-02904AA38
E8915157,PA-KF12-02904AA38,PIPE GUARD NET,6.0,2,1,2025-11-19,PA-KF12-02904AA38
E8915331,PL-K-2001F32,FABRIC RING      HCR,4.0,2,1,2025-11-26,PL-K-2001F32
E8915882,L1-12Q-411BA34,NEEDLE DIAL HUB(L1ﾉﾐ),4.0,2,1,2025-11-04,L1-12Q-411BA34
E8915890,L1-161-406JA34,GEAR RING,4.0,2,1,2025-11-04,L1-161-406JA34
E8915893,L1-165-601GA36,DIAL CAP HUB,4.0,2,1,2025-11-04,L1-165-601GA36
E8915898,L1-12Q-411BA34,NEEDLE DIAL HUB(L1ﾉﾐ),3.0,2,1,2025-11-07,L1-12Q-411BA34
E8915906,L1-161-406JA34,GEAR RING,3.0,2,1,2025-11-07,L1-161-406JA34
E8915909,L1-165-601GA36,DIAL CAP HUB,3.0,2,1,2025-11-07,L1-165-601GA36
E8915914,L1-1831-406AA32,GEAR RING,4.0,2,1,2025-11-11,L1-1831-406AA32
E8915918,L1-12Q-411BA34,NEEDLE DIAL HUB(L1ﾉﾐ),6.0,2,1,2025-11-14,L1-12Q-411BA34
E8915926,L1-161-406JA34,GEAR RING,6.0,2,1,2025-11-14,L1-161-406JA34
E8915929,L1-165-601GA36,DIAL CAP HUB,6.0,2,1,2025-11-14,L1-165-601GA36
E8915934,L1-12Q-411BA34,NEEDLE DIAL HUB(L1ﾉﾐ),6.0,2,1,2025-11-18,L1-12Q-411BA34
E8915942,L1-161-406JA34,GEAR RING,6.0,2,1,2025-11-18,L1-161-406JA34
E8915945,L1-165-601GA36,DIAL CAP HUB,6.0,2,1,2025-11-18,L1-165-601GA36
E8915951,L1-1831-401AA30,BED,2.0,2,1,2025-11-04,L1-1831-401AA30
E8915956,LA-1831-501AA30-DF,CAM RING A,2.0,2,1,2025-11-11,LA-1831-501AA30-DF
E8915957,L1-1831-501AA30,CAM RING A,2.0,2,1,2025-11-04,L1-1831-501AA30
E8915961,MC-101-440BB38,TOP GEAR,4.0,2,1,2025-11-18,MC-101-440BB38
E8915962,L1-101-440BB38,TOP GEAR,4.0,2,1,2025-11-04,L1-101-440BB38
E8915964,MC-161-402CA38,DIAL YOKE   (MC),4.0,2,1,2025-11-18,MC-161-402CA38
E8915965,L1-161-402CA38,DIAL YOKE,4.0,2,1,2025-11-04,L1-161-402CA38
E8915967,MC-161-403CA38,DIAL YOKE RING (MC),4.0,2,1,2025-11-18,MC-161-403CA38
E8915968,L1-161-403CA38,DIAL YOKE RING,4.0,2,1,2025-11-04,L1-161-403CA38
E8915974,L1-161-501HA34,CAM RING,4.0,2,1,2025-11-04,L1-161-501HA34
E8915976,L1-474-502AA34,CAM HOLDER,4.0,2,1,2025-11-04,L1-474-502AA34
E8915978,MC-101-440BB38,TOP GEAR,3.0,2,1,2025-11-21,MC-101-440BB38
E8915979,L1-101-440BB38,TOP GEAR,3.0,2,1,2025-11-07,L1-101-440BB38
E8915981,MC-161-402CA38,DIAL YOKE   (MC),3.0,2,1,2025-11-21,MC-161-402CA38
E8915982,L1-161-402CA38,DIAL YOKE,3.0,2,1,2025-11-07,L1-161-402CA38
E8915984,MC-161-403CA38,DIAL YOKE RING (MC),3.0,2,1,2025-11-21,MC-161-403CA38
E8915985,L1-161-403CA38,DIAL YOKE RING,3.0,2,1,2025-11-07,L1-161-403CA38
E8915987,MC-170-414AA,HUB NUT (L2.DF),3.0,2,1,2025-11-21,MC-170-414AA
E8915988,L1-170-414AA,DIAL HUB NUT,3.0,2,1,2025-11-07,L1-170-414AA
E8915991,L1-161-501HA34,CAM RING,3.0,2,1,2025-11-07,L1-161-501HA34
E8915993,L1-474-502AA34,CAM HOLDER,3.0,2,1,2025-11-07,L1-474-502AA34
E8915997,L1-1831-401AA36,BED,4.0,2,1,2025-11-11,L1-1831-401AA36
E8916000,L1-1831-501BA32,CAM RING,4.0,2,1,2025-11-18,L1-1831-501BA32
E8916003,L1-1831-501AA32,CAM RING A,4.0,2,1,2025-11-18,L1-1831-501AA32
E8916005,L1-3164-502AA32,CAM HOLDER,4.0,2,1,2025-11-04,L1-3164-502AA32
E8916007,MC-101-440BB38,TOP GEAR,6.0,2,1,2025-12-01,MC-101-440BB38
E8916008,L1-101-440BB38,TOP GEAR,6.0,2,1,2025-11-14,L1-101-440BB38
E8916010,MC-161-402CA38,DIAL YOKE   (MC),6.0,2,1,2025-12-01,MC-161-402CA38
E8916011,L1-161-402CA38,DIAL YOKE,6.0,2,1,2025-11-14,L1-161-402CA38
E8916013,MC-161-403CA38,DIAL YOKE RING (MC),6.0,2,1,2025-12-01,MC-161-403CA38
E8916014,L1-161-403CA38,DIAL YOKE RING,6.0,2,1,2025-11-14,L1-161-403CA38
E8916016,MC-170-414AA,HUB NUT (L2.DF),6.0,2,1,2025-12-01,MC-170-414AA
E8916017,L1-170-414AA,DIAL HUB NUT,6.0,2,1,2025-11-14,L1-170-414AA
E8916020,L1-161-501HA34,CAM RING,6.0,2,1,2025-11-14,L1-161-501HA34
E8916022,L1-474-502AA34,CAM HOLDER,6.0,2,1,2025-11-14,L1-474-502AA34
E8916024,MC-101-440BB38,TOP GEAR,6.0,2,1,2025-12-03,MC-101-440BB38
E8916025,L1-101-440BB38,TOP GEAR,6.0,2,1,2025-11-18,L1-101-440BB38
E8916027,MC-161-402CA38,DIAL YOKE   (MC),6.0,2,1,2025-12-03,MC-161-402CA38
E8916028,L1-161-402CA38,DIAL YOKE,6.0,2,1,2025-11-18,L1-161-402CA38
E8916030,MC-161-403CA38,DIAL YOKE RING (MC),6.0,2,1,2025-12-03,MC-161-403CA38
E8916031,L1-161-403CA38,DIAL YOKE RING,6.0,2,1,2025-11-18,L1-161-403CA38
E8916033,MC-170-414AA,HUB NUT (L2.DF),6.0,2,1,2025-12-03,MC-170-414AA
E8916034,L1-170-414AA,DIAL HUB NUT,6.0,2,1,2025-11-18,L1-170-414AA
E8916037,L1-161-501HA34,CAM RING,6.0,2,1,2025-11-18,L1-161-501HA34
E8916039,L1-474-502AA34,CAM HOLDER,6.0,2,1,2025-11-18,L1-474-502AA34
E8916041,MC-K-28801EB,GEAR BOX,4.0,2,1,2025-11-11,MC-K-28801EB
E8916042,MC-K-28801EB,GEAR BOX,3.0,2,1,2025-11-14,MC-K-28801EB
E8916043,MC-K-28801EB,GEAR BOX,6.0,2,1,2025-11-21,MC-K-28801EB
E8916044,MC-K-28801EB,GEAR BOX,6.0,2,1,2025-11-26,MC-K-28801EB
E8916045,MC-G-6501HA,DRIVING BRACKET,4.0,2,1,2025-11-11,MC-G-6501HA
E8916047,MC-G-6501HA,DRIVING BRACKET,3.0,2,1,2025-11-14,MC-G-6501HA
E8916049,MC-G-6501HA,DRIVING BRACKET,6.0,2,1,2025-11-21,MC-G-6501HA
E8916051,MC-G-6501HA,DRIVING BRACKET,6.0,2,1,2025-11-26,MC-G-6501HA
E8916055,MC-1631-111AA,ADDITIONAL LEG,4.0,2,1,2025-11-26,MC-1631-111AA
E8916057,MC-1631-111BA,ADDITIONAL LEG,8.0,2,1,2025-11-26,MC-1631-111BA
E8916060,PL-3153-502FB30,CAM HOLDER ｶﾆｾﾞﾝﾒｯｷ(33個),2.0,2,1,2025-11-11,PL-3153-502FB30
E8916061,PL-3164-502EB32,CAM HOLDER ｶﾆｾﾞﾝﾒｯｷ(36個),4.0,2,1,2025-11-26,PL-3164-502EB32
E8918277,M-165-209CA,RATCHET CLAW,100.0,2,1,2025-12-03,M-165-209CA
E8918278,M-165-209DA,RATCHET CLAW,100.0,2,1,2025-12-03,M-165-209DA
E8920022,PL-DC-3607PB1000,CENTER PIPE,5.0,2,1,2025-11-26,PL-DC-3607PB1000
E8920613,L1-87-405EA34,NEEDLE CYLINDER,8.0,2,1,2025-11-05,L1-87-405EA34
E8920614,LC-970-41034-S,SINKER REST RING,5.0,2,1,2025-11-05,LC-970-41034-S
E8920705,LA-1551-401AA38-ISHI-D,BED　（歪取り有り）,9.0,2,1,2025-11-21,LA-1551-401AA38-ISHI-D
E8920814,PL-KA65-00101AA,YARN CARRIER HOLDER,2000.0,2,1,2025-10-22,PL-KA65-00101AA
E8924279,PA-1831-105AAL36,GUARD NET,2.0,2,1,2025-11-25,PA-1831-105AAL36
E8924280,PA-1831-105BAL36,GUARD NET,2.0,2,1,2025-11-25,PA-1831-105BAL36
E8924281,PA-1831-105CAL36,GUARD NET,2.0,2,1,2025-11-25,PA-1831-105CAL36
E8924282,PA-1831-105DAL36,GUARD NET,2.0,2,1,2025-11-25,PA-1831-105DAL36
E8924283,PA-1831-105EAL36,GUARD NET,2.0,2,1,2025-11-25,PA-1831-105EAL36
E8924284,PA-1831-105FAL36,GUARD NET,2.0,2,1,2025-11-25,PA-1831-105FAL36
E8925127,L1-161-406DE34-KYORITSU,GEAR RING (170-406AA34ﾄ ｶﾀ ｵﾅｼﾞ),20.0,2,1,2025-11-21,L1-161-406DE34-KYORITSU
E8925128,LA-161-406DE34-D-KYORITSU,GEAR RING (HIZUMI TORI),20.0,2,1,2025-11-21,LA-161-406DE34-D-KYORITSU
E8925129,LA-161-406DE34-D-KYORITSU,GEAR RING (HIZUMI TORI),20.0,2,1,2025-12-19,LA-161-406DE34-D-KYORITSU
E8925130,L1-161-406DE34-KYORITSU,GEAR RING (170-406AA34ﾄ ｶﾀ ｵﾅｼﾞ),20.0,2,1,2025-12-19,L1-161-406DE34-KYORITSU
E8925134,L1-161-403CA38-KYORITSU,DIAL YOKE RING,10.0,2,1,2025-11-21,L1-161-403CA38-KYORITSU
E8925135,MC-161-403CA38-KYORITSU,DIAL YOKE RING (MC),10.0,2,1,2025-11-21,MC-161-403CA38-KYORITSU
E8925136,L1-161-403CA38-KYORITSU,DIAL YOKE RING,20.0,2,1,2025-12-19,L1-161-403CA38-KYORITSU
E8925137,MC-161-403CA38-KYORITSU,DIAL YOKE RING (MC),20.0,2,1,2025-12-19,MC-161-403CA38-KYORITSU
E8925142,L1-161-406DE31,GEAR RING,21.0,2,1,2025-11-10,L1-161-406DE31
E8925143,LA-161-406DE31-D,GEAR RING (HIZUMI TORI),21.0,2,1,2025-11-10,LA-161-406DE31-D
E8925144,L1-161-406DE31,GEAR RING,15.0,2,1,2025-11-21,L1-161-406DE31
E8925145,LA-161-406DE31-D,GEAR RING (HIZUMI TORI),15.0,2,1,2025-11-21,LA-161-406DE31-D
E8925169,LA-12Q-411GA33-MC,NEEDLE DIAL HUB,1.0,2,2,2025-11-21,LA-12Q-411GA33-MC
E8925170,L1-12Q-411GA33,NEEDLE DIAL HUB  (L1ﾉﾐ),1.0,2,2,2025-11-21,L1-12Q-411GA33
E8925511,AO-KF22-002AA,ASSY. CADRATEX 1  26inch,2.0,2,1,2025-11-10,AO-KF22-002AA
E8925515,AO-KF22-002BA,ASSY. CADRATEX 1 30inch,2.0,2,1,2025-11-04,AO-KF22-002BA
E8925516,AO-KF22-002BA,ASSY. CADRATEX 1 30inch,2.0,2,1,2025-11-06,AO-KF22-002BA
E8925517,AO-KF22-002BA,ASSY. CADRATEX 1 30inch,4.0,2,1,2025-11-12,AO-KF22-002BA
E8925521,AO-KF22-002CA,ASSY. CADRATEX 1 38inch,2.0,2,1,2025-11-04,AO-KF22-002CA
E8925529,AO-KF22-002LA,ASSY. CADRATEX 1  26inch,5.0,2,1,2025-10-29,AO-KF22-002LA
E8925530,AO-KF22-002LA,ASSY. CADRATEX 1  26inch,5.0,2,1,2025-11-04,AO-KF22-002LA
E8925531,AO-KF22-002LA,ASSY. CADRATEX 1  26inch,2.0,2,1,2025-11-10,AO-KF22-002LA
E8925538,AO-KF22-002PA,ASSY. CADRATEX 1  26inch,1.0,2,1,2025-11-04,AO-KF22-002PA
E8925539,AO-KF22-002PA,ASSY. CADRATEX 1  26inch,5.0,2,1,2025-11-06,AO-KF22-002PA
E8925540,AO-KF22-002PA,ASSY. CADRATEX 1  26inch,5.0,2,1,2025-11-10,AO-KF22-002PA
E8925558,AO-SPL-2944-204JA2200,FRICTION ROLLER,5.0,2,1,2025-11-12,AO-SPL-2944-204JA2200
E8925559,AO-SPL-2944-204JA2200,FRICTION ROLLER,10.0,2,1,2025-11-19,AO-SPL-2944-204JA2200
E8925561,AO-SPL-2944-204JA2200,FRICTION ROLLER,10.0,2,1,2025-11-26,AO-SPL-2944-204JA2200
E8925563,AO-SPL-2944-204JA2200,FRICTION ROLLER,5.0,2,1,2025-12-03,AO-SPL-2944-204JA2200
E8925564,AO-SPL-2944-204JA2300,FRICTION ROLLER,2.0,2,1,2025-11-19,AO-SPL-2944-204JA2300
E8925565,AO-SPL-2944-204KA2200,FRICTION ROLLER,10.0,2,1,2025-11-12,AO-SPL-2944-204KA2200
E8925566,AO-SPL-2944-204KA2200,FRICTION ROLLER,20.0,2,1,2025-11-19,AO-SPL-2944-204KA2200
E8925568,AO-SPL-2944-204KA2200,FRICTION ROLLER,20.0,2,1,2025-11-26,AO-SPL-2944-204KA2200
E8925570,AO-SPL-2944-204KA2200,FRICTION ROLLER,10.0,2,1,2025-12-03,AO-SPL-2944-204KA2200
E8925571,AO-SPL-2944-204KA2300,FRICTION ROLLER,4.0,2,1,2025-11-19,AO-SPL-2944-204KA2300
E8929157,L1-78-40533-S,NEEDLE CYLINDER,4.0,2,1,2025-11-14,L1-78-40533-S
E8929163,L1-12Q-411BA34,NEEDLE DIAL HUB(L1ﾉﾐ),2.0,2,1,2025-11-18,L1-12Q-411BA34
E8929172,L1-161-406DE34,GEAR RING (170-406AA34ﾄ ｶﾀ ｵﾅｼﾞ),2.0,2,1,2025-11-18,L1-161-406DE34
E8929175,L1-165-601BA36,DIAL CAP HUB,2.0,2,1,2025-11-18,L1-165-601BA36
E8929178,MC-101-440BB38,TOP GEAR,2.0,2,1,2025-12-03,MC-101-440BB38
E8929179,L1-101-440BB38,TOP GEAR,2.0,2,1,2025-11-18,L1-101-440BB38
E8929182,MC-161-402CA38,DIAL YOKE   (MC),2.0,2,1,2025-12-03,MC-161-402CA38
E8929183,L1-161-402CA38,DIAL YOKE,2.0,2,1,2025-11-18,L1-161-402CA38
E8929185,MC-161-403CA38,DIAL YOKE RING (MC),2.0,2,1,2025-12-03,MC-161-403CA38
E8929186,L1-161-403CA38,DIAL YOKE RING,2.0,2,1,2025-11-18,L1-161-403CA38
E8929188,MC-170-414AA,HUB NUT (L2.DF),2.0,2,1,2025-12-03,MC-170-414AA
E8929189,L1-170-414AA,DIAL HUB NUT,2.0,2,1,2025-11-18,L1-170-414AA
E8929191,LA-161-501AA34-DF,CAM RING,2.0,2,1,2025-11-28,LA-161-501AA34-DF
E8929192,L1-161-501AA34,CAM RING,2.0,2,1,2025-11-18,L1-161-501AA34
E8929194,L1-474-502AA34,CAM HOLDER,2.0,2,1,2025-11-18,L1-474-502AA34
E8929196,MC-K-28801EB,GEAR BOX,2.0,2,1,2025-11-26,MC-K-28801EB
E8929197,MC-G-6501HA,DRIVING BRACKET,2.0,2,1,2025-11-26,MC-G-6501HA
E8929200,PL-5154-502AA34,CAM HOLDER ｶﾆｾﾞﾝﾒｯｷ(28個),2.0,2,1,2025-12-03,PL-5154-502AA34
E8929263,L1-78-40531-S,NEEDLE CYLINDER,12.0,2,1,2025-11-19,L1-78-40531-S
E8929264,L1-79-409B30-S,NEEDLE DIAL,20.0,2,1,2025-11-19,L1-79-409B30-S
E8929352,L1-478-409BA33-S,NEEDLE DIAL,4.0,2,1,2025-11-19,L1-478-409BA33-S
E8929417,AO-SPL-2944-204JA2200,FRICTION ROLLER,5.0,2,1,2025-12-10,AO-SPL-2944-204JA2200
E8929418,AO-SPL-2944-204JA2200,FRICTION ROLLER,10.0,2,1,2025-12-10,AO-SPL-2944-204JA2200
E8929419,AO-SPL-2944-204JA2200,FRICTION ROLLER,5.0,2,1,2025-12-17,AO-SPL-2944-204JA2200
E8929420,AO-SPL-2944-204KA2200,FRICTION ROLLER,10.0,2,1,2025-12-17,AO-SPL-2944-204KA2200
E8929421,AO-SPL-2944-204JA2300,FRICTION ROLLER,5.0,2,1,2025-12-17,AO-SPL-2944-204JA2300
E8929422,AO-SPL-2944-204KA2300,FRICTION ROLLER,10.0,2,1,2025-12-17,AO-SPL-2944-204KA2300
E8929423,AO-SPL-2944-204JA2300,FRICTION ROLLER,10.0,2,1,2025-12-24,AO-SPL-2944-204JA2300
E8929424,AO-SPL-2944-204KA2300,FRICTION ROLLER,20.0,2,1,2025-12-24,AO-SPL-2944-204KA2300
E8929425,AO-SPL-2944-204JA2500,FRICTION ROLLER,5.0,2,1,2025-12-24,AO-SPL-2944-204JA2500
E8929426,AO-SPL-2944-204KA2500,FRICTION ROLLER,10.0,2,1,2025-12-24,AO-SPL-2944-204KA2500
E8929427,AO-SPL-2944-204JA2300,FRICTION ROLLER,5.0,2,1,2026-01-07,AO-SPL-2944-204JA2300
E8929428,AO-SPL-2944-204KA2300,FRICTION ROLLER,10.0,2,1,2026-01-07,AO-SPL-2944-204KA2300
E8929574,AO-1331-201HA2500,TAKE UP DRIVING ROLLER,2.0,2,1,2025-11-06,AO-1331-201HA2500
E8929580,AO-1331-201KA2200,TAKE UP DRIVING ROLLER,5.0,2,1,2025-10-21,AO-1331-201KA2200
E8929581,AO-1331-201KA2200,TAKE UP DRIVING ROLLER,5.0,2,1,2025-10-23,AO-1331-201KA2200
E8929582,AO-1331-201KA2200,TAKE UP DRIVING ROLLER,5.0,2,1,2025-10-28,AO-1331-201KA2200
E8929590,AO-1331-201KA2300,TAKE UP DRIVING ROLLER,1.0,2,1,2025-10-28,AO-1331-201KA2300
E8929591,AO-1331-201KA2300,TAKE UP DRIVING ROLLER,5.0,2,1,2025-10-30,AO-1331-201KA2300
E8929592,AO-1331-201KA2300,TAKE UP DRIVING ROLLER,5.0,2,1,2025-11-04,AO-1331-201KA2300
E8929597,AO-1331-201LA2500,TAKE UP DRIVING ROLLER,2.0,2,1,2025-10-30,AO-1331-201LA2500
E8929601,AO-1331-202DA2500,TAKE UP DRIVEN ROLLER,2.0,2,1,2025-10-30,AO-1331-202DA2500
E8929602,AO-1331-202DA2500,TAKE UP DRIVEN ROLLER,2.0,2,1,2025-11-06,AO-1331-202DA2500
E8929608,AO-1331-202EA2200,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-10-21,AO-1331-202EA2200
E8929609,AO-1331-202EA2200,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-10-23,AO-1331-202EA2200
E8929610,AO-1331-202EA2200,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-10-28,AO-1331-202EA2200
E8929617,AO-1331-202EA2300,TAKE UP DRIVEN ROLLER,1.0,2,1,2025-10-28,AO-1331-202EA2300
E8929618,AO-1331-202EA2300,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-10-30,AO-1331-202EA2300
E8929619,AO-1331-202EA2300,TAKE UP DRIVEN ROLLER,5.0,2,1,2025-11-04,AO-1331-202EA2300
E8929624,AO-1331-204LA2500,FRICTION ROLLER,4.0,2,1,2025-10-21,AO-1331-204LA2500
E8929625,AO-1331-204LA2500,FRICTION ROLLER,4.0,2,1,2025-10-30,AO-1331-204LA2500
E8929632,AO-165-201CA1333,ASSY. TAKE UP DRIVING ROLLER,4.0,2,1,2025-11-06,AO-165-201CA1333
E8929641,AO-165-201CA1531T,ASSY. TAKE UP DRIVING ROLLER,2.0,2,1,2025-11-06,AO-165-201CA1531T
E8929644,AO-165-201MA1333,ASSY. TAKE UP DRIVING ROLLER,1.0,2,1,2025-10-21,AO-165-201MA1333
E8929646,AO-165-201MA1531,ASSY. TAKE UP DRIVING ROLLER,2.0,2,1,2025-10-28,AO-165-201MA1531
E8929649,AO-165-201MA1531T,ASSY. TAKE UP DRIVING ROLLER,2.0,2,1,2025-10-28,AO-165-201MA1531T
E8929650,AO-165-201MA1531T,ASSY. TAKE UP DRIVING ROLLER,2.0,2,1,2025-10-30,AO-165-201MA1531T
E8929653,AO-165-202AA1333,TAKE UP DRIVING ROLLER,1.0,2,1,2025-10-21,AO-165-202AA1333
E8929655,AO-165-202AA1333,TAKE UP DRIVING ROLLER,4.0,2,1,2025-11-06,AO-165-202AA1333
E8929660,AO-165-202AA1531,TAKE UP DRIVING ROLLER,3.0,2,1,2025-10-21,AO-165-202AA1531
E8929661,AO-165-202AA1531,TAKE UP DRIVING ROLLER,4.0,2,1,2025-10-28,AO-165-202AA1531
E8929662,AO-165-202AA1531,TAKE UP DRIVING ROLLER,2.0,2,1,2025-10-30,AO-165-202AA1531
E8929666,AO-165-202CA1333,ASSY. TAKE UP DRIVEN ROLLER,4.0,2,1,2025-11-06,AO-165-202CA1333
