OYAHMCD,SEQ,STRNO,OYAREVNO,STRSEQ,KOHMCD,SIZEX,SIZEY,SIZEZ,SHAPEQTY,OYAQTYKBN,OYAQTY,OYAUNIT,KOQTY,KOUNIT,VALDEC,HASUKBN,NOTE,REVNOTE,REVDT,REVTANCD,VALFLG
1831-501CA30,1,1,1,1,MA-1831-501BA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3139-601FA30,1,1,1,1,MA-RV-0173,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-401CA18,1,1,1,1,MA-1731-401CA18,,,,1,1,1,PC,1,PC,0,1,,,,,1
3164-502AA42,1,1,1,1,MA-3164-502AA42,,,,1,1,1,PC,1,PC,0,1,,,,,1
3101-502AA38,1,1,1,1,MA-582-502AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-103BA18,1,1,1,1,MA-1731-103BA18,,,,1,1,1,PC,1,PC,0,1,,,,,1
580-65226,1,1,1,1,MA-720-65226-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-602FA30,1,1,1,1,MA-RH-0031A-06E,,,,1,1,1,PC,1,PC,0,1,,,,,1
3242-502BA34,1,1,1,1,MA-600-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
SPL-2623AA33,1,1,1,1,MA-5517-502AA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
SPL-2695AA30,1,1,1,1,MA-165-601GA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
SPL-2698AA30,1,1,1,1,MA-SPL-2698AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
TS-5367-402CA30,1,1,1,1,MA-161-402CA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3164-601EA42,1,1,1,1,MA-603-601-BLOCK,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-501CA26,1,1,1,1,MA-171-501GA26,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-501BB26,1,1,1,1,MA-3638-501BB26,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-502JB38,1,1,1,1,MA-RH-0175KD-21AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-601EB38,1,1,1,1,MA-603-601-BLOCK,,,,1,1,1,PC,1,PC,0,1,,,,,1
5545-502CA30,1,1,1,1,MA-5545-502,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-608AA26,1,1,1,1,MA-3650-608AA26,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-651AA26,1,1,1,1,MA-3650-651AA26,,,,1,1,1,PC,1,PC,0,1,,,,,1
171-406PA26,1,1,1,1,MA-171-406PA26,,,,1,1,1,PC,1,PC,0,1,,,,,1
3659-432AA26,1,1,1,1,MA-3237-432AA26,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-502JB26,1,1,1,1,MA-954-50226,,,,1,1,1,PC,1,PC,0,1,,,,,1
171-501GA26,1,1,1,1,MA-171-501GA26,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-502AC38,1,1,1,1,MA-474-502AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
3164-601EA26,1,1,1,1,MA-603-601-BLOCK,,,,1,1,1,PC,1,PC,0,1,,,,,1
479-502AB38,1,1,1,1,MA-474-502AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
3656-501BB30,1,1,1,1,MA-3636-501BC30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3660-501BB30,1,1,1,1,MA-3636-501BC30,,,,1,1,1,PC,1,PC,0,1,,,,,1
1551-401CB38,1,1,1,1,MA-1551-401AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
1551-401CB30,1,1,1,1,MA-1551-401CA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3157-502AA26,1,1,1,1,MA-4109-502AA26,,,,1,1,1,PC,1,PC,0,1,,,,,1
3157-601EA26,1,1,1,1,MA-603-601-BLOCK,,,,1,1,1,PC,1,PC,0,1,,,,,1
3164-652AA30,1,1,1,1,MA-3164-652AA30-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
3164-652AA34,1,1,1,1,MA-3164-652AA34-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-501AA32,1,1,1,1,MA-161-501QA32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5172-501AA32,1,1,1,1,MA-1051-501CA32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-502EA32,1,1,1,1,MA-474-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-602AA32,1,1,1,1,MA-RH-0031A-06E,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-602BA32,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-641AA32,1,1,1,1,MA-485-641BA32-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
5172-601AA32,1,1,1,1,MA-165-601GA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
5172-601AA34,1,1,1,1,MA-165-601GA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-641AA34,1,1,1,1,MA-485-641BA34-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
6109-502FA34,1,1,1,1,MA-5517-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-602AA34,1,1,1,1,MA-RH-0031K-06SA,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-602BA34,1,1,1,1,MA-RH-0031K-06SA,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-602CA34,1,1,1,1,MA-RH-0031K-06SA,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-602DA34,1,1,1,1,MA-RH-0031K-06SA,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-602EA34,1,1,1,1,MA-RH-0031K-06SA,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-606AA34,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
5172-501AA34,1,1,1,1,MA-5172-501AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
5172-501BA34,1,1,1,1,MA-1051-501BA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3139-502FB34,1,1,1,1,MA-RH-0175KD-21AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
5545-501AA30,1,1,1,1,MA-5545-501AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5545-502DA30,1,1,1,1,MA-5545-502,,,,1,1,1,PC,1,PC,0,1,,,,,1
5545-502GA30,1,1,1,1,MA-5545-502GA,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-502EA30,1,1,1,1,MA-474-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5545-502AA30,1,1,1,1,MA-5545-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-601AA32,1,1,1,1,MA-165-601BA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-601AA30,1,1,1,1,MA-3557-601AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-601AA34,1,1,1,1,MA-3557-601AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
SPL-2755AA,1,1,1,1,MA-1231-103JA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-652AA34,1,1,1,1,MA-720-65234-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-502AA34,1,1,1,1,MA-600-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
5545-502EA30,1,1,1,1,MA-5545-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5545-502HA30,1,1,1,1,MA-5545-502GA,,,,1,1,1,PC,1,PC,0,1,,,,,1
5545-502JA30,1,1,1,1,MA-5545-502GA,,,,1,1,1,PC,1,PC,0,1,,,,,1
TS-5380AA30,1,1,1,1,MA-603-608AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
171-406RA34,1,1,1,1,MA-171-406RA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-501AA34,1,1,1,1,MA-171-501AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-608AA34,1,1,1,1,MA-3501-66001AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
6109-502AA34,1,1,1,1,MA-5517-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3166-601EA22,1,1,1,1,MA-3154-601AA22,,,,1,1,1,PC,1,PC,0,1,,,,,1
3166-502CA,1,1,1,1,MA-3154-502AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3166-502DA,1,1,1,1,MA-3154-502AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3166-502FA,1,1,1,1,MA-3154-502AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-602EB34,1,1,1,1,MA-RH-0031K-06SA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3166-608AA22,1,1,1,1,MA-603-608AA22-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
3166-501BA22,1,1,1,1,MA-19B-501ZGA22,,,,1,1,1,PC,1,PC,0,1,,,,,1
3164-502ZA30,1,1,1,1,MA-3164-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-502KA32,1,1,1,1,MA-600-502AA32,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-601FA32,1,1,1,1,MA-631-60132-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-652AA32,1,1,1,1,MA-3922-652AA32-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-502JB42,1,1,1,1,MA-RH-0175KD-21AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
SPL-2798-401AA30,1,1,1,1,MA-SPL-2798-401AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501DA26,1,1,1,1,MA-1831-501AA26,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501DA30,1,1,1,1,MA-1831-501AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501DA32,1,1,1,1,MA-1831-501AA32,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501DA34,1,1,1,1,MA-1831-501AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501DA36,1,1,1,1,MA-1831-501AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501DA38,1,1,1,1,MA-1831-501AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501DA40,1,1,1,1,MA-1831-501AA40,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501DA42,1,1,1,1,MA-1831-501AA42,,,,1,1,1,PC,1,PC,0,1,,,,,1
3101-502EA38,1,1,1,1,MA-582-502AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5167-602AA34,1,1,1,1,MA-RH-0031K-06B,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-601BA30,1,1,1,1,MA-165-601AB30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-601BA34,1,1,1,1,MA-165-601BA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-601BB30,1,1,1,1,MA-165-601AB30,,,,1,1,1,PC,1,PC,0,1,,,,,1
8101-502BC,1,1,1,1,MA-8101-502BC,,,,1,1,1,PC,1,PC,0,1,,,,,1
8101-502CC,1,1,1,1,MA-8101-502CC,,,,1,1,1,PC,1,PC,0,1,,,,,1
8101-502KC,1,1,1,1,MA-8101-502KC,,,,1,1,1,PC,1,PC,0,1,,,,,1
8101-502DA,1,1,1,1,MA-8101-502DA,,,,1,1,1,PC,1,PC,0,1,,,,,1
8101-502FA,1,1,1,1,MA-8101-502FA,,,,1,1,1,PC,1,PC,0,1,,,,,1
8102-502JA30,1,1,1,1,MA-8102-502JA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
8102-608AA30,1,1,1,1,MA-8102-608AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
8102-601EA30,1,1,1,1,MA-8102-601EA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
8102-652AA30,1,1,1,1,MA-8102-652AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
SPL-2798-406AA32,1,1,1,1,MA-SPL-2798-406AA32,,,,1,1,1,PC,1,PC,0,1,,,,,1
TS-5386AA,1,1,1,1,MA-RH-0031K-06G,,,,1,1,1,PC,1,PC,0,1,,,,,1
5108-502EB38,1,1,1,1,MA-5108-502AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5108-602EC38,1,1,1,1,MA-RH-0031A-05E,,,,1,1,1,PC,1,PC,0,1,,,,,1
5108-602BB38,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-602FA30,1,1,1,1,MA-RH-0031A-05D,,,,1,1,1,PC,1,PC,0,1,,,,,1
5179-502EA34,1,1,1,1,MA-474-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
1161-411AA48,1,1,1,1,MA-121-411BA48,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-601AA48,1,1,1,1,MA-6105-601AA48,,,,1,1,1,PC,1,PC,0,1,,,,,1
120-404LA,1,1,1,1,MA-120-404GA,,,,1,1,1,PC,1,PC,0,1,,,,,1
5180-502AA30,1,1,1,1,MA-474-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5180-502EA30,1,1,1,1,MA-474-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5180-601AA30,1,1,1,1,MA-165-601AB33,,,,1,1,1,PC,1,PC,0,1,,,,,1
5180-602AA30,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
5180-602CA30,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
5180-602BA30,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
474-501AB30,1,1,1,1,MA-161-501AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
TS-5397AA30,1,1,1,1,MA-165-601AB33,,,,1,1,1,PC,1,PC,0,1,,,,,1
1155-402BA48,1,1,1,1,MA-1155-402AA48,,,,1,1,1,PC,1,PC,0,1,,,,,1
1151-401CB48,1,1,1,1,MA-1151-401BA48,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-501AA48,1,1,1,1,MA-1155-501AA48,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-501BA48,1,1,1,1,MA-5535-501BA48,,,,1,1,1,PC,1,PC,0,1,,,,,1
600-502ZA30,1,1,1,1,MA-600-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-602EB38,1,1,1,1,MA-RH-0031K-06SA,,,,1,1,1,PC,1,PC,0,1,,,,,1
5534-502EA38,1,1,1,1,MA-5517-502AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5534-602EA38,1,1,1,1,MA-RH-0031A-05D,,,,1,1,1,PC,1,PC,0,1,,,,,1
6109-502FA36,1,1,1,1,MA-5517-502AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
3538-502EA34,1,1,1,1,MA-954-50234,,,,1,1,1,PC,1,PC,0,1,,,,,1
954-502KA26,1,1,1,1,MA-954-50226,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-502AA48,1,1,1,1,MA-5517-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-641AA48,1,1,1,1,MA-485-641BA48-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-602AA48,1,1,1,1,MA-RH-0031K-06G,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-602CA48,1,1,1,1,MA-RH-0031K-06G,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-602DA48,1,1,1,1,MA-RH-0031K-06G,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-602EA48,1,1,1,1,MA-RH-0031K-06G,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-502FA38,1,1,1,1,MA-5517-502AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-606AA48,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501EA34,1,1,1,1,MA-1831-501EA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3165-502AA34,1,1,1,1,MA-3164-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
12Q-411GA34-JTEC,1,1,1,1,MA-12Q-411GA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3151-601FA30,1,1,1,1,MA-603-601-BLOCK,,,,1,1,1,PC,1,PC,0,1,,,,,1
3151-502LA30,1,1,1,1,MA-3151-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-641AA19,1,1,1,1,MA-720-65218-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-502AA19,1,1,1,1,MA-59-502B19,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-602AA19,1,1,1,1,MA-RH-0031A-07E,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-602BA19,1,1,1,1,MA-RH-0031A-07E,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-602GA19,1,1,1,1,MA-RH-0031A-07E,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-502AB17,1,1,1,1,MA-5521-502AB17,,,,1,1,1,PC,1,PC,0,1,,,,,1
5527-501AA17,1,1,1,1,MA-5527-501AA17,,,,1,1,1,PC,1,PC,0,1,,,,,1
5527-501BB17,1,1,1,1,MA-5527-501BB17,,,,1,1,1,PC,1,PC,0,1,,,,,1
5527-501AB20,1,1,1,1,MA-5527-501AA20,,,,1,1,1,PC,1,PC,0,1,,,,,1
5527-501BC20,1,1,1,1,MA-5527-501BC20,,,,1,1,1,PC,1,PC,0,1,,,,,1
5541-502EA38,1,1,1,1,MA-5517-502AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5529-602EA38,1,1,1,1,MA-RH-0031A-05E,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-601AB34,1,1,1,1,MA-3557-601AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-502AB20,1,1,1,1,MA-5521-502AB20,,,,1,1,1,PC,1,PC,0,1,,,,,1
5527-501AA20,1,1,1,1,MA-5527-501AA20,,,,1,1,1,PC,1,PC,0,1,,,,,1
600-65234,1,1,1,1,MA-720-65234-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-502KA30,1,1,1,1,MA-RH-0175KD-21AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3157-502AB30,1,1,1,1,MA-4109-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
1355-406BA17,1,1,1,1,MA-1355-406BA17,,,,1,1,1,PC,1,PC,0,1,,,,,1
1355-406AB20,1,1,1,1,MA-1355-406AB20,,,,1,1,1,PC,1,PC,0,1,,,,,1
1355-406AB17,1,1,1,1,MA-1355-406AB17,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-501CA19,1,1,1,1,MA-1751-501AA19,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-102EA,1,1,1,1,MA-1731-102BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
TS-5411-210AA,1,1,1,1,MA-1331-210JA,,,,1,1,1,PC,1,PC,0,1,,,,,1
TS-5411-211AA,1,1,1,1,MA-1331-211JA,,,,1,1,1,PC,1,PC,0,1,,,,,1
582-502ZA30,1,1,1,1,MA-582-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-406CA19,1,1,1,1,MA-1751-406CA19,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-111CA,1,1,1,1,MA-1731-111CA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-111DA,1,1,1,1,MA-1731-111DA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-111EA,1,1,1,1,MA-1731-111DA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3164-502EA34,1,1,1,1,MA-3164-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-502EB30,1,1,1,1,MA-474-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
SPL-2798-501AA30,1,1,1,1,MA-SPL-2798-501AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-501AA19,1,1,1,1,MA-1751-501AA19,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-602AB30,1,1,1,1,MA-RH-0031K-06A,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-602BA30,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-601AA19,1,1,1,1,MA-1751-601AA19,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-601FA30,1,1,1,1,MA-603-601-BLOCK,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-501AA42,1,1,1,1,MA-161-501AA42,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-601AA42,1,1,1,1,MA-165-601BAB42,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-601BB34,1,1,1,1,MA-165-601BA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-102DA,1,1,1,1,MA-1731-102AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-502KA32,1,1,1,1,MA-RH-0175KD-21AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501DA28,1,1,1,1,MA-1831-501AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-501BA28,1,1,1,1,MA-1831-501BA28,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-601FA32,1,1,1,1,MA-603-601-BLOCK,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-502KA28,1,1,1,1,MA-RH-0175KD-21AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-502KA26,1,1,1,1,MA-RH-0175KD-21AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-602AA42,1,1,1,1,MA-RH-0031K-06A,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-602BA42,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-601FA26,1,1,1,1,MA-603-601-BLOCK,,,,1,1,1,PC,1,PC,0,1,,,,,1
TS-5412AA34,1,1,1,1,MA-3557-601AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
TS-5367-414AA,1,1,1,1,MA-170-414AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-641AA30,1,1,1,1,MA-485-641BA30-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
5173-641AA30,1,1,1,1,MA-485-641BA30-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-641AA34,1,1,1,1,MA-485-641BA34-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
5173-641AA34,1,1,1,1,MA-485-641BA34-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
5179-641AA30,1,1,1,1,MA-485-641BA30-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
5179-641AA34,1,1,1,1,MA-485-641BA34-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
3662-601AB34,1,1,1,1,MA-3662-601AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-406AA38-2,1,1,1,1,MA-1831-406AA38-2,,,,1,1,1,PC,1,PC,0,1,,,,,1
1551-401FA38,1,1,1,1,MA-1551-401AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
3662-502EA34,1,1,1,1,MA-954-50234,,,,1,1,1,PC,1,PC,0,1,,,,,1
3662-601EA34,1,1,1,1,MA-3557-601AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-502ZA38,1,1,1,1,MA-474-502AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-502KA34,1,1,1,1,MA-RH-0175KD-21AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-601FA34,1,1,1,1,MA-603-601-BLOCK,,,,1,1,1,PC,1,PC,0,1,,,,,1
SPL-2798-501AA34,1,1,1,1,MA-SPL-2798-501AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3662-601AB30,1,1,1,1,MA-3557-601AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-502AA42,1,1,1,1,MA-474-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3145-502EB38,1,1,1,1,MA-600-502AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-502JA36,1,1,1,1,MA-485-502AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-501AA40,1,1,1,1,MA-161-501AA40,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-601AA40,1,1,1,1,MA-165-601BAB42,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-602AA40,1,1,1,1,MA-RH-0031A-06E,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-602BA40,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-641AA40,1,1,1,1,MA-485-641BA40-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-502AA40,1,1,1,1,MA-474-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-103BA24,1,1,1,1,MA-1751-103BA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
3662-608AB34,1,1,1,1,MA-3501-66001AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3662-501BB34,1,1,1,1,MA-3636-501BC34,,,,1,1,1,PC,1,PC,0,1,,,,,1
1331-102VC,1,1,1,1,MA-1931-102BB,,,,1,1,1,PC,1,PC,0,1,,,,,1
5108-502EB30,1,1,1,1,MA-5108-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5108-602BC30,1,1,1,1,MA-RH-0031A-05C,,,,1,1,1,PC,1,PC,0,1,,,,,1
5108-602EC30,1,1,1,1,MA-RH-0031A-05D,,,,1,1,1,PC,1,PC,0,1,,,,,1
3558-502EA34,1,1,1,1,MA-954-50234,,,,1,1,1,PC,1,PC,0,1,,,,,1
3558-601EA34,1,1,1,1,MA-3557-601AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3558-666AA34,1,1,1,1,MA-560-66634-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
3164-502BA30,1,1,1,1,MA-3164-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3164-502BA34,1,1,1,1,MA-3164-502AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3559-601AA30,1,1,1,1,MA-3557-601AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3662-608AB30,1,1,1,1,MA-3501-66001AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-502FA30,1,1,1,1,MA-954-50230,,,,1,1,1,PC,1,PC,0,1,,,,,1
4113-502KA30,1,1,1,1,MA-4109-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
4113-601FA30,1,1,1,1,MA-748-601AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5213-602EA30,1,1,1,1,MA-RH-0031K-06KB,,,,1,1,1,PC,1,PC,0,1,,,,,1
5218-502EA30,1,1,1,1,MA-474-502AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-501BB30,1,1,1,1,MA-3636-501BC30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3154-652AA25,1,1,1,1,MA-720-65225-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
3154-652AA21,1,1,1,1,MA-720-65221-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
3154-652AA23,1,1,1,1,MA-720-65223-DRUM,,,,1,1,1,PC,1,PC,0,1,,,,,1
4206-601JA30,1,1,1,1,MA-4206-601AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
