OYAHMCD,SEQ,STRNO,OYAREVNO,STRSEQ,KOHMCD,SIZEX,SIZEY,SIZEZ,SHAPEQTY,OYAQTYKBN,OYAQTY,OYAUNIT,KOQTY,KOUNIT,VALDEC,HASUKBN,NOTE,REVNOTE,REVDT,REVTANCD,VALFLG
SPL-2344BA30,1,1,1,1,SKD6G3545,,,,1,1,1,PC,1,PC,0,1,,,,,1
SPL-2344BA34,1,1,1,1,SKD6G3545,,,,1,1,1,PC,1,PC,0,1,,,,,1
202-511AA18,1,1,1,1,GLRS-MY1AA16,,,,1,1,1,PC,1,PC,0,1,,,,,1
202-611AA18,1,1,1,1,SKD5.8X25X20,,,,1,1,1,PC,1,PC,0,1,,,,,1
202-612AA18,1,1,1,1,GLRS-MB2AA18,,,,1,1,1,PC,1,PC,0,1,,,,,1
211-522AA30,1,1,1,1,LHT4-MY2AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
211-611AA30,1,1,1,1,LHT4-MB1AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
211-612AA30,1,1,1,1,LHT4-MB2AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
211-613AA30,1,1,1,1,SKD6G2527,,,,1,1,1,PC,1,PC,0,1,,,,,1
211-614AA30,1,1,1,1,SKD6G2527,,,,1,1,1,PC,1,PC,0,1,,,,,1
211-621AA30,1,1,1,1,LHT4-MB1AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
211-622AA30,1,1,1,1,LHT4-MB2AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-511CA33,1,1,1,1,SKD5E3024,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-515AA33,1,1,1,1,NC-226-515AA33-ALL,,,,1,1,1,PC,1,PC,0,1,,,,,1
269-511BB30,1,1,1,1,SKD6E3525,,,,1,1,1,PC,1,PC,0,1,,,,,1
269-611B33,1,1,1,1,LEC2-MB1A33,,,,1,1,1,PC,1,PC,0,1,,,,,1
278-633A38,1,1,1,1,L8AL-MC5A38,,,,1,1,1,PC,1,PC,0,1,,,,,1
278-634A38,1,1,1,1,L8AL-MC6A38,,,,1,1,1,PC,1,PC,0,1,,,,,1
279-511S38,1,1,1,1,LIL4AL-MY1D33,,,,1,1,1,PC,1,PC,0,1,,,,,1
279-526SA33,1,1,1,1,SKD4.8X30X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
279-611L33,1,1,1,1,SKD6G2220,,,,1,1,1,PC,1,PC,0,1,,,,,1
279-612L33,1,1,1,1,SKD6G2220,,,,1,1,1,PC,1,PC,0,1,,,,,1
3101-553CA38,1,1,1,1,SKD7.7X40X25,,,,1,1,1,PC,1,PC,0,1,,,,,1
3101-621AA38,1,1,1,1,SKD6.0X30X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
3101-621BA38,1,1,1,1,SKD6.0X30X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
3114-5214BB26,1,1,1,1,FL4-MX14BB30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3139-593AA30,1,1,1,1,SKD11025067,,,,1,1,1,PC,1,PC,0,1,,,,,1
3139-612AA42,1,1,1,1,SKD8B4040,,,,1,1,1,PC,1,PC,0,1,,,,,1
3139-612BA42,1,1,1,1,SKD8B4040,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-511AA38,1,1,1,1,SKD6G4730,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-515AA38,1,1,1,1,SKD6G4730,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-515BA38,1,1,1,1,SKD6G4730,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-611AA38,1,1,1,1,SKD8B4040,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-612AA38,1,1,1,1,SKD11040082,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-612BA38,1,1,1,1,SKD11040082,,,,1,1,1,PC,1,PC,0,1,,,,,1
3157-515AA26,1,1,1,1,SKD8E4055,,,,1,1,1,PC,1,PC,0,1,,,,,1
3157-611AA26,1,1,1,1,SKD7.0X50X65,,,,1,1,1,PC,1,PC,0,1,,,,,1
3157-612AA26,1,1,1,1,SKD7.0X50X65,,,,1,1,1,PC,1,PC,0,1,,,,,1
3157-612AB34,1,1,1,1,SKD11050085,,,,1,1,1,PC,1,PC,0,1,,,,,1
3166-611AA22,1,1,1,1,SKD9.0X50X29,,,,1,1,1,PC,1,PC,0,1,,,,,1
3166-611BA22,1,1,1,1,SKD9.0X50X29,,,,1,1,1,PC,1,PC,0,1,,,,,1
3236-514AA36,1,1,1,1,SKD8B2140,,,,1,1,1,PC,1,PC,0,1,,,,,1
335-512AA48,1,1,1,1,SKD6.0X30X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-521AA38,1,1,1,1,SKD6.0X30X41,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-611LA33,1,1,1,1,SKD6G2520,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-616AA38,1,1,1,1,NC-352B-616AA38-ALL,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-620AA38,1,1,1,1,NC-352B-620AA38-ALL,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-621GA38,1,1,1,1,SKD6G2523,,,,1,1,1,PC,1,PC,0,1,,,,,1
354-625A30,1,1,1,1,355-615A30-L1,,,,1,1,1,PC,1,PC,0,1,,,,,1
355-611A33,1,1,1,1,SKD7Z3020,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-611AA34,1,1,1,1,SKD8.0X50X40,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-612AA34,1,1,1,1,SKD8.0X50X40,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-621AA34,1,1,1,1,SKD6.0X30X100,,,,1,1,1,PC,1,PC,0,1,,,,,1
3557-621BA34,1,1,1,1,SKD6.0X25X43,,,,1,1,1,PC,1,PC,0,1,,,,,1
3636-518AB26,1,1,1,1,SKD7B3254,,,,1,1,1,PC,1,PC,0,1,,,,,1
3636-566AC26,1,1,1,1,SKD8B2932,,,,1,1,1,PC,1,PC,0,1,,,,,1
3636-566PC26,1,1,1,1,SKD8B2932,,,,1,1,1,PC,1,PC,0,1,,,,,1
3636-570BC30,1,1,1,1,SKD9Z3530,,,,1,1,1,PC,1,PC,0,1,,,,,1
3636-570BD26,1,1,1,1,SKD8E3038,,,,1,1,1,PC,1,PC,0,1,,,,,1
3636-570DC26,1,1,1,1,SKD8E3038,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-513AB26,1,1,1,1,SKD7B3254,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-514AC26,1,1,1,1,SKD7B3254,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-592AB26,1,1,1,1,SKD6.7X40X75,,,,1,1,1,PC,1,PC,0,1,,,,,1
3650-593AA26,1,1,1,1,SKD6.7X30X55,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-611JA32,1,1,1,1,SKD9.0X50X52,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-611KA32,1,1,1,1,SKD9.0X50X52,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-611LA32,1,1,1,1,SKD9.0X50X52,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-611MA32,1,1,1,1,SKD9.0X50X52,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-612CA32,1,1,1,1,SKD9.0X50X20,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-618BA32,1,1,1,1,SKD9.0X50X52,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-619EA32,1,1,1,1,SKD9.0X50X60,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-619FA32,1,1,1,1,SKD9.0X50X60,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-621AA26,1,1,1,1,SKD9.0X50X52,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-621AA30,1,1,1,1,SKD9.0X50X52,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-621BA26,1,1,1,1,SKD9.0X50X52,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-621BA30,1,1,1,1,SKD9.0X50X52,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-629AA26,1,1,1,1,SKD9.0X50X60,,,,1,1,1,PC,1,PC,0,1,,,,,1
3922-629AA30,1,1,1,1,SKD9.0X50X60,,,,1,1,1,PC,1,PC,0,1,,,,,1
4117-562AA30,1,1,1,1,SKD6.7X30X40,,,,1,1,1,PC,1,PC,0,1,,,,,1
826-514AA26,1,1,1,1,SKD6.7X32X40,,,,1,1,1,PC,1,PC,0,1,,,,,1
826-513AA26,1,1,1,1,SKD6.7X32X40,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-621BA38,1,1,1,1,SKD6.0X47X38,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-621AA38,1,1,1,1,SKD6.0X47X38,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-615AA38,1,1,1,1,SKD6.0X35X55,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-612BA38,1,1,1,1,SKD6.0X40X41,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-612BA36,1,1,1,1,SKD6.0X40X41,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-612AA38,1,1,1,1,6108-612AA38-M1-HORITA,,,,1,1,1,PC,1,PC,0,1,,,,,1
6108-612AA36,1,1,1,1,SKD6.0X40X41 ,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-623AC38,1,1,1,1,6105-621AA38-M1-åäÇ»Çµ,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-622AB38,1,1,1,1,SKD6.0X47X41,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-621BC38,1,1,1,1,6105-621AA38-M1-åäÇ»Çµ,,,,1,1,1,PC,1,PC,0,1,,,,,1
6105-621AC38,1,1,1,1,SKD6.0X47X41,,,,1,1,1,PC,1,PC,0,1,,,,,1
5540-514AA38,1,1,1,1,SKD6G3530,,,,1,1,1,PC,1,PC,0,1,,,,,1
5540-513AA38,1,1,1,1,SKD6G3530,,,,1,1,1,PC,1,PC,0,1,,,,,1
5540-512AA38,1,1,1,1,SKD6G3525,,,,1,1,1,PC,1,PC,0,1,,,,,1
4207-625AA30,1,1,1,1,SKD9.0X50X60,,,,1,1,1,PC,1,PC,0,1,,,,,1
5520-566BA30,1,1,1,1,SKD7.9X30X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5215-519AA34,1,1,1,1,SKD6.0X40X52,,,,1,1,1,PC,1,PC,0,1,,,,,1
5215-516AA34,1,1,1,1,SKD6.0X35X48,,,,1,1,1,PC,1,PC,0,1,,,,,1
474-511BA33,1,1,1,1,SKD5E2522,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-615LA30,1,1,1,1,5165-615AA30-M1,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-614AA30,1,1,1,1,SKD7.0X30X28,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-612AA30,1,1,1,1,5165-611AA30-M1,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-611AA30,1,1,1,1,5165-612AA30-M1,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-514AC30,1,1,1,1,SKD6G2555,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-617AA38,1,1,1,1,SKD6.0X25X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-615AA38,1,1,1,1,SKD6.0X25X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-620AA42,1,1,1,1,SKD11-DIA46,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-614AA42,1,1,1,1,SKD11-DIA46,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-524BA34,1,1,1,1,SKD4.8X25X50,,,,1,1,1,PC,1,PC,0,1,,,,,1
5108-616AA38,1,1,1,1,SKD6G2522,,,,1,1,1,PC,1,PC,0,1,,,,,1
5108-615AA38,1,1,1,1,SKD6G2522,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-521EA34,1,1,1,1,SKD5E2235,,,,1,1,1,PC,1,PC,0,1,,,,,1
4207-624AA30,1,1,1,1,SKD9.0X50X75,,,,1,1,1,PC,1,PC,0,1,,,,,1
4207-527AA30,1,1,1,1,SKD6.65X32X55,,,,1,1,1,PC,1,PC,0,1,,,,,1
4117-563AA34,1,1,1,1,SKD6.7X30X40,,,,1,1,1,PC,1,PC,0,1,,,,,1
4117-563AA30,1,1,1,1,SKD6.7X30X40,,,,1,1,1,PC,1,PC,0,1,,,,,1
4117-562AA34,1,1,1,1,SKD6.7X30X40,,,,1,1,1,PC,1,PC,0,1,,,,,1
4117-561AA34,1,1,1,1,SKD6.5X30X30,,,,1,1,1,PC,1,PC,0,1,,,,,1
4115-613AA30,1,1,1,1,SKD9.0X50X37,,,,1,1,1,PC,1,PC,0,1,,,,,1
4109-611BB30,1,1,1,1,SKD9.0X50X37,,,,1,1,1,PC,1,PC,0,1,,,,,1
4109-611BA32,1,1,1,1,SKD9.0X50X38,,,,1,1,1,PC,1,PC,0,1,,,,,1
4109-611AB30,1,1,1,1,SKD9.0X50X37,,,,1,1,1,PC,1,PC,0,1,,,,,1
4109-611AA32,1,1,1,1,4109-611AB30-M1-HORITA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3550-613AB34,1,1,1,1,SKD8E4048,,,,1,1,1,PC,1,PC,0,1,,,,,1
3550-612AB34,1,1,1,1,SKD8E4048,,,,1,1,1,PC,1,PC,0,1,,,,,1
3550-611PB34,1,1,1,1,SKD8E4048,,,,1,1,1,PC,1,PC,0,1,,,,,1
3550-611AB34,1,1,1,1,SKD8E4048,,,,1,1,1,PC,1,PC,0,1,,,,,1
3538-542AA34,1,1,1,1,SKD11-DIA50-ì‡çÏàÀóä,,,,1,1,1,PC,1,PC,0,1,,,,,1
3538-542AA30,1,1,1,1,SKD11-DIA50-ì‡çÏàÀóä,,,,1,1,1,PC,1,PC,0,1,,,,,1
3538-541AB34,1,1,1,1,3538-541AA30-M1,,,,1,1,1,PC,1,PC,0,1,,,,,1
3538-541AB30,1,1,1,1,SEC7BS-MV1AA30->íÜä‘â¡çHïi,,,,1,1,1,PC,1,PC,0,1,,,,,1
3538-505BA34,1,1,1,1,SKD5Z1236-CUT-ONLY,,,,1,1,1,PC,1,PC,0,1,,,,,1
335-514BB33,1,1,1,1,SKD6.0X30X45,,,,1,1,1,PC,1,PC,0,1,,,,,1
3326-612AA34,1,1,1,1,SKD7.0X50X45,,,,1,1,1,PC,1,PC,0,1,,,,,1
3326-611AA34,1,1,1,1,SKD7.0X50X45,,,,1,1,1,PC,1,PC,0,1,,,,,1
3326-514AA34,1,1,1,1,SKD6.7X32X38,,,,1,1,1,PC,1,PC,0,1,,,,,1
3157-611AB34,1,1,1,1,SKD11050085,,,,1,1,1,PC,1,PC,0,1,,,,,1
3157-513AA30,1,1,1,1,SKD7.6X40X35,,,,1,1,1,PC,1,PC,0,1,,,,,1
3157-512AA30,1,1,1,1,SKD7.6X40X35,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-522DC38,1,1,1,1,SKD5.95X22X35,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-524DC38,1,1,1,1,SKD5.95X22X35,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-524FA33,1,1,1,1,SKD11022067,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-533BB38,1,1,1,1,SKD11022055,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-623FA30,1,1,1,1,SKD5E2532,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-624FA30,1,1,1,1,SKD5E2532,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-625FA33,1,1,1,1,SKD6G2531,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-626FA33,1,1,1,1,SKD6G2531,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-629BA38,1,1,1,1,SKD11030055,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-630BA38,1,1,1,1,SKD11030055,,,,1,1,1,PC,1,PC,0,1,,,,,1
478-632BA38,1,1,1,1,SKD11025067,,,,1,1,1,PC,1,PC,0,1,,,,,1
479-512DA34,1,1,1,1,SKD6.0X27X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
479-513CA34,1,1,1,1,SKD11025067,,,,1,1,1,PC,1,PC,0,1,,,,,1
479-518JA34,1,1,1,1,SKD5.95X25X48,,,,1,1,1,PC,1,PC,0,1,,,,,1
479-611BA36,1,1,1,1,SKD6G2519,,,,1,1,1,PC,1,PC,0,1,,,,,1
479-612BA36,1,1,1,1,SKD6G2218,,,,1,1,1,PC,1,PC,0,1,,,,,1
479-651CA34,1,1,1,1,SKD11021082,,,,1,1,1,PC,1,PC,0,1,,,,,1
479-652CA34,1,1,1,1,SKD11021082,,,,1,1,1,PC,1,PC,0,1,,,,,1
5108-608AA30,1,1,1,1,MA-5108-608AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-506AA40,1,1,1,1,MA-5121-506AA40,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-507AA40,1,1,1,1,MA-5121-507AA40,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-511BA40,1,1,1,1,SKD5E2548,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-514AA40,1,1,1,1,SKD5E2548,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-521AA34,1,1,1,1,SKD5E2548,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-521AA36,1,1,1,1,SKD5E2548,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-521AA40,1,1,1,1,SKD5E2548,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-522AA40,1,1,1,1,SKD6G2548,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-525AA40,1,1,1,1,SKD6G2548,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-606AA40,1,1,1,1,MA-5121-606AA40,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-606BA40,1,1,1,1,MA-5121-606BA40,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-607AA40,1,1,1,1,MA-5121-607AA40,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-607BA40,1,1,1,1,MA-5121-607BA40,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-613AA40,1,1,1,1,SKD6E4030,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-614AA40,1,1,1,1,SKD6E3530,,,,1,1,1,PC,1,PC,0,1,,,,,1
5121-619AA40,1,1,1,1,SKD6E4030,,,,1,1,1,PC,1,PC,0,1,,,,,1
5142-529AA36,1,1,1,1,SKD4.8X50X200,,,,1,1,1,PC,1,PC,0,1,,,,,1
5142-606BA36,1,1,1,1,MA-5142-606BA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5142-607AA36,1,1,1,1,MA-5142-607AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-506AA38,1,1,1,1,MA-5154-506AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-506BB38,1,1,1,1,MA-5154-506BB38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-515AA30,1,1,1,1,SKD8B2135,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-521AA38,1,1,1,1,SKD11022067,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-607AA38,1,1,1,1,MA-5154-607AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-607BA38,1,1,1,1,MA-5154-607BA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-608AA38,1,1,1,1,MA-5154-608AA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-619AA38,1,1,1,1,SKD6.0X25X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-620AA38,1,1,1,1,SKD6.0X25X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-621AA36,1,1,1,1,SKD11025067,,,,1,1,1,PC,1,PC,0,1,,,,,1
5154-622AA36,1,1,1,1,SKD11025067,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-506AA32,1,1,1,1,MA-5165-506AA32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-506BA32,1,1,1,1,MA-5165-506BA32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-521AA34,1,1,1,1,SKD6G2745,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-521AC30,1,1,1,1,SKD6G2745,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-524AA34,1,1,1,1,SKD6G2745,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-524AB30,1,1,1,1,SKD6G2745,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-541SA34,1,1,1,1,SKD6.0X27X54,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-606AA32,1,1,1,1,MA-5165-606AA32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-606BA32,1,1,1,1,MA-5165-606BA32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-607AA32,1,1,1,1,MA-5165-607AA32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-615LA32,1,1,1,1,SKD8E3041,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-615LA34,1,1,1,1,SKD8E3040,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-616AA32,1,1,1,1,SKD8E3041,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-617AA30,1,1,1,1,SKD7.0X30X41,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-617AA34,1,1,1,1,SKD7.0X30X41,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-618AA30,1,1,1,1,SKD7.0X30X40,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-618AA34,1,1,1,1,SKD7.0X30X40,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-619AA30,1,1,1,1,SKD7.0X30X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-620AA30,1,1,1,1,SKD7.0X30X32,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-621AA30,1,1,1,1,5165-611AA30-M1,,,,1,1,1,PC,1,PC,0,1,,,,,1
5165-622AA30,1,1,1,1,5165-612AA30-M1,,,,1,1,1,PC,1,PC,0,1,,,,,1
5167-515AA30,1,1,1,1,SKD11-DIA46,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-631AA30,1,1,1,1,SKD6G2515,,,,1,1,1,PC,1,PC,0,1,,,,,1
5176-632AA30,1,1,1,1,SKD6G2218,,,,1,1,1,PC,1,PC,0,1,,,,,1
5179-624AA34,1,1,1,1,SKD4.8X27X45,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-506AA19,1,1,1,1,MA-5181-506AA19,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-506BA19,1,1,1,1,MA-5181-506BA19,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-607AA19,1,1,1,1,MA-5181-607AA19,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-607BA19,1,1,1,1,MA-5181-607BA19,,,,1,1,1,PC,1,PC,0,1,,,,,1
5181-608AA19,1,1,1,1,MA-5181-608AA19,,,,1,1,1,PC,1,PC,0,1,,,,,1
5204-511AA36,1,1,1,1,SKD6E3525,,,,1,1,1,PC,1,PC,0,1,,,,,1
5204-512AA36,1,1,1,1,SKD6G3540,,,,1,1,1,PC,1,PC,0,1,,,,,1
5204-516AB36,1,1,1,1,NC-5204-516AB36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5204-521AB36,1,1,1,1,NC-5204-521AB36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5217-619AA34,1,1,1,1,SKD7.0X40X48,,,,1,1,1,PC,1,PC,0,1,,,,,1
5217-620AA34,1,1,1,1,SKD7.0X40X41,,,,1,1,1,PC,1,PC,0,1,,,,,1
5217-633AA34,1,1,1,1,SKD7.0X40X48,,,,1,1,1,PC,1,PC,0,1,,,,,1
5217-634AA34,1,1,1,1,SKD7.0X40X41,,,,1,1,1,PC,1,PC,0,1,,,,,1
5307-592AA48,1,1,1,1,SKD6.0X35X65,,,,1,1,1,PC,1,PC,0,1,,,,,1
5517-518BA30,1,1,1,1,SKD6.0X30X55,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-504AB17,1,1,1,1,MA-5521-504AB17,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-504AB20,1,1,1,1,MA-5521-504AB20,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-504BA17,1,1,1,1,MA-5521-504BA17,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-504BA20,1,1,1,1,MA-5521-504BA20,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-505AB17,1,1,1,1,SKD5Z1252,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-505AB20,1,1,1,1,SKD5Z1252,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-505BA17,1,1,1,1,SKD11012050,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-505BA20,1,1,1,1,SKD11012050,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-511AA20,1,1,1,1,SKD6G2524,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-511LA17,1,1,1,1,SKD11-DIA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-511LA20,1,1,1,1,SKD6G2524,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-512AA17,1,1,1,1,SKD6G2726,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-512AA20,1,1,1,1,SKD6G2726,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-513AB17,1,1,1,1,SKD6.0X30X49,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-513AB20,1,1,1,1,SKD6.0X30X49,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-514AB17,1,1,1,1,SKD6.0X30X45,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-514AB20,1,1,1,1,SKD6.0X30X49,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-516AA17,1,1,1,1,SKD11027067,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-516AA20,1,1,1,1,SKD11027067,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-517AC17,1,1,1,1,SKD6.0X30X49,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-517BC20,1,1,1,1,SKD6.0X30X49,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-518BA17,1,1,1,1,SKD11030070,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-518BA20,1,1,1,1,SKD6.0X30X49,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-521AA17,1,1,1,1,SKD11-DIA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-521AA20,1,1,1,1,SKD6G2524,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-521LA17,1,1,1,1,SKD11-DIA38,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-521LA20,1,1,1,1,SKD6G2524,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-541AA17,1,1,1,1,355-541-M1,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-541AA20,1,1,1,1,355-541-M1,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-607AA17,1,1,1,1,MA-5521-607AA17,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-607AA20,1,1,1,1,MA-5521-607AA20,,,,1,1,1,PC,1,PC,0,1,,,,,1
5521-607BA17,1,1,1,1,MA-5521-607BA17,,,,1,1,1,PC,1,PC,0,1,,,,,1
