H,defTopId,S1C0,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C13,S1C23,S1C33,S1C43,S1C53,S1C63,S1C73,S1C83,S1C93,S1C103,S1C113,S1C123,S1C133,S1C143,S1C153,S1C163,S1C173,S1C183,S1C193,S1C203,S1C213,S1C223,S1C233,S1C243,S1C253,S1C263,S1C273,S1C283,S1C293,S1C303,S1C313,S1C323,S1C333,S1C343,S1C353,S1C363,S1C373,S1C383,S1C393,S1C403,S1C413,S1C423,S1C433,S1C443,S1C453,S1C463,S1C473,S1C483,S1C493,S1C503,S1C513,S1C523,S1C533,S1C543,S1C553,S1C563,S1C573,S1C583,S1C593,S1C603,S1C613,S1C623,S1C633,S1C643,S1C653,S1C663,S1C673,S1C683,S1C693,S1C703,S1C713,S2C198,S2C199,S2C200
R,494,＜ﾉｰﾏﾙ Y無し用＞,24,12,8,24DKM002,THAILAND　　　THAI GUNZE CO. LTD.,E-2.4R,16.0,18.0,924,【■シリンダー針】,518118CZ11,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,518118DZ11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,494,＜ﾉｰﾏﾙ Y無し用＞,24,12,8,24DKM003,THAILAND　　　THAI GUNZE CO. LTD.,E-2.4R,17.0,18.0,996,【■シリンダー針】,518118CZ11,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,518118DZ11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,494,＜ﾉｰﾏﾙ Y無し用＞,24,12,6,24DKM004,THAILAND　　　THAI GUNZE CO. LTD.,E-2.4R,18.0,18.0,1056,【■シリンダー針】,518118CZ11,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,518118DZ11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,494,＜ﾉｰﾏﾙ Y無し用＞,24,12,6,24DKM005,THAILAND　　　THAI GUNZE CO. LTD.,E-2.4R,18.0,18.0,1056,【■シリンダー針】,518118CZ11,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,518118DZ11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,490,＜EK Y無し用＞,24,12,7,24DKM006,CHINA　　　帛飛特(BO FEI TE),M-LEC6DSIB,38.0,20.0,2440,【■シリンダー針】,33618CZ0021,,【■中間ジャック(C)】,35518CJ1D,【■ ﾊﾟﾀｰﾆﾝｸﾞｼﾞｬｯｸ (C)】,551318CLJ2DF,【■ロッキングピース(C)】,550918CL6,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,620618DZ21C1,,【▼中間ジャック(D)】,620618RJ4D,【▼ ﾊﾟﾀｰﾆﾝｸﾞｼﾞｬｯｸ(D) 】,620618DJ1,【▼ロッキングピース(D)】,550922CL6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,489,＜EK Y付き用＞,24,12,2,24DKM007,TURKEY　　　CELIK MAKAS,M-LEC4DGTFY6,34.0,18.0,1872,【■シリンダー針】,551818BZ21,,551818CT21C2F,,【■中間ジャック(C)】,35522CJ1D,【■ ﾊﾟﾀｰﾆﾝｸﾞｼﾞｬｯｸ (C)】,551322CLJ2DF,【■ロッキングピース(C)】,550922CL6,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,620618BZ21,,620618DT23C4,,620618DZ23Y5,,【▼中間ジャック(D)】,620618RJ4D,【▼ ﾊﾟﾀｰﾆﾝｸﾞｼﾞｬｯｸ(D) 】,620618DJ1,【▼ロッキングピース(D)】,550922CL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,494,＜ﾉｰﾏﾙ Y無し用＞,24,12,1,24DKM008,BANGLADESH　　　FAKIR FASHION LIMITED,M-6ER42,36.0,18.0,2028,【■シリンダー針】,21122CB022,,21122CC022,,21122CD022,,21122CE022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,7322DL0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,494,＜ﾉｰﾏﾙ Y無し用＞,24,12,1,24DKM009,BANGLADESH　　　FAKIR FASHION LIMITED,M-6ER42,36.0,18.0,2028,【■シリンダー針】,21122CB022,,21122CC022,,21122CD022,,21122CE022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,7322DL0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,494,＜ﾉｰﾏﾙ Y無し用＞,24,12,1,24DKM010,BANGLADESH　　　FAKIR FASHION LIMITED,M-6ER42,36.0,18.0,2028,【■シリンダー針】,21122CB022,,21122CC022,,21122CD022,,21122CE022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,7322DL0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,494,＜ﾉｰﾏﾙ Y無し用＞,24,12,2,24DKM011,BANGLADESH　　　FAKIR FASHION LIMITED,M-6ER42,38.0,18.0,2136,【■シリンダー針】,21122CB022,,21122CC022,,21122CD022,,21122CE022,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7322DH0022C1,,7322DL0022C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
