H,defTopId,S1C0,S1C1,S1C2,S1C3,S1C4,S1C5,S1C6,S1C7,S1C8,S1C9,S1C13,S1C23,S1C33,S1C43,S1C53,S1C63,S1C73,S1C83,S1C93,S1C103,S1C113,S1C123,S1C133,S1C143,S1C153,S1C163,S1C173,S1C183,S1C193,S1C203,S1C213,S1C223,S1C233,S1C243,S1C253,S1C263,S1C273,S1C283,S1C293,S1C303,S1C313,S1C323,S1C333,S1C343,S1C353,S1C363,S1C373,S1C383,S1C393,S1C403,S1C413,S1C423,S1C433,S1C443,S1C453,S1C463,S1C473,S1C483,S1C493,S1C503,S1C513,S1C523,S1C533,S1C543,S1C553,S1C563,S1C573,S1C583,S1C593,S1C603,S1C613,S1C623,S1C633,S1C643,S1C653,S1C663,S1C673,S1C683,S1C693,S1C703,S1C713,S2C198,S2C199,S2C200
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,2,25DKL001,VIET NAM　　　GLOBAL HANTEX,OD6B-M-7ES,30,32,3000,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,2,25DKL002,VIET NAM　　　GLOBAL HANTEX,OD6B-M-7ES,30,32,3000,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,2,25DKL003,VIET NAM　　　GLOBAL HANTEX,OD6B-M-7ES,30,32,3000,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,2,25DKL004,VIET NAM　　　GLOBAL HANTEX,OD6B-M-7ES,30,32,3000,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,2,25DKL005,VIET NAM　　　GLOBAL HANTEX,OD6B-M-7ES,30,32,3000,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,4,25DKL006,VIET NAM　　　GLOBAL HANTEX,OD6B-M-7ES,30,32,3000,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,4,25DKL007,VIET NAM　　　GLOBAL HANTEX,OD6B-M-7ES,30,32,3000,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,4,25DKL008,VIET NAM　　　GLOBAL HANTEX,OD6B-M-7ES,30,32,3000,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,4,25DKL009,VIET NAM　　　GLOBAL HANTEX,OD6B-M-7ES,30,32,3000,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,4,25DKL010,VIET NAM　　　GLOBAL HANTEX,OD6B-M-7ES,30,32,3000,【■シリンダー針】,47432CB71V,,47432CC71V,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47432DH71V,,47432DL71V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,6,25DKL011,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,6,25DKL012,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,6,25DKL013,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,6,25DKL014,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,6,25DKL015,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,7,25DKL016,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,7,25DKL017,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,7,25DKL018,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,7,25DKL019,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,7,25DKL020,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8MES,34,32,3408,【■シリンダー針】,7832CB61,,7832CC61,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,7332DH21C2,,7332DL21C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,3,25DKL021,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8ERS,30,28,2640,【■シリンダー針】,21128CB021P2,,21128CC021P2,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB72P2V,,47428DC72P2V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,3,25DKL022,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8ERS,30,28,2640,【■シリンダー針】,21128CB021P2,,21128CC021P2,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB72P2V,,47428DC72P2V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,3,25DKL023,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8ERS,30,28,2640,【■シリンダー針】,21128CB021P2,,21128CC021P2,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB72P2V,,47428DC72P2V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,3,25DKL024,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8ERS,30,28,2640,【■シリンダー針】,21128CB021P2,,21128CC021P2,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB72P2V,,47428DC72P2V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,3,25DKL025,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8ERS,30,28,2640,【■シリンダー針】,21128CB021P2,,21128CC021P2,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB72P2V,,47428DC72P2V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
R,727,＜ﾉｰﾏﾙ Y無し用＞,2025,11,5,25DKL026,VIET NAM　　　GLOBAL HANTEX,OD6B-M-8ERS,30,28,2640,【■シリンダー針】,21128CB021P2,,21128CC021P2,,【▼ ｼﾝｶｰ/ﾀﾞｲﾔﾙ針 】,47428DB72P2V,,47428DC72P2V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.35,DK
