ç´ïÔäJénì˙,î≠çsì˙,ëgóßäJénì˙,ê∂éYåééü,ì`ï[ÇmÇè,â¡çHïîî‘,ïîïiñº,ïKóvêî,ñ¢à¯ìñç›å…êî,éËéùÇøç›å…êî,ìæà”êÊíçï∂î‘çÜ,èoå…çœêî
2026/05/14,2026/02/03,2026/04/30,2026054,E000100642,3167-525AA34,GATE CAM,20,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099035,3167-611AA34,SINKER CAM,455,0,37,,455
2026/03/04,2026/02/03,2026/02/19,2026032,E000099434,3167-611AA34,SINKER CAM,455,37,37,,0
2026/03/12,2026/02/03,2026/02/27,2026034,E000099577,3167-611AA34,SINKER CAM,455,0,0,,0
2026/03/17,2026/02/03,2026/03/04,2026035,E000099583,3167-611AA34,SINKER CAM,455,0,0,,0
2026/04/03,2026/02/03,2026/03/24,2026042,E000099940,3167-611AA34,SINKER CAM,515,0,0,,0
2026/04/10,2026/02/03,2026/03/31,2026044,E000100022,3167-611AA34,SINKER CAM,515,0,0,,0
2026/04/20,2026/02/03,2026/04/07,2026046,E000100102,3167-611AA34,SINKER CAM,515,0,0,,0
2026/04/27,2026/02/03,2026/04/14,2026048,E000100163,3167-611AA34,SINKER CAM,515,0,0,,0
2026/05/08,2026/02/03,2026/04/22,2026052,E000100586,3167-611AA34,SINKER CAM,515,0,0,,0
2026/05/14,2026/02/03,2026/04/30,2026054,E000100643,3167-611AA34,SINKER CAM,515,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099036,3167-612AA34,SINKER GATE CAM,5,0,12,,5
2026/03/04,2026/02/03,2026/02/19,2026032,E000099435,3167-612AA34,SINKER GATE CAM,5,5,12,,0
2026/03/12,2026/02/03,2026/02/27,2026034,E000099578,3167-612AA34,SINKER GATE CAM,5,5,7,,0
2026/03/17,2026/02/03,2026/03/04,2026035,E000099584,3167-612AA34,SINKER GATE CAM,5,2,2,,0
2026/04/03,2026/02/03,2026/03/24,2026042,E000099941,3167-612AA34,SINKER GATE CAM,5,0,0,,0
2026/04/10,2026/02/03,2026/03/31,2026044,E000100023,3167-612AA34,SINKER GATE CAM,5,0,0,,0
2026/04/20,2026/02/03,2026/04/07,2026046,E000100103,3167-612AA34,SINKER GATE CAM,5,0,0,,0
2026/04/27,2026/02/03,2026/04/14,2026048,E000100164,3167-612AA34,SINKER GATE CAM,5,0,0,,0
2026/05/08,2026/02/03,2026/04/22,2026052,E000100587,3167-612AA34,SINKER GATE CAM,5,0,0,,0
2026/05/14,2026/02/03,2026/04/30,2026054,E000100644,3167-612AA34,SINKER GATE CAM,5,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099154,3238-511BA,STITCH CAM,194,194,276,,0
2026/02/12,2026/02/03,2026/01/28,2026024,E000099179,3238-511BA,STITCH CAM,291,82,82,,0
2026/02/17,2026/02/03,2026/02/02,2026025,E000099204,3238-511BA,STITCH CAM,170,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099229,3238-511BA,STITCH CAM,255,0,0,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099838,3238-511BA,STITCH CAM,181,0,0,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099839,3238-512AB30,KNIT CAM,181,17,17,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099840,3238-513AB30,TUCK CAM,120,19,19,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099841,3238-514AB30,WELT CAM,90,19,19,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099842,3238-515AA30,SEGMENT CAM,4,0,6,,4
2026/02/09,2026/02/03,2026/01/26,2026023,E000099155,3238-521AA,STITCH CAM,96,96,175,,0
2026/02/12,2026/02/03,2026/01/28,2026024,E000099180,3238-521AA,STITCH CAM,144,79,79,,0
2026/02/17,2026/02/03,2026/02/02,2026025,E000099205,3238-521AA,STITCH CAM,84,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099230,3238-521AA,STITCH CAM,126,0,0,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099843,3238-611AB30,SINKER CAM,61,3,3,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099844,3238-612AB30,SINKER GATE CAM,1,0,1,,1
2026/02/17,2026/02/03,2026/02/02,2026025,E000099206,3239-512AA26,KNIT CAM,170,28,28,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099231,3239-512AA26,KNIT CAM,255,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099156,3239-512AB30,KNIT CAM,194,194,303,,0
2026/02/12,2026/02/03,2026/01/28,2026024,E000099181,3239-512AB30,KNIT CAM,291,109,109,,0
2026/02/17,2026/02/03,2026/02/02,2026025,E000099207,3239-513AA26,TUCK CAM,84,22,22,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099232,3239-513AA26,TUCK CAM,126,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099157,3239-513AB30,TUCK CAM,96,79,79,,0
2026/02/12,2026/02/03,2026/01/28,2026024,E000099182,3239-513AB30,TUCK CAM,144,0,0,,0
2026/02/17,2026/02/03,2026/02/02,2026025,E000099208,3239-514AB26,WELT CAM,84,12,12,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099233,3239-514AB26,WELT CAM,126,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099158,3239-514AC30,WELT CAM,96,64,64,,0
2026/02/12,2026/02/03,2026/01/28,2026024,E000099183,3239-514AC30,WELT CAM,144,0,0,,0
2026/02/17,2026/02/03,2026/02/02,2026025,E000099209,3239-515AA26,SEGMENT CAM,8,0,2,,8
2026/02/19,2026/02/03,2026/02/04,2026026,E000099234,3239-515AA26,SEGMENT CAM,12,0,2,,12
2026/02/09,2026/02/03,2026/01/26,2026023,E000099159,3239-515AB30,SEGMENT CAM,8,0,0,,8
2026/02/12,2026/02/03,2026/01/28,2026024,E000099184,3239-515AB30,SEGMENT CAM,12,0,0,,12
2026/02/17,2026/02/03,2026/02/02,2026025,E000099210,3239-611AA26,SINKER CAM,86,47,47,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099235,3239-611AA26,SINKER CAM,129,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099160,3239-611AB34,SINKER CAM,98,0,7,,98
2026/02/12,2026/02/03,2026/01/28,2026024,E000099185,3239-611AB34,SINKER CAM,147,7,7,,0
2026/02/17,2026/02/03,2026/02/02,2026025,E000099211,3239-612AA26,SINKER GATE CAM,2,0,15,,2
2026/02/19,2026/02/03,2026/02/04,2026026,E000099236,3239-612AA26,SINKER GATE CAM,3,0,15,,3
2026/02/09,2026/02/03,2026/01/26,2026023,E000099161,3239-612AB34,SINKER GATE CAM,2,0,11,,2
2026/02/12,2026/02/03,2026/01/28,2026024,E000099186,3239-612AB34,SINKER GATE CAM,3,0,11,,3
2026/01/07,2026/02/03,2025/12/17,2026012,E000098586,335-515AA33,DROPLESS GUARD CAM,42,0,29,,42
2026/04/03,2026/02/03,2026/03/24,2026042,E000099935,335-515AA33,DROPLESS GUARD CAM,108,29,29,,0
2026/04/10,2026/02/03,2026/03/31,2026044,E000100017,335-515AA33,DROPLESS GUARD CAM,108,0,0,,0
2026/01/07,2026/02/03,2025/12/17,2026012,E000098587,335-611BB33,STITCH CAM,43,0,9,,43
2026/01/07,2026/02/03,2025/12/17,2026012,E000098588,352-575AA30,DROPLESS GUARD CAM,42,0,33,,42
2026/02/18,2026/02/03,2026/02/18,,E000100335,352-672AA33,OUTER GUARD CAM,1,0,0,PE-2579501,
2026/03/04,2026/02/03,2026/02/19,2026032,E000099436,352B-506AA33,NEEDLE GUARD,108,33,33,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099437,352B-506BA33,NEEDLE GUARD,3,0,6,,3
2026/02/19,2026/02/03,2026/02/04,2026026,E000099283,3538-505AA34,PIECE SET PLATE,84,32,32,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099530,3538-505AA34,PIECE SET PLATE,42,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099284,3538-505BA34,PIECE SET PLATE,2,0,15,,2
2026/03/10,2026/02/03,2026/02/25,2026033,E000099531,3538-505BA34,PIECE SET PLATE,1,0,15,,1
2026/03/10,2026/02/03,2026/02/25,2026033,E000099532,3538-531AA30,STITCH CAM,85,10,10,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099533,3538-532AA34,NEEDLE GUARD CAM,84,0,0,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099534,3538-533AA34,JACK GUARD CAM,84,0,0,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099535,3538-534AA34,JACK RAISING CAM,85,0,0,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099536,3538-535AA34,DROPLESS GUARD CAM,84,0,0,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099537,3538-536AA34,GATE CAM,1,0,0,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099538,3538-537AA34,GATE CAM,1,0,0,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099539,3538-538AA34,GATE CAM,1,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099285,3538-541AB34,JACK GUARD ARC CAM,84,28,28,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099540,3538-541AB34,JACK GUARD ARC CAM,42,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099286,3538-542AA34,JACK GUARD ARC CAM,2,0,26,,2
2026/03/10,2026/02/03,2026/02/25,2026033,E000099541,3538-542AA34,JACK GUARD ARC CAM,1,0,26,,1
2026/02/19,2026/02/03,2026/02/04,2026026,E000099287,3538-566AB34,JACK GUARD CAM,168,16,16,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099542,3538-566AB34,JACK GUARD CAM,84,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099288,3538-566BA34,JACK GUARD CAM,168,46,46,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099543,3538-566BA34,JACK GUARD CAM,84,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099289,3538-566CA34,JACK GUARD CAM,2,0,1,,2
2026/03/10,2026/02/03,2026/02/25,2026033,E000099544,3538-566CA34,JACK GUARD CAM,1,0,1,,1
2026/02/19,2026/02/03,2026/02/04,2026026,E000099290,3538-566DA34,JACK GUARD CAM,2,0,2,,2
2026/03/10,2026/02/03,2026/02/25,2026033,E000099545,3538-566DA34,JACK GUARD CAM,1,0,2,,1
2026/02/19,2026/02/03,2026/02/04,2026026,E000099291,3538-569AB34,CANCELLING CAM,170,75,75,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099546,3538-569AB34,CANCELLING CAM,85,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099292,3538-569BA34,CANCELLING CAM,170,36,36,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099547,3538-569BA34,CANCELLING CAM,85,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099293,3538-570AC34,RAISING CAM,168,73,73,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099548,3538-570AC34,RAISING CAM,84,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099294,3538-570BD34,RAISING CAM,168,81,81,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099549,3538-570BD34,RAISING CAM,84,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099295,3538-570CB34,GATE CAM,4,2,2,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099550,3538-570CB34,GATE CAM,2,0,0,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099551,3538-591BA34,NEEDLE ARRANGE CAM,1,0,1,,1
2026/03/10,2026/02/03,2026/02/25,2026033,E000099552,3538-592AB34,JACK ARRANGE CAM,1,0,2,,1
2026/03/10,2026/02/03,2026/02/25,2026033,E000099553,3538-593AA34,JACK ARRANGE CAM,1,0,2,,1
2026/03/10,2026/02/03,2026/02/25,2026033,E000099554,3538-611AB34,SINKER CAM,82,8,8,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099555,3538-611BB34,SINKER CAM,3,0,0,,0
2026/03/10,2026/02/03,2026/02/25,2026033,E000099556,3538-612AB34,SINKER GATE CAM,1,0,0,,1
2026/03/02,2026/02/03,2026/03/02,,E000100519,355-611A33,STITCH CAM,48,2,2,PJ-0645801,
2026/02/19,2026/02/03,2026/02/04,2026026,E000099296,3550-511AA30,STITCH CAM,170,89,89,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099297,3550-512AA34,NEEDLE GUARD CAM,168,112,112,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099298,3550-513AA34,JACK GUARD CAM,168,99,99,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099299,3550-514AA34,JACK RAISING CAM,170,64,64,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099300,3550-516AA34,GATE CAM,2,0,1,,2
2026/02/19,2026/02/03,2026/02/04,2026026,E000099301,3550-517AA34,GATE CAM,2,0,8,,2
2026/02/19,2026/02/03,2026/02/04,2026026,E000099302,3550-518AB34,GATE CAM,2,0,1,,2
2026/02/19,2026/02/03,2026/02/04,2026026,E000099303,3550-591AA34,NEEDLE ARRANGE CAM,2,1,1,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099304,3550-592AB34,JACK ARRANGE CAM,2,0,1,,2
2026/02/19,2026/02/03,2026/02/04,2026026,E000099305,3550-593AA34,JACK ARRANGE CAM,2,0,1,,2
2026/02/19,2026/02/03,2026/02/04,2026026,E000099306,3550-611AB34,SINKER CAM,164,34,34,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099307,3550-611PB34,SINKER CAM,4,2,2,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099308,3550-612AB34,SINKER CAM,2,0,3,,2
2026/02/19,2026/02/03,2026/02/04,2026026,E000099309,3550-613AB34,SINKER CAM,2,0,3,,2
2026/02/09,2026/02/03,2026/01/26,2026023,E000099107,4117-531AB34,KNIT CAM,274,0,155,,274
2026/03/04,2026/02/03,2026/02/19,2026032,E000099438,4117-531AB34,KNIT CAM,129,129,155,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099845,4117-531AB34,KNIT CAM,258,26,26,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100351,4117-531AB34,KNIT CAM,129,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099108,4117-532AA32,TIE IN CAM,128,128,158,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099439,4117-532AB30,TIE IN CAM,43,21,21,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099846,4117-532AB30,TIE IN CAM,118,0,0,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100352,4117-532AB30,TIE IN CAM,59,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099109,4117-532BA32,TIE IN CAM,8,0,17,,8
2026/03/04,2026/02/03,2026/02/19,2026032,E000099440,4117-532BB30,TIE IN CAM,5,4,4,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099847,4117-532BB30,TIE IN CAM,12,0,0,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100353,4117-532BB30,TIE IN CAM,6,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099110,4117-533AA32,TIE IN CAM,190,190,212,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099441,4117-533AB30,TIE IN CAM,89,49,49,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099848,4117-533AB30,TIE IN CAM,178,0,0,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100354,4117-533AB30,TIE IN CAM,89,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099111,4117-533BA32,TIE IN CAM,14,0,20,,14
2026/03/04,2026/02/03,2026/02/19,2026032,E000099442,4117-533BB30,TIE IN CAM,7,6,6,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099849,4117-533BB30,TIE IN CAM,14,0,0,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100355,4117-533BB30,TIE IN CAM,7,0,0,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099443,4117-534AA30,SELECT CAM,48,48,75,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099850,4117-534AA30,SELECT CAM,128,27,27,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100356,4117-534AA30,SELECT CAM,64,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099112,4117-534AA32,SELECT CAM,136,136,197,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099444,4117-535AA30,SELECT CAM,96,61,61,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099851,4117-535AA30,SELECT CAM,192,0,0,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100357,4117-535AA30,SELECT CAM,96,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099113,4117-535AA32,SELECT CAM,204,204,285,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099445,4117-536AA30,BLANK OUT CAM,24,24,45,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099852,4117-536AA30,BLANK OUT CAM,48,21,21,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100358,4117-536AA30,BLANK OUT CAM,24,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099114,4117-536AA32,BLANK OUT CAM,80,0,22,,80
2026/03/04,2026/02/03,2026/02/19,2026032,E000099685,4117-541AA34,KNIT CAM,32,29,29,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099853,4117-541AA34,KNIT CAM,60,0,0,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100359,4117-541AA34,KNIT CAM,30,0,0,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099686,4117-542AA30,TIE IN CAM,14,7,7,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099687,4117-542BA30,TIE IN CAM,2,0,5,,2
2026/03/04,2026/02/03,2026/02/19,2026032,E000099688,4117-543AA30,TIE IN CAM,12,7,7,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099689,4117-543BA30,TIE IN CAM,4,3,3,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099690,4117-549AA30,GATE CAM A,3,0,5,,3
2026/03/04,2026/02/03,2026/02/19,2026032,E000099691,4117-549BA30,GATE CAM B,3,0,8,,3
2026/03/19,2026/02/03,2026/03/09,2026036,E000099854,4117-552AA30,SELECT CAM,60,35,35,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100360,4117-552AA30,SELECT CAM,30,0,0,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099855,4117-553AB30,TIE IN CAM,56,28,28,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100361,4117-553AB30,TIE IN CAM,28,0,0,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099856,4117-553BB30,TIE IN CAM,4,0,4,,4
2026/04/15,2026/02/03,2026/04/03,2026045,E000100362,4117-553BB30,TIE IN CAM,2,2,4,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099446,4117-616AA30,SINKER GATE CAM,1,0,1,,1
2026/03/19,2026/02/03,2026/03/09,2026036,E000099857,4117-616AA30,SINKER GATE CAM,2,0,1,,2
2026/04/15,2026/02/03,2026/04/03,2026045,E000100363,4117-616AA30,SINKER GATE CAM,1,1,1,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099115,4117-616AA32,SINKER GATE CAM,4,0,12,,4
2026/02/09,2026/02/03,2026/01/26,2026023,E000099116,4117-631AA30,SINKER PUSHING CAM,70,0,173,,70
2026/03/04,2026/02/03,2026/02/19,2026032,E000099447,4117-631AA30,SINKER PUSHING CAM,33,0,173,,33
2026/03/19,2026/02/03,2026/03/09,2026036,E000099858,4117-631AA30,SINKER PUSHING CAM,66,0,173,,66
2026/04/15,2026/02/03,2026/04/03,2026045,E000100364,4117-631AA30,SINKER PUSHING CAM,33,33,173,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099117,4117-632AA32,SINKER PUSHING CAM,70,0,76,,70
2026/03/04,2026/02/03,2026/02/19,2026032,E000099448,4117-632AB30,SINKER PUSHING CAM,33,33,75,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099859,4117-632AB30,SINKER PUSHING CAM,66,42,42,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100365,4117-632AB30,SINKER PUSHING CAM,33,0,0,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099449,4117-633BA30,SINKER PUSHING CAM,33,33,55,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099860,4117-633BA30,SINKER PUSHING CAM,66,22,22,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100366,4117-633BA30,SINKER PUSHING CAM,33,0,0,,0
2026/02/09,2026/02/03,2026/01/26,2026023,E000099118,4117-633BA32,SINKER PUSHING CAM,70,0,68,,70
2026/02/09,2026/02/03,2026/01/26,2026023,E000099119,4117-634AA32,SINKER BLANK OUT CAM,12,0,17,,12
2026/03/04,2026/02/03,2026/02/19,2026032,E000099450,4117-634AB30,SINKER BLANK OUT CAM,6,6,10,,0
2026/03/19,2026/02/03,2026/03/09,2026036,E000099861,4117-634AB30,SINKER BLANK OUT CAM,12,4,4,,0
2026/04/15,2026/02/03,2026/04/03,2026045,E000100367,4117-634AB30,SINKER BLANK OUT CAM,6,0,0,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099037,474-506AA30,NEEDLE GUARD,180,38,38,,0
2026/02/24,2026/02/03,2026/02/06,2026027,E000099062,474-506AA30,NEEDLE GUARD,180,0,0,,0
2026/04/01,2026/02/03,2026/03/19,2026041,E000100169,474-506AA30,NEEDLE GUARD,36,0,0,,0
2026/02/17,2026/02/03,2026/02/02,2026025,E000099128,474-506AA42,NEEDLE GUARD,72,5,5,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099038,474-506BA30,NEEDLE GUARD,5,0,1,,5
2026/02/24,2026/02/03,2026/02/06,2026027,E000099063,474-506BA30,NEEDLE GUARD,5,0,1,,5
2026/04/01,2026/02/03,2026/03/19,2026041,E000100170,474-506BA30,NEEDLE GUARD,1,1,1,,0
2026/02/17,2026/02/03,2026/02/02,2026025,E000099129,474-506BA42,NEEDLE GUARD,2,0,0,,2
2026/02/19,2026/02/03,2026/02/04,2026026,E000099039,474-511AA30,STITCH CAM,545,124,124,,0
2026/02/24,2026/02/03,2026/02/06,2026027,E000099064,474-511AA30,STITCH CAM,545,0,0,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099884,474-511AA33,STITCH CAM,435,66,66,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099040,474-512DA30,RAISING CAM,545,34,34,,0
2026/02/24,2026/02/03,2026/02/06,2026027,E000099065,474-512DA30,RAISING CAM,545,0,0,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099885,474-512DA33,RAISING CAM,435,0,221,,435
2026/02/19,2026/02/03,2026/02/04,2026026,E000099041,474-513AA30,GATE CAM,20,16,16,,0
2026/02/24,2026/02/03,2026/02/06,2026027,E000099066,474-513AA30,GATE CAM,20,0,0,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099886,474-513AA33,GATE CAM,12,5,5,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099887,474-514AA33,WELT CAM,576,54,54,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099042,474-515DA30,TUCKING CAM,240,49,49,,0
2026/02/24,2026/02/03,2026/02/06,2026027,E000099067,474-515DA30,TUCKING CAM,240,0,0,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099888,474-515DA33,TUCKING CAM,96,76,76,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099889,474-515SA33,TUCKING CAM,98,11,11,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099043,474-516AA30,TUCK STITCH CAM,360,198,198,,0
2026/02/24,2026/02/03,2026/02/06,2026027,E000099068,474-516AA30,TUCK STITCH CAM,360,0,0,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099890,474-516AA33,TUCK STITCH CAM,282,25,25,,0
2026/02/19,2026/02/03,2026/02/04,2026026,E000099044,474-518AA30,WELT CAM,540,31,31,,0
2026/02/24,2026/02/03,2026/02/06,2026027,E000099069,474-518AA30,WELT CAM,540,0,0,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099891,474-518AA33,WELT CAM,62,6,6,,0
2026/04/01,2026/02/03,2026/03/19,2026041,E000100171,474-531DA30,STITCH CAM,68,0,0,,0
2026/04/01,2026/02/03,2026/03/19,2026041,E000100172,474-532DA30,RAISING CAM,68,3,3,,0
2026/04/01,2026/02/03,2026/03/19,2026041,E000100173,474-533AA30,GATE CAM,4,2,2,,0
2026/04/01,2026/02/03,2026/03/19,2026041,E000100174,474-534AA30,WELT CAM,216,1,1,,0
2026/04/01,2026/02/03,2026/03/19,2026041,E000100175,474-535SA30,TUCKING CAM,36,0,0,,0
2026/04/01,2026/02/03,2026/03/19,2026041,E000100176,474-536SA30,TUCK STITCH CAM,36,0,0,,0
2026/04/01,2026/02/03,2026/03/19,2026041,E000100177,474-538AA30,WELT CAM,48,3,3,,0
2026/02/05,2026/02/03,2026/02/05,,E000099668,474-548AA33,WELT CAM,50,50,58,PJ-0632934,
2026/02/05,2026/02/03,2026/02/05,,E000099669,474-549AA33,WELT CAM,50,50,58,PJ-0632935,
2026/04/01,2026/02/03,2026/03/19,2026041,E000100178,474-607AA30,NEEDLE GUARD,35,20,20,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099416,474-607AA33,NEEDLE GUARD,105,28,28,,0
2026/04/01,2026/02/03,2026/03/19,2026041,E000100179,474-607BA30,NEEDLE GUARD,1,1,18,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099417,474-607BA33,NEEDLE GUARD,3,0,18,,3
2026/02/19,2026/02/03,2026/02/04,2026026,E000099045,474-608AA30,NEEDLE GUARD,5,0,0,,5
2026/02/24,2026/02/03,2026/02/06,2026027,E000099070,474-608AA30,NEEDLE GUARD,5,0,0,,5
2026/04/01,2026/02/03,2026/03/19,2026041,E000100180,474-608AA30,NEEDLE GUARD,1,0,0,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099418,474-608AA33,NEEDLE GUARD,3,0,9,,3
2026/03/25,2026/02/03,2026/03/12,2026037,E000099585,474-608AA38,NEEDLE GUARD,1,0,25,,1
2026/04/15,2026/02/03,2026/04/03,2026045,E000100244,474-608AA38,NEEDLE GUARD,2,2,25,,0
2026/04/20,2026/02/03,2026/04/07,2026046,E000100284,474-608AA38,NEEDLE GUARD,2,2,23,,0
2026/04/27,2026/02/03,2026/04/14,2026048,E000100399,474-608AA38,NEEDLE GUARD,1,1,21,,0
2026/03/04,2026/02/03,2026/02/19,2026032,E000099892,474-611AA33,STITCH CAM (B),111,58,58,,0
2026/03/25,2026/02/03,2026/03/12,2026037,E000099586,474-611BA38,STITCH CAM (B),43,0,64,,43
2026/04/15,2026/02/03,2026/04/03,2026045,E000100245,474-611BA38,STITCH CAM (B),86,64,64,,0
2026/04/20,2026/02/03,2026/04/07,2026046,E000100285,474-611BA38,STITCH CAM (B),86,0,0,,0
2026/04/27,2026/02/03,2026/04/14,2026048,E000100400,474-611BA38,STITCH CAM (B),43,0,0,,0
2026/04/01,2026/02/03,2026/03/19,2026041,E000100181,474-611DA30,STITCH CAM (H),20,0,0,,0
