FINAL_ITEM_CODE,PROCESS_ORDER,PROCESS_CODE,RES_CODE1,CAPACITY1,INF_CHANGE1,RES_CODE2,CAPACITY2,INF_CHANGE2,RES_CODE3,CAPACITY3,INF_CHANGE3,VERSION,OPE_NAME,UP_DATE,CHK_VAL_FLG
5142-602AA30,1,MCT,002,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5142-602AA33,1,MCT,007,1,0,,,,,,,5,森友　宏幸,2025-05-15,0
5142-602AA38,1,MCT,000,1,0,,,,,,,4,森友　宏幸,2025-05-15,0
5142-602AA40,1,MCW,000,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5142-602AA40,1,MCW,002,1,0,,,,,,,5,初崎　和広,2024-03-07,0
5142-602AA40,1,MCW,003,1,0,,,,,,,6,初崎　和広,2024-03-07,0
5142-602BB30,1,MCT,002,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5142-602BB33,1,MCT,003,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5142-602BB34,1,MCT,002,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5143-602AA14,1,MCW,000,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5143-602AA14,2,MC,000,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5143-602BA14,1,MCW,000,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5143-602BA14,2,MC,000,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5143-602CA14,1,MCW,000,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5143-602CA14,2,MC,000,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5154-602AA34,1,MCT,002,1,0,,,,,,,4,初崎　和広,2024-03-07,0
5154-602AA36,1,MCT,002,1,0,,,,,,,2,初崎　和広,2024-03-07,0
5156-405AA5.5,1,B,000,1,0,,,,,,,2,森友　宏幸,2025-05-15,0
